What	WP	what
if	IN	if
I	PP	I
could	MD	could
present	VB	present
you	PP	you
a	DT	a
story	NN	story
that	IN	that
you	PP	you
would	MD	would
remember	VB	remember
with	IN	with
your	PP$	your
entire	JJ	entire
body	NN	body
and	CC	and
not	RB	not
just	RB	just
with	IN	with
your	PP$	your
mind	NN	mind
?	SENT	?
My	PP$	my
whole	JJ	whole
life	NN	life
as	IN	as
a	DT	a
journalist	NN	journalist
,	,	,
I	PP	I
'	POS	'
ve	NN	ve
really	RB	really
been	VBN	be
compelled	VBN	compel
to	TO	to
try	VB	try
to	TO	to
make	VB	make
stories	NNS	story
that	WDT	that
can	MD	can
make	VB	make
a	DT	a
difference	NN	difference
and	CC	and
maybe	RB	maybe
inspire	VB	inspire
people	NNS	people
to	TO	to
care	VB	care
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
worked	VBD	work
in	IN	in
print	NN	print
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
worked	VBD	work
in	IN	in
documentary	NN	documentary
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
worked	VBD	work
in	IN	in
broadcast	NN	broadcast
.	SENT	.
But	CC	but
it	PP	it
really	RB	really
wasn	NN	<unknown>
'	POS	'
t	NN	t
until	IN	until
I	PP	I
got	VBD	get
involved	VBN	involve
with	IN	with
virtual	JJ	virtual
reality	NN	reality
that	IN	that
I	PP	I
started	VBD	start
seeing	VBG	see
these	DT	these
really	RB	really
intense	JJ	intense
,	,	,
authentic	JJ	authentic
reactions	NNS	reaction
from	IN	from
people	NNS	people
that	WDT	that
really	RB	really
blew	VBD	blow
my	PP$	my
mind	NN	mind
.	SENT	.
So	IN	so
the	DT	the
deal	NN	deal
is	VBZ	be
that	IN	that
with	IN	with
VR	NP	VR
,	,	,
virtual	JJ	virtual
reality	NN	reality
,	,	,
I	PP	I
can	MD	can
put	VB	put
you	PP	you
on	IN	on
scene	NN	scene
in	IN	in
the	DT	the
middle	NN	middle
of	IN	of
the	DT	the
story	NN	story
.	SENT	.
By	IN	by
putting	VBG	put
on	IN	on
these	DT	these
goggles	NNS	goggle
that	WDT	that
track	VBP	track
wherever	WRB	wherever
you	PP	you
look	VBP	look
,	,	,
you	PP	you
get	VBP	get
this	DT	this
whole-body	NN	whole-body
sensation	NN	sensation
,	,	,
like	IN	like
you	PP	you
'	POS	'
re	NN	re
actually	RB	actually
,	,	,
like	VB	like
,	,	,
there	RB	there
.	SENT	.
So	RB	so
five	CD	five
years	NNS	year
ago	RB	ago
was	VBD	be
about	RB	about
when	WRB	when
I	PP	I
really	RB	really
began	VBD	begin
to	TO	to
push	VB	push
the	DT	the
envelope	NN	envelope
with	IN	with
using	VBG	use
virtual	JJ	virtual
reality	NN	reality
and	CC	and
journalism	NN	journalism
together	RB	together
.	SENT	.
And	CC	and
I	PP	I
wanted	VBD	want
to	TO	to
do	VB	do
a	DT	a
piece	NN	piece
about	IN	about
hunger	NN	hunger
.	SENT	.
Families	NNS	family
in	IN	in
America	NP	America
are	VBP	be
going	VBG	go
hungry	JJ	hungry
,	,	,
food	NN	food
banks	NNS	bank
are	VBP	be
overwhelmed	VBN	overwhelm
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
often	RB	often
running	VBG	run
out	RP	out
of	IN	of
food	NN	food
.	SENT	.
Now	RB	now
,	,	,
I	PP	I
knew	VBD	know
I	PP	I
couldn	NN	<unknown>
'	POS	'
t	NN	t
make	VBP	make
people	NNS	people
feel	VBP	feel
hungry	JJ	hungry
,	,	,
but	CC	but
maybe	RB	maybe
I	PP	I
could	MD	could
figure	VB	figure
out	RP	out
a	DT	a
way	NN	way
to	TO	to
get	VB	get
them	PP	them
to	TO	to
feel	VB	feel
something	NN	something
physical	NN	physical
.	SENT	.
So	RB	so
—	:	-
again	RB	again
,	,	,
this	DT	this
is	VBZ	be
five	CD	five
years	NNS	year
ago	RB	ago
—	:	-
so	RB	so
doing	VBG	do
journalism	NN	journalism
and	CC	and
virtual	JJ	virtual
reality	NN	reality
together	RB	together
was	VBD	be
considered	VBN	consider
a	DT	a
worse-than-half-baked	JJ	worse-than-half-baked
idea	NN	idea
,	,	,
and	CC	and
I	PP	I
had	VBD	have
no	DT	no
funding	NN	funding
.	SENT	.
Believe	VB	believe
me	PP	me
,	,	,
I	PP	I
had	VBD	have
a	DT	a
lot	NN	lot
of	IN	of
colleagues	NNS	colleague
laughing	VBG	laugh
at	IN	at
me	PP	me
.	SENT	.
And	CC	and
I	PP	I
did	VBD	do
,	,	,
though	RB	though
,	,	,
have	VBP	have
a	DT	a
really	RB	really
