How	WRB	how
many	JJ	many
people	NNS	people
here	RB	here
would	MD	would
like	VB	like
to	TO	to
live	VB	live
to	TO	to
be	VB	be
at	IN	at
least	JJS	least
80	CD	@card@
years	NNS	year
old	JJ	old
?	SENT	?
Yeah	RB	yeah
.	SENT	.
I	PP	I
think	VBP	think
we	PP	we
all	RB	all
have	VBP	have
this	DT	this
hopeful	JJ	hopeful
expectation	NN	expectation
of	IN	of
living	VBG	live
into	IN	into
old	JJ	old
age	NN	age
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
project	VBP	project
out	RP	out
into	IN	into
the	DT	the
future	NN	future
,	,	,
to	TO	to
your	PP$	your
future	JJ	future
"	``	"
you	PP	you
'	POS	'
s	NN	S
,	,	,
"	''	"
and	CC	and
let	VB	let
'	''	'
s	NNS	<unknown>
imagine	VBP	imagine
that	IN	that
we	PP	we
'	''	'
re	IN	re
all	DT	all
85	CD	@card@
.	SENT	.
Now	RB	now
,	,	,
everyone	NN	everyone
look	NN	look
at	IN	at
two	CD	two
people	NNS	people
.	SENT	.
One	CD	one
of	IN	of
you	PP	you
probably	RB	probably
has	VBZ	have
Alzheimer	NP	Alzheimer
'	POS	'
s	NN	S
disease	NN	disease
.	SENT	.
Alright	RB	alright
,	,	,
alright	RB	alright
.	SENT	.
And	CC	and
maybe	RB	maybe
you	PP	you
'	POS	'
re	NN	re
thinking	NN	thinking
,	,	,
"	``	"
Well	UH	well
,	,	,
it	PP	it
won	VBD	win
'	''	'
t	NN	t
be	VB	be
me	PP	me
.	SENT	.
"	''	"
Then	RB	then
,	,	,
OK	UH	OK
.	SENT	.
You	PP	you
are	VBP	be
a	DT	a
caregiver	NN	caregiver
.	SENT	.
So	RB	so
—	:	-
so	RB	so
in	IN	in
some	DT	some
way	NN	way
,	,	,
this	DT	this
terrifying	JJ	terrifying
disease	NN	disease
is	VBZ	be
likely	JJ	likely
to	TO	to
affect	VB	affect
us	PP	us
all	DT	all
.	SENT	.
Part	NN	part
of	IN	of
the	DT	the
fear	NN	fear
around	IN	around
Alzheimer	NP	Alzheimer
'	POS	'
s	NN	S
stems	VBZ	stem
from	IN	from
the	DT	the
sense	NN	sense
that	IN	that
there	EX	there
'	''	'
s	NN	S
nothing	NN	nothing
we	PP	we
can	MD	can
do	VB	do
about	IN	about
it	PP	it
.	SENT	.
Despite	IN	despite
decades	NNS	decade
of	IN	of
research	NN	research
,	,	,
we	PP	we
still	RB	still
have	VBP	have
no	DT	no
disease-	NN	<unknown>
modifying	VBG	modify
treatment	NN	treatment
and	CC	and
no	DT	no
cure	NN	cure
.	SENT	.
So	RB	so
if	IN	if
we	PP	we
'	POS	'
re	NN	re
lucky	JJ	lucky
enough	RB	enough
to	TO	to
live	VB	live
long	RB	long
enough	RB	enough
,	,	,
Alzheimer	NP	Alzheimer
'	POS	'
s	NN	S
appears	VBZ	appear
to	TO	to
be	VB	be
our	PP$	our
brain	NN	brain
'	POS	'
s	NN	S
destiny	NN	destiny
.	SENT	.
But	CC	but
maybe	RB	maybe
it	PP	it
doesn	JJ	<unknown>
'	''	'
t	NN	t
have	VBP	have
to	TO	to
be	VB	be
.	SENT	.
What	WP	what
if	IN	if
I	PP	I
told	VBD	tell
you	PP	you
we	PP	we
could	MD	could
change	VB	change
these	DT	these
statistics	NNS	statistic
,	,	,
literally	RB	literally
change	VB	change
our	PP$	our
brain	NN	brain
'	POS	'
s	NN	S
destiny	NN	destiny
,	,	,
without	IN	without
relying	VBG	rely
on	IN	on
a	DT	a
cure	NN	cure
or	CC	or
advancements	NNS	advancement
in	IN	in
medicine	NN	medicine
?	SENT	?
Let	NP	Let
'	POS	'
s	NNS	<unknown>
begin	VBP	begin
by	IN	by
looking	VBG	look
at	IN	at
what	WP	what
we	PP	we
currently	RB	currently
understand	VBP	understand
about	IN	about
the	DT	the
neuroscience	NN	neuroscience
of	IN	of
Alzheimer	NP	Alzheimer
'	POS	'
s	NN	S
.	SENT	.
Here	RB	here
'	''	'
s	VBG	<unknown>
a	DT	a
picture	NN	picture
of	IN	of
two	CD	two
neurons	NNS	neuron
connecting	VBG	connect
.	SENT	.
The	DT	the
point	NN	point
of	IN	of
connection	NN	connection
,	,	,
this	DT	this
space	NN	space
circled	VBD	circle
in	IN	in
red	NN	red
,	,	,
is	VBZ	be
called	VBN	call
the	DT	the
synapse	NN	synapse
.	SENT	.
The	DT	the
synapse	NN	synapse
is	VBZ	be
where	WRB	where
neurotransmitters	NNS	neurotransmitter
are	VBP	be
released	VBN	release
.	SENT	.
This	DT	this
is	VBZ	be
where	WRB	where
signals	NNS	signal
are	VBP	be
transmitted	JJ	transmitted
,	,	,
where	WRB	where
communication	NN	communication
happens	VBZ	happen
.	SENT	.
This	DT	this
is	VBZ	be
where	WRB	where
we	PP	we
think	VBP	think
,	,	,
feel	VBP	feel
,	,	,
see	VBP	see
,	,	,
hear	VBP	hear
,	,	,
desire	VBP	desire
.	SENT	.
.	SENT	.
.	SENT	.
and	CC	and
remember	VB	remember
.	SENT	.
And	CC	and
the	DT	the
synapse	NN	synapse
is	VBZ	be
where	WRB	where
Alzheimer	NP	Alzheimer
'	POS	'
s	NN	S
happens	VBZ	happen
.	SENT	.
Let	NP	Let
'	POS	'
s	JJ	<unknown>
zoom	NN	zoom
in	IN	in
on	IN	on
the	DT	the
synapse	NN	synapse
and	CC	and
look	VB	look
at	IN	at
a	DT	a
cartoon	NN	cartoon
representation	NN	representation
of	IN	of
what	WP	what
'	POS	'
s	NNS	<unknown>
going	VBG	go
on	IN	on
.	SENT	.
During	IN	during
the	DT	the
business	NN	business
of	IN	of
communicating	VBG	communicate
information	NN	information
,	,	,
in	IN	in
addition	NN	addition
to	TO	to
releasing	VBG	release
neurotransmitters	NNS	neurotransmitter
like	IN	like
glutamate	NN	glutamate
into	IN	into
the	DT	the
synapse	NN	synapse
,	,	,
neurons	NNS	neuron
also	RB	also
release	VBP	release
a	DT	a
small	JJ	small
peptide	NN	peptide
called	VBD	call
amyloid	JJ	amyloid
beta	NN	beta
.	SENT	.
Normally	RB	normally
,	,	,
amyloid	JJ	amyloid
beta	NN	beta
is	VBZ	be
cleared	VBN	clear
away	RB	away
metabolized	VBN	metabolize
by	IN	by
microglia	NN	<unknown>
,	,	,
the	DT	the
janitor	NN	janitor
cells	NNS	cell
of	IN	of
our	PP$	our
brains	NNS	brain
.	SENT	.
While	IN	while
the	DT	the
molecular	JJ	molecular
causes	NNS	cause
of	IN	of
Alzheimer	NP	Alzheimer
'	POS	'
s	NNS	<unknown>
are	VBP	be
still	RB	still
debated	VBN	debate
,	,	,
most	JJS	most
neuroscientists	NNS	neuroscientist
believe	VBP	believe
that	IN	that
the	DT	the
disease	NN	disease
begins	VBZ	begin
when	WRB	when
amyloid	JJ	amyloid
beta	NN	beta
begins	VBZ	begin
to	TO	to
accumulate	VB	accumulate
.	SENT	.
Too	RB	too
much	RB	much
is	VBZ	be
released	VBN	release
,	,	,
or	CC	or
not	RB	not
enough	RB	enough
is	VBZ	be
cleared	VBN	clear
away	RP	away
,	,	,
and	CC	and
the	DT	the
synapse	NN	synapse
begins	VBZ	begin
to	TO	to
pile	VB	pile
up	RP	up
with	IN	with
amyloid	JJ	amyloid
beta	NN	beta
.	SENT	.
And	CC	and
when	WRB	when
this	DT	this
happens	VBZ	happen
,	,	,
it	PP	it
binds	VBZ	bind
to	TO	to
itself	PP	itself
,	,	,
forming	VBG	form
sticky	JJ	sticky
aggregates	NNS	aggregate
called	VBD	call
amyloid	JJ	amyloid
plaques	NNS	plaque
.	SENT	.
How	WRB	how
many	JJ	many
people	NNS	people
here	RB	here
are	VBP	be
40	CD	@card@
years	NNS	year
old	JJ	old
or	CC	or
older	JJR	old
?	SENT	?
You	PP	you
'	POS	'
re	NN	re
afraid	JJ	afraid
to	TO	to
admit	VB	admit
it	PP	it
now	RB	now
.	SENT	.
This	DT	this
initial	JJ	initial
step	NN	step
into	IN	into
the	DT	the
disease	NN	disease
,	,	,
this	DT	this
presence	NN	presence
of	IN	of
amyloid	JJ	amyloid
plaques	NNS	plaque
accumulating	VBG	accumulate
,	,	,
can	MD	can
already	RB	already
be	VB	be
found	VBN	find
in	IN	in
your	PP$	your
brains	NNS	brain
.	SENT	.
The	DT	the
only	JJ	only
way	NN	way
we	PP	we
could	MD	could
be	VB	be
sure	JJ	sure
of	IN	of
this	DT	this
would	MD	would
be	VB	be
through	IN	through
a	DT	a
PET	JJ	pet
scan	NN	scan
,	,	,
because	IN	because
at	IN	at
this	DT	this
point	NN	point
,	,	,
you	PP	you
are	VBP	be
blissfully	RB	blissfully
unaware	JJ	unaware
.	SENT	.
You	PP	you
'	POS	'
re	NN	re
not	RB	not
showing	VBG	show
any	DT	any
impairments	NNS	impairment
in	IN	in
memory	NN	memory
,	,	,
language	NN	language
,	,	,
or	CC	or
cognition	NN	cognition
.	SENT	.
.	SENT	.
.	SENT	.
yet	RB	yet
.	SENT	.
We	PP	we
think	VBP	think
it	PP	it
takes	VBZ	take
at	IN	at
least	JJS	least
15	CD	@card@
to	TO	to
20	CD	@card@
years	NNS	year
of	IN	of
amyloid	JJ	amyloid
plaque	NN	plaque
accumulation	NN	accumulation
before	IN	before
it	PP	it
reaches	VBZ	reach
a	DT	a
tipping	VBG	tip
point	NN	point
,	,	,
then	RB	then
triggering	VBG	trigger
a	DT	a
molecular	JJ	molecular
cascade	NN	cascade
that	WDT	that
causes	VBZ	cause
the	DT	the
clinical	JJ	clinical
symptoms	NNS	symptom
of	IN	of
the	DT	the
disease	NN	disease
.	SENT	.
Prior	RB	prior
to	TO	to
the	DT	the
tipping	VBG	tip
point	NN	point
,	,	,
your	PP$	your
lapses	NNS	lapse
in	IN	in
memory	NN	memory
might	MD	might
include	VB	include
things	NNS	thing
like	IN	like
,	,	,
"	``	"
Why	WRB	why
did	VBD	do
I	PP	I
come	VBP	come
in	IN	in
this	DT	this
room	NN	room
?	SENT	?
"	''	"
or	CC	or
"	``	"
Oh	UH	oh
.	SENT	.
.	SENT	.
.	SENT	.
what	WP	what
'	''	'
s	VBG	<unknown>
his	PP$	his
name	NN	name
?	SENT	?
"	''	"
or	CC	or
"	``	"
Where	WRB	where
did	VBD	do
I	PP	I
put	VBD	put
my	PP$	my
keys	NNS	key
?	SENT	?
"	''	"
Now	RB	now
,	,	,
before	IN	before
you	PP	you
all	RB	all
start	VBP	start
freaking	VBG	freak
out	RP	out
again	RB	again
,	,	,
because	IN	because
I	PP	I
know	VBP	know
half	NN	half
of	IN	of
you	PP	you
did	VBD	do
at	IN	at
least	JJS	least
one	CD	one
of	IN	of
those	DT	those
in	IN	in
the	DT	the
last	JJ	last
24	CD	@card@
hours	NNS	hour
—	:	-
these	DT	these
are	VBP	be
all	DT	all
normal	JJ	normal
kinds	NNS	kind
of	IN	of
forgetting	VBG	forget
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
I	PP	I
would	MD	would
argue	VB	argue
that	IN	that
these	DT	these
examples	NNS	example
might	MD	might
not	RB	not
even	RB	even
involve	VB	involve
your	PP$	your
memory	NN	memory
,	,	,
because	IN	because
you	PP	you
didn	NN	<unknown>
'	POS	'
t	NN	t
pay	NN	pay
attention	NN	attention
to	TO	to
where	WRB	where
you	PP	you
put	VBD	put
your	PP$	your
keys	NNS	key
in	IN	in
the	DT	the
first	JJ	first
place	NN	place
.	SENT	.
After	IN	after
the	DT	the
tipping	VBG	tip
point	NN	point
,	,	,
the	DT	the
glitches	NNS	glitch
in	IN	in
memory	NN	memory
,	,	,
language	NN	language
and	CC	and
cognition	NN	cognition
are	VBP	be
different	JJ	different
.	SENT	.
Instead	RB	instead
of	IN	of
eventually	RB	eventually
finding	VBG	find
your	PP$	your
keys	NNS	key
in	IN	in
your	PP$	your
coat	NN	coat
pocket	NN	pocket
or	CC	or
on	IN	on
the	DT	the
table	NN	table
by	IN	by
the	DT	the
door	NN	door
,	,	,
you	PP	you
find	VBP	find
them	PP	them
in	IN	in
the	DT	the
refrigerator	NN	refrigerator
,	,	,
or	CC	or
you	PP	you
find	VBP	find
them	PP	them
and	CC	and
you	PP	you
think	VBP	think
,	,	,
"	``	"
What	WP	what
are	VBP	be
these	DT	these
for	IN	for
?	SENT	?
"	''	"
So	RB	so
what	WP	what
happens	VBZ	happen
when	WRB	when
amyloid	JJ	amyloid
plaques	NNS	plaque
accumulate	VBP	accumulate
to	TO	to
this	DT	this
tipping	VBG	tip
point	NN	point
?	SENT	?
Our	PP$	our
microglia	NN	<unknown>
janitor	NN	janitor
cells	NNS	cell
become	VBP	become
hyper-activated	JJ	<unknown>
,	,	,
releasing	VBG	release
chemicals	NNS	chemical
that	WDT	that
cause	VBP	cause
inflammation	NN	inflammation
and	CC	and
