Everyone	NN	everyone
needs	VBZ	need
a	DT	a
coach	NN	coach
.	SENT	.
It	PP	it
doesn	NP	<unknown>
'	POS	'
t	NN	t
matter	NN	matter
whether	IN	whether
you	PP	you
'	''	'
re	IN	re
a	DT	a
basketball	NN	basketball
player	NN	player
,	,	,
a	DT	a
tennis	NN	tennis
player	NN	player
,	,	,
a	DT	a
gymnast	NN	gymnast
or	CC	or
a	DT	a
bridge	NN	bridge
player	NN	player
.	SENT	.
My	PP$	my
bridge	NN	bridge
coach	NN	coach
,	,	,
Sharon	NP	Sharon
Osberg	NP	Osberg
,	,	,
says	VBZ	say
there	EX	there
are	VBP	be
more	JJR	more
pictures	NNS	picture
of	IN	of
the	DT	the
back	NN	back
of	IN	of
her	PP$	her
head	NN	head
than	IN	than
anyone	NN	anyone
else	RB	else
'	POS	'
s	NN	S
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
Sorry	RB	sorry
,	,	,
Sharon	NP	Sharon
.	SENT	.
Here	RB	here
you	PP	you
go	VBP	go
.	SENT	.
We	PP	we
all	RB	all
need	VBP	need
people	NNS	people
who	WP	who
will	MD	will
give	VB	give
us	PP	us
feedback	NN	feedback
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
how	WRB	how
we	PP	we
improve	VBP	improve
.	SENT	.
Unfortunately	RB	unfortunately
,	,	,
there	EX	there
'	''	'
s	VBZ	<unknown>
one	CD	one
group	NN	group
of	IN	of
people	NNS	people
who	WP	who
get	VBP	get
almost	RB	almost
no	DT	no
systematic	JJ	systematic
feedback	NN	feedback
to	TO	to
help	VB	help
them	PP	them
do	VB	do
their	PP$	their
jobs	NNS	job
better	RBR	well
,	,	,
and	CC	and
these	DT	these
people	NNS	people
have	VBP	have
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
important	JJ	important
jobs	NNS	job
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
talking	VBG	talk
about	IN	about
teachers	NNS	teacher
.	SENT	.
When	WRB	when
Melinda	NP	Melinda
and	CC	and
I	PP	I
learned	VBD	learn
how	WRB	how
little	JJ	little
useful	JJ	useful
feedback	NN	feedback
most	JJS	most
teachers	NNS	teacher
get	VBP	get
,	,	,
we	PP	we
were	VBD	be
blown	VBN	blow
away	RB	away
.	SENT	.
Until	IN	until
recently	RB	recently
,	,	,
over	IN	over
98	CD	@card@
percent	NN	percent
of	IN	of
teachers	NNS	teacher
just	RB	just
got	VBD	get
one	CD	one
word	NN	word
of	IN	of
feedback	NN	feedback
:	:	:
Satisfactory	JJ	satisfactory
.	SENT	.
If	IN	if
all	PDT	all
my	PP$	my
bridge	NN	bridge
coach	NN	coach
ever	RB	ever
told	VBD	tell
me	PP	me
was	VBD	be
that	IN	that
I	PP	I
was	VBD	be
"	``	"
satisfactory	JJ	satisfactory
,	,	,
"	''	"
I	PP	I
would	MD	would
have	VB	have
no	DT	no
hope	NN	hope
of	IN	of
ever	RB	ever
getting	VBG	get
better	RBR	well
.	SENT	.
How	WRB	how
would	MD	would
I	PP	I
know	VB	know
who	WP	who
was	VBD	be
the	DT	the
best	JJS	good
?	SENT	?
How	WRB	how
would	MD	would
I	PP	I
know	VB	know
what	WP	what
I	PP	I
was	VBD	be
doing	VBG	do
differently	RB	differently
?	SENT	?
Today	NN	today
,	,	,
districts	NNS	district
are	VBP	be
revamping	VBG	revamp
the	DT	the
way	NN	way
they	PP	they
evaluate	VBP	evaluate
teachers	NNS	teacher
,	,	,
but	CC	but
we	PP	we
still	RB	still
give	VBP	give
them	PP	them
almost	RB	almost
no	DT	no
feedback	NN	feedback
that	WDT	that
actually	RB	actually
helps	VBZ	help
them	PP	them
improve	VB	improve
their	PP$	their
practice	NN	practice
.	SENT	.
Our	PP$	our
teachers	NNS	teacher
deserve	VBP	deserve
better	RBR	well
.	SENT	.
The	DT	the
system	NN	system
we	PP	we
have	VBP	have
today	NN	today
isn	NN	isn
'	POS	'
t	NN	t
fair	JJ	fair
to	TO	to
them	PP	them
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
fair	JJ	fair
to	TO	to
students	NNS	student
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
putting	VBG	put
America	NP	America
'	POS	'
s	JJ	<unknown>
global	JJ	global
leadership	NN	leadership
at	IN	at
risk	NN	risk
.	SENT	.
So	IN	so
today	NN	today
I	PP	I
want	VBP	want
to	TO	to
talk	VB	talk
about	RB	about
how	WRB	how
we	PP	we
can	MD	can
help	VB	help
all	DT	all
teachers	NNS	teacher
get	VBP	get
the	DT	the
tools	NNS	tool
for	IN	for
improvement	NN	improvement
they	PP	they
want	VBP	want
and	CC	and
deserve	VBP	deserve
.	SENT	.
Let	NP	Let
'	POS	'
s	JJ	<unknown>
start	NN	start
by	IN	by
asking	VBG	ask
who	WP	who
'	POS	'
s	NNS	<unknown>
doing	VBG	do
well	RB	well
.	SENT	.
Well	RB	well
,	,	,
unfortunately	RB	unfortunately
there	RB	there
'	''	'
s	VBG	<unknown>
no	DT	no
international	JJ	international
ranking	JJ	ranking
tables	NNS	table
for	IN	for
teacher	NN	teacher
feedback	NN	feedback
systems	NNS	system
.	SENT	.
So	RB	so
I	PP	I
looked	VBD	look
at	IN	at
the	DT	the
countries	NNS	country
whose	WP$	whose
students	NNS	student
perform	VBP	perform
well	RB	well
academically	RB	academically
,	,	,
and	CC	and
