Hello	UH	hello
.	SENT	.
My	PP$	my
name	NN	name
is	VBZ	be
Jarrett	NP	Jarrett
Krosoczka	NP	<unknown>
,	,	,
and	CC	and
I	PP	I
write	VBP	write
and	CC	and
illustrate	VBP	illustrate
books	NNS	book
for	IN	for
children	NNS	child
for	IN	for
a	DT	a
living	NN	living
.	SENT	.
So	RB	so
I	PP	I
use	VBP	use
my	PP$	my
imagination	NN	imagination
as	IN	as
my	PP$	my
full-time	JJ	full-time
job	NN	job
.	SENT	.
But	CC	but
well	RB	well
before	IN	before
my	PP$	my
imagination	NN	imagination
was	VBD	be
my	PP$	my
vocation	NN	vocation
,	,	,
my	PP$	my
imagination	NN	imagination
saved	VBD	save
my	PP$	my
life	NN	life
.	SENT	.
When	WRB	when
I	PP	I
was	VBD	be
a	DT	a
kid	NN	kid
,	,	,
I	PP	I
loved	VBD	love
to	TO	to
draw	VB	draw
,	,	,
and	CC	and
the	DT	the
most	RBS	most
talented	JJ	talented
artist	NN	artist
I	PP	I
knew	VBD	know
was	VBD	be
my	PP$	my
mother	NN	mother
,	,	,
but	CC	but
my	PP$	my
mother	NN	mother
was	VBD	be
addicted	VBN	addict
to	TO	to
heroin	NN	heroin
.	SENT	.
And	CC	and
when	WRB	when
your	PP$	your
parent	NN	parent
is	VBZ	be
a	DT	a
drug	NN	drug
addict	NN	addict
,	,	,
it	PP	it
'	POS	'
s	JJ	<unknown>
kind	NN	kind
of	IN	of
like	IN	like
Charlie	NP	Charlie
Brown	NP	Brown
trying	VBG	try
to	TO	to
kick	VB	kick
the	DT	the
football	NN	football
,	,	,
because	IN	because
as	RB	as
much	JJ	much
as	IN	as
you	PP	you
want	VBP	want
to	TO	to
love	VB	love
on	IN	on
that	DT	that
person	NN	person
,	,	,
as	RB	as
much	RB	much
as	IN	as
you	PP	you
want	VBP	want
to	TO	to
receive	VB	receive
love	NN	love
from	IN	from
that	DT	that
person	NN	person
,	,	,
every	DT	every
time	NN	time
you	PP	you
open	VBP	open
your	PP$	your
heart	NN	heart
,	,	,
you	PP	you
end	VBP	end
up	RP	up
on	IN	on
your	PP$	your
back	NN	back
.	SENT	.
So	RB	so
throughout	IN	throughout
my	PP$	my
childhood	NN	childhood
,	,	,
my	PP$	my
mother	NN	mother
was	VBD	be
incarcerated	VBN	incarcerate
and	CC	and
I	PP	I
didn	NN	<unknown>
'	''	'
t	NN	t
have	VBP	have
my	PP$	my
father	NN	father
because	IN	because
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
even	RB	even
learn	VB	learn
his	PP$	his
first	JJ	first
name	NN	name
until	IN	until
I	PP	I
was	VBD	be
in	IN	in
the	DT	the
sixth	JJ	sixth
grade	NN	grade
.	SENT	.
But	CC	but
I	PP	I
had	VBD	have
my	PP$	my
grandparents	NNS	grandparent
,	,	,
my	PP$	my
maternal	JJ	maternal
grandparents	NNS	grandparent
Joseph	NP	Joseph
and	CC	and
Shirley	NP	Shirley
,	,	,
who	WP	who
adopted	VBD	adopt
me	PP	me
just	RB	just
before	IN	before
my	PP$	my
third	JJ	third
birthday	NN	birthday
and	CC	and
took	VBD	take
me	PP	me
in	IN	in
as	IN	as
their	PP$	their
own	JJ	own
,	,	,
after	IN	after
they	PP	they
had	VBD	have
already	RB	already
raised	VBN	raise
five	CD	five
children	NNS	child
.	SENT	.
So	RB	so
two	CD	two
people	NNS	people
who	WP	who
grew	VBD	grow
up	RP	up
