Six	CD	six
thousand	CD	thousand
miles	NNS	mile
of	IN	of
road	NN	road
,	,	,
600	CD	@card@
miles	NNS	mile
of	IN	of
subway	NN	subway
track	NN	track
,	,	,
400	CD	@card@
miles	NNS	mile
of	IN	of
bike	NN	bike
lanes	NNS	lane
and	CC	and
a	DT	a
half	NN	half
a	DT	a
mile	NN	mile
of	IN	of
tram	NN	tram
track	NN	track
,	,	,
if	IN	if
you	PP	you
'	POS	'
ve	NN	ve
ever	RB	ever
been	VBN	be
to	TO	to
Roosevelt	NP	Roosevelt
Island	NP	Island
.	SENT	.
These	DT	these
are	VBP	be
the	DT	the
numbers	NNS	number
that	WDT	that
make	VBP	make
up	RP	up
the	DT	the
infrastructure	NN	infrastructure
of	IN	of
New	NP	New
York	NP	York
City	NP	City
.	SENT	.
These	DT	these
are	VBP	be
the	DT	the
statistics	NNS	statistic
of	IN	of
our	PP$	our
infrastructure	NN	infrastructure
.	SENT	.
They	PP	they
'	''	'
re	IN	re
the	DT	the
kind	NN	kind
of	IN	of
numbers	NNS	number
you	PP	you
can	MD	can
find	VB	find
released	VBN	release
in	IN	in
reports	NNS	report
by	IN	by
city	NN	city
agencies	NNS	agency
.	SENT	.
For	IN	for
example	NN	example
,	,	,
the	DT	the
Department	NP	Department
of	IN	of
Transportation	NP	Transportation
will	MD	will
probably	RB	probably
tell	VB	tell
you	PP	you
how	WRB	how
many	JJ	many
miles	NNS	mile
of	IN	of
road	NN	road
they	PP	they
maintain	VBP	maintain
.	SENT	.
The	DT	the
MTA	NN	MTA
will	MD	will
boast	VB	boast
how	WRB	how
many	JJ	many
miles	NNS	mile
of	IN	of
subway	NN	subway
track	NN	track
there	RB	there
are	VBP	be
.	SENT	.
Most	JJS	most
city	NN	city
agencies	NNS	agency
give	VBP	give
us	PP	us
statistics	NNS	statistic
.	SENT	.
This	DT	this
is	VBZ	be
from	IN	from
a	DT	a
report	NN	report
this	DT	this
year	NN	year
from	IN	from
the	DT	the
Taxi	NN	taxi
and	CC	and
Limousine	NN	limousine
Commission	NP	Commission
,	,	,
where	WRB	where
we	PP	we
learn	VBP	learn
that	IN	that
there	EX	there
'	''	'
s	NN	S
about	IN	about
13	CD	@card@
,	,	,
500	CD	@card@
taxis	NNS	taxi
here	RB	here
in	IN	in
New	NP	New
York	NP	York
City	NP	City
.	SENT	.
Pretty	RB	pretty
interesting	JJ	interesting
,	,	,
right	RB	right
?	SENT	?
But	CC	but
did	VBD	do
you	PP	you
ever	RB	ever
think	VBP	think
about	RB	about
where	WRB	where
these	DT	these
numbers	NNS	number
came	VBD	come
from	IN	from
?	SENT	?
Because	IN	because
for	IN	for
these	DT	these
numbers	NNS	number
to	TO	to
exist	VB	exist
,	,	,
someone	NN	someone
at	IN	at
the	DT	the
city	NN	city
agency	NN	agency
had	VBD	have
to	TO	to
stop	VB	stop
and	CC	and
say	VB	say
,	,	,
hmm	NP	hmm
,	,	,
here	RB	here
'	''	'
s	VBG	<unknown>
a	DT	a
number	NN	number
that	IN	that
somebody	NN	somebody
might	MD	might
want	VB	want
want	VB	want
to	TO	to
know	VB	know
.	SENT	.
Here	RB	here
'	''	'
s	VBG	<unknown>
a	DT	a
number	NN	number
that	IN	that
our	PP$	our
citizens	NNS	citizen
want	VBP	want
to	TO	to
know	VB	know
.	SENT	.
So	RB	so
they	PP	they
go	VBP	go
back	RB	back
to	TO	to
their	PP$	their
raw	JJ	raw
data	NNS	datum
,	,	,
they	PP	they
count	VBP	count
,	,	,
they	PP	they
add	VBP	add
,	,	,
they	PP	they
calculate	VBP	calculate
,	,	,
and	CC	and
then	RB	then
they	PP	they
put	VBD	put
out	RP	out
reports	NNS	report
,	,	,
and	CC	and
those	DT	those
reports	NNS	report
will	MD	will
have	VB	have
numbers	NNS	number
like	IN	like
this	DT	this
.	SENT	.
The	DT	the
problem	NN	problem
is	VBZ	be
,	,	,
how	WRB	how
do	VBP	do
they	PP	they
know	VBP	know
all	DT	all
of	IN	of
our	PP$	our
questions	NNS	question
?	SENT	?
We	PP	we
have	VBP	have
lots	NNS	lot
of	IN	of
questions	NNS	question
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
in	IN	in
some	DT	some
ways	NNS	way
there	RB	there
'	''	'
s	NNS	<unknown>
literally	RB	literally
an	DT	an
infinite	JJ	infinite
number	NN	number
of	IN	of
questions	NNS	question
that	IN	that
we	PP	we
can	MD	can
ask	VB	ask
about	IN	about
our	PP$	our
city	NN	city
.	SENT	.
The	DT	the
agencies	NNS	agency
can	MD	can
never	RB	never
keep	VB	keep
up	RP	up
.	SENT	.
So	IN	so
the	DT	the
paradigm	NN	paradigm
isn	NN	isn
'	POS	'
t	NN	t
exactly	RB	exactly
working	VBG	work
,	,	,
and	CC	and
I	PP	I
think	VBP	think
our	PP$	our
policymakers	NNS	policymaker
realize	VBP	realize
that	IN	that
,	,	,
because	IN	because
in	IN	in
2012	CD	@card@
,	,	,
Mayor	NP	Mayor
Bloomberg	NP	Bloomberg
signed	VBD	sign
into	IN	into
law	NN	law
