Imagine	VB	imagine
for	IN	for
a	DT	a
second	NN	second
that	IN	that
your	PP$	your
job	NN	job
was	VBD	be
made	VBN	make
redundant	JJ	redundant
by	IN	by
an	DT	an
advanced	JJ	advanced
piece	NN	piece
of	IN	of
software	NN	software
that	WDT	that
could	MD	could
do	VB	do
the	DT	the
work	NN	work
at	IN	at
the	DT	the
same	JJ	same
level	NN	level
of	IN	of
quality	NN	quality
for	IN	for
free	JJ	free
.	SENT	.
But	CC	but
you	PP	you
happen	VBP	happen
to	TO	to
have	VB	have
three	CD	three
years	NNS	year
left	VBN	leave
on	IN	on
a	DT	a
guaranteed	VBN	guarantee
contract	NN	contract
,	,	,
and	CC	and
so	RB	so
your	PP$	your
employer	NN	employer
gives	VBZ	give
you	PP	you
two	CD	two
options	NNS	option
.	SENT	.
Either	CC	either
you	PP	you
can	MD	can
keep	VB	keep
getting	VBG	get
paid	JJ	paid
as	IN	as
per	IN	per
your	PP$	your
contract	NN	contract
,	,	,
but	CC	but
stay	VB	stay
home	NN	home
as	IN	as
the	DT	the
software	NN	software
does	VBZ	do
your	PP$	your
job	NN	job
,	,	,
or	CC	or
you	PP	you
can	MD	can
keep	VB	keep
going	VBG	go
in	RP	in
and	CC	and
doing	VBG	do
the	DT	the
work	NN	work
that	WDT	that
could	MD	could
have	VB	have
been	VBN	be
automated	VBN	automate
for	IN	for
the	DT	the
same	JJ	same
money	NN	money
.	SENT	.
What	WP	what
would	MD	would
you	PP	you
do	VB	do
?	SENT	?
Now	RB	now
most	RBS	most
of	IN	of
you	PP	you
,	,	,
I	PP	I
'	POS	'
m	NN	m
sure	RB	sure
this	DT	this
is	VBZ	be
a	DT	a
no-brainer	NN	no-brainer
.	SENT	.
Take	VB	take
the	DT	the
money	NN	money
,	,	,
go	VB	go
home	NN	home
,	,	,
watch	VB	watch
TED	VB	ted
talks	NNS	talk
.	SENT	.
But	CC	but
there	EX	there
'	''	'
s	NNS	<unknown>
always	RB	always
some	DT	some
who	WP	who
would	MD	would
choose	VB	choose
to	TO	to
keep	VB	keep
working	VBG	work
.	SENT	.
What	WP	what
do	VBP	do
you	PP	you
think	VBP	think
of	IN	of
those	DT	those
people	NNS	people
?	SENT	?
What	WP	what
does	VBZ	do
it	PP	it
say	VBP	say
about	IN	about
their	PP$	their
character	NN	character
?	SENT	?
This	DT	this
is	VBZ	be
the	DT	the
scenario	NN	scenario
about	IN	about
a	DT	a
hypothetical	JJ	hypothetical
medical	JJ	medical
scribe	NN	scribe
named	VBN	name
Jeff	NP	Jeff
that	IN	that
we	PP	we
gave	VBD	give
to	TO	to
our	PP$	our
research	NN	research
participants	NNS	participant
.	SENT	.
For	IN	for
half	PDT	half
the	DT	the
people	NNS	people
in	IN	in
the	DT	the
study	NN	study
,	,	,
the	DT	the
story	NN	story
ends	VBZ	end
with	IN	with
Jeff	NP	Jeff
choosing	VBG	choose
to	TO	to
go	VB	go
home	NN	home
,	,	,
and	CC	and
for	IN	for
the	DT	the
other	JJ	other
half	NN	half
it	PP	it
ends	VBZ	end
with	IN	with
him	PP	him
choosing	VBG	choose
to	TO	to
keep	VB	keep
working	VBG	work
.	SENT	.
And	CC	and
then	RB	then
we	PP	we
asked	VBD	ask
everybody	NN	everybody
what	WP	what
they	PP	they
thought	VBD	think
of	IN	of
Jeff	NP	Jeff
.	SENT	.
Those	DT	those
who	WP	who
heard	VBD	hear
about	IN	about
the	DT	the
Jeff	NP	Jeff
who	WP	who
kept	VBD	keep
working	NN	working
saw	VBD	see
him	PP	him
as	RB	as
less	RBR	less
competent	JJ	competent
--	:	--
he	PP	he
does	VBZ	do
seem	VB	seem
like	IN	like
a	DT	a
bit	NN	bit
of	IN	of
a	DT	a
chump	NN	chump
--	:	--
but	CC	but
they	PP	they
also	RB	also
saw	VBD	see
him	PP	him
as	IN	as
warmer	JJR	warm
and	CC	and
more	RBR	more
moral	JJ	moral
,	,	,
somebody	NN	somebody
who	WP	who
could	MD	could
be	VB	be
trusted	VBN	trust
to	TO	to
do	VB	do
the	DT	the
right	JJ	right
thing	NN	thing
.	SENT	.
They	PP	they
saw	VBD	see
him	PP	him
as	IN	as
a	DT	a
good	JJ	good
person	NN	person
.	SENT	.
Even	RB	even
though	IN	though
Jeff	NP	Jeff
added	VBD	add
no	DT	no
extra	JJ	extra
value	NN	value
,	,	,
people	NNS	people
saw	VBD	see
him	PP	him
as	RB	as
virtuous	JJ	virtuous
for	IN	for
choosing	VBG	choose
to	TO	to
keep	VB	keep
plugging	VBG	plug
away	RB	away
.	SENT	.
Why	WRB	why
is	VBZ	be
it	PP	it
that	IN	that
we	PP	we
see	VBP	see
mere	JJ	mere
effort	NN	effort
as	IN	as
moral	JJ	moral
?	SENT	?
I	PP	I
am	VBP	be
a	DT	a
psychology	NN	psychology
professor	NN	professor
at	IN	at
the	DT	the
University	NP	University
of	IN	of
British	NP	British
Columbia	NP	Columbia
,	,	,
where	WRB	where
I	PP	I
study	VBP	study
morality	NN	morality
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
worked	VBD	work
on	IN	on
religion	NN	religion
and	CC	and
morality	NN	morality
,	,	,
I	PP	I
'	POS	'
ve	NN	ve
worked	VBD	work
on	IN	on
driverless	JJ	driverless
cars	NNS	car
and	CC	and
morality	NN	morality
,	,	,
but	CC	but
recently	RB	recently
my	PP$	my
collaborators	NNS	collaborator
and	CC	and
I	PP	I
have	VBP	have
been	VBN	be
working	VBG	work
on	IN	on
work	NN	work
itself	PP	itself
.	SENT	.
And	CC	and
in	IN	in
study	NN	study
after	IN	after
study	NN	study
,	,	,
we	PP	we
find	VBP	find
that	IN	that
people	NNS	people
attach	VBP	attach
moral	JJ	moral
worth	NN	worth
to	TO	to
effort	NN	effort
regardless	RB	regardless
of	IN	of
what	WP	what
that	DT	that
effort	NN	effort
produces	VBZ	produce
.	SENT	.
So	RB	so
in	IN	in
another	DT	another
study	NN	study
,	,	,
we	PP	we
asked	VBD	ask
people	NNS	people
about	IN	about
two	CD	two
widget	NN	widget
makers	NNS	maker
.	SENT	.
They	PP	they
produce	VBP	produce
the	DT	the
same	JJ	same
number	NN	number
of	IN	of
widgets	NNS	widget
in	IN	in
the	DT	the
same	JJ	same
amount	NN	amount
of	IN	of
