Hello	UH	hello
,	,	,
Manchester	NP	Manchester
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
so	RB	so
happy	JJ	happy
to	TO	to
be	VB	be
here	RB	here
.	SENT	.
My	PP$	my
name	NN	name
is	VBZ	be
Sophia	NP	Sophia
Wallace	NP	Wallace
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
an	DT	an
artist	NN	artist
.	SENT	.
And	CC	and
I	PP	I
'	POS	'
m	NN	m
here	RB	here
today	NN	today
to	TO	to
share	VB	share
with	IN	with
you	PP	you
a	DT	a
project	NN	project
that	IN	that
I	PP	I
hope	VBP	hope
will	MD	will
empower	VB	empower
you	PP	you
personally	RB	personally
,	,	,
and	CC	and
by	IN	by
extension	NN	extension
those	DT	those
that	IN	that
you	PP	you
love	VBP	love
,	,	,
especially	RB	especially
if	IN	if
they	PP	they
have	VBP	have
a	DT	a
clitoris	NN	clitoris
.	SENT	.
To	TO	to
make	VB	make
this	DT	this
work	NN	work
,	,	,
I	PP	I
have	VBP	have
to	TO	to
talk	VB	talk
about	IN	about
independent	JJ	independent
female	JJ	female
desire	NN	desire
.	SENT	.
I	PP	I
have	VBP	have
to	TO	to
speak	VB	speak
about	IN	about
a	DT	a
universal	JJ	universal
taboo	NN	taboo
-	NN	<unknown>
female	JJ	female
genitals	NN	genitals
.	SENT	.
This	DT	this
is	VBZ	be
not	RB	not
easy	JJ	easy
.	SENT	.
It	PP	it
taints	VBZ	taint
the	DT	the
speaker	NN	speaker
.	SENT	.
I	PP	I
want	VBP	want
to	TO	to
thank	VB	thank
TEDxSalford	NP	TEDxSalford
for	IN	for
having	VBG	have
me	PP	me
here	RB	here
and	CC	and
hosting	VBG	host
this	DT	this
conversation	NN	conversation
.	SENT	.
All	DT	all
bodies	NNS	body
are	VBP	be
entitled	VBN	entitle
to	TO	to
experience	VB	experience
the	DT	the
pleasure	NN	pleasure
that	IN	that
they	PP	they
are	VBP	be
capable	JJ	capable
of	IN	of
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
core	JJ	core
pillar	NN	pillar
of	IN	of
cliteracy	NN	cliteracy
.	SENT	.
In	IN	in
making	VBG	make
this	DT	this
work	NN	work
,	,	,
I	PP	I
had	VBD	have
to	TO	to
say	VB	say
that	IN	that
the	DT	the
