Today	NP	Today
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
show	VB	show
you	PP	you
an	DT	an
electric	JJ	electric
vehicle	NN	vehicle
that	WDT	that
weighs	VBZ	weigh
less	JJR	less
than	IN	than
a	DT	a
bicycle	NN	bicycle
,	,	,
that	WDT	that
you	PP	you
can	MD	can
carry	VB	carry
with	IN	with
you	PP	you
anywhere	RB	anywhere
,	,	,
that	IN	that
you	PP	you
can	MD	can
charge	VB	charge
off	RP	off
a	DT	a
normal	JJ	normal
wall	NN	wall
outlet	NN	outlet
in	IN	in
15	CD	@card@
minutes	NNS	minute
,	,	,
and	CC	and
you	PP	you
can	MD	can
run	VB	run
it	PP	it
for	IN	for
1	CD	@card@
,	,	,
000	CD	@card@
kilometers	NNS	kilometer
on	IN	on
about	RB	about
a	DT	a
dollar	NN	dollar
of	IN	of
electricity	NN	electricity
.	SENT	.
But	CC	but
when	WRB	when
I	PP	I
say	VBP	say
the	DT	the
word	NN	word
electric	JJ	electric
vehicle	NN	vehicle
,	,	,
people	NNS	people
think	VBP	think
about	IN	about
vehicles	NNS	vehicle
.	SENT	.
They	PP	they
think	VBP	think
about	IN	about
cars	NNS	car
and	CC	and
motorcycles	NNS	motorcycle
and	CC	and
bicycles	NNS	bicycle
,	,	,
and	CC	and
the	DT	the
vehicles	NNS	vehicle
that	WDT	that
you	PP	you
use	VBP	use
every	DT	every
day	NN	day
.	SENT	.
But	CC	but
if	IN	if
you	PP	you
come	VBP	come
about	IN	about
it	PP	it
from	IN	from
a	DT	a
different	JJ	different
perspective	NN	perspective
,	,	,
you	PP	you
can	MD	can
create	VB	create
some	DT	some
more	RBR	more
interesting	JJ	interesting
,	,	,
more	JJR	more
novel	NN	novel
concepts	NNS	concept
.	SENT	.
So	RB	so
we	PP	we
built	VBD	build
something	NN	something
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
got	VBD	get
some	DT	some
of	IN	of
the	DT	the
pieces	NNS	piece
in	IN	in
my	PP$	my
pocket	NN	pocket
here	RB	here
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
the	DT	the
motor	NN	motor
.	SENT	.
This	DT	this
motor	NN	motor
has	VBZ	have
enough	JJ	enough
power	NN	power
to	TO	to
take	VB	take
you	PP	you
up	RP	up
the	DT	the
hills	NNS	hill
of	IN	of
San	NP	San
Francisco	NP	Francisco
at	IN	at
about	RB	about
20	CD	@card@
miles	NNS	mile
per	IN	per
hour	NN	hour
,	,	,
about	RB	about
30	CD	@card@
kilometers	NNS	kilometer
an	DT	an
hour	NN	hour
,	,	,
and	CC	and
this	DT	this
battery	NN	battery
,	,	,
this	DT	this
battery	NN	battery
right	NN	right
here	RB	here
has	VBZ	have
about	RB	about
six	CD	six
miles	NNS	mile
of	IN	of
range	NN	range
,	,	,
or	CC	or
10	CD	@card@
kilometers	NNS	kilometer
,	,	,
which	WDT	which
is	VBZ	be
enough	JJ	enough
to	TO	to
cover	VB	cover
about	IN	about
half	NN	half
of	IN	of
the	DT	the
car	NN	car
trips	NNS	trip
in	IN	in
the	DT	the
U	NP	U
.	SENT	.
S	NP	S
.	SENT	.
alone	RB	alone
.	SENT	.
But	CC	but
the	DT	the
best	JJS	good
part	NN	part
about	IN	about
these	DT	these
components	NNS	component
is	VBZ	be
that	IN	that
we	PP	we
bought	VBD	buy
them	PP	them
at	IN	at
a	DT	a
toy	JJ	toy
store	NN	store
.	SENT	.
These	DT	these
are	VBP	be
from	IN	from
remote	JJ	remote
control	NN	control
airplanes	NNS	airplane
.	SENT	.
And	CC	and
the	DT	the
performance	NN	performance
