Good	JJ	good
morning	NN	morning
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
here	RB	here
today	NN	today
to	TO	to
talk	VB	talk
about	RB	about
autonomous	JJ	autonomous
flying	VBG	fly
beach	NN	beach
balls	NNS	ball
.	SENT	.
No	UH	no
,	,	,
agile	JJ	agile
aerial	JJ	aerial
robots	NNS	robot
like	IN	like
this	DT	this
one	CD	one
.	SENT	.
I	NP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
tell	VB	tell
you	PP	you
a	DT	a
little	JJ	little
bit	NN	bit
about	IN	about
the	DT	the
challenges	NNS	challenge
in	IN	in
building	VBG	build
these	DT	these
,	,	,
and	CC	and
some	DT	some
of	IN	of
the	DT	the
terrific	JJ	terrific
opportunities	NNS	opportunity
for	IN	for
applying	VBG	apply
this	DT	this
technology	NN	technology
.	SENT	.
So	IN	so
these	DT	these
robots	NNS	robot
are	VBP	be
related	VBN	relate
to	TO	to
unmanned	JJ	unmanned
aerial	JJ	aerial
vehicles	NNS	vehicle
.	SENT	.
However	RB	however
,	,	,
the	DT	the
vehicles	NNS	vehicle
you	PP	you
see	VBP	see
here	RB	here
are	VBP	be
big	JJ	big
.	SENT	.
They	PP	they
weigh	VBP	weigh
thousands	NNS	thousand
of	IN	of
pounds	NNS	pound
,	,	,
are	VBP	be
not	RB	not
by	IN	by
any	DT	any
means	NNS	mean
agile	JJ	agile
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
not	RB	not
even	RB	even
autonomous	JJ	autonomous
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
many	JJ	many
of	IN	of
these	DT	these
vehicles	NNS	vehicle
are	VBP	be
operated	VBN	operate
by	IN	by
flight	NN	flight
crews	NNS	crew
that	WDT	that
can	MD	can
include	VB	include
multiple	JJ	multiple
pilots	NNS	pilot
,	,	,
operators	NNS	operator
of	IN	of
sensors	NNS	sensor
,	,	,
and	CC	and
mission	NN	mission
coordinators	NNS	coordinator
.	SENT	.
What	WP	what
we	PP	we
'	POS	'
re	NN	re
interested	JJ	interested
in	IN	in
is	VBZ	be
developing	VBG	develop
robots	NNS	robot
like	IN	like
this	DT	this
—	:	-
and	CC	and
here	RB	here
are	VBP	be
two	CD	two
other	JJ	other
pictures	NNS	picture
—	:	-
of	IN	of
robots	NNS	robot
that	IN	that
you	PP	you
can	MD	can
buy	VB	buy
off	RP	off
the	DT	the
shelf	NN	shelf
.	SENT	.
So	RB	so
these	DT	these
are	VBP	be
helicopters	NNS	helicopter
with	IN	with
four	CD	four
rotors	NNS	rotor
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
roughly	RB	roughly
a	DT	a
meter	NN	meter
or	CC	or
so	RB	so
in	IN	in
scale	NN	scale
,	,	,
and	CC	and
weigh	VB	weigh
several	JJ	several
pounds	NNS	pound
.	SENT	.
And	CC	and
so	RB	so
we	PP	we
retrofit	VB	retrofit
these	DT	these
with	IN	with
sensors	NNS	sensor
and	CC	and
processors	NNS	processor
,	,	,
and	CC	and
these	DT	these
robots	NNS	robot
can	MD	can
fly	VB	fly
indoors	RB	indoors
.	SENT	.
Without	IN	without
GPS	NP	GPS
.	SENT	.
The	DT	the
robot	NN	robot
I	PP	I
'	POS	'
m	NN	m
holding	NN	holding
in	IN	in
my	PP$	my
hand	NN	hand
is	VBZ	be
this	DT	this
one	CD	one
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
created	VBN	create
by	IN	by
two	CD	two
students	NNS	student
,	,	,
Alex	NP	Alex
and	CC	and
Daniel	NP	Daniel
.	SENT	.
So	RB	so
this	DT	this
weighs	VBZ	weigh
a	DT	a
little	RB	little
more	JJR	more
than	IN	than
a	DT	a
tenth	NN	tenth
of	IN	of
a	DT	a
pound	NN	pound
.	SENT	.
It	PP	it
consumes	VBZ	consume
about	RB	about
15	CD	@card@
watts	NNS	watt
of	IN	of
power	NN	power
.	SENT	.
And	CC	and
as	IN	as
you	PP	you
can	MD	can
see	VB	see
,	,	,
it	PP	it
'	POS	'
s	NN	S
about	IN	about
eight	CD	eight
inches	NNS	inch
in	IN	in
diameter	NN	diameter
.	SENT	.
So	RB	so
let	VB	let
me	PP	me
give	VB	give
you	PP	you
just	RB	just
a	DT	a
very	RB	very
quick	JJ	quick
tutorial	NN	tutorial
on	IN	on
how	WRB	how
these	DT	these
robots	NNS	robot
work	NN	work
.	SENT	.
So	RB	so
it	PP	it
has	VBZ	have
four	CD	four
rotors	NNS	rotor
.	SENT	.
If	IN	if
you	PP	you
spin	VB	spin
these	DT	these
rotors	NNS	rotor
at	IN	at
the	DT	the
same	JJ	same
speed	NN	speed
,	,	,
the	DT	the
robot	NN	robot
hovers	NNS	hover
.	SENT	.
If	IN	if
you	PP	you
increase	VBP	increase
the	DT	the
speed	NN	speed
of	IN	of
each	DT	each
of	IN	of
these	DT	these
rotors	NNS	rotor
,	,	,
then	RB	then
the	DT	the
robot	NN	robot
flies	VBZ	fly
up	RP	up
,	,	,
it	PP	it
accelerates	VBZ	accelerate
up	RP	up
.	SENT	.
Of	IN	of
course	NN	course
,	,	,
if	IN	if
the	DT	the
robot	NN	robot
were	VBD	be
tilted	VBN	tilt
,	,	,
inclined	VBN	incline
to	TO	to
the	DT	the
horizontal	NN	horizontal
,	,	,
then	RB	then
it	PP	it
would	MD	would
accelerate	VB	accelerate
in	IN	in
this	DT	this
direction	NN	direction
.	SENT	.
So	RB	so
to	TO	to
get	VB	get
it	PP	it
to	TO	to
tilt	VB	tilt
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
one	CD	one
of	IN	of
two	CD	two
ways	NNS	way
of	IN	of
doing	VBG	do
it	PP	it
.	SENT	.
So	RB	so
in	IN	in
this	DT	this
picture	NN	picture
,	,	,
you	PP	you
see	VBP	see
that	DT	that
rotor	NN	rotor
four	CD	four
is	VBZ	be
spinning	VBG	spin
faster	RBR	faster
and	CC	and
rotor	NN	rotor
two	CD	two
is	VBZ	be
spinning	VBG	spin
slower	JJR	slow
.	SENT	.
And	CC	and
when	WRB	when
that	DT	that
happens	VBZ	happen
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
moment	NN	moment
that	WDT	that
causes	VBZ	cause
this	DT	this
robot	NN	robot
to	TO	to
roll	VB	roll
.	SENT	.
And	CC	and
the	DT	the
other	JJ	other
way	NN	way
around	RB	around
,	,	,
if	IN	if
you	PP	you
increase	VBP	increase
the	DT	the
speed	NN	speed
of	IN	of
rotor	NN	rotor
three	CD	three
and	CC	and
decrease	VB	decrease
the	DT	the
speed	NN	speed
of	IN	of
rotor	NN	rotor
one	CD	one
,	,	,
then	RB	then
the	DT	the
robot	NN	robot
pitches	VBZ	pitch
forward	RB	forward
.	SENT	.
And	CC	and
then	RB	then
finally	RB	finally
,	,	,
if	IN	if
you	PP	you
spin	VB	spin
opposite	JJ	opposite
pairs	NNS	pair
of	IN	of
rotors	NNS	rotor
faster	RBR	faster
than	IN	than
the	DT	the
other	JJ	other
pair	NN	pair
,	,	,
then	RB	then
the	DT	the
robot	NN	robot
yaws	VBZ	yaw
about	IN	about
the	DT	the
vertical	JJ	vertical
axis	NN	axis
.	SENT	.
So	IN	so
an	DT	an
on-board	NN	on-board
processor	NN	processor
essentially	RB	essentially
looks	VBZ	look
at	IN	at
what	WP	what
motions	NNS	motion
need	VBP	need
to	TO	to
be	VB	be
executed	VBN	execute
and	CC	and
combines	VBZ	combine
these	DT	these
motions	NNS	motion
,	,	,
and	CC	and
figures	VBZ	figure
out	RP	out
what	WP	what
commands	VBZ	command
to	TO	to
send	VB	send
to	TO	to
the	DT	the
motors	NNS	motor
—	:	-
600	CD	@card@
times	NNS	time
a	DT	a
second	NN	second
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
basically	RB	basically
how	WRB	how
this	DT	this
thing	NN	thing
