There	EX	there
is	VBZ	be
a	DT	a
narrative	NN	narrative
,	,	,
an	DT	an
idea	NN	idea
that	IN	that
with	IN	with
resilience	NN	resilience
,	,	,
grit	NN	grit
and	CC	and
personal	JJ	personal
responsibility	NN	responsibility
people	NNS	people
can	MD	can
pull	VB	pull
themselves	PP	themselves
up	RP	up
and	CC	and
achieve	VB	achieve
economic	JJ	economic
success	NN	success
.	SENT	.
In	IN	in
the	DT	the
United	NP	United
States	NP	States
we	PP	we
call	VBP	call
it	PP	it
the	DT	the
American	JJ	American
dream	NN	dream
.	SENT	.
A	DT	a
similar	JJ	similar
narrative	NN	narrative
exists	VBZ	exist
all	DT	all
over	IN	over
the	DT	the
world	NN	world
.	SENT	.
But	CC	but
the	DT	the
truth	NN	truth
is	VBZ	be
that	IN	that
the	DT	the
challenges	NNS	challenge
of	IN	of
making	VBG	make
this	DT	this
happen	VBP	happen
have	VB	have
less	JJR	less
to	TO	to
do	VB	do
with	IN	with
what	WP	what
we	PP	we
do	VBP	do
and	CC	and
more	JJR	more
to	TO	to
do	VB	do
with	IN	with
the	DT	the
wealth	NN	wealth
position	NN	position
in	IN	in
which	WDT	which
we	PP	we
are	VBP	be
born	VBN	bear
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
make	VB	make
the	DT	the
case	NN	case
that	IN	that
the	DT	the
United	NP	United
States	NPS	States
government	NN	government
,	,	,
actually	RB	actually
that	IN	that
any	DT	any
government	NN	government
,	,	,
should	MD	should
create	VB	create
a	DT	a
trust	NN	trust
account	NN	account
for	IN	for
every	DT	every
newborn	NN	newborn
of	IN	of
up	IN	up
to	TO	to
60	CD	@card@
,	,	,
000	CD	@card@
dollars	NNS	dollar
,	,	,
calibrated	VBN	calibrate
to	TO	to
the	DT	the
wealth	NN	wealth
of	IN	of
the	DT	the
family	NN	family
in	IN	in
which	WDT	which
they	PP	they
are	VBP	be
born	VBN	bear
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
talking	VBG	talk
about	IN	about
an	DT	an
endowment	NN	endowment
.	SENT	.
Personal	JJ	personal
seed	NN	seed
capital	NN	capital
,	,	,
a	DT	a
publicly	RB	publicly
established	VBN	establish
baby	NN	baby
trust	NN	trust
,	,	,
what	WDT	what
my	PP$	my
colleague	NN	colleague
William	NP	William
Darity	NP	Darity
at	IN	at
Duke	NP	Duke
University	NP	University
and	CC	and
I	PP	I
have	VBP	have
referred	VBN	refer
to	TO	to
as	IN	as
baby	NN	baby
bonds	NNS	bond
,	,	,
a	DT	a
term	NN	term
that	WDT	that
was	VBD	be
coined	VBN	coin
by	IN	by
the	DT	the
late	JJ	late
historian	NN	historian
from	IN	from
Columbia	NP	Columbia
University	NP	University
,	,	,
Manning	NP	Manning
Marable	NP	Marable
.	SENT	.
The	DT	the
reason	NN	reason
why	WRB	why
we	PP	we
should	MD	should
create	VB	create
these	DT	these
trusts	NNS	trust
is	VBZ	be
simple	JJ	simple
.	SENT	.
Wealth	NN	wealth
is	VBZ	be
the	DT	the
paramount	JJ	paramount
indicator	NN	indicator
of	IN	of
economic	JJ	economic
security	NN	security
and	CC	and
well-being	NN	well-being
.	SENT	.
It	PP	it
provides	VBZ	provide
financial	JJ	financial
agency	NN	agency
,	,	,
economic	JJ	economic
security	NN	security
to	TO	to
take	VB	take
risk	NN	risk
and	CC	and
shield	NN	shield
against	IN	against
loss	NN	loss
.	SENT	.
Without	IN	without
capital	NN	capital
,	,	,
inequality	NN	inequality
is	VBZ	be
locked	VBN	lock
in	IN	in
.	SENT	.
We	PP	we
use	VBP	use
words	NNS	word
like	IN	like
choice	NN	choice
,	,	,
freedom	NN	freedom
to	TO	to
describe	VB	describe
the	DT	the
benefits	NNS	benefit
of	IN	of
the	DT	the
market	NN	market
,	,	,
but	CC	but
it	PP	it
is	VBZ	be
literally	RB	literally
wealth	NN	wealth
that	WDT	that
gives	VBZ	give
us	PP	us
choice	NN	choice
,	,	,
freedom	NN	freedom
and	CC	and
optionality	NN	<unknown>
.	SENT	.
Wealthier	JJR	wealthy
families	NNS	family
are	VBP	be
better	RBR	well
positioned	VBN	position
to	TO	to
finance	VB	finance
an	DT	an
elite	NN	elite
,	,	,
independent	JJ	independent
school	NN	school
and	CC	and
college	NN	college
education	NN	education
,	,	,
access	NN	access
capital	NN	capital
to	TO	to
start	VB	start
a	DT	a
business	NN	business
,	,	,
finance	VB	finance
expensive	JJ	expensive
medical	JJ	medical
procedures	NNS	procedure
,	,	,
reside	VB	reside
in	IN	in
neighborhoods	NNS	neighborhood
with	IN	with
higher	JJR	high
amenities	NNS	amenity
,	,	,
exert	VB	exert
political	JJ	political
influence	NN	influence
through	IN	through
campaign	NN	campaign
finance	NN	finance
,	,	,
purchase	VB	purchase
better	RBR	well
legal	JJ	legal
counsel	NN	counsel
if	IN	if
confronted	VBN	confront
with	IN	with
an	DT	an
expensive	JJ	expensive
criminal	JJ	criminal
justice	NN	justice
system	NN	system
,	,	,
leave	VBP	leave
a	DT	a
bequest	NN	bequest
and	CC	and
/	SYM	/
or	CC	or
withstand	VB	withstand
financial	JJ	financial
hardship	NN	hardship
resulting	VBG	result
from	IN	from
any	DT	any
number	NN	number
of	IN	of
emergencies	NNS	emergency
.	SENT	.
Basically	RB	basically
,	,	,
when	WRB	when
it	PP	it
comes	VBZ	come
to	TO	to
economic	JJ	economic
security	NN	security
,	,	,
wealth	NN	wealth
is	VBZ	be
both	CC	both
the	DT	the
beginning	NN	beginning
and	CC	and
the	DT	the
end	NN	end
.	SENT	.
I	PP	I
will	MD	will
frame	VB	frame
this	DT	this
conversation	NN	conversation
in	IN	in
the	DT	the
context	NN	context
of	IN	of
the	DT	the
United	NP	United
States	NPS	States
,	,	,
but	CC	but
this	DT	this
discussion	NN	discussion
applies	VBZ	apply
virtually	RB	virtually
to	TO	to
any	DT	any
country	NN	country
facing	VBG	face
increasing	JJ	increasing
inequality	NN	inequality
.	SENT	.
In	IN	in
the	DT	the
US	NP	US
,	,	,
the	DT	the
top	JJ	top
10	CD	@card@
percent	NN	percent
of	IN	of
households	NNS	household
hold	VBP	hold
about	RB	about
80	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
nation	NN	nation
'	POS	'
s	JJ	<unknown>
wealth	NN	wealth
while	IN	while
the	DT	the
bottom	JJ	bottom
60	CD	@card@
percent	NN	percent
owns	VBZ	own
only	RB	only
about	RB	about
one	CD	one
percent	NN	percent
.	SENT	.
But	CC	but
when	WRB	when
it	PP	it
comes	VBZ	come
to	TO	to
wealth	NN	wealth
,	,	,
race	NN	race
is	VBZ	be
an	DT	an
even	RB	even
stronger	JJR	strong
predictor	NN	predictor
than	IN	than
class	NN	class
itself	PP	itself
.	SENT	.
Blacks	NNS	black
and	CC	and
Latinos	NNS	Latino
collectively	RB	collectively
make	VBP	make
up	RP	up
30	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
United	NP	United
States	NPS	States
population	NN	population
,	,	,
but	CC	but
collectively	RB	collectively
own	JJ	own
about	IN	about
seven	CD	seven
percent	NN	percent
of	IN	of
the	DT	the
nation	NN	nation
'	POS	'
s	NN	S
wealth	NN	wealth
.	SENT	.
The	DT	the
2016	CD	@card@
survey	NN	survey
of	IN	of
consumer	NN	consumer
finance	NN	finance
indicates	VBZ	indicate
that	IN	that
the	DT	the
typical	JJ	typical
black	JJ	black
family	NN	family
has	VBZ	have
about	RB	about
17	CD	@card@
,	,	,
000	CD	@card@
dollars	NNS	dollar
in	IN	in
wealth	NN	wealth
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NNS	<unknown>
inclusive	JJ	inclusive
of	IN	of
home	NN	home
equity	NN	equity
,	,	,
while	IN	while
the	DT	the
typical	JJ	typical
white	JJ	white
family	NN	family
has	VBZ	have
about	RB	about
170	CD	@card@
,	,	,
000	CD	@card@
.	SENT	.
That	DT	that
is	VBZ	be
indicative	JJ	indicative
of	IN	of
an	DT	an
absolute	JJ	absolute
racial	JJ	racial
wealth	NN	wealth
gap	NN	gap
where	WRB	where
the	DT	the
typical	JJ	typical
black	JJ	black
household	NN	household
has	VBZ	have
about	RB	about
10	CD	@card@
cents	NNS	cent
for	IN	for
every	DT	every
dollar	NN	dollar
held	VBN	hold
by	IN	by
the	DT	the
typical	JJ	typical
white	JJ	white
family	NN	family
.	SENT	.
But	CC	but
regardless	RB	regardless
of	IN	of
race	NN	race
,	,	,
the	DT	the
market	NN	market
alone	RB	alone
has	VBZ	have
been	VBN	be
inadequate	JJ	inadequate
to	TO	to
address	VB	address
these	DT	these
inequalities	NNS	inequality
.	SENT	.
Even	RB	even
in	IN	in
times	NNS	time
of	IN	of
economic	JJ	economic
expansion	NN	expansion
,	,	,
inequality	NN	inequality
grows	VBZ	grow
.	SENT	.
Over	IN	over
the	DT	the
last	JJ	last
