There	EX	there
'	POS	'
s	NN	S
so	RB	so
many	JJ	many
of	IN	of
you	PP	you
.	SENT	.
When	WRB	when
I	PP	I
was	VBD	be
a	DT	a
kid	NN	kid
,	,	,
I	PP	I
hid	VBD	hide
my	PP$	my
heart	NN	heart
under	IN	under
the	DT	the
bed	NN	bed
,	,	,
because	IN	because
my	PP$	my
mother	NN	mother
said	VBD	say
,	,	,
"	``	"
If	IN	if
you	PP	you
'	POS	'
re	NN	re
not	RB	not
careful	JJ	careful
,	,	,
someday	RB	someday
someone	NN	someone
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
break	VB	break
it	PP	it
.	SENT	.
"	``	"
Take	VB	take
it	PP	it
from	IN	from
me	PP	me
:	:	:
Under	IN	under
the	DT	the
bed	NN	bed
is	VBZ	be
not	RB	not
a	DT	a
good	JJ	good
hiding	NN	hiding
spot	NN	spot
.	SENT	.
I	PP	I
know	VBP	know
because	IN	because
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
shot	VBN	shoot
down	RP	down
so	IN	so
many	JJ	many
times	NNS	time
,	,	,
I	PP	I
get	VBP	get
altitude	NN	altitude
sickness	NN	sickness
just	RB	just
from	IN	from
standing	VBG	stand
up	RP	up
for	IN	for
myself	PP	myself
.	SENT	.
But	CC	but
that	WDT	that
'	POS	'
s	VBG	<unknown>
what	WP	what
we	PP	we
were	VBD	be
told	VBN	tell
.	SENT	.
"	``	"
Stand	VBP	stand
up	RB	up
for	IN	for
yourself	PP	yourself
.	SENT	.
"	''	"
And	CC	and
that	IN	that
'	POS	'
s	NN	S
hard	JJ	hard
to	TO	to
do	VB	do
if	IN	if
you	PP	you
don	NN	don
'	POS	'
t	NN	t
know	VBP	know
who	WP	who
you	PP	you
are	VBP	be
.	SENT	.
We	PP	we
were	VBD	be
expected	VBN	expect
to	TO	to
define	VB	define
ourselves	PP	ourselves
at	IN	at
such	PDT	such
an	DT	an
early	JJ	early
age	NN	age
,	,	,
and	CC	and
if	IN	if
we	PP	we
didn	NN	<unknown>
'	POS	'
t	NN	t
do	VBP	do
it	PP	it
,	,	,
others	NNS	other
did	VBD	do
it	PP	it
for	IN	for
us	PP	us
.	SENT	.
Geek	NN	geek
.	SENT	.
Fatty	JJ	fatty
.	SENT	.
Slut	NN	slut
.	SENT	.
Fag	NN	fag
.	SENT	.
And	CC	and
at	IN	at
the	DT	the
same	JJ	same
time	NN	time
we	PP	we
were	VBD	be
being	VBG	be
told	VBN	tell
what	WP	what
we	PP	we
were	VBD	be
,	,	,
we	PP	we
were	VBD	be
being	VBG	be
asked	VBN	ask
,	,	,
"	''	"
What	WP	what
do	VBP	do
you	PP	you
want	VBP	want
to	TO	to
be	VB	be
when	WRB	when
you	PP	you
grow	VBP	grow
up	RP	up
?	SENT	?
"	``	"
I	PP	I
always	RB	always
thought	VBD	think
that	DT	that
was	VBD	be
an	DT	an
unfair	JJ	unfair
question	NN	question
.	SENT	.
It	PP	it
presupposes	VBZ	presuppose
that	IN	that
we	PP	we
can	MD	can
'	''	'
t	NN	t
be	VB	be
what	WP	what
we	PP	we
already	RB	already
are	VBP	be
.	SENT	.
We	PP	we
were	VBD	be
kids	NNS	kid
.	SENT	.
When	WRB	when
I	PP	I
was	VBD	be
a	DT	a
kid	NN	kid
,	,	,
I	PP	I
wanted	VBD	want
to	TO	to
be	VB	be
a	DT	a
man	NN	man
.	SENT	.
I	PP	I
wanted	VBD	want
a	DT	a
registered	JJ	registered
retirement	NN	retirement
savings	NNS	saving
plan	NN	plan
that	WDT	that
would	MD	would
keep	VB	keep
me	PP	me
in	IN	in
candy	NN	candy
long	RB	long
enough	RB	enough
to	TO	to
make	VB	make
old	JJ	old
age	NN	age
sweet	JJ	sweet
.	SENT	.
When	WRB	when
I	PP	I
was	VBD	be
a	DT	a
kid	NN	kid
,	,	,
I	PP	I
wanted	VBD	want
to	TO	to
shave	VB	shave
.	SENT	.
Now	RB	now
,	,	,
not	RB	not
so	RB	so
much	JJ	much
.	SENT	.
When	WRB	when
I	PP	I
was	VBD	be
eight	CD	eight
,	,	,
I	PP	I
wanted	VBD	want
to	TO	to
be	VB	be
a	DT	a
marine	JJ	marine
biologist	NN	biologist
.	SENT	.
When	WRB	when
I	PP	I
was	VBD	be
nine	CD	nine
,	,	,
I	PP	I
saw	VBD	see
the	DT	the
movie	NN	movie
"	''	"
Jaws	NNS	jaw
,	,	,
"	''	"
and	CC	and
thought	VBD	think
to	TO	to
myself	PP	myself
,	,	,
"	``	"
No	UH	no
,	,	,
thank	VB	thank
you	PP	you
.	SENT	.
