Hi	UH	hi
.	SENT	.
My	PP$	my
name	NN	name
'	POS	'
s	JJ	<unknown>
Sarah	NP	Sarah
,	,	,
and	CC	and
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
priced	VBN	price
out	RP	out
of	IN	of
the	DT	the
housing	NN	housing
market	NN	market
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
I	PP	I
'	POS	'
m	NN	m
one	CD	one
of	IN	of
the	DT	the
majority	NN	majority
of	IN	of
my	PP$	my
generation	NN	generation
who	WP	who
can	MD	can
'	''	'
t	NN	t
afford	VB	afford
a	DT	a
home	NN	home
.	SENT	.
And	CC	and
in	IN	in
2017	CD	@card@
,	,	,
home	NN	home
ownership	NN	ownership
amongst	IN	amongst
young	JJ	young
Australians	NNS	Australian
has	VBZ	have
fallen	VBN	fall
to	TO	to
the	DT	the
lowest	JJS	low
level	NN	level
in	IN	in
recorded	JJ	recorded
history	NN	history
.	SENT	.
So	RB	so
,	,	,
foolishly	RB	foolishly
or	CC	or
otherwise	RB	otherwise
,	,	,
I	PP	I
decided	VBD	decide
to	TO	to
build	VB	build
my	PP$	my
own	JJ	own
home	NN	home
.	SENT	.
But	CC	but
the	DT	the
prognosis	NN	prognosis
wasn	NN	<unknown>
'	POS	'
t	NN	t
good	NN	good
there	RB	there
,	,	,
either	RB	either
.	SENT	.
Architects	NNS	architect
cater	VBP	cater
for	IN	for
the	DT	the
one	CD	one
percent	NN	percent
,	,	,
builders	NNS	builder
are	VBP	be
scarce	JJ	scarce
,	,	,
so	RB	so
service	NN	service
is	VBZ	be
inconsistent	JJ	inconsistent
and	CC	and
prices	NNS	price
are	VBP	be
high	JJ	high
.	SENT	.
The	DT	the
single	JJ	single
biggest	JJS	big
investment	NN	investment
in	IN	in
my	PP$	my
life	NN	life
,	,	,
and	CC	and
I	PP	I
was	VBD	be
amazed	VBN	amaze
how	WRB	how
little	JJ	little
self-	NN	<unknown>
determination	NN	determination
,	,	,
choice	NN	choice
and	CC	and
,	,	,
ultimately	RB	ultimately
,	,	,
control	VB	control
I	PP	I
had	VBD	have
.	SENT	.
What	WP	what
'	POS	'
s	NNS	<unknown>
more	RBR	more
,	,	,
I	PP	I
was	VBD	be
doubly	RB	doubly
surprised	VBN	surprise
at	IN	at
how	WRB	how
vulnerable	JJ	vulnerable
this	DT	this
made	VBD	make
me	PP	me
feel	VBP	feel
.	SENT	.
Frankly	RB	frankly
,	,	,
I	PP	I
felt	VBD	feel
trapped	VBN	trap
.	SENT	.
So	RB	so
,	,	,
I	PP	I
reflected	VBD	reflect
on	IN	on
this	DT	this
for	IN	for
quite	RB	quite
some	DT	some
time	NN	time
.	SENT	.
And	CC	and
I	PP	I
realized	VBD	realize
what	WP	what
I	PP	I
wanted	VBD	want
was	VBD	be
democratized	VBN	democratize
design	NN	design
and	CC	and
construction	NN	construction
.	SENT	.
And	CC	and
that	DT	that
led	VBN	lead
to	TO	to
me	PP	me
asking	VBG	ask
one	CD	one
very	JJ	very
simple	JJ	simple
question	NN	question
:	:	:
What	WP	what
is	VBZ	be
building	VBG	build
a	DT	a
house	NN	house
?	SENT	?
What	WP	what
is	VBZ	be
it	PP	it
?	SENT	?
Well	RB	well
,	,	,
it	PP	it
turns	VBZ	turn
out	RP	out
that	IN	that
building	VBG	build
a	DT	a
house	NN	house
is	VBZ	be
making	VBG	make
a	DT	a
series	NN	series
of	IN	of
decisions	NNS	decision
