Hello	UH	hello
.	SENT	.
I	PP	I
would	MD	would
like	VB	like
to	TO	to
start	VB	start
my	PP$	my
talk	NN	talk
with	IN	with
actually	RB	actually
two	CD	two
questions	NNS	question
,	,	,
and	CC	and
the	DT	the
first	JJ	first
one	CD	one
is	VBZ	be
:	:	:
How	WRB	how
many	JJ	many
people	NNS	people
here	RB	here
actually	RB	actually
eat	VB	eat
pig	NN	pig
meat	NN	meat
?	SENT	?
Please	UH	please
raise	VB	raise
your	PP$	your
hand	NN	hand
â	NP	<unknown>
oh	UH	oh
,	,	,
that	WDT	that
'	POS	'
s	NNS	<unknown>
a	DT	a
lot	NN	lot
.	SENT	.
And	CC	and
how	WRB	how
many	JJ	many
people	NNS	people
have	VBP	have
actually	RB	actually
seen	VBN	see
a	DT	a
live	JJ	live
pig	NN	pig
producing	VBG	produce
this	DT	this
meat	NN	meat
?	SENT	?
In	IN	in
the	DT	the
last	JJ	last
year	NN	year
?	SENT	?
In	IN	in
the	DT	the
Netherlands	NP	Netherlands
â	NP	<unknown>
where	WRB	where
I	PP	I
come	VBP	come
from	IN	from
â	NP	<unknown>
you	PP	you
actually	RB	actually
never	RB	never
see	VB	see
a	DT	a
pig	NN	pig
,	,	,
which	WDT	which
is	VBZ	be
really	RB	really
strange	JJ	strange
,	,	,
because	RB	because
,	,	,
on	IN	on
a	DT	a
population	NN	population
of	IN	of
16	CD	@card@
million	CD	million
people	NNS	people
,	,	,
we	PP	we
have	VBP	have
12	CD	@card@
million	CD	million
pigs	NNS	pig
.	SENT	.
And	CC	and
well	RB	well
,	,	,
of	IN	of
course	NN	course
,	,	,
the	DT	the
Dutch	JJ	Dutch
can	NN	can
'	POS	'
t	NN	t
eat	VB	eat
all	PDT	all
these	DT	these
pigs	NNS	pig
.	SENT	.
They	PP	they
eat	VBP	eat
about	RB	about
one-third	JJ	one-third
,	,	,
and	CC	and
the	DT	the
rest	NN	rest
is	VBZ	be
exported	VBN	export
to	TO	to
all	DT	all
kinds	NNS	kind
of	IN	of
countries	NNS	country
in	IN	in
Europe	NP	Europe
and	CC	and
the	DT	the
rest	NN	rest
of	IN	of
the	DT	the
world	NN	world
.	SENT	.
A	DT	a
lot	NN	lot
goes	VBZ	go
to	TO	to
the	DT	the
U	NP	U
.	SENT	.
K	NN	K
.	SENT	.
,	,	,
Germany	NP	Germany
.	SENT	.
And	CC	and
what	WP	what
I	PP	I
was	VBD	be
curious	JJ	curious
about	IN	about
â	NP	<unknown>
because	IN	because
historically	RB	historically
,	,	,
the	DT	the
whole	JJ	whole
pig	NN	pig
would	MD	would
be	VB	be
used	VBN	use
up	RP	up
until	IN	until
the	DT	the
last	JJ	last
bit	NN	bit
so	IN	so
nothing	NN	nothing
would	MD	would
be	VB	be
wasted	VBN	waste
â	NP	<unknown>
and	CC	and
I	PP	I
was	VBD	be
curious	JJ	curious
to	TO	to
find	VB	find
out	RP	out
if	IN	if
this	DT	this
was	VBD	be
actually	RB	actually
still	RB	still
the	DT	the
case	NN	case
.	SENT	.
And	CC	and
I	PP	I
spent	VBD	spend
about	RB	about
three	CD	three
years	NNS	year
researching	VBG	research
.	SENT	.
And	CC	and
I	PP	I
followed	VBD	follow
this	DT	this
one	CD	one
pig	NN	pig
with	IN	with
number	NN	number
"	``	"
05049	CD	@card@
,	,	,
"	``	"
all	PDT	all
the	DT	the
way	NN	way
up	RP	up
until	IN	until
the	DT	the
end	NN	end
and	CC	and
to	TO	to
what	WP	what
products	NNS	product
it	PP	it
'	POS	'
s	NN	S
made	VBD	make
of	IN	of
.	SENT	.
And	CC	and
in	IN	in
these	DT	these
years	NNS	year
,	,	,
I	PP	I
met	VBD	meet
all	DT	all
kinds	NNS	kind
people	NNS	people
like	VBP	like
,	,	,
for	IN	for
instance	NN	instance
,	,	,
farmers	NNS	farmer
and	CC	and
butchers	NNS	butcher
,	,	,
which	WDT	which
seems	VBZ	seem
logical	JJ	logical
.	SENT	.
But	CC	but
I	PP	I
also	RB	also
met	VBD	meet
aluminum	JJ	aluminum
mold	NN	mold
makers	NNS	maker
,	,	,
ammunition	NN	ammunition
producers	NNS	producer
and	CC	and
all	DT	all
kinds	NNS	kind
of	IN	of
people	NNS	people
.	SENT	.
And	CC	and
what	WP	what
was	VBD	be
striking	JJ	striking
to	TO	to
me	PP	me
is	VBZ	be
that	IN	that
the	DT	the
farmers	NNS	farmer
actually	RB	actually
had	VBD	have
no	DT	no
clue	NN	clue
what	WP	what
was	VBD	be
made	VBN	make
of	IN	of
their	PP$	their
pigs	NNS	pig
,	,	,
but	CC	but
the	DT	the
consumers	NNS	consumer
â	NP	<unknown>
as	IN	as
in	IN	in
us	PP	us
â	NP	<unknown>
had	VBD	have
also	RB	also
no	DT	no
idea	NN	idea
of	IN	of
the	DT	the
pigs	NNS	pig
being	VBG	be
in	IN	in
all	PDT	all
these	DT	these
products	NNS	product
.	SENT	.
So	RB	so
what	WP	what
I	PP	I
did	VBD	do
is	VBZ	be
,	,	,
I	PP	I
took	VBD	take
all	PDT	all
this	DT	this
research	NN	research
and	CC	and
I	PP	I
made	VBD	make
it	PP	it
into	IN	into
a	DT	a
â	NP	<unknown>
well	NN	well
,	,	,
basically	RB	basically
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
product	NN	product
catalog	NN	catalog
of	IN	of
this	DT	this
one	CD	one
pig	NN	pig
,	,	,
and	CC	and
it	PP	it
carries	VBZ	carry
a	DT	a
duplicate	NN	duplicate
of	IN	of
his	PP$	his
ear	NN	ear
tag	NN	tag
on	IN	on
the	DT	the
back	NN	back
.	SENT	.
And	CC	and
it	PP	it
consists	VBZ	consist
of	IN	of
seven	CD	seven
chapters	NNS	chapter
â	NP	<unknown>
the	DT	the
chapters	NNS	chapter
are	VBP	be
skin	NN	skin
,	,	,
bones	NNS	bone
,	,	,
meat	NN	meat
,	,	,
internal	JJ	internal
organs	NNS	organ
,	,	,
blood	NN	blood
,	,	,
