[	SYM	[
This	DT	this
talk	NN	talk
contains	VBZ	contain
graphic	JJ	graphic
images	NNS	image
Viewer	NN	viewer
discretion	NN	discretion
is	VBZ	be
advised	VBN	advise
]	SYM	]
I	PP	I
collect	VBP	collect
objects	NNS	object
.	SENT	.
I	PP	I
collect	VBP	collect
branding	VBG	brand
irons	NNS	iron
that	WDT	that
were	VBD	be
used	VBN	use
to	TO	to
mark	VB	mark
slaves	NNS	slave
as	IN	as
property	NN	property
.	SENT	.
I	PP	I
collect	VBP	collect
shackles	NNS	shackle
for	IN	for
adults	NNS	adult
and	CC	and
restraints	NNS	restraint
for	IN	for
adults	NNS	adult
as	RB	as
well	RB	well
as	IN	as
children	NNS	child
.	SENT	.
I	PP	I
collect	VBP	collect
lynching	NN	lynching
postcards	NNS	postcard
.	SENT	.
Yes	UH	yes
,	,	,
they	PP	they
depict	VBP	depict
lynchings	NNS	lynching
.	SENT	.
They	PP	they
also	RB	also
depict	VBP	depict
the	DT	the
massive	JJ	massive
crowds	NNS	crowd
that	WDT	that
attended	VBD	attend
these	DT	these
lynchings	NNS	lynching
,	,	,
and	CC	and
they	PP	they
are	VBP	be
postcards	NNS	postcard
that	WDT	that
were	VBD	be
also	RB	also
used	VBN	use
for	IN	for
correspondence	NN	correspondence
.	SENT	.
I	PP	I
collect	VBP	collect
proslavery	NN	proslavery
books	NNS	book
that	WDT	that
portray	VBP	portray
black	JJ	black
people	NNS	people
as	IN	as
criminals	NNS	criminal
or	CC	or
as	IN	as
animals	NNS	animal
without	IN	without
souls	NNS	soul
.	SENT	.
I	PP	I
brought	VBD	bring
you	PP	you
something	NN	something
today	NN	today
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
ship	NN	ship
'	POS	'
s	JJ	<unknown>
branding	VBG	brand
iron	NN	iron
.	SENT	.
It	PP	it
was	VBD	be
used	VBN	use
to	TO	to
mark	VB	mark
slaves	NNS	slave
.	SENT	.
Well	RB	well
,	,	,
they	PP	they
actually	RB	actually
were	VBD	be
not	RB	not
slaves	NNS	slave
when	WRB	when
they	PP	they
were	VBD	be
marked	VBN	mark
.	SENT	.
They	PP	they
were	VBD	be
in	IN	in
Africa	NP	Africa
.	SENT	.
But	CC	but
they	PP	they
were	VBD	be
marked	VBN	mark
with	IN	with
an	DT	an
"	``	"
S	NP	S
"	''	"
to	TO	to
designate	VB	designate
that	IN	that
they	PP	they
were	VBD	be
going	VBG	go
to	TO	to
be	VB	be
slaves	NNS	slave
when	WRB	when
they	PP	they
were	VBD	be
brought	VBN	bring
to	TO	to
the	DT	the
US	NP	US
and	CC	and
when	WRB	when
they	PP	they
were	VBD	be
brought	VBN	bring
to	TO	to
Europe	NP	Europe
.	SENT	.
Another	DT	another
object	NN	object
or	CC	or
image	NN	image
that	WDT	that
captured	VBD	capture
my	PP$	my
imagination	NN	imagination
when	WRB	when
I	PP	I
was	VBD	be
younger	JJR	young
was	VBD	be
a	DT	a
Klan	NP	Klan
robe	NN	robe
.	SENT	.
Growing	VBG	grow
up	RP	up
in	IN	in
South	NP	South
Carolina	NP	Carolina
