Helen	NP	Helen
Walters	NP	Walters
:	:	:
So	RB	so
,	,	,
Chris	NP	Chris
,	,	,
who	WP	who
'	POS	'
s	NN	S
up	RB	up
first	JJ	first
?	SENT	?
Chris	NP	Chris
Anderson	NP	Anderson
:	:	:
Well	UH	well
,	,	,
we	PP	we
have	VBP	have
a	DT	a
man	NN	man
who	WP	who
'	POS	'
s	NNS	<unknown>
worried	VBN	worry
about	IN	about
pandemics	NNS	pandemic
pretty	RB	pretty
much	RB	much
his	PP$	his
whole	JJ	whole
life	NN	life
.	SENT	.
He	PP	he
played	VBD	play
an	DT	an
absolutely	RB	absolutely
key	JJ	key
role	NN	role
,	,	,
more	JJR	more
than	IN	than
40	CD	@card@
years	NNS	year
ago	RB	ago
,	,	,
in	IN	in
helping	VBG	help
the	DT	the
world	NN	world
get	VB	get
rid	JJ	rid
of	IN	of
the	DT	the
scourge	NN	scourge
of	IN	of
smallpox	NN	smallpox
.	SENT	.
And	CC	and
in	IN	in
2006	CD	@card@
,	,	,
he	PP	he
came	VBD	come
to	TO	to
TED	VB	ted
to	TO	to
warn	VB	warn
the	DT	the
world	NN	world
of	IN	of
the	DT	the
dire	JJ	dire
risk	NN	risk
of	IN	of
a	DT	a
global	JJ	global
pandemic	NN	pandemic
,	,	,
and	CC	and
what	WP	what
we	PP	we
might	MD	might
do	VB	do
about	IN	about
it	PP	it
.	SENT	.
So	RB	so
please	RB	please
welcome	VB	welcome
here	RB	here
Dr	NP	Dr
.	SENT	.
Larry	NP	Larry
Brilliant	NP	Brilliant
.	SENT	.
Larry	NP	Larry
,	,	,
so	RB	so
good	JJ	good
to	TO	to
see	VB	see
you	PP	you
.	SENT	.
Larry	NP	Larry
Brilliant	NP	Brilliant
:	:	:
Thank	VB	thank
you	PP	you
,	,	,
nice	JJ	nice
to	TO	to
see	VB	see
you	PP	you
.	SENT	.
CA	MD	ca
:	:	:
Larry	NP	Larry
,	,	,
in	IN	in
that	DT	that
talk	NN	talk
,	,	,
you	PP	you
showed	VBD	show
a	DT	a
video	JJ	video
clip	NN	clip
that	WDT	that
was	VBD	be
a	DT	a
simulation	NN	simulation
of	IN	of
what	WP	what
a	DT	a
pandemic	NN	pandemic
might	MD	might
look	VB	look
like	IN	like
.	SENT	.
I	PP	I
would	MD	would
like	VB	like
to	TO	to
play	VB	play
it	PP	it
--	:	--
this	DT	this
gave	VBD	give
me	PP	me
chills	VBZ	chill
.	SENT	.
Larry	NP	Larry
Brilliant	NP	Brilliant
:	:	:
Let	VBP	let
me	PP	me
show	VBP	show
you	PP	you
a	DT	a
simulation	NN	simulation
of	IN	of
what	WP	what
a	DT	a
pandemic	NN	pandemic
looks	VBZ	look
like	IN	like
,	,	,
so	RB	so
we	PP	we
know	VBP	know
what	WP	what
we	PP	we
'	POS	'
re	NN	re
talking	VBG	talk
about	RB	about
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
assume	VBP	assume
,	,	,
for	IN	for
example	NN	example
,	,	,
that	IN	that
the	DT	the
first	JJ	first
case	NN	case
occurs	VBZ	occur
in	IN	in
South	NP	South
Asia	NP	Asia
.	SENT	.
It	PP	it
initially	RB	initially
goes	VBZ	go
quite	RB	quite
slowly	RB	slowly
,	,	,
you	PP	you
get	VBP	get
two	CD	two
or	CC	or
three	CD	three
discrete	JJ	discrete
locations	NNS	location
.	SENT	.
Then	RB	then
there	EX	there
will	MD	will
be	VB	be
secondary	JJ	secondary
outbreaks	NNS	outbreak
.	SENT	.
And	CC	and
the	DT	the
disease	NN	disease
will	MD	will
spread	VB	spread
from	IN	from
country	NN	country
to	TO	to
country	NN	country
so	RB	so
fast	RB	fast
that	IN	that
you	PP	you
won	VBD	win
'	''	'
t	NN	t
know	VBP	know
what	WP	what
hit	VBD	hit
you	PP	you
.	SENT	.
Within	IN	within
three	CD	three
weeks	NNS	week
,	,	,
it	PP	it
will	MD	will
be	VB	be
everywhere	RB	everywhere
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
Now	RB	now
if	IN	if
we	PP	we
had	VBD	have
an	DT	an
undo	VB	undo
button	NN	button
,	,	,
and	CC	and
we	PP	we
could	MD	could
go	VB	go
back	RB	back
and	CC	and
isolate	VB	isolate
it	PP	it
and	CC	and
grab	VB	grab
it	PP	it
when	WRB	when
it	PP	it
first	RB	first
started	VBD	start
,	,	,
if	IN	if
we	PP	we
could	MD	could
find	VB	find
it	PP	it
early	RB	early
and	CC	and
we	PP	we
had	VBD	have
early	JJ	early
detection	NN	detection
and	CC	and
early	JJ	early
response	NN	response
,	,	,
and	CC	and
we	PP	we
could	MD	could
put	VB	put
each	DT	each
one	CD	one
of	IN	of
those	DT	those
viruses	NNS	virus
in	IN	in
jail	NN	jail
,	,	,
that	WDT	that
'	POS	'
s	NN	S
the	DT	the
only	JJ	only
way	NN	way
to	TO	to
deal	VB	deal
with	IN	with
something	NN	something
like	IN	like
a	DT	a
pandemic	NN	pandemic
.	SENT	.
CA	MD	ca
:	:	:
Larry	NP	Larry
,	,	,
that	DT	that
phrase	NN	phrase
you	PP	you
mentioned	VBD	mention
there	EX	there
,	,	,
"	``	"
early	JJ	early
detection	NN	detection
,	,	,
"	''	"
"	``	"
early	JJ	early
response	NN	response
,	,	,
"	''	"
that	WDT	that
was	VBD	be
a	DT	a
key	JJ	key
theme	NN	theme
of	IN	of
that	DT	that
talk	NN	talk
,	,	,
you	PP	you
made	VBD	make
us	PP	us
all	RB	all
repeat	VB	repeat
it	PP	it
several	JJ	several
times	NNS	time
.	SENT	.
Is	VBZ	be
that	IN	that
still	RB	still
the	DT	the
key	NN	key
to	TO	to
preventing	VBG	prevent
a	DT	a
pandemic	NN	pandemic
?	SENT	?
LB	NP	LB
:	:	:
Oh	UH	oh
,	,	,
surely	RB	surely
.	SENT	.
You	PP	you
know	VBP	know
,	,	,
when	WRB	when
you	PP	you
have	VBP	have
a	DT	a
pandemic	NN	pandemic
,	,	,
something	NN	something
moving	VBG	move
at	IN	at
exponential	JJ	exponential
speed	NN	speed
,	,	,
if	IN	if
you	PP	you
miss	VBP	miss
the	DT	the
first	JJ	first
two	CD	two
weeks	NNS	week
,	,	,
if	IN	if
you	PP	you
'	POS	'
re	NN	re
late	RB	late
the	DT	the
first	JJ	first
two	CD	two
weeks	NNS	week
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
the	DT	the
deaths	NNS	death
and	CC	and
the	DT	the
illness	NN	illness
from	IN	from
the	DT	the
first	JJ	first
two	CD	two
weeks	NNS	week
you	PP	you
lose	VBP	lose
,	,	,
it	PP	it
'	POS	'
s	NN	S
the	DT	the
two	CD	two
weeks	NNS	week
at	IN	at
the	DT	the
peak	NN	peak
.	SENT	.
Those	DT	those
are	VBP	be
prevented	VBN	prevent
if	IN	if
you	PP	you
act	VBP	act
early	RB	early
.	SENT	.
Early	JJ	early
response	NN	response
is	VBZ	be
critical	JJ	critical
,	,	,
early	JJ	early
detection	NN	detection
is	VBZ	be
a	DT	a
condition	NN	condition
precedent	NN	precedent
.	SENT	.
CA	MD	ca
:	:	:
And	CC	and
how	WRB	how
would	MD	would
you	PP	you
grade	VB	grade
the	DT	the
world	NN	world
on	IN	on
its	PP$	its
early	JJ	early
detection	NN	detection
,	,	,
early	JJ	early
response	NN	response
to	TO	to
COVID-19	NP	<unknown>
?	SENT	?
LB	NN	lb
:	:	:
Of	IN	of
course	NN	course
,	,	,
you	PP	you
gave	VBD	give
me	PP	me
this	DT	this
question	NN	question
earlier	RBR	earlier
,	,	,
so	IN	so
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
thinking	VBG	think
a	DT	a
lot	NN	lot
about	IN	about
it	PP	it
.	SENT	.
I	PP	I
think	VBP	think
I	PP	I
would	MD	would
go	VB	go
through	IN	through
the	DT	the
countries	NNS	country
,	,	,
and	CC	and
I	PP	I
'	POS	'
ve	NN	ve
actually	RB	actually
made	VBD	make
a	DT	a
list	NN	list
.	SENT	.
I	PP	I
think	VBP	think
the	DT	the
island	NN	island
republics	NNS	republic
of	IN	of
Taiwan	NP	Taiwan
,	,	,
Iceland	NP	Iceland
and	CC	and
certainly	RB	certainly
New	NP	New
Zealand	NP	Zealand
would	MD	would
get	VB	get
an	DT	an
A	NP	A
.	SENT	.
The	DT	the
island	NN	island
republic	NN	republic
of	IN	of
the	DT	the
UK	NP	UK
and	CC	and
the	DT	the
United	NP	United
States	NPS	States
--	:	--
which	WDT	which
is	VBZ	be
not	RB	not
an	DT	an
island	NN	island
,	,	,
no	DT	no
matter	NN	matter
how	WRB	how
much	JJ	much
we	PP	we
may	MD	may
think	VB	think
we	PP	we
are	VBP	be
--	:	--
would	MD	would
get	VB	get
a	DT	a
failing	VBG	fail
grade	NN	grade
.	SENT	.
I	NP	I
'	POS	'
d	NN	d
give	VB	give
a	DT	a
B	NN	B
to	TO	to
South	NP	South
Korea	NP	Korea
and	CC	and
to	TO	to
Germany	NP	Germany
.	SENT	.
And	CC	and
in	IN	in
between	IN	between
.	SENT	.
.	SENT	.
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
a	DT	a
very	RB	very
heterogeneous	JJ	heterogeneous
response	NN	response
,	,	,
I	PP	I
think	VBP	think
.	SENT	.
The	DT	the
world	NN	world
as	IN	as
a	DT	a
whole	NN	whole
is	VBZ	be
faltering	VBG	falter
.	SENT	.
We	PP	we
shouldn	NNS	<unknown>
'	''	'
t	NN	t
be	VB	be
proud	JJ	proud
of	IN	of
what	WP	what
'	POS	'
s	NNS	<unknown>
happening	VBG	happen
right	RB	right
now	RB	now
.	SENT	.
CA	MD	ca
:	:	:
I	PP	I
mean	VBP	mean
,	,	,
we	PP	we
got	VBD	get
the	DT	the
detection	NN	detection
pretty	RB	pretty
early	JJ	early
,	,	,
or	CC	or
at	IN	at
least	JJS	least
some	DT	some
doctors	NNS	doctor
in	IN	in
China	NP	China
got	VBD	get
the	DT	the
detection	NN	detection
pretty	RB	pretty
early	RB	early
.	SENT	.
LB	NP	LB
:	:	:
Earlier	RBR	earlier
than	IN	than
the	DT	the
2002	CD	@card@
SARS	NNS	<unknown>
,	,	,
which	WDT	which
took	VBD	take
six	CD	six
months	NNS	month
.	SENT	.
This	DT	this
took	VBD	take
about	RB	about
six	CD	six
weeks	NNS	week
.	SENT	.
And	CC	and
detection	NN	detection
means	VBZ	mean
not	RB	not
only	RB	only
finding	VBG	find
it	PP	it
,	,	,
but	CC	but
knowing	VBG	know
what	WP	what
it	PP	it
is	VBZ	be
.	SENT	.
So	RB	so
I	PP	I
would	MD	would
give	VB	give
us	PP	us
a	DT	a
pretty	RB	pretty
good	JJ	good
score	NN	score
on	IN	on
that	DT	that
.	SENT	.
The	DT	the
transparency	NN	transparency
,	,	,
the	DT	the
communication	NN	communication
--	:	--
those	DT	those
are	VBP	be
other	JJ	other
issues	NNS	issue
.	SENT	.
CA	MD	ca
:	:	:
So	RB	so
what	WP	what
was	VBD	be
the	DT	the
key	JJ	key
mistake	NN	mistake
that	IN	that
you	PP	you
think	VBP	think
the	DT	the
countries	NNS	country
you	PP	you
gave	VBD	give
an	DT	an
F	NN	F
to	TO	to
made	VBN	make
?	SENT	?
LB	NN	lb
:	:	:
I	PP	I
think	VBP	think
fear	NN	fear
,	,	,
political	JJ	political
incompetence	NN	incompetence
,	,	,
interference	NN	interference
,	,	,
not	RB	not
taking	VBG	take
it	PP	it
seriously	RB	seriously
soon	RB	soon
enough	JJ	enough
--	:	--
it	PP	it
'	POS	'
s	NN	S
pretty	RB	pretty
human	JJ	human
.	SENT	.
I	PP	I
think	VBP	think
throughout	IN	throughout
history	NN	history
,	,	,
pretty	RB	pretty
much	RB	much
every	DT	every
pandemic	NN	pandemic
is	VBZ	be
first	RB	first
viewed	VBN	view
with	IN	with
denial	NN	denial
and	CC	and
doubt	NN	doubt
.	SENT	.
But	CC	but
those	DT	those
countries	NNS	country
that	WDT	that
acted	VBD	act
quickly	RB	quickly
,	,	,
and	CC	and
even	RB	even
those	DT	those
who	WP	who
started	VBD	start
slow	JJ	slow
,	,	,
like	IN	like
South	NP	South
Korea	NP	Korea
,	,	,
they	PP	they
could	MD	could
still	RB	still
make	VB	make
up	RP	up
for	IN	for
it	PP	it
,	,	,
and	CC	and
they	PP	they
did	VBD	do
really	RB	really
well	RB	well
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
had	VBD	have
two	CD	two
months	NNS	month
that	IN	that
we	PP	we
'	POS	'
ve	NN	ve
lost	VBD	lose
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
given	VBN	give
a	DT	a
virus	NN	virus
that	WDT	that
moves	VBZ	move
exponentially	RB	exponentially
a	DT	a
two-month	JJ	two-month
head	NN	head
start	NN	start
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
not	RB	not
a	DT	a
good	JJ	good
idea	NN	idea
,	,	,
Chris	NP	Chris
.	SENT	.
CA	MD	ca
:	:	:
No	UH	no
,	,	,
indeed	RB	indeed
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
there	EX	there
'	''	'
s	NN	S
so	IN	so
much	JJ	much
puzzling	JJ	puzzling
information	NN	information
still	RB	still
out	IN	out
there	EX	there
about	RB	about
this	DT	this
virus	NN	virus
.	SENT	.
What	WP	what
do	VBP	do
you	PP	you
think	VBP	think
the	DT	the
scientific	JJ	scientific
consensus	NN	consensus
is	VBZ	be
going	VBG	go
to	TO	to
likely	JJ	likely
end	NN	end
up	IN	up
being	VBG	be
on	IN	on
,	,	,
like	VB	like
,	,	,
the	DT	the
two	CD	two
key	JJ	key
numbers	NNS	number
of	IN	of
its	PP$	its
infectiousness	NN	infectiousness
and	CC	and
its	PP$	its
fatality	NN	fatality
rate	NN	rate
?	SENT	?
LB	NN	lb
:	:	:
So	RB	so
I	PP	I
think	VBP	think
the	DT	the
kind	NN	kind
of	IN	of
equation	NN	equation
to	TO	to
keep	VB	keep
in	IN	in
mind	NN	mind
is	VBZ	be
that	IN	that
the	DT	the
virus	NN	virus
moves	VBZ	move
dependent	JJ	dependent
on	IN	on
three	CD	three
major	JJ	major
issues	NNS	issue
.	SENT	.
One	PP	one
is	VBZ	be
the	DT	the
R0	NP	<unknown>
,	,	,
the	DT	the
first	JJ	first
number	NN	number
of	IN	of
secondary	JJ	secondary
cases	NNS	case
that	IN	that
there	EX	there
are	VBP	be
when	WRB	when
the	DT	the
virus	NN	virus
emerges	VBZ	emerge
.	SENT	.
In	IN	in
this	DT	this
case	NN	case
,	,	,
people	NNS	people
talk	VBP	talk
about	IN	about
it	PP	it
being	VBG	be
2	CD	@card@
.	SENT	.
2	CD	@card@
,	,	,
2	CD	@card@
.	SENT	.
4	LS	4
.	SENT	.
But	CC	but
a	DT	a
really	RB	really
important	JJ	important
paper	NN	paper
three	CD	three
weeks	NNS	week
ago	RB	ago
,	,	,
in	IN	in
the	DT	the
"	``	"
Emerging	JJ	emerging
Infectious	JJ	infectious
Diseases	NNS	disease
"	''	"
journal	NN	journal
came	VBD	come
out	RP	out
,	,	,
suggesting	VBG	suggest
that	IN	that
looking	VBG	look
back	RB	back
on	IN	on
the	DT	the
Wuhan	NP	Wuhan
data	NNS	datum
,	,	,
it	PP	it
'	POS	'
s	NN	S
really	RB	really
5	CD	@card@
.	SENT	.
7	CD	@card@
.	SENT	.
So	RB	so
for	IN	for
argument	NN	argument
'	POS	'
s	NN	S
sake	NN	sake
,	,	,
let	VBN	let
'	POS	'
s	NNS	<unknown>
say	VBP	say
that	IN	that
the	DT	the
virus	NN	virus
is	VBZ	be
moving	VBG	move
at	IN	at
exponential	JJ	exponential
speed	NN	speed
and	CC	and
the	DT	the
exponent	NN	exponent
is	VBZ	be
somewhere	RB	somewhere
between	IN	between
2	CD	@card@
.	SENT	.
2	CD	@card@
and	CC	and
5	CD	@card@
.	SENT	.
7	CD	@card@
.	SENT	.
The	DT	the
other	JJ	other
two	CD	two
factors	NNS	factor
that	DT	that
matter	NN	matter
are	VBP	be
the	DT	the
incubation	NN	incubation
period	NN	period
or	CC	or
the	DT	the
generation	NN	generation
time	NN	time
.	SENT	.
The	DT	the
longer	JJR	long
that	DT	that
is	VBZ	be
,	,	,
the	DT	the
slower	JJR	slow
the	DT	the
pandemic	NN	pandemic
appears	VBZ	appear
to	TO	to
us	PP	us
.	SENT	.
When	WRB	when
it	PP	it
'	POS	'
s	NN	S
really	RB	really
short	JJ	short
,	,	,
like	IN	like
six	CD	six
days	NNS	day
,	,	,
it	PP	it
moves	VBZ	move
like	IN	like
lightning	NN	lightning
.	SENT	.
And	CC	and
then	RB	then
the	DT	the
last	JJ	last
,	,	,
and	CC	and
the	DT	the
most	RBS	most
important	JJ	important
--	:	--
and	CC	and
it	PP	it
'	POS	'
s	NN	S
often	RB	often
overlooked	VBN	overlook
--	:	--
is	VBZ	be
the	DT	the
density	NN	density
of	IN	of
susceptibles	NNS	<unknown>
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
novel	JJ	novel
virus	NN	virus
,	,	,
so	RB	so
we	PP	we
want	VBP	want
to	TO	to
know	VB	know
how	WRB	how
many	JJ	many
customers	NNS	customer
could	MD	could
it	PP	it
potentially	RB	potentially
have	VBP	have
.	SENT	.
And	CC	and
as	IN	as
it	PP	it
'	POS	'
s	NN	S
novel	NN	novel
,	,	,
that	WDT	that
'	POS	'
s	NN	S
eight	CD	eight
billion	NNS	billion
of	IN	of
us	PP	us
.	SENT	.
The	DT	the
world	NN	world
is	VBZ	be
facing	VBG	face
a	DT	a
virus	NN	virus
