It	PP	it
'	POS	'
s	JJ	<unknown>
8:15pm	NN	<unknown>
in	IN	in
Afghanistan	NP	Afghanistan
right	RB	right
now	RB	now
.	SENT	.
And	CC	and
at	IN	at
this	DT	this
time	NN	time
,	,	,
10	CD	@card@
days	NNS	day
ago	RB	ago
,	,	,
I	PP	I
was	VBD	be
sitting	VBG	sit
in	IN	in
an	DT	an
eight-foot-by-eight-foot	NN	eight-foot-by-eight-foot
cell	NN	cell
in	IN	in
the	DT	the
basement	NN	basement
of	IN	of
a	DT	a
maximum-security	NN	maximum-security
prison	NN	prison
in	IN	in
Kabul	NP	Kabul
,	,	,
where	WRB	where
I	PP	I
was	VBD	be
being	VBG	be
held	VBN	hold
captive	NN	captive
by	IN	by
the	DT	the
Taliban	NP	<unknown>
.	SENT	.
I	NP	I
'	''	'
d	SYM	d
been	VBN	be
in	IN	in
that	DT	that
cell	NN	cell
for	IN	for
104	CD	@card@
days	NNS	day
,	,	,
and	CC	and
yet	RB	yet
,	,	,
I	PP	I
was	VBD	be
one	CD	one
of	IN	of
the	DT	the
lucky	JJ	lucky
ones	NNS	one
.	SENT	.
But	CC	but
I	PP	I
'	POS	'
m	NN	m
getting	VBG	get
ahead	RB	ahead
of	IN	of
myself	PP	myself
.	SENT	.
Let	VB	let
me	PP	me
go	VB	go
back	RB	back
to	TO	to
the	DT	the
beginning	NN	beginning
.	SENT	.
This	DT	this
is	VBZ	be
me	PP	me
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
five	CD	five
years	NNS	year
old	JJ	old
and	CC	and
living	VBG	live
in	IN	in
an	DT	an
Afghan	JJ	Afghan
refugee	NN	refugee
camp	NN	camp
in	IN	in
Peshawar	NP	Peshawar
,	,	,
Pakistan	NP	Pakistan
.	SENT	.
You	PP	you
can	MD	can
see	VB	see
the	DT	the
two	CD	two
patches	NNS	patch
on	IN	on
my	PP$	my
UNHCR-donated	JJ	<unknown>
jeans	NNS	jean
.	SENT	.
One	CD	one
patch	NN	patch
is	VBZ	be
an	DT	an
American	JJ	American
flag	NN	flag
and	CC	and
the	DT	the
other	JJ	other
is	VBZ	be
the	DT	the
Statue	NN	statue
of	IN	of
Liberty	NP	Liberty
,	,	,
the	DT	the
quintessential	JJ	quintessential
beacons	NNS	beacon
of	IN	of
the	DT	the
American	JJ	American
dream	NN	dream
I	PP	I
so	RB	so
badly	RB	badly
wanted	VBD	want
.	SENT	.
But	CC	but
as	IN	as
a	DT	a
refugee	NN	refugee
,	,	,
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
have	VBP	have
a	DT	a
state	NN	state
to	TO	to
call	VB	call
home	NN	home
.	SENT	.
And	CC	and
not	RB	not
having	VBG	have
a	DT	a
state	NN	state
,	,	,
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
have	VB	have
rights	NNS	right
.	SENT	.
And	CC	and
not	RB	not
having	VBG	have
rights	NNS	right
,	,	,
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
have	VBP	have
a	DT	a
voice	NN	voice
.	SENT	.
I	PP	I
needed	VBD	need
someone	NN	someone
to	TO	to
advocate	VB	advocate
for	IN	for
me	PP	me
.	SENT	.
And	CC	and
I	PP	I
was	VBD	be
fortunate	JJ	fortunate
to	TO	to
have	VB	have
two	CD	two
advocates	NNS	advocate
.	SENT	.
My	PP$	my
parents	NNS	parent
,	,	,
who	WP	who
had	VBD	have
emigrated	VBN	emigrate
to	TO	to
the	DT	the
US	NP	US
four	CD	four
years	NNS	year
ahead	RB	ahead
of	IN	of
me	PP	me
,	,	,
fought	VBD	fight
tirelessly	RB	tirelessly
to	TO	to
get	VB	get
me	PP	me
to	TO	to
America	NP	America
for	IN	for
those	DT	those
four	CD	four
years	NNS	year
.	SENT	.
They	PP	they
gave	VBD	give
me	PP	me
a	DT	a
voice	NN	voice
.	SENT	.
They	PP	they
gave	VBD	give
me	PP	me
the	DT	the
American	JJ	American
dream	NN	dream
.	SENT	.
And	CC	and
my	PP$	my
parents	NNS	parent
'	POS	'
advocacy	NN	advocacy
allowed	VBD	allow
me	PP	me
to	TO	to
join	VB	join
them	PP	them
,	,	,
to	TO	to
emigrate	VB	emigrate
to	TO	to
Omaha	NP	Omaha
,	,	,
Nebraska	NP	Nebraska
,	,	,
to	TO	to
go	VB	go
to	TO	to
high	JJ	high
school	NN	school
in	IN	in
the	DT	the
states	NNS	state
to	TO	to
serve	VB	serve
in	IN	in
the	DT	the
military	NN	military
,	,	,
to	TO	to
graduate	VB	graduate
as	IN	as
a	DT	a
Tillman	NP	Tillman
Scholar	NN	scholar
from	IN	from
Georgetown	NP	Georgetown
University	NP	University
,	,	,
to	TO	to
get	VB	get
accepted	VBN	accept
into	IN	into
medical	JJ	medical
school	NN	school
.	SENT	.
I	PP	I
became	VBD	become
the	DT	the
American	JJ	American
dream	NN	dream
.	SENT	.
And	CC	and
in	IN	in
my	PP$	my
dream	NN	dream
,	,	,
everything	NN	everything
came	VBD	come
full	JJ	full
circle	NN	circle
.	SENT	.
This	DT	this
past	JJ	past
summer	NN	summer
,	,	,
I	PP	I
deferred	VBD	defer
one	CD	one
dream	NN	dream
for	IN	for
another	DT	another
when	WRB	when
I	PP	I
put	VBD	put
medical	JJ	medical
school	NN	school
on	IN	on
hold	NN	hold
,	,	,
founded	VBD	found
Human	NP	Human
First	NP	First
Coalition	NP	Coalition
,	,	,
an	DT	an
organization	NN	organization
dedicated	VBN	dedicate
to	TO	to
aiding	VBG	aid
Afghans	NNS	Afghan
in	IN	in
need	NN	need
.	SENT	.
Having	VBG	have
spent	VBN	spend
the	DT	the
first	JJ	first
17	CD	@card@
years	NNS	year
of	IN	of
my	PP$	my
life	NN	life
stateless	JJ	stateless
,	,	,
