What	WP	what
I	PP	I
thought	VBD	think
I	PP	I
would	MD	would
do	VB	do
is	VBZ	be
I	PP	I
would	MD	would
start	VB	start
with	IN	with
a	DT	a
simple	JJ	simple
request	NN	request
.	SENT	.
I	NP	I
'	POS	'
d	NN	d
like	IN	like
all	DT	all
of	IN	of
you	PP	you
to	TO	to
pause	VB	pause
for	IN	for
a	DT	a
moment	NN	moment
,	,	,
you	PP	you
wretched	JJ	wretched
weaklings	NNS	weakling
,	,	,
and	CC	and
take	VB	take
stock	NN	stock
of	IN	of
your	PP$	your
miserable	JJ	miserable
existence	NN	existence
.	SENT	.
Now	RB	now
that	DT	that
was	VBD	be
the	DT	the
advice	NN	advice
that	IN	that
St	NP	St
.	SENT	.
Benedict	NP	Benedict
gave	VBD	give
his	PP$	his
rather	RB	rather
startled	VBN	startle
followers	NNS	follower
in	IN	in
the	DT	the
fifth	JJ	fifth
century	NN	century
.	SENT	.
It	PP	it
was	VBD	be
the	DT	the
advice	NN	advice
that	IN	that
I	PP	I
decided	VBD	decide
to	TO	to
follow	VB	follow
myself	PP	myself
when	WRB	when
I	PP	I
turned	VBD	turn
40	CD	@card@
.	SENT	.
Up	RB	up
until	IN	until
that	DT	that
moment	NN	moment
,	,	,
I	PP	I
had	VBD	have
been	VBN	be
that	DT	that
classic	JJ	classic
corporate	JJ	corporate
warrior	NN	warrior
—	:	-
I	PP	I
was	VBD	be
eating	VBG	eat
too	RB	too
much	RB	much
,	,	,
I	PP	I
was	VBD	be
drinking	VBG	drink
too	RB	too
much	RB	much
,	,	,
I	PP	I
was	VBD	be
working	VBG	work
too	RB	too
hard	JJ	hard
and	CC	and
I	PP	I
was	VBD	be
neglecting	VBG	neglect
the	DT	the
family	NN	family
.	SENT	.
And	CC	and
I	PP	I
decided	VBD	decide
that	IN	that
I	PP	I
would	MD	would
try	VB	try
and	CC	and
turn	VB	turn
my	PP$	my
life	NN	life
around	RB	around
.	SENT	.
In	IN	in
particular	JJ	particular
,	,	,
I	PP	I
decided	VBD	decide
I	PP	I
would	MD	would
try	VB	try
to	TO	to
address	VB	address
the	DT	the
thorny	JJ	thorny
issue	NN	issue
of	IN	of
work-life	JJ	<unknown>
balance	NN	balance
.	SENT	.
So	RB	so
I	PP	I
stepped	VBD	step
back	RB	back
from	IN	from
the	DT	the
workforce	NN	workforce
,	,	,
and	CC	and
I	PP	I
spent	VBD	spend
a	DT	a
year	NN	year
at	IN	at
home	NN	home
with	IN	with
my	PP$	my
wife	NN	wife
and	CC	and
four	CD	four
young	JJ	young
children	NNS	child
.	SENT	.
But	CC	but
all	RB	all
I	PP	I
learned	VBD	learn
about	RB	about
work-life	JJ	<unknown>
balance	NN	balance
from	IN	from
that	DT	that
year	NN	year
was	VBD	be
that	IN	that
I	PP	I
found	VBD	find
it	PP	it
quite	RB	quite
easy	JJ	easy
to	TO	to
balance	VB	balance
work	NN	work
and	CC	and
life	NN	life
when	WRB	when
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
have	VBP	have
any	DT	any
work	NN	work
.	SENT	.
Not	RB	not
a	DT	a
very	RB	very
useful	JJ	useful
skill	NN	skill
,	,	,
especially	RB	especially
when	WRB	when
the	DT	the
money	NN	money
runs	VBZ	run
out	RP	out
.	SENT	.
So	RB	so
I	PP	I
went	VBD	go
back	RB	back
to	TO	to
work	VB	work
,	,	,
and	CC	and
I	PP	I
'	POS	'
ve	NN	ve
spent	VBD	spend
these	DT	these
seven	CD	seven
years	NNS	year
since	IN	since
struggling	VBG	struggle
with	IN	with
,	,	,
studying	VBG	study
and	CC	and
writing	VBG	write
about	IN	about
work-life	NN	<unknown>
balance	NN	balance
.	SENT	.
And	CC	and
I	PP	I
have	VBP	have
four	CD	four
observations	NNS	observation
I	NP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
share	VB	share
with	IN	with
you	PP	you
