Whether	IN	whether
you	PP	you
'	POS	'
re	NN	re
cramming	VBG	cram
for	IN	for
an	DT	an
exam	NN	exam
or	CC	or
trying	VBG	try
to	TO	to
learn	VB	learn
a	DT	a
new	JJ	new
musical	JJ	musical
instrument	NN	instrument
or	CC	or
even	RB	even
trying	VBG	try
to	TO	to
perfect	VB	perfect
a	DT	a
new	JJ	new
sport	NN	sport
,	,	,
sleep	NN	sleep
may	MD	may
actually	RB	actually
be	VB	be
your	PP$	your
secret	JJ	secret
memory	NN	memory
weapon	NN	weapon
.	SENT	.
[	SYM	[
Sleeping	NN	sleeping
with	IN	with
Science	NP	Science
]	SYM	]
Studies	NNS	study
have	VBP	have
actually	RB	actually
told	VBN	tell
us	PP	us
that	IN	that
sleep	NN	sleep
is	VBZ	be
critical	JJ	critical
for	IN	for
memory	NN	memory
in	IN	in
at	IN	at
least	JJS	least
three	CD	three
different	JJ	different
ways	NNS	way
.	SENT	.
First	RB	first
,	,	,
we	PP	we
know	VBP	know
that	IN	that
you	PP	you
need	MD	need
sleep	VB	sleep
before	IN	before
learning	VBG	learn
to	TO	to
actually	RB	actually
get	VB	get
your	PP$	your
brain	NN	brain
ready	JJ	ready
,	,	,
almost	RB	almost
like	IN	like
a	DT	a
dry	JJ	dry
sponge	NN	sponge
,	,	,
ready	JJ	ready
to	TO	to
initially	RB	initially
soak	VB	soak
up	RP	up
new	JJ	new
information	NN	information
.	SENT	.
And	CC	and
without	IN	without
sleep	NN	sleep
,	,	,
the	DT	the
memory	NN	memory
circuits	NNS	circuit
within	IN	within
the	DT	the
brain	NN	brain
effectively	RB	effectively
become	VBN	become
waterlogged	JJ	waterlogged
,	,	,
as	IN	as
it	PP	it
were	VBD	be
,	,	,
and	CC	and
we	PP	we
can	MD	can
'	''	'
t	NN	t
absorb	VB	absorb
new	JJ	new
information	NN	information
.	SENT	.
We	PP	we
can	MD	can
'	''	'
t	NN	t
effectively	RB	effectively
lay	VBD	lie
down	RP	down
those	DT	those
new	JJ	new
memory	NN	memory
traces	NNS	trace
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NN	S
not	RB	not
only	RB	only
important	JJ	important
that	IN	that
you	PP	you
sleep	VBP	sleep
before	IN	before
learning	VBG	learn
,	,	,
because	IN	because
we	PP	we
also	RB	also
know	VBP	know
that	IN	that
you	PP	you
need	MD	need
sleep	VB	sleep
after	IN	after
learning	VBG	learn
to	TO	to
essentially	RB	essentially
hit	VB	hit
the	DT	the
