When	WRB	when
I	PP	I
was	VBD	be
in	IN	in
senior	JJ	senior
year	NN	year
university	NN	university
,	,	,
this	DT	this
was	VBD	be
around	RB	around
2004	CD	@card@
,	,	,
I	PP	I
was	VBD	be
in	IN	in
one	CD	one
of	IN	of
those	DT	those
classes	NNS	class
where	WRB	where
the	DT	the
teacher	NN	teacher
would	MD	would
read	VB	read
the	DT	the
slides	NNS	slide
word-for-word	NN	word-for-word
as	IN	as
part	NN	part
of	IN	of
a	DT	a
three-hour	NN	three-hour
lecture	NN	lecture
.	SENT	.
Oh	UH	oh
.	SENT	.
Oh	UH	oh
,	,	,
you	PP	you
all	RB	all
know	VBP	know
what	WP	what
I	PP	I
'	POS	'
m	NN	m
talking	VBG	talk
about	RB	about
?	SENT	?
I	PP	I
ended	VBD	end
up	RP	up
doing	VBG	do
alright	RB	alright
in	IN	in
the	DT	the
class	NN	class
by	IN	by
catering	VBG	cater
to	TO	to
my	PP$	my
own	JJ	own
learning	NN	learning
style	NN	style
.	SENT	.
After	IN	after
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
experimentation	NN	experimentation
,	,	,
I	PP	I
found	VBD	find
that	IN	that
playing	VBG	play
a	DT	a
video	JJ	video
game	NN	game
during	IN	during
this	DT	this
lecture	NN	lecture
,	,	,
a	DT	a
game	NN	game
like	IN	like
Tetris	NP	Tetris
,	,	,
or	CC	or
in	IN	in
this	DT	this
particular	JJ	particular
case	NN	case
,	,	,
"	''	"
Zelda	NP	Zelda
:	:	:
The	DT	the
Minish	NP	Minish
Cap	NP	Cap
,	,	,
"	''	"
helped	VBD	help
me	PP	me
pay	VB	pay
attention	NN	attention
because	IN	because
the	DT	the
primary	JJ	primary
way	NN	way
I	PP	I
engage	VBP	engage
with	IN	with
information	NN	information
is	VBZ	be
by	IN	by
listening	VBG	listen
.	SENT	.
And	CC	and
this	DT	this
meant	VBD	mean
that	IN	that
the	DT	the
teacher	NN	teacher
'	POS	'
s	JJ	<unknown>
voice	NN	voice
with	IN	with
matching	VBG	match
text	NN	text
were	VBD	be
a	DT	a
distraction	NN	distraction
for	IN	for
me	PP	me
.	SENT	.
Anyway	RB	anyway
,	,	,
I	PP	I
was	VBD	be
at	IN	at
the	DT	the
back	RB	back
listening	VBG	listen
and	CC	and
participating	VBG	participate
,	,	,
mind	VB	mind
you	PP	you
.	SENT	.
But	CC	but
one	CD	one
day	NN	day
,	,	,
this	DT	this
teacher	NN	teacher
decided	VBD	decide
to	TO	to
call	VB	call
me	PP	me
out	RP	out
.	SENT	.
He	PP	he
stopped	VBD	stop
the	DT	the
class	NN	class
and	CC	and
said	VBD	say
,	,	,
"	``	"
Excuse	VB	excuse
me	PP	me
.	SENT	.
Are	VBP	be
you	PP	you
playing	VBG	play
video	JJ	video
games	NNS	game
in	IN	in
my	PP$	my
class	NN	class
?	SENT	?
"	''	"
And	CC	and
then	RB	then
