Salaam	NN	salaam
alaikum	NN	<unknown>
.	SENT	.
Welcome	JJ	welcome
to	TO	to
Doha	NP	Doha
.	SENT	.
I	PP	I
am	VBP	be
in	IN	in
charge	NN	charge
of	IN	of
making	VBG	make
this	DT	this
country	NN	country
'	POS	'
s	NN	S
food	NN	food
secure	JJ	secure
.	SENT	.
That	DT	that
is	VBZ	be
my	PP$	my
job	NN	job
for	IN	for
the	DT	the
next	JJ	next
two	CD	two
years	NNS	year
,	,	,
to	TO	to
design	VB	design
an	DT	an
entire	JJ	entire
master	NN	master
plan	NN	plan
,	,	,
and	CC	and
then	RB	then
for	IN	for
the	DT	the
next	JJ	next
10	CD	@card@
years	NNS	year
to	TO	to
implement	VB	implement
it	PP	it
â	NP	<unknown>
of	IN	of
course	NN	course
,	,	,
with	IN	with
so	RB	so
many	JJ	many
other	JJ	other
people	NNS	people
.	SENT	.
But	CC	but
first	RB	first
,	,	,
I	PP	I
need	VBP	need
to	TO	to
talk	VB	talk
to	TO	to
you	PP	you
about	IN	about
a	DT	a
story	NN	story
,	,	,
which	WDT	which
is	VBZ	be
my	PP$	my
story	NN	story
,	,	,
about	IN	about
the	DT	the
story	NN	story
of	IN	of
this	DT	this
country	NN	country
that	IN	that
you	PP	you
'	POS	'
re	NN	re
all	RB	all
here	RB	here
in	IN	in
today	NN	today
.	SENT	.
And	CC	and
of	IN	of
course	NN	course
,	,	,
most	JJS	most
of	IN	of
you	PP	you
have	VBP	have
had	VBN	have
three	CD	three
meals	NNS	meal
today	NN	today
,	,	,
and	CC	and
probably	RB	probably
will	MD	will
continue	VB	continue
to	TO	to
have	VB	have
after	IN	after
this	DT	this
event	NN	event
.	SENT	.
So	RB	so
going	VBG	go
in	IN	in
,	,	,
what	WP	what
was	VBD	be
Qatar	NP	Qatar
in	IN	in
the	DT	the
1940s	NNS	1940s
?	SENT	?
We	PP	we
were	VBD	be
about	RB	about
11	CD	@card@
,	,	,
000	CD	@card@
people	NNS	people
living	VBG	live
here	RB	here
.	SENT	.
There	EX	there
was	VBD	be
no	DT	no
water	NN	water
.	SENT	.
There	EX	there
was	VBD	be
no	DT	no
energy	NN	energy
,	,	,
no	DT	no
oil	NN	oil
,	,	,
no	DT	no
cars	NNS	car
,	,	,
none	NN	none
of	IN	of
that	DT	that
.	SENT	.
Most	JJS	most
of	IN	of
the	DT	the
people	NNS	people
who	WP	who
lived	VBD	live
here	RB	here
either	RB	either
lived	VBN	live
in	IN	in
coastal	JJ	coastal
villages	NNS	village
,	,	,
fishing	NN	fishing
,	,	,
or	CC	or
were	VBD	be
nomads	NNS	nomad
who	WP	who
roamed	VBD	roam
around	RP	around
with	IN	with
the	DT	the
environment	NN	environment
trying	VBG	try
to	TO	to
find	VB	find
water	NN	water
.	SENT	.
None	NN	none
of	IN	of
the	DT	the
glamour	NN	glamour
that	IN	that
you	PP	you
see	VBP	see
today	NN	today
existed	VBD	exist
.	SENT	.
No	DT	no
cities	NNS	city
like	IN	like
you	PP	you
see	VBP	see
today	NN	today
in	IN	in
Doha	NP	Doha
or	CC	or
Dubai	NP	Dubai
or	CC	or
Abu	NP	Abu
Dhabi	NP	Dhabi
or	CC	or
Kuwait	NP	Kuwait
or	CC	or
Riyadh	NP	Riyadh
.	SENT	.
It	PP	it
wasn	NP	<unknown>
'	POS	'
t	NN	t
that	IN	that
they	PP	they
couldn	NNS	<unknown>
'	POS	'
t	NN	t
develop	VB	develop
cities	NNS	city
.	SENT	.
Resources	NP	Resources
weren	NP	<unknown>
'	POS	'
t	NN	t
there	RB	there
to	TO	to
develop	VB	develop
them	PP	them
.	SENT	.
And	CC	and
you	PP	you
can	MD	can
see	VB	see
that	DT	that
life	NN	life
expectancy	NN	expectancy
was	VBD	be
also	RB	also
short	JJ	short
.	SENT	.
Most	JJS	most
people	NNS	people
died	VBD	die
around	IN	around
the	DT	the
age	NN	age
of	IN	of
50	CD	@card@
.	SENT	.
So	IN	so
let	NN	let
'	POS	'
s	JJ	<unknown>
move	NN	move
to	TO	to
chapter	NN	chapter
two	CD	two
:	:	:
the	DT	the
oil	NN	oil
era	NN	era
.	SENT	.
1939	CD	@card@
,	,	,
that	WDT	that
'	POS	'
s	NN	S
when	WRB	when
they	PP	they
discovered	VBD	discover
oil	NN	oil
.	SENT	.
But	CC	but
unfortunately	RB	unfortunately
,	,	,
it	PP	it
wasn	NNS	<unknown>
'	POS	'
t	NN	t
really	RB	really
fully	RB	fully
exploited	VBN	exploit
commercially	RB	commercially
until	IN	until
after	IN	after
the	DT	the
Second	NP	Second
World	NP	World
War	NP	War
.	SENT	.
What	WP	what
did	VBD	do
it	PP	it
do	VBP	do
?	SENT	?
It	PP	it
changed	VBD	change
the	DT	the
face	NN	face
of	IN	of
this	DT	this
country	NN	country
,	,	,
as	IN	as
you	PP	you
can	MD	can
see	VB	see
today	NN	today
and	CC	and
witness	NN	witness
.	SENT	.
It	PP	it
also	RB	also
made	VBD	make
all	PDT	all
those	DT	those
people	NNS	people
who	WP	who
roamed	VBD	roam
around	IN	around
the	DT	the
desert	NN	desert
â	NP	<unknown>
looking	VBG	look
for	IN	for
water	NN	water
,	,	,
looking	VBG	look
for	IN	for
food	NN	food
,	,	,
trying	VBG	try
to	TO	to
take	VB	take
care	NN	care
of	IN	of
their	PP$	their
livestock	NN	livestock
â	NP	<unknown>
urbanize	VBP	urbanize
.	SENT	.
You	PP	you
might	MD	might
find	VB	find
this	DT	this
strange	JJ	strange
,	,	,
but	CC	but
in	IN	in
my	PP$	my
family	NN	family
we	PP	we
have	VBP	have
different	JJ	different
accents	NNS	accent
.	SENT	.
My	PP$	my
mother	NN	mother
has	VBZ	have
an	DT	an
accent	NN	accent
that	WDT	that
is	VBZ	be
so	RB	so
different	JJ	different
to	TO	to
my	PP$	my
father	NN	father
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	IN	re
all	PDT	all
a	DT	a
population	NN	population
of	IN	of
about	RB	about
300	CD	@card@
,	,	,
000	CD	@card@
people	NNS	people
in	IN	in
the	DT	the
same	JJ	same
country	NN	country
.	SENT	.
There	EX	there
are	VBP	be
about	RB	about
five	CD	five
or	CC	or
six	CD	six
accents	NNS	accent
in	IN	in
this	DT	this
country	NN	country
as	IN	as
I	PP	I
speak	VBP	speak
.	SENT	.
Someone	NN	someone
says	VBZ	say
,	,	,
"	``	"
How	WRB	how
so	RB	so
?	SENT	?
How	WRB	how
could	MD	could
this	RB	this
happen	VB	happen
?	SENT	?
"	``	"
Because	IN	because
we	PP	we
lived	VBD	live
scattered	JJ	scattered
.	SENT	.
We	PP	we
couldn	NNS	<unknown>
'	POS	'
t	NN	t
live	JJ	live
in	IN	in
a	DT	a
concentrated	JJ	concentrated
way	NN	way
simply	RB	simply
because	IN	because
there	EX	there
was	VBD	be
no	DT	no
resources	NNS	resource
.	SENT	.
And	CC	and
when	WRB	when
the	DT	the
resources	NNS	resource
came	VBD	come
,	,	,
be	VB	be
it	PP	it
oil	VBP	oil
,	,	,
we	PP	we
started	VBD	start
building	VBG	build
these	DT	these
fancy	JJ	fancy
technologies	NNS	technology
and	CC	and
bringing	VBG	bring
people	NNS	people
together	RB	together
because	IN	because
we	PP	we
needed	VBD	need
the	DT	the
concentration	NN	concentration
.	SENT	.
People	NNS	people
started	VBD	start
to	TO	to
get	VB	get
to	TO	to
know	VB	know
each	DT	each
other	JJ	other
.	SENT	.
And	CC	and
we	PP	we
realized	VBD	realize
that	IN	that
there	EX	there
are	VBP	be
some	DT	some
differences	NNS	difference
in	IN	in
accents	NNS	accent
.	SENT	.
So	RB	so
that	DT	that
is	VBZ	be
the	DT	the
chapter	NN	chapter
two	CD	two
:	:	:
the	DT	the
oil	NN	oil
era	NN	era
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
look	VBP	look
at	IN	at
today	NN	today
.	SENT	.
This	DT	this
is	VBZ	be
probably	RB	probably
the	DT	the
skyline	NN	skyline
that	IN	that
most	JJS	most
of	IN	of
you	PP	you
know	VBP	know
about	IN	about
Doha	NP	Doha
.	SENT	.
So	RB	so
what	WP	what
'	POS	'
s	NNS	<unknown>
the	DT	the
population	NN	population
today	NN	today
?	SENT	?
It	PP	it
'	POS	'
s	NN	S
1	CD	@card@
.	SENT	.
7	CD	@card@
million	CD	million
people	NNS	people
.	SENT	.
That	DT	that
is	VBZ	be
in	IN	in
less	JJR	less
than	IN	than
60	CD	@card@
years	NNS	year
.	SENT	.
The	DT	the
average	JJ	average
growth	NN	growth
of	IN	of
our	PP$	our
economy	NN	economy
is	VBZ	be
about	RB	about
15	CD	@card@
percent	NN	percent
for	IN	for
the	DT	the
past	JJ	past
five	CD	five
years	NNS	year
.	SENT	.
Lifespan	NN	lifespan
has	VBZ	have
increased	VBN	increase
to	TO	to
78	CD	@card@
.	SENT	.
Water	NN	water
consumption	NN	consumption
has	VBZ	have
increased	VBN	increase
to	TO	to
430	CD	@card@
liters	NNS	liter
.	SENT	.
And	CC	and
this	DT	this
is	VBZ	be
amongst	IN	amongst
the	DT	the
highest	JJS	high
worldwide	JJ	worldwide
.	SENT	.
From	IN	from
having	VBG	have
no	DT	no
water	NN	water
whatsoever	RB	whatsoever
to	TO	to
consuming	NN	consuming
water	NN	water
to	TO	to
the	DT	the
highest	JJS	high
degree	NN	degree
,	,	,
higher	JJR	high
than	IN	than
any	DT	any
other	JJ	other
nation	NN	nation
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
if	IN	if
this	DT	this
was	VBD	be
a	DT	a
reaction	NN	reaction
to	TO	to
lack	NN	lack
of	IN	of
water	NN	water
.	SENT	.
But	CC	but
what	WP	what
is	VBZ	be
interesting	JJ	interesting
about	IN	about
the	DT	the
story	NN	story
that	IN	that
I	NP	I
'	POS	'
ve	NN	ve
just	RB	just
said	VBD	say
?	SENT	?
The	DT	the
interesting	JJ	interesting
part	NN	part
is	VBZ	be
that	IN	that
we	PP	we
continue	VBP	continue
to	TO	to
grow	VB	grow
15	CD	@card@
percent	NN	percent
every	DT	every
year	NN	year
for	IN	for
the	DT	the
past	JJ	past
five	CD	five
years	NNS	year
without	IN	without
water	NN	water
.	SENT	.
Now	RB	now
that	DT	that
is	VBZ	be
historic	JJ	historic
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
never	RB	never
happened	VBD	happen
before	IN	before
in	IN	in
history	NN	history
.	SENT	.
Cities	NNS	city
were	VBD	be
totally	RB	totally
wiped	VBN	wipe
out	RP	out
because	IN	because
of	IN	of
the	DT	the
lack	NN	lack
of	IN	of
water	NN	water
.	SENT	.
This	DT	this
is	VBZ	be
history	NN	history
being	VBG	be
made	VBN	make
in	IN	in
this	DT	this
region	NN	region
.	SENT	.
Not	RB	not
only	RB	only
cities	NNS	city
that	IN	that
we	PP	we
'	POS	'
re	NN	re
building	NN	building
,	,	,
but	CC	but
cities	NNS	city
with	IN	with
dreams	NNS	dream
and	CC	and
people	NNS	people
who	WP	who
are	VBP	be
wishing	VBG	wish
to	TO	to
be	VB	be
scientists	NNS	scientist
,	,	,
doctors	NNS	doctor
.	SENT	.
Build	VB	build
a	DT	a
nice	JJ	nice
home	NN	home
,	,	,
bring	VB	bring
the	DT	the
architect	NN	architect
,	,	,
design	VB	design
my	PP$	my
house	NN	house
.	SENT	.
These	DT	these
people	NNS	people
are	VBP	be
adamant	JJ	adamant
that	IN	that
this	DT	this
is	VBZ	be
a	DT	a
livable	JJ	livable
space	NN	space
when	WRB	when
it	PP	it
wasn	NP	<unknown>
'	POS	'
t	NN	t
.	SENT	.
But	CC	but
of	IN	of
course	NN	course
,	,	,
with	IN	with
the	DT	the
use	NN	use
of	IN	of
technology	NN	technology
.	SENT	.
So	RB	so
Brazil	NP	Brazil
has	VBZ	have
1	CD	@card@
,	,	,
782	CD	@card@
millimeters	NNS	millimeter
per	IN	per
year	NN	year
of	IN	of
precipitation	NN	precipitation
of	IN	of
rain	NN	rain
.	SENT	.
Qatar	NP	Qatar
has	VBZ	have
74	CD	@card@
,	,	,
and	CC	and
we	PP	we
have	VBP	have
that	DT	that
growth	NN	growth
rate	NN	rate
.	SENT	.
The	DT	the
question	NN	question
is	VBZ	be
how	WRB	how
.	SENT	.
How	WRB	how
could	MD	could
we	PP	we
survive	VB	survive
that	DT	that
?	SENT	?
We	PP	we
have	VBP	have
no	DT	no
water	NN	water
whatsoever	RB	whatsoever
.	SENT	.
Simply	RB	simply
because	IN	because
of	IN	of
this	DT	this
gigantic	JJ	gigantic
,	,	,
mammoth	JJ	mammoth
machine	NN	machine
called	VBD	call
desalination	NN	desalination
.	SENT	.
Energy	NP	Energy
is	VBZ	be
the	DT	the
key	JJ	key
factor	NN	factor
here	RB	here
.	SENT	.
It	PP	it
changed	VBD	change
everything	NN	everything
.	SENT	.
It	PP	it
is	VBZ	be
that	DT	that
thing	NN	thing
that	IN	that
we	PP	we
pump	VB	pump
out	RP	out
of	IN	of
the	DT	the
ground	NN	ground
,	,	,
we	PP	we
burn	VBP	burn
tons	NNS	ton
of	IN	of
,	,	,
probably	RB	probably
most	RBS	most
of	IN	of
you	PP	you
used	VBD	use
it	PP	it
coming	VBG	come
to	TO	to
Doha	NP	Doha
.	SENT	.
So	RB	so
that	DT	that
is	VBZ	be
our	PP$	our
lake	NN	lake
,	,	,
if	IN	if
you	PP	you
can	MD	can
see	VB	see
it	PP	it
.	SENT	.
That	DT	that
is	VBZ	be
our	PP$	our
river	NN	river
.	SENT	.
That	DT	that
is	VBZ	be
how	WRB	how
you	PP	you
all	RB	all
happen	VBP	happen
to	TO	to
use	VB	use
and	CC	and
enjoy	VB	enjoy
water	NN	water
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
best	JJS	good
technology	NN	technology
that	IN	that
this	DT	this
region	NN	region
could	MD	could
ever	RB	ever
have	VB	have
:	:	:
desalination	NN	desalination
.	SENT	.
So	RB	so
what	WP	what
are	VBP	be
the	DT	the
risks	NNS	risk
?	SENT	?
Do	VB	do
you	PP	you
worry	VB	worry
much	RB	much
?	SENT	?
I	PP	I
would	MD	would
say	VB	say
,	,	,
perhaps	RB	perhaps
if	IN	if
you	PP	you
look	VBP	look
at	IN	at
the	DT	the
global	JJ	global
facts	NNS	fact
,	,	,
you	PP	you
will	MD	will
realize	VB	realize
,	,	,
of	IN	of
course	NN	course
I	PP	I
have	VBP	have
to	TO	to
worry	VB	worry
.	SENT	.
There	EX	there
is	VBZ	be
growing	VBG	grow
demand	NN	demand
,	,	,
growing	VBG	grow
population	NN	population
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
turned	VBD	turn
seven	CD	seven
billion	NNS	billion
only	RB	only
a	DT	a
few	JJ	few
months	NNS	month
ago	RB	ago
.	SENT	.
And	CC	and
so	RB	so
that	DT	that
number	NN	number
also	RB	also
demands	VBZ	demand
food	NN	food
.	SENT	.
And	CC	and
there	EX	there
'	''	'
s	NN	S
predictions	NNS	prediction
that	IN	that
we	PP	we
'	''	'
ll	NN	ll
be	VB	be
nine	CD	nine
billion	NNS	billion
by	IN	by
2050	CD	@card@
.	SENT	.
So	IN	so
a	DT	a
country	NN	country
that	WDT	that
has	VBZ	have
no	DT	no
water	NN	water
has	VBZ	have
to	TO	to
worry	VB	worry
about	RB	about
what	WP	what
happens	VBZ	happen
beyond	IN	beyond
its	PP$	its
borders	NNS	border
.	SENT	.
There	EX	there
'	POS	'
s	NN	S
also	RB	also
changing	VBG	change
diets	NNS	diet
.	SENT	.
By	IN	by
elevating	VBG	elevate
to	TO	to
a	DT	a
higher	JJR	high
socio-economic	JJ	socio-economic
level	NN	level
,	,	,
they	PP	they
also	RB	also
change	VBP	change
their	PP$	their
diet	NN	diet
.	SENT	.
They	PP	they
start	VBP	start
eating	VBG	eat
more	JJR	more
meat	NN	meat
and	CC	and
so	RB	so
on	RB	on
and	CC	and
so	RB	so
forth	RB	forth
.	SENT	.
On	IN	on
the	DT	the
other	JJ	other
hand	NN	hand
,	,	,
there	EX	there
is	VBZ	be
declining	VBG	decline
yields	NNS	yield
because	IN	because
of	IN	of
climate	NN	climate
change	NN	change
and	CC	and
because	IN	because
of	IN	of
other	JJ	other
factors	NNS	factor
.	SENT	.
And	CC	and
so	RB	so
someone	NN	someone
has	VBZ	have
to	TO	to
really	RB	really
realize	VB	realize
when	WRB	when
the	DT	the
crisis	NN	crisis
is	VBZ	be
going	VBG	go
to	TO	to
happen	VB	happen
.	SENT	.
This	DT	this
is	VBZ	be
the	DT	the
situation	NN	situation
in	IN	in
Qatar	NP	Qatar
,	,	,
for	IN	for
those	DT	those
who	WP	who
don	VBP	don
'	POS	'
t	NN	t
know	VBP	know
.	SENT	.
We	PP	we
only	RB	only
have	VBP	have
two	CD	two
days	NNS	day
of	IN	of
water	NN	water
reserve	NN	reserve
.	SENT	.
We	PP	we
import	VBP	import
90	CD	@card@
percent	NN	percent
of	IN	of
our	PP$	our
food	NN	food
,	,	,
and	CC	and
we	PP	we
only	RB	only
cultivate	VBP	cultivate
less	JJR	less
than	IN	than
one	CD	one
percent	NN	percent
of	IN	of
our	PP$	our
land	NN	land
.	SENT	.
The	DT	the
limited	JJ	limited
number	NN	number
of	IN	of
farmers	NNS	farmer
that	IN	that
we	PP	we
have	VBP	have
have	VBP	have
been	VBN	be
pushed	VBN	push
out	RP	out
of	IN	of
their	PP$	their
farming	NN	farming
practices	NNS	practice
as	IN	as
a	DT	a
result	NN	result
of	IN	of
open	JJ	open
market	NN	market
policy	NN	policy
and	CC	and
bringing	VBG	bring
the	DT	the
big	JJ	big
competitions	NNS	competition
,	,	,
etc	FW	etc
.	SENT	.
,	,	,
etc	FW	etc
.	SENT	.
So	RB	so
we	PP	we
also	RB	also
face	VBP	face
risks	NNS	risk
.	SENT	.
These	DT	these
risks	VBZ	risk
directly	RB	directly
affect	VB	affect
the	DT	the
sustainability	NN	sustainability
of	IN	of
this	DT	this
nation	NN	nation
and	CC	and
its	PP$	its
continuity	NN	continuity
.	SENT	.
The	DT	the
question	NN	question
is	VBZ	be
,	,	,
is	VBZ	be
there	RB	there
a	DT	a
solution	NN	solution
?	SENT	?
Is	VBZ	be
there	RB	there
a	DT	a
sustainable	JJ	sustainable
solution	NN	solution
?	SENT	?
Indeed	RB	indeed
there	EX	there
is	VBZ	be
.	SENT	.
This	DT	this
slide	NN	slide
sums	VBZ	sum
up	RP	up
thousands	NNS	thousand
of	IN	of
pages	NNS	page
of	IN	of
technical	JJ	technical
documents	NNS	document
that	IN	that
we	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
working	VBG	work
on	IN	on
over	IN	over
the	DT	the
past	JJ	past
two	CD	two
years	NNS	year
.	SENT	.
Let	NP	Let
'	POS	'
s	JJ	<unknown>
start	NN	start
with	IN	with
the	DT	the
water	NN	water
.	SENT	.
So	RB	so
we	PP	we
know	VBP	know
very	RB	very
well	RB	well
â	NP	<unknown>
I	NP	I
showed	VBD	show
you	PP	you
earlier	RBR	earlier
â	NP	<unknown>
that	IN	that
we	PP	we
need	VBP	need
this	DT	this
energy	NN	energy
.	SENT	.
So	RB	so
if	IN	if
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
need	VB	need
energy	NN	energy
,	,	,
what	WP	what
sort	NN	sort
of	IN	of
energy	NN	energy
?	SENT	?
A	DT	a
depletable	JJ	depletable
energy	NN	energy
?	SENT	?
Fossil	JJ	fossil
