When	WRB	when
we	PP	we
think	VBP	think
about	IN	about
mapping	NN	mapping
cities	NNS	city
,	,	,
we	PP	we
tend	VBP	tend
to	TO	to
think	VB	think
about	IN	about
roads	NNS	road
and	CC	and
streets	NNS	street
and	CC	and
buildings	NNS	building
,	,	,
and	CC	and
the	DT	the
settlement	NN	settlement
narrative	NN	narrative
that	WDT	that
led	VBD	lead
to	TO	to
their	PP$	their
creation	NN	creation
,	,	,
or	CC	or
you	PP	you
might	MD	might
think	VB	think
about	IN	about
the	DT	the
bold	JJ	bold
vision	NN	vision
of	IN	of
an	DT	an
urban	JJ	urban
designer	NN	designer
,	,	,
but	CC	but
there	EX	there
'	''	'
s	JJ	<unknown>
other	JJ	other
ways	NNS	way
to	TO	to
think	VB	think
about	IN	about
mapping	NN	mapping
cities	NNS	city
and	CC	and
how	WRB	how
they	PP	they
got	VBD	get
to	TO	to
be	VB	be
made	VBN	make
.	SENT	.
Today	NN	today
,	,	,
I	PP	I
want	VBP	want
to	TO	to
show	VB	show
you	PP	you
a	DT	a
new	JJ	new
kind	NN	kind
of	IN	of
map	NN	map
.	SENT	.
This	DT	this
is	VBZ	be
not	RB	not
a	DT	a
geographic	JJ	geographic
map	NN	map
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
map	NN	map
of	IN	of
the	DT	the
relationships	NNS	relationship
between	IN	between
people	NNS	people
in	IN	in
my	PP$	my
hometown	NN	hometown
of	IN	of
Baltimore	NP	Baltimore
,	,	,
Maryland	NP	Maryland
,	,	,
and	CC	and
what	WP	what
you	PP	you
can	MD	can
see	VB	see
here	RB	here
is	VBZ	be
that	IN	that
each	DT	each
dot	NN	dot
represents	VBZ	represent
a	DT	a
person	NN	person
,	,	,
each	DT	each
line	NN	line
represents	VBZ	represent
a	DT	a
relationship	NN	relationship
between	IN	between
those	DT	those
people	NNS	people
,	,	,
and	CC	and
each	DT	each
color	NN	color
represents	VBZ	represent
a	DT	a
community	NN	community
within	IN	within
the	DT	the
network	NN	network
.	SENT	.
Now	RB	now
,	,	,
I	PP	I
'	POS	'
m	NN	m
here	RB	here
on	IN	on
the	DT	the
green	JJ	green
side	NN	side
,	,	,
down	RB	down
on	IN	on
the	DT	the
far	RB	far
right	JJ	right
where	WRB	where
the	DT	the
geeks	NNS	geek
are	VBP	be
,	,	,
and	CC	and
TEDx	NP	<unknown>
also	RB	also
is	VBZ	be
down	RB	down
on	IN	on
the	DT	the
far	RB	far
right	JJ	right
.	SENT	.
Now	RB	now
,	,	,
on	IN	on
the	DT	the
other	JJ	other
side	NN	side
of	IN	of
the	DT	the
network	NN	network
,	,	,
you	PP	you
tend	VBP	tend
to	TO	to
have	VB	have
primarily	RB	primarily
African-American	NP	African-American
and	CC	and
Latino	NP	Latino
folks	NNS	folk
who	WP	who
are	VBP	be
really	RB	really
concerned	VBN	concern
about	RB	about
somewhat	RB	somewhat
different	JJ	different
things	NNS	thing
than	IN	than
the	DT	the
geeks	NNS	geek
are	VBP	be
,	,	,
but	CC	but
just	RB	just
to	TO	to
give	VB	give
some	DT	some
sense	NN	sense
,	,	,
the	DT	the
green	JJ	green
part	NN	part
of	IN	of
the	DT	the
network	NN	network
we	PP	we
call	VBP	call
Smalltimore	NP	<unknown>
,	,	,
for	IN	for
those	DT	those
of	IN	of
us	PP	us
that	WDT	that
inhabit	VBP	inhabit
it	PP	it
,	,	,
because	IN	because
it	PP	it
seems	VBZ	seem
as	RB	as
though	IN	though
we	PP	we
'	POS	'
re	NN	re
living	NN	living
in	IN	in
a	DT	a
very	RB	very
small	JJ	small
town	NN	town
.	SENT	.
We	PP	we
see	VBP	see
the	DT	the
same	JJ	same
people	NNS	people
over	IN	over
and	CC	and
over	IN	over
again	RB	again
,	,	,
but	CC	but
that	IN	that
'	POS	'
s	NN	S
because	IN	because
we	PP	we
'	POS	'
re	NN	re
not	RB	not
really	RB	really
exploring	VBG	explore
the	DT	the
full	JJ	full
depth	NN	depth
and	CC	and
breadth	NN	breadth
of	IN	of
the	DT	the
city	NN	city
.	SENT	.
On	IN	on
the	DT	the
other	JJ	other
end	NN	end
of	IN	of
the	DT	the
network	NN	network
,	,	,
you	PP	you
have	VBP	have
folks	NNS	folk
who	WP	who
are	VBP	be
interested	JJ	interested
in	IN	in
things	NNS	thing
like	IN	like
hip-hop	NN	<unknown>
music	NN	music
and	CC	and
they	PP	they
even	RB	even
identify	VBP	identify
with	IN	with
living	VBG	live
in	IN	in
the	DT	the
DC	NP	DC
/	SYM	/
Maryland	NP	Maryland
/	SYM	/
Virginia	NP	Virginia
area	NN	area
over	RB	over
,	,	,
say	VBP	say
,	,	,
the	DT	the
Baltimore	NP	Baltimore
city	NN	city
designation	NN	designation
proper	JJ	proper
.	SENT	.
But	CC	but
in	IN	in
the	DT	the
middle	NN	middle
,	,	,
you	PP	you
see	VBP	see
that	IN	that
there	EX	there
'	''	'
s	NN	S
something	NN	something
that	WDT	that
connects	VBZ	connect
the	DT	the
two	CD	two
communities	NNS	community
together	RB	together
,	,	,
and	CC	and
that	IN	that
'	POS	'
s	NN	S
sports	NNS	sport
.	SENT	.
We	PP	we
have	VBP	have
the	DT	the
Baltimore	NP	Baltimore
Orioles	NP	Orioles
,	,	,
the	DT	the
Baltimore	NP	Baltimore
Ravens	NP	Ravens
football	NN	football
team	NN	team
,	,	,
Michael	NP	Michael
Phelps	NP	Phelps
,	,	,
the	DT	the
Olympian	NN	Olympian
.	SENT	.
Under	IN	under
Armour	NP	Armour
,	,	,
you	PP	you
may	MD	may
have	VB	have
heard	VBN	hear
of	IN	of
,	,	,
is	VBZ	be
a	DT	a
Baltimore	NP	Baltimore
company	NN	company
,	,	,
and	CC	and
that	DT	that
community	NN	community
of	IN	of
sports	NNS	sport
acts	NNS	act
as	IN	as
the	DT	the
only	JJ	only
bridge	NN	bridge
between	IN	between
these	DT	these
two	CD	two
ends	NNS	end
of	IN	of
the	DT	the
network	NN	network
.	SENT	.
Let	NP	Let
'	POS	'
s	NNS	<unknown>
take	VBP	take
a	DT	a
look	NN	look
at	IN	at
San	NP	San
Francisco	NP	Francisco
.	SENT	.
You	PP	you
see	VBP	see
something	NN	something
a	DT	a
little	JJ	little
bit	NN	bit
different	JJ	different
happening	NN	happening
in	IN	in
San	NP	San
Francisco	NP	Francisco
.	SENT	.
On	IN	on
the	DT	the
one	CD	one
hand	NN	hand
,	,	,
you	PP	you
do	VBP	do
have	VB	have
the	DT	the
media	NNS	medium
,	,	,
politics	NNS	politics
and	CC	and
news	NN	news
lobe	NN	lobe
that	WDT	that
tends	VBZ	tend
to	TO	to
exist	VB	exist
in	IN	in
Baltimore	NP	Baltimore
and	CC	and
other	JJ	other
cities	NNS	city
,	,	,
but	CC	but
you	PP	you
also	RB	also
have	VBP	have
this	DT	this
very	RB	very
predominant	JJ	predominant
group	NN	group
of	IN	of
geeks	NNS	geek
and	CC	and
techies	NNS	techy
that	WDT	that
are	VBP	be
sort	RB	sort
of	IN	of
taking	VBG	take
over	IN	over
the	DT	the
top	JJ	top
half	NN	half
of	IN	of
the	DT	the
