I	PP	I
would	MD	would
like	VB	like
to	TO	to
invite	VB	invite
you	PP	you
to	TO	to
come	VB	come
along	RP	along
on	IN	on
a	DT	a
visit	NN	visit
to	TO	to
a	DT	a
dark	JJ	dark
continent	NN	continent
.	SENT	.
It	PP	it
is	VBZ	be
the	DT	the
continent	NN	continent
hidden	VBN	hide
under	IN	under
the	DT	the
surface	NN	surface
of	IN	of
the	DT	the
earth	NN	earth
.	SENT	.
It	PP	it
is	VBZ	be
largely	RB	largely
unexplored	JJ	unexplored
,	,	,
poorly	RB	poorly
understood	VBN	understand
,	,	,
and	CC	and
the	DT	the
stuff	NN	stuff
of	IN	of
legends	NNS	legend
.	SENT	.
But	CC	but
it	PP	it
is	VBZ	be
made	VBN	make
also	RB	also
of	IN	of
dramatic	JJ	dramatic
landscapes	NNS	landscape
like	IN	like
this	DT	this
huge	JJ	huge
underground	JJ	underground
chamber	NN	chamber
,	,	,
and	CC	and
it	PP	it
is	VBZ	be
rich	JJ	rich
with	IN	with
surprising	JJ	surprising
biological	JJ	biological
and	CC	and
mineralogical	JJ	mineralogical
worlds	NNS	world
.	SENT	.
Thanks	NNS	thanks
to	TO	to
the	DT	the
efforts	NNS	effort
of	IN	of
intrepid	JJ	intrepid
voyagers	NNS	voyager
in	IN	in
the	DT	the
last	JJ	last
three	CD	three
centuries	NNS	century
—	:	-
actually	RB	actually
,	,	,
we	PP	we
know	VBP	know
also	RB	also
thanks	NNS	thanks
to	TO	to
satellite	JJ	satellite
technology	NN	technology
,	,	,
of	IN	of
course	NN	course
—	:	-
we	PP	we
know	VBP	know
almost	RB	almost
every	DT	every
single	JJ	single
square	JJ	square
meter	NN	meter
of	IN	of
our	PP$	our
planet	NN	planet
'	POS	'
s	NN	S
surface	NN	surface
.	SENT	.
However	RB	however
,	,	,
we	PP	we
know	VBP	know
still	RB	still
very	RB	very
little	JJ	little
about	IN	about
what	WP	what
is	VBZ	be
hidden	VBN	hide
inside	IN	inside
the	DT	the
earth	NN	earth
.	SENT	.
Because	IN	because
a	DT	a
cave	NN	cave
landscape	NN	landscape
,	,	,
like	IN	like
this	DT	this
deep	JJ	deep
shaft	NN	shaft
in	IN	in
Italy	NP	Italy
,	,	,
is	VBZ	be
hidden	VBN	hide
,	,	,
the	DT	the
potential	NN	potential
of	IN	of
cave	NN	cave
exploration	NN	exploration
—	:	-
the	DT	the
geographical	JJ	geographical
dimension	NN	dimension
—	:	-
is	VBZ	be
poorly	RB	poorly
understood	VBN	understand
and	CC	and
unappreciated	JJ	<unknown>
.	SENT	.
Because	IN	because
we	PP	we
are	VBP	be
creatures	NNS	creature
living	VBG	live
on	IN	on
the	DT	the
surface	NN	surface
,	,	,
our	PP$	our
perception	NN	perception
of	IN	of
the	DT	the
inner	JJ	inner
side	NN	side
of	IN	of
the	DT	the
planet	NN	planet
is	VBZ	be
in	IN	in
some	DT	some
ways	NNS	way
skewed	VBN	skew
,	,	,
as	RB	as
is	VBZ	be
that	IN	that
of	IN	of
the	DT	the
depth	NN	depth
of	IN	of
the	DT	the
oceans	NNS	ocean
or	CC	or
of	IN	of
the	DT	the
upper	JJ	upper
atmosphere	NN	atmosphere
.	SENT	.
However	RB	however
,	,	,
since	IN	since
systematic	JJ	systematic
cave	NN	cave
exploration	NN	exploration
started	VBD	start
about	RB	about
one	CD	one
century	NN	century
ago	RB	ago
,	,	,
we	PP	we
know	VBP	know
actually	RB	actually
that	IN	that
caves	NNS	cave
exist	VBP	exist
in	IN	in
every	DT	every
continent	NN	continent
of	IN	of
the	DT	the
world	NN	world
.	SENT	.
A	DT	a
single	JJ	single
cave	NN	cave
system	NN	system
,	,	,
like	IN	like
Mammoth	JJ	mammoth
Cave	NP	Cave
,	,	,
which	WDT	which
is	VBZ	be
in	IN	in
Kentucky	NP	Kentucky
,	,	,
can	MD	can
be	VB	be
as	RB	as
long	JJ	long
as	IN	as
more	JJR	more
than	IN	than
600	CD	@card@
kilometers	NNS	kilometer
.	SENT	.
And	CC	and
an	DT	an
abyss	NN	abyss
like	IN	like
Krubera	NP	<unknown>
Voronya	NP	<unknown>
,	,	,
which	WDT	which
is	VBZ	be
in	IN	in
the	DT	the
Caucasus	NP	Caucasus
region	NN	region
,	,	,
actually	RB	actually
the	DT	the
deepest	JJS	deep
cave	NN	cave
explored	VBD	explore
in	IN	in
the	DT	the
world	NN	world
,	,	,
can	MD	can
go	VB	go
as	RB	as
far	RB	far
as	IN	as
more	JJR	more
than	IN	than
2	CD	@card@
,	,	,
000	CD	@card@
meters	NNS	meter
below	IN	below
the	DT	the
surface	NN	surface
.	SENT	.
That	DT	that
means	VBZ	mean
a	DT	a
journey	NN	journey
of	IN	of
weeks	NNS	week
for	IN	for
a	DT	a
cave	NN	cave
explorer	NN	explorer
.	SENT	.
Caves	NNS	cave
form	VBP	form
in	IN	in
karstic	JJ	karstic
regions	NNS	region
.	SENT	.
So	IN	so
karstic	JJ	karstic
regions	NNS	region
are	VBP	be
areas	NNS	area
of	IN	of
the	DT	the
world	NN	world
where	WRB	where
the	DT	the
infiltrating	VBG	infiltrate
water	NN	water
along	IN	along
cracks	NNS	crack
,	,	,
fractures	NNS	fracture
,	,	,
can	MD	can
easily	RB	easily
dissolve	VB	dissolve
soluble	JJ	soluble
lithologies	NNS	lithology
,	,	,
forming	VBG	form
a	DT	a
drainage	NN	drainage
system	NN	system
of	IN	of
tunnels	NNS	tunnel
,	,	,
conduits	NNS	conduit
—	:	-
a	DT	a
three-	NN	three-
dimensional	JJ	dimensional
network	NN	network
,	,	,
actually	RB	actually
.	SENT	.
Karstic	JJ	karstic
regions	NNS	region
cover	VBP	cover
almost	RB	almost
20	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
continents	NNS	continent
'	POS	'
surface	NN	surface
,	,	,
and	CC	and
we	PP	we
know	VBP	know
actually	RB	actually
that	IN	that
speleologists	NNS	speleologist
in	IN	in
the	DT	the
last	JJ	last
50	CD	@card@
years	NNS	year
have	VBP	have
explored	VBN	explore
roughly	RB	roughly
30	CD	@card@
,	,	,
000	CD	@card@
kilometers	NNS	kilometer
of	IN	of
cave	NN	cave
passages	NNS	passage
around	IN	around
the	DT	the
world	NN	world
,	,	,
which	WDT	which
is	VBZ	be
a	DT	a
big	JJ	big
number	NN	number
.	SENT	.
But	CC	but
geologists	NNS	geologist
have	VBP	have
estimated	VBN	estimate
that	IN	that
what	WP	what
is	VBZ	be
still	RB	still
missing	JJ	missing
,	,	,
to	TO	to
be	VB	be
discovered	VBN	discover
and	CC	and
mapped	VBN	map
,	,	,
is	VBZ	be
something	NN	something
around	IN	around
10	CD	@card@
million	CD	million
kilometers	NNS	kilometer
.	SENT	.
That	DT	that
means	VBZ	mean
that	IN	that
for	IN	for
each	DT	each
meter	NN	meter
of	IN	of
a	DT	a
cave	NN	cave
that	IN	that
we	PP	we
already	RB	already
know	VBP	know
,	,	,
that	IN	that
we	PP	we
have	VBP	have
explored	VBN	explore
,	,	,
there	EX	there
are	VBP	be
still	RB	still
some	DT	some
tens	NNS	ten
of	IN	of
kilometers	NNS	kilometer
of	IN	of
undiscovered	JJ	undiscovered
passages	NNS	passage
.	SENT	.
That	DT	that
means	VBZ	mean
that	IN	that
this	DT	this
is	VBZ	be
really	RB	really
an	DT	an
endless	JJ	endless
continent	NN	continent
,	,	,
and	CC	and
we	PP	we
will	MD	will
never	RB	never
be	VB	be
able	JJ	able
to	TO	to
explore	VB	explore
it	PP	it
completely	RB	completely
.	SENT	.
And	CC	and
this	DT	this
estimation	NN	estimation
is	VBZ	be
made	VBN	make
without	IN	without
considering	VBG	consider
other	JJ	other
types	NNS	type
of	IN	of
caves	NNS	cave
,	,	,
like	VB	like
,	,	,
for	IN	for
example	NN	example
,	,	,
inside	IN	inside
glaciers	NNS	glacier
or	CC	or
even	RB	even
volcanic	JJ	volcanic
caves	NNS	cave
,	,	,
which	WDT	which
are	VBP	be
not	RB	not
karstic	JJ	karstic
,	,	,
but	CC	but
are	VBP	be
formed	VBN	form
by	IN	by
lava	NN	lava
flows	NNS	flow
.	SENT	.
And	CC	and
if	IN	if
we	PP	we
have	VBP	have
a	DT	a
look	NN	look
at	IN	at
other	JJ	other
planets	NNS	planet
like	VBP	like
,	,	,
for	IN	for
example	NN	example
,	,	,
Mars	NP	Mars
,	,	,
you	PP	you
will	MD	will
see	VB	see
that	IN	that
this	DT	this
characteristic	NN	characteristic
is	VBZ	be
not	RB	not
so	RB	so
specific	JJ	specific
of	IN	of
our	PP$	our
home	NN	home
planet	NN	planet
.	SENT	.
However	RB	however
,	,	,
I	PP	I
will	MD	will
show	VB	show
to	TO	to
you	PP	you
now	RB	now
that	IN	that
we	PP	we
do	VBP	do
not	RB	not
need	VB	need
to	TO	to
go	VB	go
to	TO	to
Mars	NP	Mars
to	TO	to
explore	VB	explore
alien	JJ	alien
worlds	NNS	world
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
a	DT	a
speleologist	NN	speleologist
,	,	,
that	WDT	that
means	VBZ	mean
a	DT	a
cave	NN	cave
explorer	NN	explorer
.	SENT	.
And	CC	and
I	PP	I
started	VBD	start
with	IN	with
this	DT	this
passion	NN	passion
when	WRB	when
I	PP	I
was	VBD	be
really	RB	really
young	JJ	young
in	IN	in
the	DT	the
mountains	NNS	mountain
not	RB	not
far	RB	far
from	IN	from
my	PP$	my
hometown	NN	hometown
in	IN	in
North	NP	North
Italy	NP	Italy
,	,	,
in	IN	in
the	DT	the
karstic	JJ	karstic
regions	NNS	region
of	IN	of
the	DT	the
Alps	NNS	alp
and	CC	and
the	DT	the
Dolomites	NNS	dolomite
.	SENT	.
But	CC	but
soon	RB	soon
,	,	,
the	DT	the
quest	NN	quest
for	IN	for
exploration	NN	exploration
brought	VBD	bring
me	PP	me
to	TO	to
the	DT	the
farthest	JJ	farthest
corner	NN	corner
of	IN	of
the	DT	the
planet	NN	planet
,	,	,
searching	VBG	search
for	IN	for
new	JJ	new
potential	JJ	potential
entrances	NNS	entrance
of	IN	of
this	DT	this
undiscovered	JJ	undiscovered
continent	NN	continent
.	SENT	.
And	CC	and
in	IN	in
2009	CD	@card@
,	,	,
I	PP	I
had	VBD	have
the	DT	the
opportunity	NN	opportunity
to	TO	to
visit	VB	visit
the	DT	the
tepui	NN	<unknown>
table	NN	table
mountains	NNS	mountain
,	,	,
which	WDT	which
are	VBP	be
in	IN	in
the	DT	the
Orinoco	NP	Orinoco
and	CC	and
Amazon	NP	Amazon
basins	NNS	basin
.	SENT	.
These	DT	these
massifs	NNS	massif
enchanted	VBD	enchant
me	PP	me
from	IN	from
the	DT	the
first	JJ	first
time	NN	time
I	PP	I
saw	VBD	see
them	PP	them
.	SENT	.
They	PP	they
are	VBP	be
surrounded	VBN	surround
by	IN	by
vertical	JJ	vertical
,	,	,
vertiginous	JJ	vertiginous
rock	NN	rock
walls	NNS	wall
with	IN	with
silvery	JJ	silvery
waterfalls	NNS	waterfall
that	WDT	that
are	VBP	be
lost	VBN	lose
in	IN	in
the	DT	the
forest	NN	forest
.	SENT	.
They	PP	they
really	RB	really
inspired	VBD	inspire
in	IN	in
me	PP	me
a	DT	a
sense	NN	sense
of	IN	of
wilderness	NN	wilderness
,	,	,
with	IN	with
a	DT	a
soul	NN	soul
older	JJR	old
than	IN	than
millions	NNS	million
and	CC	and
