Chris	NP	Chris
Anderson	NP	Anderson
:	:	:
Elon	NP	Elon
,	,	,
what	WP	what
kind	NN	kind
of	IN	of
crazy	JJ	crazy
dream	NN	dream
would	MD	would
persuade	VB	persuade
you	PP	you
to	TO	to
think	VB	think
of	IN	of
trying	VBG	try
to	TO	to
take	VB	take
on	IN	on
the	DT	the
auto	NN	auto
industry	NN	industry
and	CC	and
build	VB	build
an	DT	an
all-electric	JJ	all-electric
car	NN	car
?	SENT	?
Elon	NP	Elon
Musk	NN	musk
:	:	:
Well	RB	well
,	,	,
it	PP	it
goes	VBZ	go
back	RB	back
to	TO	to
when	WRB	when
I	PP	I
was	VBD	be
in	IN	in
university	NN	university
.	SENT	.
I	PP	I
thought	VBD	think
about	RB	about
,	,	,
what	WP	what
are	VBP	be
the	DT	the
problems	NNS	problem
that	WDT	that
are	VBP	be
most	RBS	most
likely	JJ	likely
to	TO	to
affect	VB	affect
the	DT	the
future	NN	future
of	IN	of
the	DT	the
world	NN	world
or	CC	or
the	DT	the
future	NN	future
of	IN	of
humanity	NN	humanity
?	SENT	?
I	PP	I
think	VBP	think
it	PP	it
'	''	'
s	NNS	<unknown>
extremely	RB	extremely
important	JJ	important
that	IN	that
we	PP	we
have	VBP	have
sustainable	JJ	sustainable
transport	NN	transport
and	CC	and
sustainable	JJ	sustainable
energy	NN	energy
production	NN	production
.	SENT	.
That	DT	that
sort	NN	sort
of	IN	of
overall	JJ	overall
sustainable	JJ	sustainable
energy	NN	energy
problem	NN	problem
is	VBZ	be
the	DT	the
biggest	JJS	big
problem	NN	problem
that	IN	that
we	PP	we
have	VBP	have
to	TO	to
solve	VB	solve
this	DT	this
century	NN	century
,	,	,
independent	JJ	independent
of	IN	of
environmental	JJ	environmental
concerns	NNS	concern
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
even	RB	even
if	IN	if
producing	VBG	produce
CO2	NP	<unknown>
was	VBD	be
good	JJ	good
for	IN	for
the	DT	the
environment	NN	environment
,	,	,
given	VBN	give
that	IN	that
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
