Have	VBP	have
you	PP	you
ever	RB	ever
wondered	VBD	wonder
why	WRB	why
a	DT	a
pair	NN	pair
of	IN	of
siblings	NNS	sibling
living	VBG	live
in	IN	in
the	DT	the
same	JJ	same
house	NN	house
with	IN	with
the	DT	the
same	JJ	same
parents	NNS	parent
,	,	,
with	IN	with
the	DT	the
same	JJ	same
food	NN	food
,	,	,
sometimes	RB	sometimes
end	VB	end
up	RP	up
in	IN	in
opposite	JJ	opposite
sides	NNS	side
of	IN	of
the	DT	the
weight	NN	weight
spectrum	NN	spectrum
?	SENT	?
My	PP$	my
name	NN	name
is	VBZ	be
Mads	VBZ	mad
and	CC	and
for	IN	for
the	DT	the
last	JJ	last
25	CD	@card@
years	NNS	year
,	,	,
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
studying	VBG	study
what	WP	what
we	PP	we
eat	VBP	eat
,	,	,
when	WRB	when
we	PP	we
eat	VBP	eat
and	CC	and
how	WRB	how
much	JJ	much
we	PP	we
eat	VBP	eat
.	SENT	.
And	CC	and
probably	RB	probably
more	RBR	more
importantly	RB	importantly
,	,	,
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
studying	VBG	study
how	WRB	how
each	DT	each
of	IN	of
our	PP$	our
unique	JJ	unique
bodies	NNS	body
responds	VBZ	respond
differently	RB	differently
to	TO	to
the	DT	the
same	JJ	same
food	NN	food
and	CC	and
the	DT	the
same	JJ	same
environment	NN	environment
.	SENT	.
To	TO	to
be	VB	be
more	RBR	more
precise	JJ	precise
,	,	,
I	PP	I
study	VBP	study
obesity	NN	obesity
.	SENT	.
During	IN	during
my	PP$	my
training	NN	training
as	IN	as
an	DT	an
MD	NP	Md
,	,	,
PhD	NP	Phd
,	,	,
I	PP	I
was	VBD	be
very	RB	very
fascinated	VBN	fascinate
by	IN	by
a	DT	a
series	NN	series
of	IN	of
experiments	NNS	experiment
done	VBN	do
by	IN	by
Barry	NP	Barry
Levin	NP	Levin
.	SENT	.
He	PP	he
took	VBD	take
100	CD	@card@
rats	NNS	rat
and	CC	and
subjected	VBN	subject
them	PP	them
to	TO	to
high-fat	JJ	high-fat
feeding	NN	feeding
.	SENT	.
After	IN	after
months	NNS	month
of	IN	of
feeding	NN	feeding
,	,	,
he	PP	he
ended	VBD	end
up	RP	up
with	IN	with
a	DT	a
bell-shaped	JJ	bell-shaped
curve	NN	curve
and	CC	and
a	DT	a
weight	NN	weight
distribution	NN	distribution
with	IN	with
some	DT	some
skinny	JJ	skinny
rats	NNS	rat
and	CC	and
some	DT	some
obese	JJ	obese
rats	NNS	rat
and	CC	and
some	DT	some
in	IN	in
the	DT	the
middle	NN	middle
.	SENT	.
What	WP	what
he	PP	he
then	RB	then
did	VBD	do
was	VBD	be
to	TO	to
take	VB	take
the	DT	the
skinny	JJ	skinny
rats	NNS	rat
and	CC	and
breed	VB	breed
them	PP	them
among	IN	among
themselves	PP	themselves
,	,	,
and	CC	and
the	DT	the
heavy	JJ	heavy
rats	NNS	rat
.	SENT	.
And	CC	and
he	PP	he
bred	VBD	breed
those	DT	those
among	IN	among
themselves	PP	themselves
.	SENT	.
And	CC	and
after	IN	after
rounds	NNS	round
of	IN	of
breeding	NN	breeding
,	,	,
he	PP	he
ended	VBD	end
up	RP	up
with	IN	with
two	CD	two
distinct	JJ	distinct
populations	NNS	population
:	:	:
a	DT	a
diet-resistant	JJ	diet-resistant
rat	NN	rat
and	CC	and
an	DT	an
obesity-prone	NN	<unknown>
rat	NN	rat
.	SENT	.
And	CC	and
here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
really	RB	really
interesting	JJ	interesting
part	NN	part
.	SENT	.
Then	RB	then
he	PP	he
took	VBD	take
the	DT	the
skinny	JJ	skinny
or	CC	or
the	DT	the
obese	JJ	obese
,	,	,
and	CC	and
either	RB	either
massively	RB	massively
