Hello	UH	hello
,	,	,
everyone	NN	everyone
.	SENT	.
I	PP	I
want	VBP	want
to	TO	to
share	VB	share
a	DT	a
story	NN	story
of	IN	of
great	JJ	great
change	NN	change
underway	JJ	underway
in	IN	in
the	DT	the
Philippines	NPS	Philippine
,	,	,
driven	VBN	drive
by	IN	by
the	DT	the
work	NN	work
of	IN	of
many	JJ	many
people	NNS	people
like	IN	like
Nass	NP	Nass
.	SENT	.
Nass	NP	Nass
is	VBZ	be
a	DT	a
dedicated	JJ	dedicated
policy	NN	policy
expert	NN	expert
who	WP	who
has	VBZ	have
advised	VBN	advise
key	JJ	key
government	NN	government
officials	NNS	official
on	IN	on
the	DT	the
country	NN	country
'	POS	'
s	JJ	<unknown>
climate	NN	climate
agenda	NN	agenda
.	SENT	.
Now	RB	now
,	,	,
Nass	NP	Nass
is	VBZ	be
leading	VBG	lead
hundreds	NNS	hundred
of	IN	of
climate	NN	climate
leaders	NNS	leader
,	,	,
mobilizing	VBG	mobilize
local	JJ	local
governments	NNS	government
and	CC	and
companies	NNS	company
to	TO	to
shift	VB	shift
to	TO	to
100	CD	@card@
percent	NN	percent
renewable	JJ	renewable
power	NN	power
.	SENT	.
Because	IN	because
of	IN	of
their	PP$	their
work	NN	work
last	JJ	last
year	NN	year
,	,	,
three	CD	three
companies	NNS	company
and	CC	and
two	CD	two
city	NN	city
governments	NNS	government
have	VBP	have
chosen	VBN	choose
to	TO	to
do	VB	do
so	RB	so
.	SENT	.
Nass	NP	Nass
is	VBZ	be
not	RB	not
alone	RB	alone
.	SENT	.
Across	IN	across
the	DT	the
Philippines	NPS	Philippine
,	,	,
thousands	NNS	thousand
of	IN	of
people	NNS	people
have	VBP	have
come	VBN	come
together	RB	together
to	TO	to
find	VB	find
effective	JJ	effective
ways	NNS	way
to	TO	to
tackle	VB	tackle
runaway	JJ	runaway
climate	NN	climate
change	NN	change
.	SENT	.
These	DT	these
include	VBP	include
policymakers	NNS	policymaker
,	,	,
scientists	NNS	scientist
,	,	,
young	JJ	young
people	NNS	people
,	,	,
