When	WRB	when
I	PP	I
arrived	VBD	arrive
in	IN	in
Kiev	NP	Kiev
,	,	,
on	IN	on
February	NP	February
1	CD	@card@
this	DT	this
year	NN	year
,	,	,
Independence	NP	Independence
Square	NP	Square
was	VBD	be
under	IN	under
siege	NN	siege
,	,	,
surrounded	VBN	surround
by	IN	by
police	NNS	police
loyal	JJ	loyal
to	TO	to
the	DT	the
government	NN	government
.	SENT	.
The	DT	the
protesters	NNS	protester
who	WP	who
occupied	VBD	occupy
Maidan	NN	maidan
,	,	,
as	IN	as
the	DT	the
square	NN	square
is	VBZ	be
known	VBN	know
,	,	,
prepared	VBN	prepare
for	IN	for
battle	NN	battle
,	,	,
stockpiling	VBG	stockpile
homemade	JJ	homemade
weapons	NNS	weapon
and	CC	and
mass-producing	VBG	mass-produce
improvised	VBN	improvise
body	NN	body
armor	NN	armor
.	SENT	.
The	DT	the
Euromaidan	NN	Euromaidan
protests	NNS	protest
began	VBD	begin
peacefully	RB	peacefully
at	IN	at
the	DT	the
end	NN	end
of	IN	of
2013	CD	@card@
,	,	,
after	IN	after
the	DT	the
president	NN	president
of	IN	of
Ukraine	NP	Ukraine
,	,	,
Viktor	NP	Viktor
Yanukovych	NP	<unknown>
,	,	,
rejected	VBD	reject
a	DT	a
far-reaching	JJ	far-reaching
accord	NN	accord
with	IN	with
the	DT	the
European	JJ	European
Union	NN	union
in	IN	in
favor	NN	favor
of	IN	of
stronger	JJR	strong
ties	NNS	tie
with	IN	with
Russia	NP	Russia
.	SENT	.
In	IN	in
response	NN	response
,	,	,
tens	NNS	ten
of	IN	of
thousands	NNS	thousand
of	IN	of
dissatisfied	JJ	dissatisfied
citizens	NNS	citizen
poured	VBN	pour
into	IN	into
central	JJ	central
Kiev	NP	Kiev
to	TO	to
demonstrate	VB	demonstrate
against	IN	against
this	DT	this
allegiance	NN	allegiance
.	SENT	.
As	IN	as
the	DT	the
months	NNS	month
passed	VBD	pass
,	,	,
confrontations	NNS	confrontation
between	IN	between
police	NNS	police
and	CC	and
civilians	NNS	civilian
intensified	VBD	intensify
.	SENT	.
I	PP	I
set	VBD	set
up	RP	up
a	DT	a
makeshift	JJ	makeshift
portrait	NN	portrait
studio	NN	studio
by	IN	by
the	DT	the
barricades	NNS	barricade
on	IN	on
Hrushevsky	NP	<unknown>
Street	NP	Street
.	SENT	.
There	RB	there
,	,	,
I	PP	I
photographed	VBD	photograph
the	DT	the
fighters	NNS	fighter
against	IN	against
a	DT	a
black	JJ	black
curtain	NN	curtain
,	,	,
a	DT	a
curtain	NN	curtain
that	WDT	that
obscured	VBD	obscure
the	DT	the
highly	RB	highly
seductive	JJ	seductive
and	CC	and
visual	JJ	visual
backdrop	NN	backdrop
of	IN	of
fire	NN	fire
,	,	,
ice	NN	ice
and	CC	and
smoke	NN	smoke
.	SENT	.
In	IN	in
order	NN	order
to	TO	to
tell	VB	tell
the	DT	the
individual	JJ	individual
human	JJ	human
stories	NNS	story
here	RB	here
,	,	,
I	PP	I
felt	VBD	feel
that	IN	that
I	PP	I
needed	VBD	need
to	TO	to
remove	VB	remove
the	DT	the
dramatic	JJ	dramatic
visuals	NNS	visual
that	WDT	that
had	VBD	have
become	VBN	become
so	RB	so
familiar	JJ	familiar
and	CC	and
repetitive	JJ	repetitive
within	IN	within
the	DT	the
mainstream	JJ	mainstream
media	NNS	medium
.	SENT	.
What	WP	what
I	PP	I
was	VBD	be
witnessing	VBG	witness
was	VBD	be
not	RB	not
only	JJ	only
news	NN	news
,	,	,
but	CC	but
also	RB	also
history	NN	history
.	SENT	.
With	IN	with
this	DT	this
realization	NN	realization
,	,	,
I	PP	I
was	VBD	be
free	JJ	free
from	IN	from
the	DT	the
photojournalistic	JJ	photojournalistic
conventions	NNS	convention
of	IN	of
the	DT	the
newspaper	NN	newspaper
and	CC	and
the	DT	the
magazine	NN	magazine
.	SENT	.
Oleg	NP	Oleg
,	,	,
Vasiliy	NP	Vasiliy
and	CC	and
Maxim	NP	Maxim
were	VBD	be
all	DT	all
ordinary	JJ	ordinary
men	NNS	man
,	,	,
with	IN	with
ordinary	JJ	ordinary
lives	NNS	life
from	IN	from
ordinary	JJ	ordinary
towns	NNS	town
.	SENT	.
But	CC	but
the	DT	the
elaborate	JJ	elaborate
costumes	NNS	costume
that	IN	that
they	PP	they
had	VBD	have
bedecked	VBN	bedeck
themselves	PP	themselves
in	IN	in
were	VBD	be
quite	RB	quite
extraordinary	JJ	extraordinary
.	SENT	.
I	PP	I
say	VBP	say
the	DT	the
word	NN	word
"	``	"
costume	NN	costume
"	''	"
because	IN	because
these	DT	these
were	VBD	be
not	RB	not
clothes	NNS	clothes
that	WDT	that
had	VBD	have
been	VBN	be
issued	VBN	issue
or	CC	or
coordinated	VBN	coordinate
by	IN	by
anyone	NN	anyone
.	SENT	.
They	PP	they
were	VBD	be
improvised	VBN	improvise
uniforms	NNS	uniform
made	VBN	make
up	RP	up
of	IN	of
decommissioned	VBN	decommission
military	JJ	military
equipment	NN	equipment
,	,	,
irregular	JJ	irregular
combat	NN	combat
fatigues	NNS	fatigue
and	CC	and
trophies	NNS	trophy
taken	VBN	take
from	IN	from
the	DT	the
police	NN	police
.	SENT	.
I	PP	I
became	VBD	become
interested	JJ	interested
in	IN	in
the	DT	the
way	NN	way
they	PP	they
were	VBD	be
choosing	VBG	choose
to	TO	to
represent	VB	represent
themselves	PP	themselves
,	,	,
this	DT	this
outward	JJ	outward
expression	NN	expression
of	IN	of
masculinity	NN	masculinity
,	,	,
the	DT	the
ideal	NN	ideal
of	IN	of
the	DT	the
warrior	NN	warrior
.	SENT	.
I	PP	I
worked	VBD	work
slowly	RB	slowly
,	,	,
using	VBG	use
an	DT	an
analog	JJ	analog
film	NN	film
camera	NN	camera
with	IN	with
a	DT	a
manual	JJ	manual
focusing	VBG	focus
loop	NN	loop
and	CC	and
a	DT	a
handheld	NN	handheld
light	NN	light
meter	NN	meter
.	SENT	.
The	DT	the
process	NN	process
is	VBZ	be
old-fashioned	JJ	old-fashioned
.	SENT	.
It	PP	it
gives	VBZ	give
me	PP	me
time	NN	time
to	TO	to
speak	VB	speak
with	IN	with
each	DT	each
person	NN	person
and	CC	and
to	TO	to
look	VB	look
at	IN	at
them	PP	them
,	,	,
in	IN	in
silence	NN	silence
,	,	,
while	IN	while
they	PP	they
look	VBP	look
back	RB	back
at	IN	at
me	PP	me
.	SENT	.
Rising	VBG	rise
tensions	NNS	tension
culminated	VBN	culminate
in	IN	in
the	DT	the
worst	JJS	bad
day	NN	day
of	IN	of
violence	NN	violence
on	IN	on
February	NP	February
20	CD	@card@
,	,	,
which	WDT	which
became	VBD	become
known	VBN	know
as	IN	as
Bloody	JJ	bloody
Thursday	NP	Thursday
.	SENT	.
Snipers	NNS	sniper
,	,	,
loyal	JJ	loyal
to	TO	to
the	DT	the
government	NN	government
,	,	,
started	VBD	start
firing	NN	firing
on	IN	on
the	DT	the
civilians	NNS	civilian
and	CC	and
protesters	NNS	protester
on	IN	on
Institutskaya	NP	<unknown>
Street	NP	Street
.	SENT	.
Many	JJ	many
were	VBD	be
killed	VBN	kill
in	IN	in
a	DT	a
very	RB	very
short	JJ	short
space	NN	space
of	IN	of
time	NN	time
.	SENT	.
The	DT	the
reception	NN	reception
of	IN	of
the	DT	the
Hotel	NP	Hotel
Ukraine	NP	Ukraine
became	VBD	become
a	DT	a
makeshift	JJ	makeshift
morgue	NN	morgue
.	SENT	.
There	EX	there
were	VBD	be
lines	NNS	line
of	IN	of
bodies	NNS	body
laid	VBN	lay
in	IN	in
the	DT	the
street	NN	street
.	SENT	.
And	CC	and
there	EX	there
was	VBD	be
blood	NN	blood
all	RB	all
over	IN	over
the	DT	the
pavements	NNS	pavement
.	SENT	.
The	DT	the
following	VBG	follow
day	NN	day
,	,	,
President	NP	President
Yanukovych	NP	<unknown>
fled	VBD	flee
Ukraine	NP	Ukraine
.	SENT	.
In	IN	in
all	DT	all
,	,	,
three	CD	three
months	NNS	month
of	IN	of
protests	NNS	protest
resulted	VBN	result
in	IN	in
more	JJR	more
than	IN	than
120	CD	@card@
confirmed	VBD	confirm
dead	JJ	dead
and	CC	and
many	JJ	many
more	JJR	more
missing	VBG	miss
.	SENT	.
History	NN	history
unfolded	VBD	unfold
quickly	RB	quickly
,	,	,
but	CC	but
celebration	NN	celebration
remained	VBD	remain
elusive	JJ	elusive
in	IN	in
Maidan	NN	maidan
.	SENT	.
As	IN	as
the	DT	the
days	NNS	day
passed	VBN	pass
in	IN	in
Kiev	NP	Kiev
'	POS	'
s	JJ	<unknown>
central	JJ	central
square	NN	square
,	,	,
streams	NNS	stream
of	IN	of
armed	JJ	armed
fighters	NNS	fighter
were	VBD	be
joined	VBN	join
by	IN	by
tens	NNS	ten
of	IN	of
thousands	NNS	thousand
of	IN	of
ordinary	JJ	ordinary
people	NNS	people
,	,	,
filling	VBG	fill
the	DT	the
streets	NNS	street
in	IN	in
an	DT	an
act	NN	act
of	IN	of
collective	JJ	collective
mourning	NN	mourning
.	SENT	.
Many	JJ	many
were	VBD	be
women	NNS	woman
who	WP	who
often	RB	often
carried	VBD	carry
flowers	NNS	flower
that	IN	that
they	PP	they
had	VBD	have
brought	VBN	bring
to	TO	to
lay	VB	lay
as	IN	as
marks	NNS	mark
of	IN	of
respect	NN	respect
for	IN	for
the	DT	the
dead	NN	dead
.	SENT	.
They	PP	they
came	VBD	come
day	NN	day
after	IN	after
day	NN	day
and	CC	and
they	PP	they
covered	VBD	cover
the	DT	the
square	NN	square
with	IN	with
millions	NNS	million
of	IN	of
flowers	NNS	flower
.	SENT	.
Sadness	NN	sadness
enveloped	VBD	envelop
Maidan	NN	maidan
.	SENT	.
It	PP	it
was	VBD	be
quiet	JJ	quiet
and	CC	and
