What	WP	what
I	PP	I
want	VBP	want
to	TO	to
talk	VB	talk
to	TO	to
you	PP	you
about	IN	about
today	NN	today
is	VBZ	be
some	DT	some
of	IN	of
the	DT	the
problems	NNS	problem
that	IN	that
the	DT	the
military	NN	military
of	IN	of
the	DT	the
Western	JJ	Western
world	NN	world
â	NP	<unknown>
Australia	NP	Australia
,	,	,
United	NP	United
States	NPS	States
,	,	,
the	DT	the
UK	NP	UK
and	CC	and
so	RB	so
on	IN	on
â	NP	<unknown>
face	NN	face
in	IN	in
some	DT	some
of	IN	of
the	DT	the
deployments	NNS	deployment
that	IN	that
they	PP	they
'	POS	'
re	NN	re
dealing	VBG	deal
with	IN	with
in	IN	in
the	DT	the
modern	JJ	modern
world	NN	world
at	IN	at
this	DT	this
time	NN	time
.	SENT	.
If	IN	if
you	PP	you
think	VBP	think
about	IN	about
the	DT	the
sorts	NNS	sort
of	IN	of
things	NNS	thing
we	PP	we
'	POS	'
ve	NN	ve
sent	VBD	send
Australian	JJ	Australian
military	JJ	military
personnel	NNS	personnel
to	TO	to
in	IN	in
recent	JJ	recent
years	NNS	year
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
obvious	JJ	obvious
things	NNS	thing
like	IN	like
Iraq	NP	Iraq
and	CC	and
Afghanistan	NP	Afghanistan
,	,	,
but	CC	but
you	PP	you
'	POS	'
ve	NN	ve
also	RB	also
got	VBD	get
things	NNS	thing
like	IN	like
East	NP	East
Timor	NP	Timor
and	CC	and
the	DT	the
Solomon	NP	Solomon
Islands	NPS	Islands
,	,	,
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
And	CC	and
a	DT	a
lot	NN	lot
of	IN	of
these	DT	these
deployments	NNS	deployment
that	IN	that
we	PP	we
'	''	'
re	IN	re
sending	VBG	send
military	JJ	military
personnel	NNS	personnel
to	TO	to
these	DT	these
days	NNS	day
aren	NN	<unknown>
'	POS	'
t	NN	t
traditional	JJ	traditional
wars	NNS	war
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
a	DT	a
lot	NN	lot
of	IN	of
the	DT	the
jobs	NNS	job
we	PP	we
'	''	'
re	IN	re
asking	VBG	ask
military	JJ	military
personnel	NNS	personnel
to	TO	to
do	VB	do
in	IN	in
those	DT	those
situations	NNS	situation
are	VBP	be
ones	NNS	one
that	IN	that
,	,	,
in	IN	in
their	PP$	their
own	JJ	own
countries	NNS	country
â	NP	<unknown>
Australia	NP	Australia
,	,	,
the	DT	the
US	NP	US
and	CC	and
so	RB	so
on	IN	on
â	NP	<unknown>
would	MD	would
actually	RB	actually
be	VB	be
done	VBN	do
by	IN	by
police	NN	police
officers	NNS	officer
.	SENT	.
So	RB	so
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
bunch	NN	bunch
of	IN	of
problems	NNS	problem
that	WDT	that
come	VBP	come
up	RP	up
for	IN	for
military	JJ	military
personnel	NNS	personnel
in	IN	in
these	DT	these
situations	NNS	situation
,	,	,
because	IN	because
they	PP	they
'	''	'
re	IN	re
doing	VBG	do
things	NNS	thing
they	PP	they
haven	VBP	haven
'	''	'
t	NN	t
really	RB	really
been	VBN	be
trained	VBN	train
for	IN	for
.	SENT	.
And	CC	and
they	PP	they
'	POS	'
re	NN	re
doing	VBG	do
things	NNS	thing
that	IN	that
those	DT	those
who	WP	who
do	VBP	do
them	PP	them
in	IN	in
their	PP$	their
own	JJ	own
countries	NNS	country
are	VBP	be
trained	VBN	train
very	RB	very
differently	RB	differently
for	IN	for
and	CC	and
equipped	VBN	equip
very	RB	very
differently	RB	differently
for	IN	for
.	SENT	.
Now	RB	now
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
bunch	NN	bunch
of	IN	of
reasons	NNS	reason
why	WRB	why
we	PP	we
send	VBP	send
military	JJ	military
personnel	NNS	personnel
,	,	,
rather	RB	rather
than	IN	than
police	NN	police
,	,	,
to	TO	to
do	VB	do
these	DT	these
jobs	NNS	job
.	SENT	.
If	IN	if
Australia	NP	Australia
had	VBD	have
to	TO	to
send	VB	send
1	CD	@card@
,	,	,
000	CD	@card@
people	NNS	people
tomorrow	NN	tomorrow
to	TO	to
West	NP	West
Papua	NP	Papua
,	,	,
for	IN	for
example	NN	example
,	,	,
we	PP	we
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
1	CD	@card@
,	,	,
000	CD	@card@
police	NN	police
officers	NNS	officer
hanging	VBG	hang
around	IN	around
that	WDT	that
could	MD	could
go	VB	go
tomorrow	NN	tomorrow
,	,	,
and	CC	and
we	PP	we
do	VBP	do
have	VB	have
1	CD	@card@
,	,	,
000	CD	@card@
soldiers	NNS	soldier
that	WDT	that
could	MD	could
go	VB	go
.	SENT	.
So	RB	so
when	WRB	when
we	PP	we
have	VBP	have
to	TO	to
send	VB	send
someone	NN	someone
,	,	,
we	PP	we
send	VBP	send
the	DT	the
military	JJ	military
â	NP	<unknown>
they	PP	they
'	POS	'
re	NN	re
there	RB	there
,	,	,
they	PP	they
'	POS	'
re	NN	re
available	JJ	available
,	,	,
and	CC	and
heck	NN	heck
,	,	,
they	PP	they
'	POS	'
re	NN	re
used	VBD	use
to	TO	to
going	VBG	go
off	RP	off
and	CC	and
doing	VBG	do
these	DT	these
things	NNS	thing
and	CC	and
living	VBG	live
by	IN	by
themselves	PP	themselves
and	CC	and
not	RB	not
having	VBG	have
all	PDT	all
this	DT	this
extra	JJ	extra
support	NN	support
.	SENT	.
So	RB	so
they	PP	they
are	VBP	be
able	JJ	able
to	TO	to
do	VB	do
it	PP	it
in	IN	in
that	DT	that
sense	NN	sense
.	SENT	.
But	CC	but
they	PP	they
aren	NN	<unknown>
'	POS	'
t	NN	t
trained	VBD	train
the	DT	the
same	JJ	same
way	NN	way
police	NN	police
officers	NNS	officer
are	VBP	be
,	,	,
and	CC	and
they	PP	they
'	POS	'
re	NN	re
certainly	RB	certainly
not	RB	not
equipped	VBN	equip
the	DT	the
way	NN	way
police	NN	police
officers	NNS	officer
are	VBP	be
,	,	,
so	RB	so
this	DT	this
has	VBZ	have
raised	VBN	raise
a	DT	a
bunch	NN	bunch
of	IN	of
problems	NNS	problem
for	IN	for
them	PP	them
when	WRB	when
dealing	VBG	deal
with	IN	with
these	DT	these
issues	NNS	issue
.	SENT	.
One	CD	one
particular	JJ	particular
thing	NN	thing
that	RB	that
'	POS	'
s	NNS	<unknown>
come	VBP	come
up	RP	up
that	IN	that
I	PP	I
am	VBP	be
especially	RB	especially
interested	JJ	interested
in	IN	in
,	,	,
is	VBZ	be
the	DT	the
question	NN	question
of	IN	of
whether	IN	whether
,	,	,
when	WRB	when
we	PP	we
'	POS	'
re	NN	re
sending	VBG	send
military	JJ	military
personnel	NNS	personnel
to	TO	to
do	VB	do
these	DT	these
sorts	NNS	sort
of	IN	of
jobs	NNS	job
,	,	,
we	PP	we
ought	MD	ought
to	TO	to
be	VB	be
equipping	VBG	equip
them	PP	them
differently	RB	differently
;	:	;
and	CC	and
in	IN	in
particular	JJ	particular
,	,	,
whether	IN	whether
we	PP	we
ought	MD	ought
to	TO	to
be	VB	be
giving	VBG	give
them	PP	them
access	NN	access
to	TO	to
some	DT	some
of	IN	of
the	DT	the
nonlethal	NN	nonlethal
weapons	NNS	weapon
that	IN	that
police	NNS	police
have	VBP	have
.	SENT	.
Since	IN	since
they	PP	they
'	POS	'
re	NN	re
doing	VBG	do
some	DT	some
of	IN	of
the	DT	the
same	JJ	same
jobs	NNS	job
,	,	,
maybe	RB	maybe
they	PP	they
should	MD	should
have	VB	have
some	DT	some
of	IN	of
those	DT	those
things	NNS	thing
.	SENT	.
And	CC	and
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
range	NN	range
of	IN	of
places	NNS	place
you	PP	you
'	POS	'
d	NN	d
think	VBP	think
those	DT	those
things	NNS	thing
would	MD	would
be	VB	be
really	RB	really
useful	JJ	useful
.	SENT	.
For	IN	for
example	NN	example
,	,	,
when	WRB	when
you	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
military	JJ	military
checkpoints	NNS	checkpoint
.	SENT	.
If	IN	if
people	NNS	people
are	VBP	be
approaching	VBG	approach
these	DT	these
checkpoints	NNS	checkpoint
and	CC	and
the	DT	the
military	JJ	military
personnel	NNS	personnel
are	VBP	be
unsure	JJ	unsure
if	IN	if
this	DT	this
person	NN	person
'	POS	'
s	JJ	<unknown>
hostile	JJ	hostile
or	CC	or
not	RB	not
,	,	,
say	VBP	say
this	DT	this
person	NN	person
approaching	VBG	approach
here	RB	here
,	,	,
and	CC	and
they	PP	they
say	VBP	say
,	,	,
"	``	"
Is	VBZ	be
this	DT	this
a	DT	a
suicide	NN	suicide
bomber	NN	bomber
or	CC	or
not	RB	not
?	SENT	?
Is	VBZ	be
something	NN	something
hidden	VBN	hide
under	IN	under
their	PP$	their
clothes	NNS	clothes
?	SENT	?
What	WP	what
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
happen	VB	happen
?	SENT	?
"	``	"
They	PP	they
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
if	IN	if
the	DT	the
person	NN	person
is	VBZ	be
hostile	JJ	hostile
or	CC	or
not	RB	not
.	SENT	.
If	IN	if
the	DT	the
person	NN	person
doesn	NN	<unknown>
'	POS	'
t	NN	t
follow	NN	follow
directions	NNS	direction
,	,	,
they	PP	they
may	MD	may
end	VB	end
up	RP	up
shooting	VBG	shoot
them	PP	them
,	,	,
and	CC	and
then	RB	then
find	VB	find
out	RP	out
afterwards	RB	afterwards
either	RB	either
,	,	,
yes	UH	yes
,	,	,
we	PP	we
shot	VBD	shoot
the	DT	the
right	JJ	right
person	NN	person
,	,	,
or	CC	or
,	,	,
no	UH	no
,	,	,
this	DT	this
was	VBD	be
just	RB	just
an	DT	an
innocent	JJ	innocent
person	NN	person
who	WP	who
didn	NP	<unknown>
'	POS	'
t	NN	t
understand	VB	understand
what	WP	what
was	VBD	be
going	VBG	go
on	IN	on
.	SENT	.
So	RB	so
if	IN	if
they	PP	they
had	VBD	have
nonlethal	NN	nonlethal
weapons	NNS	weapon
,	,	,
then	RB	then
they	PP	they
would	MD	would
say	VB	say
,	,	,
"	``	"
We	PP	we
can	MD	can
use	VB	use
them	PP	them
in	IN	in
that	DT	that
sort	NN	sort
of	IN	of
situation	NN	situation
.	SENT	.
If	IN	if
we	PP	we
shoot	VBP	shoot
someone	NN	someone
who	WP	who
wasn	NP	<unknown>
'	POS	'
t	NN	t
hostile	NN	hostile
,	,	,
at	IN	at
least	JJS	least
we	PP	we
haven	NN	haven
'	POS	'
t	NN	t
killed	VBD	kill
them	PP	them
.	SENT	.
"	''	"
Another	DT	another
situation	NN	situation
:	:	:
this	DT	this
photo	NN	photo
is	VBZ	be
from	IN	from
one	CD	one
of	IN	of
the	DT	the
missions	NNS	mission
in	IN	in
the	DT	the
Balkans	NP	Balkans
in	IN	in
the	DT	the
late	JJ	late
1990s	NNS	1990s
.	SENT	.
This	DT	this
situation	NN	situation
is	VBZ	be
a	DT	a
little	JJ	little
bit	NN	bit
different	JJ	different
,	,	,
where	WRB	where
maybe	RB	maybe
they	PP	they
know	VBP	know
someone	NN	someone
is	VBZ	be
hostile	JJ	hostile
;	:	;
they	PP	they
'	POS	'
ve	NN	ve
got	VBD	get
someone	NN	someone
shooting	VBG	shoot
at	IN	at
them	PP	them
or	CC	or
doing	VBG	do
something	NN	something
else	RB	else
that	RB	that
'	''	'
s	NNS	<unknown>
clearly	RB	clearly
hostile	JJ	hostile
,	,	,
throwing	VBG	throw
rocks	NNS	rock
,	,	,
whatever	WDT	whatever
.	SENT	.
But	CC	but
if	IN	if
they	PP	they
respond	VBP	respond
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
range	NN	range
of	IN	of
other	JJ	other
people	NNS	people
around	IN	around
who	WP	who
are	VBP	be
innocent	JJ	innocent
people	NNS	people
,	,	,
who	WP	who
might	MD	might
also	RB	also
get	VB	get
hurt	VBN	hurt
.	SENT	.
It	PP	it
'	''	'
d	SYM	d
be	VB	be
collateral	JJ	collateral
damage	NN	damage
that	IN	that
the	DT	the
military	JJ	military
often	JJ	often
doesn	NN	<unknown>
'	POS	'
t	NN	t
want	VBP	want
to	TO	to
talk	VB	talk
about	RB	about
.	SENT	.
So	RB	so
again	RB	again
,	,	,
they	PP	they
'	POS	'
d	NN	d
say	VBP	say
,	,	,
"	''	"
With	IN	with
access	NN	access
to	TO	to
nonlethal	NN	nonlethal
weapons	NNS	weapon
,	,	,
if	IN	if
we	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
someone	NN	someone
we	PP	we
know	VBP	know
is	VBZ	be
hostile	JJ	hostile
,	,	,
we	PP	we
can	MD	can
do	VB	do
something	NN	something
to	TO	to
deal	VB	deal
with	IN	with
them	PP	them
,	,	,
and	CC	and
know	VBP	know
that	IN	that
if	IN	if
we	PP	we
hit	VBD	hit
anyone	NN	anyone
else	RB	else
,	,	,
at	IN	at
least	JJS	least
we	PP	we
'	POS	'
re	NN	re
not	RB	not
going	VBG	go
to	TO	to
kill	VB	kill
them	PP	them
.	SENT	.
"	''	"
Another	DT	another
suggestion	NN	suggestion
has	VBZ	have
been	VBN	be
,	,	,
since	IN	since
we	PP	we
'	POS	'
re	NN	re
putting	VBG	put
so	IN	so
many	JJ	many
robots	NNS	robot
in	IN	in
the	DT	the
field	NN	field
,	,	,
we	PP	we
can	MD	can
see	VB	see
the	DT	the
time	NN	time
coming	VBG	come
where	WRB	where
they	PP	they
'	POS	'
re	NN	re
actually	RB	actually
going	VBG	go
to	TO	to
send	VB	send
robots	NNS	robot
out	RP	out
in	IN	in
the	DT	the
field	NN	field
that	WDT	that
are	VBP	be
autonomous	JJ	autonomous
.	SENT	.
They	PP	they
'	POS	'
ll	NNS	<unknown>
make	VBP	make
their	PP$	their
own	JJ	own
decisions	NNS	decision
about	IN	about
who	WP	who
to	TO	to
shoot	VB	shoot
and	CC	and
who	WP	who
not	RB	not
to	TO	to
shoot	VB	shoot
,	,	,
without	IN	without
a	DT	a
human	NN	human
in	IN	in
the	DT	the
loop	NN	loop
.	SENT	.
So	IN	so
the	DT	the
suggestion	NN	suggestion
is	VBZ	be
,	,	,
if	IN	if
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
send	VB	send
robots	NNS	robot
out	RP	out
and	CC	and
allow	VB	allow
them	PP	them
to	TO	to
do	VB	do
this	DT	this
,	,	,
maybe	RB	maybe
it	PP	it
would	MD	would
be	VB	be
a	DT	a
good	JJ	good
idea	NN	idea
if	IN	if
they	PP	they
were	VBD	be
armed	VBN	arm
with	IN	with
nonlethal	NN	nonlethal
weapons	NNS	weapon
,	,	,
so	RB	so
if	IN	if
the	DT	the
robot	NN	robot
makes	VBZ	make
a	DT	a
bad	JJ	bad
decision	NN	decision
and	CC	and
shoots	VBZ	shoot
the	DT	the
wrong	JJ	wrong
person	NN	person
,	,	,
again	RB	again
,	,	,
they	PP	they
haven	VBP	haven
'	''	'
t	NN	t
actually	RB	actually
killed	VBD	kill
them	PP	them
.	SENT	.
Now	RB	now
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
whole	JJ	whole
range	NN	range
of	IN	of
different	JJ	different
sorts	NNS	sort
of	IN	of
nonlethal	NN	nonlethal
weapons	NNS	weapon
,	,	,
some	DT	some
of	IN	of
which	WDT	which
are	VBP	be
available	JJ	available
now	RB	now
,	,	,
some	DT	some
of	IN	of
which	WDT	which
they	PP	they
'	POS	'
re	NN	re
developing	NN	developing
.	SENT	.
You	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
traditional	JJ	traditional
things	NNS	thing
like	IN	like
pepper	NN	pepper
spray	NN	spray
,	,	,
OC	NP	OC
spray	NN	spray
up	RB	up
at	IN	at
the	DT	the
top	NN	top
there	RB	there
,	,	,
or	CC	or
Tasers	NNS	<unknown>
over	IN	over
here	RB	here
.	SENT	.
The	DT	the
one	CD	one
on	IN	on
the	DT	the
top	JJ	top
right	NN	right
here	RB	here
is	VBZ	be
actually	RB	actually
a	DT	a
dazzling	JJ	dazzling
laser	NN	laser
,	,	,
intended	VBN	intend
to	TO	to
just	RB	just
blind	VB	blind
the	DT	the
person	NN	person
momentarily	RB	momentarily
and	CC	and
disorient	VB	disorient
them	PP	them
.	SENT	.
You	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
nonlethal	NN	nonlethal
shotgun	NN	shotgun
rounds	NNS	round
that	WDT	that
contain	VBP	contain
rubber	NN	rubber
pellets	NNS	pellet
instead	RB	instead
of	IN	of
the	DT	the
traditional	JJ	traditional
metal	NN	metal
ones	NNS	one
.	SENT	.
And	CC	and
this	DT	this
one	CD	one
in	IN	in
the	DT	the
middle	NN	middle
here	RB	here
,	,	,
the	DT	the
large	JJ	large
truck	NN	truck
,	,	,
is	VBZ	be
called	VBN	call
the	DT	the
Active	JJ	active
Denial	NN	denial
System	NP	System
,	,	,
something	NN	something
the	DT	the
US	NP	US
military	NN	military
is	VBZ	be
working	VBG	work
on	IN	on
at	IN	at
the	DT	the
moment	NN	moment
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
essentially	RB	essentially
a	DT	a
big	JJ	big
microwave	NN	microwave
transmitter	NN	transmitter
.	SENT	.
It	PP	it
'	POS	'
s	JJ	<unknown>
sort	NN	sort
of	IN	of
your	PP$	your
classic	JJ	classic
idea	NN	idea
of	IN	of
a	DT	a
heat	NN	heat
ray	NN	ray
.	SENT	.
It	PP	it
goes	VBZ	go
out	RP	out
to	TO	to
a	DT	a
really	RB	really
long	JJ	long
distance	NN	distance
,	,	,
compared	VBN	compare
to	TO	to
any	DT	any
of	IN	of
these	DT	these
other	JJ	other
sorts	NNS	sort
of	IN	of
things	NNS	thing
.	SENT	.
Anybody	NN	anybody
who	WP	who
is	VBZ	be
