Hi	UH	hi
,	,	,
my	PP$	my
name	NN	name
is	VBZ	be
Roz	NP	Roz
Savage	NP	Savage
and	CC	and
I	NP	I
row	NN	row
across	IN	across
oceans	NNS	ocean
.	SENT	.
Four	CD	four
years	NNS	year
ago	RB	ago
,	,	,
I	PP	I
rowed	VBD	row
solo	RB	solo
across	IN	across
the	DT	the
Atlantic	NP	Atlantic
,	,	,
and	CC	and
since	IN	since
then	RB	then
,	,	,
I	PP	I
'	POS	'
ve	NN	ve
done	VBN	do
two	CD	two
out	IN	out
of	IN	of
three	CD	three
stages	NNS	stage
across	IN	across
the	DT	the
Pacific	NP	Pacific
,	,	,
from	IN	from
San	NP	San
Francisco	NP	Francisco
to	TO	to
Hawaii	NP	Hawaii
and	CC	and
from	IN	from
Hawaii	NP	Hawaii
to	TO	to
Kiribati	NP	Kiribati
.	SENT	.
And	CC	and
tomorrow	NN	tomorrow
,	,	,
I	PP	I
'	POS	'
ll	NNS	<unknown>
be	VB	be
leaving	VBG	leave
this	DT	this
boat	NN	boat
to	TO	to
fly	VB	fly
back	RB	back
to	TO	to
Kiribati	NP	Kiribati
to	TO	to
continue	VB	continue
with	IN	with
the	DT	the
third	JJ	third
and	CC	and
final	JJ	final
stage	NN	stage
of	IN	of
my	PP$	my
row	NN	row
across	IN	across
the	DT	the
Pacific	NP	Pacific
.	SENT	.
Cumulatively	RB	cumulatively
,	,	,
I	PP	I
will	MD	will
have	VB	have
rowed	VBN	row
over	IN	over
8	CD	@card@
,	,	,
000	CD	@card@
miles	NNS	mile
,	,	,
taken	VBN	take
over	IN	over
three	CD	three
million	CD	million
oar	NN	oar
strokes	NNS	stroke
and	CC	and
spent	VBD	spend
more	JJR	more
than	IN	than
312	CD	@card@
days	NNS	day
alone	RB	alone
on	IN	on
the	DT	the
ocean	NN	ocean
on	IN	on
a	DT	a
23	CD	@card@
foot	NN	foot
rowboat	NN	rowboat
.	SENT	.
This	DT	this
has	VBZ	have
given	VBN	give
me	PP	me
a	DT	a
very	RB	very
special	JJ	special
relationship	NN	relationship
with	IN	with
the	DT	the
ocean	NN	ocean
.	SENT	.
We	PP	we
have	VBP	have
a	DT	a
bit	NN	bit
of	IN	of
a	DT	a
love	NN	love
/	SYM	/
hate	VBP	hate
thing	NN	thing
going	VBG	go
on	IN	on
.	SENT	.
I	PP	I
feel	VBP	feel
a	DT	a
bit	NN	bit
about	IN	about
it	PP	it
like	VBP	like
I	PP	I
did	VBD	do
about	IN	about
a	DT	a
very	RB	very
strict	JJ	strict
math	NN	math
teacher	NN	teacher
that	IN	that
I	PP	I
once	RB	once
had	VBD	have
at	IN	at
school	NN	school
.	SENT	.
I	NP	I
didn	NP	<unknown>
'	POS	'
t	NN	t
always	RB	always
like	IN	like
her	PP	her
,	,	,
but	CC	but
I	PP	I
did	VBD	do
respect	VB	respect
her	PP	her
,	,	,
and	CC	and
she	PP	she
taught	VBD	teach
me	PP	me
a	DT	a
heck	NN	heck
of	IN	of
a	DT	a
lot	NN	lot
.	SENT	.
So	IN	so
today	NN	today
I	NP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
share	VB	share
with	IN	with
you	PP	you
some	DT	some
of	IN	of
my	PP$	my
ocean	NN	ocean
adventures	NNS	adventure
and	CC	and
tell	VB	tell
you	PP	you
a	DT	a
little	JJ	little
bit	NN	bit
about	IN	about
what	WP	what
they	PP	they
'	POS	'
ve	NN	ve
taught	VBD	teach
me	PP	me
,	,	,
and	CC	and
how	WRB	how
I	PP	I
think	VBP	think
we	PP	we
can	MD	can
maybe	RB	maybe
take	VB	take
some	DT	some
of	IN	of
those	DT	those
lessons	NNS	lesson
and	CC	and
apply	VB	apply
them	PP	them
to	TO	to
this	DT	this
environmental	JJ	environmental
challenge	NN	challenge
that	IN	that
we	PP	we
face	VBP	face
right	RB	right
now	RB	now
.	SENT	.
Now	RB	now
,	,	,
some	DT	some
of	IN	of
you	PP	you
might	MD	might
be	VB	be
thinking	VBG	think
,	,	,
"	``	"
Hold	VB	hold
on	IN	on
a	DT	a
minute	NN	minute
.	SENT	.
She	PP	she
doesn	NP	<unknown>
'	POS	'
t	NN	t
look	NN	look
very	RB	very
much	RB	much
like	IN	like
an	DT	an
ocean	NN	ocean
rower	NN	rower
.	SENT	.
Isn	NP	Isn
'	POS	'
t	NN	t
she	PP	she
meant	VBD	mean
to	TO	to
be	VB	be
about	IN	about
this	DT	this
tall	JJ	tall
and	CC	and
about	RB	about
this	DT	this
wide	JJ	wide
and	CC	and
maybe	RB	maybe
look	VB	look
a	DT	a
bit	NN	bit
more	RBR	more
like	IN	like
these	DT	these
guys	NNS	guy
?	SENT	?
"	``	"
You	PP	you
'	POS	'
ll	NN	ll
notice	NN	notice
,	,	,
they	PP	they
'	POS	'
ve	NN	ve
all	RB	all
got	VBD	get
something	NN	something
that	IN	that
I	PP	I
don	VB	don
'	''	'
t	NN	t
.	SENT	.
Well	RB	well
,	,	,
