Hi	UH	hi
,	,	,
I	PP	I
'	POS	'
m	NN	m
Peter	NP	Peter
.	SENT	.
And	CC	and
six	CD	six
years	NNS	year
ago	RB	ago
,	,	,
I	PP	I
received	VBD	receive
information	NN	information
that	WDT	that
changed	VBD	change
the	DT	the
course	NN	course
of	IN	of
the	DT	the
rest	NN	rest
of	IN	of
my	PP$	my
life	NN	life
.	SENT	.
From	IN	from
1969	CD	@card@
through	IN	through
2001	CD	@card@
,	,	,
the	DT	the
US	NP	US
government	NN	government
murdered	VBN	murder
over	IN	over
12	CD	@card@
billion	NN	billion
birds	NNS	bird
in	IN	in
the	DT	the
American	JJ	American
skies	NNS	sky
.	SENT	.
They	PP	they
did	VBD	do
this	DT	this
using	VBG	use
poisonous	JJ	poisonous
toxins	NNS	toxin
dropped	VBN	drop
from	IN	from
airplanes	NNS	airplane
that	WDT	that
was	VBD	be
contagious	JJ	contagious
and	CC	and
murdered	VBN	murder
all	RB	all
of	IN	of
the	DT	the
birds	NNS	bird
over	IN	over
the	DT	the
course	NN	course
of	IN	of
about	RB	about
40	CD	@card@
years	NNS	year
.	SENT	.
Now	RB	now
,	,	,
I	PP	I
know	VBP	know
this	DT	this
is	VBZ	be
not	RB	not
the	DT	the
public	JJ	public
understanding	NN	understanding
of	IN	of
this	DT	this
and	CC	and
may	MD	may
sound	VB	sound
absurd	JJ	absurd
,	,	,
but	CC	but
please	VBP	please
just	RB	just
bear	VB	bear
with	IN	with
me	PP	me
and	CC	and
keep	VB	keep
an	DT	an
open	JJ	open
mind	NN	mind
and	CC	and
just	RB	just
be	VB	be
respectful	JJ	respectful
,	,	,
please	VB	please
,	,	,
as	IN	as
I	PP	I
share	VBP	share
this	DT	this
information	NN	information
with	IN	with
you	PP	you
.	SENT	.
I	PP	I
know	VBP	know
a	DT	a
lot	NN	lot
of	IN	of
you	PP	you
may	MD	may
be	VB	be
wondering	VBG	wonder
why	WRB	why
would	MD	would
the	DT	the
government	NN	government
kill	VB	kill
12	CD	@card@
billion	NN	billion
birds	NNS	bird
?	SENT	?
It	PP	it
seems	VBZ	seem
like	IN	like
an	DT	an
awful	JJ	awful
lot	NN	lot
of	IN	of
trouble	NN	trouble
for	IN	for
a	DT	a
government	NN	government
to	TO	to
go	VB	go
through	RP	through
.	SENT	.
The	DT	the
reason	NN	reason
is	VBZ	be
as	RB	as
devastating	JJ	devastating
as	IN	as
it	PP	it
is	VBZ	be
simple	JJ	simple
.	SENT	.
For	IN	for
each	DT	each
bird	NN	bird
the	DT	the
government	NN	government
killed	VBD	kill
,	,	,
they	PP	they
replaced	VBD	replace
it	PP	it
with	IN	with
a	DT	a
surveillance	NN	surveillance
drone	NN	drone
replica	NN	replica
in	IN	in
disguise	NN	disguise
designed	VBN	design
to	TO	to
spy	VB	spy
on	IN	on
the	DT	the
American	JJ	American
people	NNS	people
.	SENT	.
Now	RB	now
.	SENT	.
.	SENT	.
.	SENT	.
Some	DT	some
may	MD	may
say	VB	say
,	,	,
if	IN	if
you	PP	you
'	''	'
re	IN	re
the	DT	the
government	NN	government
,	,	,
at	IN	at
least	JJS	least
,	,	,
that	IN	that
this	DT	this
is	VBZ	be
a	DT	a
worthy	JJ	worthy
sacrifice	NN	sacrifice
,	,	,
these	DT	these
12	CD	@card@
billion	NN	billion
lives	NNS	life
,	,	,
for	IN	for
the	DT	the
safety	NN	safety
of	IN	of
the	DT	the
people	NNS	people
,	,	,
right	RB	right
?	SENT	?
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
about	IN	about
that	DT	that
,	,	,
it	PP	it
seems	VBZ	seem
like	IN	like
a	DT	a
pretty	JJ	pretty
serious	JJ	serious
limit	NN	limit
on	IN	on
our	PP$	our
freedom	NN	freedom
,	,	,
wouldn	NP	<unknown>
'	POS	'
t	NN	t
you	PP	you
agree	VBP	agree
?	SENT	?
The	DT	the
proof	NN	proof
that	IN	that
birds	NNS	bird
are	VBP	be
robots	NNS	robot
is	VBZ	be
all	RB	all
around	IN	around
us	PP	us
,	,	,
if	IN	if
you	PP	you
start	VBP	start
looking	VBG	look
.	SENT	.
For	IN	for
starters	NNS	starter
,	,	,
birds	NNS	bird
charge	VBP	charge
their	PP$	their
batteries	NNS	battery
on	IN	on
power	NN	power
lines	NNS	line
--	:	--
So	RB	so
they	PP	they
can	MD	can
refuel	VB	refuel
up	RP	up
high	JJ	high
and	CC	and
they	PP	they
can	MD	can
watch	VB	watch
the	DT	the
civilians	NNS	civilian
,	,	,
you	PP	you
know	VBP	know
.	SENT	.
They	PP	they
also	RB	also
track	VBP	track
civilians	NNS	civilian
using	VBG	use
a	DT	a
liquid	JJ	liquid
tracking	NN	tracking
device	NN	device
.	SENT	.
You	PP	you
ever	RB	ever
wonder	VBP	wonder
why	WRB	why
birds	NNS	bird
poop	VBP	poop
on	IN	on
your	PP$	your
car	NN	car
?	SENT	?
Do	VB	do
you	PP	you
need	VB	need
more	JJR	more
evidence	NN	evidence
?	SENT	?
Really	RB	really
,	,	,
I	PP	I
can	MD	can
go	VB	go
all	DT	all
day	NN	day
up	RB	up
here	RB	here
.	SENT	.
Who	WP	who
here	RB	here
has	VBZ	have
seen	VBN	see
a	DT	a
baby	NN	baby
pigeon	NN	pigeon
?	SENT	?
You	PP	you
