First	JJ	first
of	IN	of
all	DT	all
,	,	,
I	PP	I
really	RB	really
want	VBP	want
to	TO	to
thank	VB	thank
you	PP	you
for	IN	for
letting	VBG	let
me	PP	me
speak	VBP	speak
to	TO	to
TEDxGateway	NP	TEDxGateway
in	IN	in
India	NP	India
about	IN	about
superheroes	NNS	superhero
.	SENT	.
I	PP	I
wish	VBP	wish
I	PP	I
could	MD	could
be	VB	be
there	RB	there
in	IN	in
person	NN	person
,	,	,
but	CC	but
this	DT	this
is	VBZ	be
the	DT	the
next	JJ	next
best	JJS	good
thing	NN	thing
.	SENT	.
I	PP	I
would	MD	would
really	RB	really
love	VB	love
to	TO	to
share	VB	share
some	DT	some
of	IN	of
the	DT	the
things	NNS	thing
I	PP	I
'	POS	'
ve	NN	ve
learned	VBD	learn
over	IN	over
the	DT	the
years	NNS	year
and	CC	and
share	VB	share
them	PP	them
with	IN	with
any	DT	any
artists	NNS	artist
and	CC	and
writers	NNS	writer
in	IN	in
India	NP	India
who	WP	who
might	MD	might
be	VB	be
wanting	VBG	want
to	TO	to
create	VB	create
new	JJ	new
superheroes	NNS	superhero
and	CC	and
new	JJ	new
superhero	NN	superhero
adventures	NNS	adventure
.	SENT	.
India	NP	India
has	VBZ	have
been	VBN	be
on	IN	on
my	PP$	my
mind	NN	mind
a	DT	a
lot	NN	lot
lately	RB	lately
because	IN	because
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
working	VBG	work
with	IN	with
my	PP$	my
good	JJ	good
friend	NN	friend
Sharad	NP	Sharad
Devarajan	NP	Devarajan
and	CC	and
with	IN	with
Graphic	JJ	graphic
India	NP	India
to	TO	to
create	VB	create
a	DT	a
new	JJ	new
Indian	JJ	Indian
superhero	NN	superhero
named	VBN	name
Chakra	NP	<unknown>
The	DT	the
Invincible	JJ	invincible
,	,	,
who	WP	who
lives	VBZ	live
in	IN	in
Mumbai	NP	Mumbai
.	SENT	.
My	PP$	my
goal	NN	goal
with	IN	with
Chakra	NP	<unknown>
was	VBD	be
really	RB	really
simple	JJ	simple
.	SENT	.
I	PP	I
wanted	VBD	want
to	TO	to
bring	VB	bring
an	DT	an
Eastern	JJ	eastern
concept	NN	concept
,	,	,
like	IN	like
the	DT	the
chakras	NNS	<unknown>
,	,	,
to	TO	to
the	DT	the
Western	JJ	Western
world	NN	world
of	IN	of
superheroes	NNS	superhero
.	SENT	.
And	CC	and
for	IN	for
me	PP	me
,	,	,
superheroes	NNS	superhero
will	MD	will
always	RB	always
spark	VB	spark
the	DT	the
imagination	NN	imagination
of	IN	of
people	NNS	people
around	IN	around
the	DT	the
world	NN	world
regardless	RB	regardless
of	IN	of
their	PP$	their
background	NN	background
,	,	,
because	IN	because
I	PP	I
think	VBP	think
that	IN	that
people	NNS	people
are	VBP	be
always	RB	always
looking	VBG	look
for	IN	for
something	NN	something
that	WDT	that
represents	VBZ	represent
the	DT	the
ideal	JJ	ideal
person	NN	person
or	CC	or
the	DT	the
ideal	JJ	ideal
situation	NN	situation
.	SENT	.
Almost	RB	almost
all	RB	all
of	IN	of
us	PP	us
have	VBP	have
loved	VBN	love
fairy	JJ	fairy
tales	NNS	tale
when	WRB	when
we	PP	we
were	VBD	be
young	JJ	young
.	SENT	.
Just	RB	just
remember	VB	remember
stories	NNS	story
of	IN	of
giants	NNS	giant
and	CC	and
witches	NNS	witch
and	CC	and
wizards	NNS	wizard
and	CC	and
monsters	NNS	monster
and	CC	and
things	NNS	thing
that	WDT	that
were	VBD	be
so	RB	so
colorful	JJ	colorful
and	CC	and
bigger	JJR	big
than	IN	than
life	NN	life
.	SENT	.
But	CC	but
then	RB	then
,	,	,
you	PP	you
get	VBP	get
a	DT	a
little	RB	little
older	JJR	old
and	CC	and
you	PP	you
'	POS	'
re	NN	re
too	RB	too
old	JJ	old
to	TO	to
read	VB	read
