At	IN	at
every	DT	every
stage	NN	stage
of	IN	of
our	PP$	our
lives	NNS	life
we	PP	we
make	VBP	make
decisions	NNS	decision
that	WDT	that
will	MD	will
profoundly	RB	profoundly
influence	VB	influence
the	DT	the
lives	NNS	life
of	IN	of
the	DT	the
people	NNS	people
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
become	VB	become
,	,	,
and	CC	and
then	RB	then
when	WRB	when
we	PP	we
become	VBP	become
those	DT	those
people	NNS	people
,	,	,
we	PP	we
'	POS	'
re	NN	re
not	RB	not
always	RB	always
thrilled	VBN	thrill
with	IN	with
the	DT	the
decisions	NNS	decision
we	PP	we
made	VBD	make
.	SENT	.
So	IN	so
young	JJ	young
people	NNS	people
pay	VBP	pay
good	JJ	good
money	NN	money
to	TO	to
get	VB	get
tattoos	NNS	tattoo
removed	VBN	remove
that	IN	that
teenagers	NNS	teenager
paid	VBD	pay
good	JJ	good
money	NN	money
to	TO	to
get	VB	get
.	SENT	.
Middle-aged	JJ	middle-aged
people	NNS	people
rushed	VBD	rush
to	TO	to
divorce	VB	divorce
people	NNS	people
who	WP	who
young	JJ	young
adults	NNS	adult
rushed	VBD	rush
to	TO	to
marry	VB	marry
.	SENT	.
Older	JJR	old
adults	NNS	adult
work	VBP	work
hard	RB	hard
to	TO	to
lose	VB	lose
what	WP	what
middle-aged	JJ	middle-aged
adults	NNS	adult
worked	VBD	work
hard	RB	hard
to	TO	to
gain	VB	gain
.	SENT	.
On	IN	on
and	CC	and
on	IN	on
and	CC	and
on	IN	on
.	SENT	.
The	DT	the
question	NN	question
is	VBZ	be
,	,	,
as	IN	as
a	DT	a
psychologist	NN	psychologist
,	,	,
that	WDT	that
fascinates	VBZ	fascinate
me	PP	me
is	VBZ	be
,	,	,
why	WRB	why
do	VBP	do
we	PP	we
make	VB	make
decisions	NNS	decision
that	IN	that
our	PP$	our
future	JJ	future
selves	NNS	self
so	RB	so
often	RB	often
regret	VB	regret
?	SENT	?
Now	RB	now
,	,	,
I	PP	I
think	VBP	think
one	PP	one
of	IN	of
the	DT	the
reasons	NNS	reason
—	:	-
I	PP	I
'	POS	'
ll	NNS	<unknown>
try	VBP	try
to	TO	to
convince	VB	convince
you	PP	you
today	NN	today
—	:	-
is	VBZ	be
that	IN	that
we	PP	we
have	VBP	have
a	DT	a
fundamental	JJ	fundamental
misconception	NN	misconception
about	IN	about
the	DT	the
power	NN	power
of	IN	of
time	NN	time
.	SENT	.
Every	DT	every
one	CD	one
of	IN	of
you	PP	you
knows	VBZ	know
that	IN	that
the	DT	the
rate	NN	rate
of	IN	of
change	NN	change
slows	VBZ	slow
over	IN	over
the	DT	the
human	JJ	human
lifespan	NN	lifespan
,	,	,
that	IN	that
your	PP$	your
children	NNS	child
seem	VBP	seem
to	TO	to
change	VB	change
by	IN	by
the	DT	the
minute	NN	minute
but	CC	but
your	PP$	your
parents	NNS	parent
seem	VBP	seem
to	TO	to
change	VB	change
by	IN	by
the	DT	the
year	NN	year
.	SENT	.
But	CC	but
what	WP	what
