Hi	UH	hi
,	,	,
everyone	NN	everyone
,	,	,
my	PP$	my
name	NN	name
is	VBZ	be
Elizabeth	NP	Elizabeth
,	,	,
and	CC	and
I	PP	I
work	VBP	work
on	IN	on
the	DT	the
trading	NN	trading
floor	NN	floor
.	SENT	.
But	CC	but
I	PP	I
'	POS	'
m	NN	m
still	RB	still
pretty	RB	pretty
new	JJ	new
to	TO	to
it	PP	it
.	SENT	.
I	PP	I
graduated	VBD	graduate
from	IN	from
college	NN	college
about	IN	about
a	DT	a
year	NN	year
and	CC	and
a	DT	a
half	NN	half
ago	RB	ago
,	,	,
and	CC	and
to	TO	to
be	VB	be
quite	RB	quite
honest	JJ	honest
,	,	,
I	PP	I
'	POS	'
m	NN	m
still	RB	still
recovering	VBG	recover
from	IN	from
the	DT	the
recruiting	VBG	recruit
process	NN	process
I	PP	I
had	VBD	have
to	TO	to
go	VB	go
through	RP	through
to	TO	to
get	VB	get
here	RB	here
.	SENT	.
Now	RB	now
,	,	,
I	PP	I
don	VBP	don
'	''	'
t	NN	t
know	VBP	know
about	IN	about
you	PP	you
,	,	,
but	CC	but
this	DT	this
is	VBZ	be
the	DT	the
most	RBS	most
ridiculous	JJ	ridiculous
thing	NN	thing
that	IN	that
I	PP	I
still	RB	still
remember	VBP	remember
about	IN	about
the	DT	the
whole	JJ	whole
process	NN	process
,	,	,
was	VBD	be
asking	VBG	ask
insecure	JJ	insecure
college	NN	college
students	NNS	student
what	WDT	what
their	PP$	their
biggest	JJS	big
passion	NN	passion
was	VBD	be
.	SENT	.
Like	IN	like
,	,	,
do	VBP	do
you	PP	you
expect	VBP	expect
me	PP	me
to	TO	to
have	VB	have
an	DT	an
answer	NN	answer
for	IN	for
that	DT	that
?	SENT	?
Of	IN	of
course	NN	course
I	PP	I
did	VBD	do
.	SENT	.
And	CC	and
to	TO	to
be	VB	be
quite	RB	quite
honest	JJ	honest
,	,	,
I	PP	I
really	RB	really
showed	VBD	show
those	DT	those
recruiters	NNS	recruiter
just	RB	just
how	WRB	how
passionate	JJ	passionate
