Every	DT	every
group	NN	group
of	IN	of
female	JJ	female
friends	NNS	friend
has	VBZ	have
the	DT	the
funny	JJ	funny
one	CD	one
,	,	,
the	DT	the
one	CD	one
you	PP	you
go	VBP	go
to	TO	to
when	WRB	when
you	PP	you
need	VBP	need
a	DT	a
good	JJ	good
cry	NN	cry
,	,	,
the	DT	the
one	CD	one
who	WP	who
tells	VBZ	tell
you	PP	you
to	TO	to
suck	VB	suck
it	PP	it
up	RP	up
when	WRB	when
you	PP	you
'	POS	'
ve	NN	ve
had	VBD	have
a	DT	a
hard	JJ	hard
day	NN	day
.	SENT	.
And	CC	and
this	DT	this
group	NN	group
was	VBD	be
no	RB	no
different	JJ	different
.	SENT	.
Except	IN	except
that	IN	that
this	DT	this
was	VBD	be
a	DT	a
community	NN	community
of	IN	of
groundbreaking	JJ	groundbreaking
women	NNS	woman
who	WP	who
came	VBD	come
together	RB	together
â	NP	<unknown>
first	JJ	first
to	TO	to
become	VB	become
teammates	NNS	teammate
,	,	,
then	RB	then
friends	NNS	friend
,	,	,
and	CC	and
then	RB	then
family	NN	family
â	NP	<unknown>
in	IN	in
the	DT	the
least	JJS	least
likely	JJ	likely
of	IN	of
places	NNS	place
:	:	:
on	IN	on
the	DT	the
Special	JJ	special
Operations	NP	Operations
battlefield	NN	battlefield
.	SENT	.
This	DT	this
was	VBD	be
a	DT	a
group	NN	group
of	IN	of
women	NNS	woman
whose	WP$	whose
friendship	NN	friendship
and	CC	and
valor	NN	valor
was	VBD	be
cemented	VBN	cement
not	RB	not
only	RB	only
by	IN	by
what	WP	what
they	PP	they
had	VBD	have
seen	VBN	see
and	CC	and
done	VBN	do
at	IN	at
the	DT	the
tip	NN	tip
of	IN	of
the	DT	the
spear	NN	spear
,	,	,
but	CC	but
by	IN	by
the	DT	the
fact	NN	fact
that	IN	that
they	PP	they
were	VBD	be
there	RB	there
at	IN	at
a	DT	a
time	NN	time
when	WRB	when
women	NNS	woman
â	NP	<unknown>
officially	RB	officially
,	,	,
at	IN	at
least	JJS	least
â	NP	<unknown>
remained	VBD	remain
banned	VBN	ban
from	IN	from
ground	NN	ground
combat	NN	combat
,	,	,
and	CC	and
America	NP	America
had	VBD	have
no	DT	no
idea	NN	idea
they	PP	they
existed	VBD	exist
.	SENT	.
This	DT	this
story	NN	story
begins	VBZ	begin
with	IN	with
Special	JJ	special
Operations	NP	Operations
leaders	NNS	leader
,	,	,
some	DT	some
of	IN	of
the	DT	the
most	RBS	most
tested	VBN	test
men	NNS	man
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
military	NN	military
,	,	,
saying	VBG	say
,	,	,
"	``	"
We	PP	we
need	VBP	need
women	NNS	woman
to	TO	to
help	VB	help
us	PP	us
wage	VB	wage
this	DT	this
war	NN	war
.	SENT	.
"	''	"
"	``	"
America	NP	America
would	MD	would
never	RB	never
kill	VB	kill
its	PP$	its
way	NN	way
to	TO	to
the	DT	the
end	NN	end
of	IN	of
its	PP$	its
wars	NNS	war
,	,	,
"	''	"
it	PP	it
argued	VBD	argue
.	SENT	.
"	''	"
Needed	VBD	need
more	JJR	more
knowledge	NN	knowledge
and	CC	and
more	JJR	more
understanding	NN	understanding
.	SENT	.
"	''	"
And	CC	and
as	IN	as
everyone	NN	everyone
knows	VBZ	know
,	,	,
if	IN	if
you	PP	you
want	VBP	want
to	TO	to
understand	VB	understand
what	WP	what
'	POS	'
s	NNS	<unknown>
happening	VBG	happen
in	IN	in
a	DT	a
community	NN	community
and	CC	and
in	IN	in
a	DT	a
home	NN	home
,	,	,
you	PP	you
talk	VBP	talk
to	TO	to
women	NNS	woman
,	,	,
whether	IN	whether
you	PP	you
'	POS	'
re	NN	re
talking	VBG	talk
about	IN	about
Southern	NP	Southern
Afghanistan	NP	Afghanistan
,	,	,
or	CC	or
Southern	NP	Southern
California	NP	California
.	SENT	.
But	CC	but
in	IN	in
this	DT	this
case	NN	case
,	,	,
men	NNS	man
could	MD	could
not	RB	not
talk	VB	talk
to	TO	to
women	NNS	woman
,	,	,
because	IN	because
in	IN	in
a	DT	a
conservative	JJ	conservative
and	CC	and
traditional	JJ	traditional
society	NN	society
like	IN	like
Afghanistan	NP	Afghanistan
,	,	,
that	WDT	that
would	MD	would
cause	VB	cause
grave	JJ	grave
offense	NN	offense
.	SENT	.
So	RB	so
you	PP	you
needed	VBD	need
women	NNS	woman
soldiers	NNS	soldier
out	RB	out
there	RB	there
.	SENT	.
That	IN	that
meant	VBN	mean
,	,	,
at	IN	at
this	DT	this
time	NN	time
in	IN	in
the	DT	the
war	NN	war
,	,	,
that	IN	that
the	DT	the
women	NNS	woman
who	WP	who
would	MD	would
be	VB	be
recruited	VBN	recruit
to	TO	to
serve	VB	serve
alongside	IN	alongside
Army	NP	Army
Rangers	NNS	ranger
and	CC	and
Navy	NP	Navy
SEALs	NNS	seal
,	,	,
would	MD	would
be	VB	be
seeing	VBG	see
the	DT	the
kind	NN	kind
of	IN	of
combat	NN	combat
experienced	VBN	experience
by	IN	by
less	JJR	less
than	IN	than
five	CD	five
percent	NN	percent
of	IN	of
the	DT	the
entire	JJ	entire
United	NP	United
States	NPS	States
military	NN	military
.	SENT	.
Less	JJR	less
than	IN	than
five	CD	five
percent	NN	percent
.	SENT	.
So	IN	so
the	DT	the
call	NN	call
went	VBD	go
out	RP	out
.	SENT	.
"	''	"
Female	JJ	female
soldiers	NNS	soldier
:	:	:
Become	VB	become
a	DT	a
part	NN	part
of	IN	of
history	NN	history
.	SENT	.
Join	VB	join
Special	JJ	special
Operations	NP	Operations
on	IN	on
the	DT	the
battlefield	NN	battlefield
in	IN	in
Afghanistan	NP	Afghanistan
.	SENT	.
"	``	"
This	DT	this
is	VBZ	be
in	IN	in
2011	CD	@card@
.	SENT	.
And	CC	and
from	IN	from
Alabama	NP	Alabama
to	TO	to
Alaska	NP	Alaska
,	,	,
a	DT	a
group	NN	group
of	IN	of
women	NNS	woman
who	WP	who
had	VBD	have
always	RB	always
wanted	VBN	want
to	TO	to
do	VB	do
something	NN	something
that	WDT	that
mattered	VBD	matter
alongside	IN	alongside
the	DT	the
best	JJS	good
of	IN	of
the	DT	the
best	JJS	good
,	,	,
and	CC	and
to	TO	to
make	VB	make
a	DT	a
difference	NN	difference
for	IN	for
their	PP$	their
country	NN	country
,	,	,
answered	VBD	answer
that	DT	that
call	NN	call
to	TO	to
serve	VB	serve
.	SENT	.
And	CC	and
for	IN	for
them	PP	them
it	PP	it
was	VBD	be
not	RB	not
about	IN	about
politics	NNS	politics
,	,	,
it	PP	it
was	VBD	be
about	RB	about
serving	VBG	serve
with	IN	with
purpose	NN	purpose
.	SENT	.
And	CC	and
so	RB	so
,	,	,
the	DT	the
women	NNS	woman
who	WP	who
came	VBD	come
to	TO	to
North	NP	North
Carolina	NP	Carolina
to	TO	to
compete	VB	compete
for	IN	for
a	DT	a
spot	NN	spot
on	IN	on
these	DT	these
teams	NNS	team
which	WDT	which
would	MD	would
put	VB	put
women	NNS	woman
on	IN	on
the	DT	the
Special	JJ	special
Operations	NP	Operations
front	NN	front
lines	NNS	line
,	,	,
landed	VBD	land
and	CC	and
found	VBD	find
very	RB	very
quickly	RB	quickly
a	DT	a
community	NN	community
,	,	,
the	DT	the
likes	NNS	like
of	IN	of
which	WDT	which
they	PP	they
had	VBD	have
never	RB	never
seen	VBN	see
.	SENT	.
Full	JJ	full
of	IN	of
women	NNS	woman
who	WP	who
were	VBD	be
as	RB	as
fierce	JJ	fierce
and	CC	and
as	RB	as
fit	VB	fit
as	IN	as
they	PP	they
were	VBD	be
,	,	,
and	CC	and
as	RB	as
driven	VBN	drive
to	TO	to
make	VB	make
a	DT	a
difference	NN	difference
.	SENT	.
They	PP	they
didn	NNS	<unknown>
'	''	'
t	NN	t
have	VBP	have
to	TO	to
apologize	VB	apologize
for	IN	for
who	WP	who
they	PP	they
were	VBD	be
,	,	,
and	CC	and
in	IN	in
fact	NN	fact
,	,	,
they	PP	they
could	MD	could
celebrate	VB	celebrate
it	PP	it
.	SENT	.
And	CC	and
what	WP	what
they	PP	they
found	VBD	find
when	WRB	when
they	PP	they
were	VBD	be
there	RB	there
was	VBD	be
that	IN	that
all	DT	all
of	IN	of
a	DT	a
sudden	JJ	sudden
,	,	,
there	EX	there
were	VBD	be
lots	NNS	lot
of	IN	of
people	NNS	people
like	IN	like
them	PP	them
.	SENT	.
As	IN	as
one	CD	one
of	IN	of
them	PP	them
said	VBD	say
,	,	,
"	``	"
It	PP	it
was	VBD	be
like	IN	like
you	PP	you
looked	VBD	look
around	RP	around
and	CC	and
realized	VBD	realize
there	EX	there
was	VBD	be
more	JJR	more
than	IN	than
one	CD	one
giraffe	NNS	giraffe
at	IN	at
the	DT	the
zoo	NN	zoo
.	SENT	.
"	''	"
Among	IN	among
this	DT	this
team	NN	team
of	IN	of
standouts	NNS	standout
was	VBD	be
Cassie	NP	Cassie
,	,	,
a	DT	a
young	JJ	young
woman	NN	woman
who	WP	who
managed	VBD	manage
to	TO	to
be	VB	be
an	DT	an
ROTC	NP	ROTC
cadet	NN	cadet
,	,	,
a	DT	a
sorority	NN	sorority
sister	NN	sister
and	CC	and
a	DT	a
Women	NP	Women
'	POS	'
s	NN	S
Studies	NNS	study
minor	JJ	minor
,	,	,
all	RB	all
in	IN	in
one	CD	one
person	NN	person
.	SENT	.
Tristan	NP	Tristan
,	,	,
a	DT	a
West	NP	West
Point	NP	Point
track	NN	track
star	NN	star
,	,	,
who	WP	who
always	RB	always
ran	VBD	run
and	CC	and
road	NN	road
marched	VBN	march
with	IN	with
no	DT	no
socks	NNS	sock
,	,	,
and	CC	and
had	VBD	have
shoes	NNS	shoe
whose	WP$	whose
smell	NN	smell
proved	VBD	prove
it	PP	it
.	SENT	.
Amber	NP	Amber
,	,	,
a	DT	a
Heidi	NP	Heidi
look-	NN	<unknown>
alike	RB	alike
,	,	,
who	WP	who
had	VBD	have
always	RB	always
wanted	VBN	want
to	TO	to
be	VB	be
in	IN	in
the	DT	the
infantry	NN	infantry
,	,	,
and	CC	and
when	WRB	when
she	PP	she
found	VBD	find
out	RP	out
that	IN	that
women	NNS	woman
couldn	NNS	<unknown>
'	''	'
t	NN	t
be	VB	be
,	,	,
she	PP	she
decided	VBD	decide
to	TO	to
become	VB	become
an	DT	an
intel	NN	<unknown>
officer	NN	officer
.	SENT	.
She	PP	she
served	VBD	serve
in	IN	in
Bosnia	NP	Bosnia
,	,	,
and	CC	and
later	RBR	later
helped	VBD	help
the	DT	the
FBI	NP	FBI
to	TO	to
bust	VB	bust
drug	NN	drug
gangs	NNS	gang
in	IN	in
Pennsylvania	NP	Pennsylvania
.	SENT	.
And	CC	and
then	RB	then
there	EX	there
was	VBD	be
Kate	NP	Kate
,	,	,
who	WP	who
played	VBD	play
high	JJ	high
school	NN	school
football	NN	football
all	DT	all
four	CD	four
years	NNS	year
,	,	,
and	CC	and
actually	RB	actually
wanted	VBD	want
to	TO	to
drop	VB	drop
out	RP	out
after	IN	after
the	DT	the
first	JJ	first
,	,	,
to	TO	to
go	VB	go
into	IN	into
the	DT	the
glee	NN	glee
club	NN	club
,	,	,
but	CC	but
when	WRB	when
boys	NNS	boy
told	VBD	tell
her	PP	her
that	IN	that
girls	NNS	girl
couldn	NN	<unknown>
'	POS	'
t	NN	t
play	NN	play
football	NN	football
,	,	,
she	PP	she
decided	VBD	decide
to	TO	to
stay	VB	stay
for	IN	for
all	PDT	all
the	DT	the
little	JJ	little
girls	NNS	girl
who	WP	who
would	MD	would
come	VB	come
after	IN	after
her	PP	her
.	SENT	.
For	IN	for
them	PP	them
,	,	,
biology	NN	biology
had	VBD	have
shaped	VBN	shape
part	NN	part
of	IN	of
their	PP$	their
destiny	NN	destiny
,	,	,
and	CC	and
put	VB	put
,	,	,
as	IN	as
Cassie	NP	Cassie
once	RB	once
said	VBD	say
,	,	,
"	``	"
everything	NN	everything
noble	JJ	noble
out	IN	out
of	IN	of
reach	NN	reach
for	IN	for
girls	NNS	girl
.	SENT	.
"	''	"
And	CC	and
yet	RB	yet
,	,	,
here	RB	here
was	VBD	be
a	DT	a
chance	NN	chance
to	TO	to
serve	VB	serve
with	IN	with
the	DT	the
best	JJS	good
of	IN	of
the	DT	the
best	JJS	good
on	IN	on
a	DT	a
mission	NN	mission
that	WDT	that
mattered	VBD	matter
to	TO	to
their	PP$	their
country	NN	country
,	,	,
not	RB	not
despite	IN	despite
the	DT	the
fact	NN	fact
that	IN	that
they	PP	they
were	VBD	be
female	JJ	female
,	,	,
but	CC	but
because	IN	because
of	IN	of
it	PP	it
.	SENT	.
This	DT	this
team	NN	team
of	IN	of
women	NNS	woman
,	,	,
in	IN	in
many	JJ	many
ways	NNS	way
,	,	,
was	VBD	be
like	IN	like
women	NNS	woman
everywhere	RB	everywhere
.	SENT	.
They	PP	they
wore	VBD	wear
makeup	NN	makeup
,	,	,
and	CC	and
in	IN	in
fact	NN	fact
,	,	,
they	PP	they
would	MD	would
bond	VB	bond
in	IN	in
the	DT	the
ladies	NNS	lady
'	POS	'
room	NN	room
over	IN	over
eyeliner	NN	eyeliner
and	CC	and
eye	NN	eye
pencil	NN	pencil
.	SENT	.
They	PP	they
also	RB	also
wore	VBD	wear
body	NN	body
armor	NN	armor
.	SENT	.
They	PP	they
would	MD	would
put	VB	put
50	CD	@card@
pounds	NNS	pound
of	IN	of
weight	NN	weight
on	IN	on
their	PP$	their
backs	NNS	back
,	,	,
and	CC	and
board	NN	board
the	DT	the
helicopter	NN	helicopter
for	IN	for
an	DT	an
operation	NN	operation
,	,	,
and	CC	and
they	PP	they
would	MD	would
come	VB	come
back	RB	back
and	CC	and
watch	VB	watch
a	DT	a
movie	NN	movie
called	VBN	call
"	``	"
Bridesmaids	NNS	bridesmaid
.	SENT	.
"	``	"
They	PP	they
even	RB	even
wore	VBD	wear
a	DT	a
thing	NN	thing
called	VBN	call
Spanx	NP	<unknown>
,	,	,
because	RB	because
,	,	,
as	IN	as
they	PP	they
found	VBD	find
very	RB	very
quickly	RB	quickly
,	,	,
the	DT	the
uniforms	NNS	uniform
made	VBN	make
for	IN	for
men	NNS	man
were	VBD	be
big	JJ	big
where	WRB	where
they	PP	they
should	MD	should
be	VB	be
small	JJ	small
,	,	,
and	CC	and
small	RB	small
where	WRB	where
they	PP	they
should	MD	should
be	VB	be
big	JJ	big
.	SENT	.
So	IN	so
Lane	NP	Lane
,	,	,
an	DT	an
Iraq	NP	Iraq
War	NP	War
veteran	JJ	veteran
â	NP	<unknown>
you	PP	you
see	VBP	see
her	PP	her
here	RB	here
on	IN	on
my	PP$	my
left	JJ	left
â	NP	<unknown>
decided	VBD	decide
she	PP	she
was	VBD	be
going	VBG	go
to	TO	to
go	VB	go
on	IN	on
Amazon	NP	Amazon
and	CC	and
order	VB	order
a	DT	a
pair	NN	pair
of	IN	of
Spanx	NN	<unknown>
to	TO	to
her	PP$	her
base	NN	base
,	,	,
so	RB	so
that	IN	that
her	PP$	her
pants	NNS	pant
would	MD	would
fit	VB	fit
better	RBR	well
when	WRB	when
she	PP	she
went	VBD	go
out	RP	out
on	IN	on
mission	NN	mission
each	DT	each
night	NN	night
.	SENT	.
These	DT	these
women	NNS	woman
would	MD	would
get	VB	get
together	RB	together
over	IN	over
video	JJ	video
conference	NN	conference
from	IN	from
all	DT	all
around	IN	around
Afghanistan	NP	Afghanistan
from	IN	from
their	PP$	their
various	JJ	various
bases	NNS	base
,	,	,
and	CC	and
they	PP	they
would	MD	would
talk	VB	talk
about	RB	about
what	WP	what
it	PP	it
was	VBD	be
like	JJ	like
to	TO	to
be	VB	be
one	CD	one
of	IN	of
the	DT	the
only	JJ	only
women	NNS	woman
doing	VBG	do
what	WP	what
they	PP	they
were	VBD	be
doing	VBG	do
.	SENT	.
They	PP	they
would	MD	would
swap	VB	swap
jokes	NNS	joke
,	,	,
they	PP	they
would	MD	would
talk	VB	talk
about	RB	about
what	WP	what
was	VBD	be
working	VBG	work
,	,	,
what	WP	what
