Hi	UH	hi
,	,	,
I	PP	I
'	POS	'
m	NN	m
an	DT	an
engineer	NN	engineer
and	CC	and
I	PP	I
make	VBP	make
robots	NNS	robot
.	SENT	.
Now	RB	now
,	,	,
of	IN	of
course	NN	course
you	PP	you
all	RB	all
know	VBP	know
what	WP	what
a	DT	a
robot	NN	robot
is	VBZ	be
,	,	,
right	RB	right
?	SENT	?
If	IN	if
you	PP	you
don	NN	don
'	POS	'
t	NN	t
,	,	,
you	PP	you
'	POS	'
d	NN	d
probably	RB	probably
go	VB	go
to	TO	to
Google	NP	<unknown>
,	,	,
and	CC	and
you	PP	you
'	POS	'
d	NN	d
ask	VBP	ask
Google	NP	<unknown>
what	WP	what
a	DT	a
robot	NN	robot
is	VBZ	be
.	SENT	.
So	RB	so
let	VB	let
'	''	'
s	NNS	<unknown>
do	VBP	do
that	DT	that
.	SENT	.
We	PP	we
'	POS	'
ll	NNS	<unknown>
go	VBP	go
to	TO	to
Google	NP	<unknown>
and	CC	and
this	DT	this
is	VBZ	be
what	WP	what
we	PP	we
get	VBP	get
.	SENT	.
Now	RB	now
,	,	,
you	PP	you
can	MD	can
see	VB	see
here	RB	here
there	EX	there
are	VBP	be
lots	NNS	lot
of	IN	of
different	JJ	different
types	NNS	type
of	IN	of
robots	NNS	robot
,	,	,
but	CC	but
they	PP	they
'	POS	'
re	NN	re
predominantly	RB	predominantly
humanoid	JJ	humanoid
in	IN	in
structure	NN	structure
.	SENT	.
And	CC	and
they	PP	they
look	VBP	look
pretty	RB	pretty
conventional	JJ	conventional
because	IN	because
they	PP	they
'	POS	'
ve	NN	ve
got	VBD	get
plastic	NN	plastic
,	,	,
they	PP	they
'	POS	'
ve	NN	ve
got	VBD	get
metal	NN	metal
,	,	,
they	PP	they
'	POS	'
ve	NN	ve
got	VBD	get
motors	NNS	motor
and	CC	and
gears	NNS	gear
and	CC	and
so	RB	so
on	IN	on
.	SENT	.
Some	DT	some
of	IN	of
them	PP	them
look	VBP	look
quite	RB	quite
friendly	JJ	friendly
,	,	,
and	CC	and
you	PP	you
could	MD	could
go	VB	go
up	RP	up
and	CC	and
you	PP	you
could	MD	could
hug	VB	hug
them	PP	them
.	SENT	.
Some	DT	some
of	IN	of
them	PP	them
not	RB	not
so	RB	so
friendly	JJ	friendly
,	,	,
they	PP	they
look	VBP	look
like	IN	like
they	PP	they
'	POS	'
re	NN	re
straight	RB	straight
out	RB	out
of	IN	of
"	``	"
Terminator	NN	terminator
,	,	,
"	''	"
in	IN	in
fact	NN	fact
they	PP	they
may	MD	may
well	RB	well
be	VB	be
straight	RB	straight
out	RP	out
of	IN	of
"	``	"
Terminator	NN	terminator
.	SENT	.
"	``	"
You	PP	you
can	MD	can
do	VB	do
lots	NNS	lot
of	IN	of
really	RB	really
cool	JJ	cool
things	NNS	thing
with	IN	with
these	DT	these
robots	NNS	robot
—	:	-
you	PP	you
can	MD	can
do	VB	do
really	RB	really
exciting	JJ	exciting
stuff	NN	stuff
.	SENT	.
But	CC	but
I	PP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
look	VB	look
at	IN	at
different	JJ	different
kinds	NNS	kind
of	IN	of
robots	NNS	robot
—	:	-
I	PP	I
want	VBP	want
to	TO	to
make	VB	make
different	JJ	different
kinds	NNS	kind
of	IN	of
robots	NNS	robot
.	SENT	.
And	CC	and
I	PP	I
take	VBP	take
inspiration	NN	inspiration
from	IN	from
the	DT	the
things	NNS	thing
that	DT	that
don	NN	don
'	POS	'
t	NN	t
look	NN	look
like	IN	like
us	PP	us
,	,	,
but	CC	but
look	VB	look
like	IN	like
these	DT	these
.	SENT	.
So	RB	so
these	DT	these
are	VBP	be
natural	JJ	natural
biological	JJ	biological
organisms	NNS	organism
and	CC	and
they	PP	they
do	VBP	do
some	DT	some
really	RB	really
cool	JJ	cool
things	NNS	thing
that	IN	that
we	PP	we
can	MD	can
'	''	'
t	NN	t
,	,	,
and	CC	and
current	JJ	current
robots	NNS	robot
can	MD	can
'	''	'
t	NN	t
either	RB	either
.	SENT	.
They	PP	they
do	VBP	do
all	DT	all
sorts	NNS	sort
of	IN	of
great	JJ	great
things	NNS	thing
like	IN	like
moving	VBG	move
around	RP	around
on	IN	on
the	DT	the
floor	NN	floor
;	:	;
they	PP	they
go	VBP	go
into	IN	into
our	PP$	our
gardens	NNS	garden
and	CC	and
they	PP	they
eat	VBP	eat
our	PP$	our
crops	NNS	crop
;	:	;
they	PP	they
climb	VB	climb
trees	NNS	tree
;	:	;
they	PP	they
go	VBP	go
in	IN	in
water	NN	water
,	,	,
they	PP	they
come	VBP	come
out	RP	out
of	IN	of
water	NN	water
;	:	;
they	PP	they
trap	VBP	trap
insects	NNS	insect
and	CC	and
digest	VB	digest
them	PP	them
.	SENT	.
So	RB	so
they	PP	they
do	VBP	do
really	RB	really
interesting	JJ	interesting
things	NNS	thing
.	SENT	.
They	PP	they
live	VBP	live
,	,	,
they	PP	they
breathe	VBP	breathe
,	,	,
they	PP	they
die	VBP	die
,	,	,
they	PP	they
eat	VBP	eat
things	NNS	thing
from	IN	from
the	DT	the
environment	NN	environment
.	SENT	.
Our	PP$	our
current	JJ	current
robots	NNS	robot
don	NN	don
'	POS	'
t	NN	t
really	RB	really
do	VBP	do
that	DT	that
.	SENT	.
