Hello	UH	hello
voice	NN	voice
mail	NN	mail
,	,	,
my	PP$	my
old	JJ	old
friend	NN	friend
.	SENT	.
I	NP	I
'	POS	'
ve	NN	ve
called	VBD	call
for	IN	for
tech	NN	tech
support	NN	support
again	RB	again
.	SENT	.
I	PP	I
ignored	VBD	ignore
my	PP$	my
boss	NN	boss
'	POS	'
s	NN	S
warning	NN	warning
.	SENT	.
I	PP	I
called	VBD	call
on	IN	on
a	DT	a
Monday	NP	Monday
morning	NN	morning
.	SENT	.
Now	RB	now
it	PP	it
'	POS	'
s	NN	S
evening	NN	evening
,	,	,
and	CC	and
my	PP$	my
dinner	NN	dinner
first	RB	first
grew	VBD	grow
cold	JJ	cold
,	,	,
and	CC	and
then	RB	then
grew	VBD	grow
mold	NN	mold
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
still	RB	still
on	IN	on
hold	NN	hold
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
listening	VBG	listen
to	TO	to
the	DT	the
sounds	NNS	sound
of	IN	of
silence	NN	silence
.	SENT	.
I	PP	I
don	VBP	don
'	''	'
t	NN	t
think	VBP	think
you	PP	you
understand	VBP	understand
.	SENT	.
I	PP	I
think	VBP	think
your	PP$	your
phone	NN	phone
lines	NNS	line
are	VBP	be
unmanned	JJ	unmanned
.	SENT	.
I	PP	I
punched	VBD	punch
every	DT	every
touch	NN	touch
tone	NN	tone
I	PP	I
was	VBD	be
told	VBN	tell
,	,	,
but	CC	but
I	PP	I
'	POS	'
ve	NN	ve
still	RB	still
spent	VBD	spend
18	CD	@card@
hours	NNS	hour
on	IN	on
hold	NN	hold
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
not	RB	not
enough	RB	enough
your	PP$	your
software	NN	software
crashed	VBD	crash
my	PP$	my
Mac	NP	Mac
,	,	,
and	CC	and
it	PP	it
constantly	RB	constantly
hangs	VBZ	hang
and	CC	and
bombs	VBZ	bomb
—	:	-
it	PP	it
erased	VBD	erase
my	PP$	my
ROMs	NNS	<unknown>
!	SENT	!
Now	RB	now
the	DT	the
Mac	NP	Mac
makes	VBZ	make
the	DT	the
sounds	NNS	sound
of	IN	of
silence	NN	silence
.	SENT	.
In	IN	in
my	PP$	my
dreams	NNS	dream
I	PP	I
fantasize	VBP	fantasize
of	IN	of
