How	WRB	how
do	VBP	do
we	PP	we
raise	VB	raise
self-reliant	JJ	self-reliant
kids	NNS	kid
who	WP	who
have	VBP	have
initiative	NN	initiative
,	,	,
who	WP	who
are	VBP	be
resilient	JJ	resilient
,	,	,
and	CC	and
who	WP	who
could	MD	could
be	VB	be
problem	NN	problem
solvers	NNS	solver
?	SENT	?
Kids	NNS	kid
who	WP	who
have	VBP	have
the	DT	the
skills	NNS	skill
and	CC	and
the	DT	the
courage	NN	courage
to	TO	to
step	VB	step
outside	JJ	outside
of	IN	of
their	PP$	their
comfort	NN	comfort
zone	NN	zone
and	CC	and
take	VB	take
advantage	NN	advantage
of	IN	of
what	WP	what
life	NN	life
has	VBZ	have
to	TO	to
offer	VB	offer
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
a	DT	a
mom	NN	mom
to	TO	to
these	DT	these
three	CD	three
boys	NNS	boy
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
'	''	'
re	IN	re
a	DT	a
parent	NN	parent
like	IN	like
me	PP	me
,	,	,
you	PP	you
'	POS	'
ve	NN	ve
probably	RB	probably
asked	VBD	ask
yourself	PP	yourself
those	DT	those
very	RB	very
same	JJ	same
questions	NNS	question
.	SENT	.
And	CC	and
while	IN	while
I	PP	I
'	POS	'
m	NN	m
sure	JJ	sure
that	IN	that
every	DT	every
caring	JJ	caring
parent	NN	parent
wants	VBZ	want
those	DT	those
same	JJ	same
things	NNS	thing
for	IN	for
their	PP$	their
children	NNS	child
,	,	,
I	PP	I
think	VBP	think
we	PP	we
'	''	'
re	IN	re
going	VBG	go
about	IN	about
it	PP	it
the	DT	the
wrong	JJ	wrong
way	NN	way
.	SENT	.
We	PP	we
want	VBP	want
our	PP$	our
kids	NNS	kid
to	TO	to
be	VB	be
happy	JJ	happy
and	CC	and
successful	JJ	successful
.	SENT	.
So	IN	so
our	PP$	our
instinct	NN	instinct
is	VBZ	be
to	TO	to
shield	VB	shield
them	PP	them
from	IN	from
hurt	NN	hurt
and	CC	and
disappointment	NN	disappointment
.	SENT	.
We	PP	we
worry	VBP	worry
about	IN	about
their	PP$	their
self-esteem	NN	self-esteem
,	,	,
so	RB	so
we	PP	we
praise	VBP	praise
them	PP	them
for	IN	for
everything	NN	everything
.	SENT	.
We	PP	we
are	VBP	be
concerned	VBN	concern
about	RB	about
whether	IN	whether
or	CC	or
not	RB	not
they	PP	they
fit	VBP	fit
in	IN	in
,	,	,
so	RB	so
we	PP	we
indulge	VB	indulge
them	PP	them
.	SENT	.
And	CC	and
we	PP	we
don	VBP	don
'	''	'
t	NN	t
want	VBP	want
them	PP	them
to	TO	to
fail	VB	fail
,	,	,
so	RB	so
we	PP	we
step	VB	step
in	RP	in
and	CC	and
take	VB	take
over	RP	over
.	SENT	.
And	CC	and
we	PP	we
do	VBP	do
all	DT	all
of	IN	of
this	DT	this
in	IN	in
an	DT	an
attempt	NN	attempt
to	TO	to
curate	NN	curate
a	DT	a
