Chris	NP	Chris
Anderson	NP	Anderson
:	:	:
Our	PP$	our
first	JJ	first
speaker	NN	speaker
was	VBD	be
supposed	VBN	suppose
to	TO	to
be	VB	be
the	DT	the
amazing	JJ	amazing
creative	JJ	creative
filmmaker	NN	filmmaker
from	IN	from
LA	NP	LA
,	,	,
Zach	NP	Zach
King	NP	King
.	SENT	.
But	CC	but
unfortunately	RB	unfortunately
,	,	,
he	PP	he
'	POS	'
s	NNS	<unknown>
gone	VBN	go
missing	VBG	miss
.	SENT	.
We	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
trying	VBG	try
to	TO	to
track	VB	track
him	PP	him
down	RP	down
.	SENT	.
Ah	UH	ah
!	SENT	!
Zach	NP	Zach
King	NP	King
:	:	:
Hey	UH	hey
,	,	,
I	PP	I
'	POS	'
m	NN	m
so	IN	so
sorry	JJ	sorry
I	NP	I
'	POS	'
m	NN	m
not	RB	not
at	IN	at
the	DT	the
conference	NN	conference
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
not	RB	not
going	VBG	go
to	TO	to
make	VB	make
it	PP	it
,	,	,
I	PP	I
'	POS	'
m	NN	m
stuck	VBD	stick
at	IN	at
the	DT	the
airport	NN	airport
.	SENT	.
They	PP	they
wouldn	NP	<unknown>
'	POS	'
t	NN	t
let	VBD	let
me	PP	me
in	IN	in
with	IN	with
this	DT	this
,	,	,
apparently	RB	apparently
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
oversized	JJ	oversized
.	SENT	.
Wait	VB	wait
,	,	,
you	PP	you
'	POS	'
re	NN	re
onstage	NN	onstage
.	SENT	.
Hold	VB	hold
on	IN	on
,	,	,
I	PP	I
have	VBP	have
an	DT	an
idea	NN	idea
.	SENT	.
If	IN	if
I	PP	I
just	RB	just
set	VBD	set
the	DT	the
phone	NN	phone
down	RB	down
here	RB	here
.	SENT	.
OK	UH	OK
.	SENT	.
This	DT	this
might	NN	might
.	SENT	.
.	SENT	.
.	SENT	.
Oh	UH	oh
.	SENT	.
Hey	UH	hey
.	SENT	.
Sorry	RB	sorry
I	NP	I
