Hello	UH	hello
,	,	,
I	PP	I
am	VBP	be
going	VBG	go
to	TO	to
be	VB	be
joined	VBN	join
shortly	RB	shortly
by	IN	by
Dr	NP	Dr
.	SENT	.
Ahmad	NP	Ahmad
Hasnah	NP	<unknown>
.	SENT	.
Dr	NP	Dr
.	SENT	.
Hasnah	NP	<unknown>
is	VBZ	be
the	DT	the
President	NP	President
of	IN	of
Hamad	NP	Hamad
Bin	NP	Bin
Khalifa	NP	Khalifa
University	NP	University
in	IN	in
Doha	NP	Doha
,	,	,
a	DT	a
member	NN	member
of	IN	of
the	DT	the
Qatar	NP	Qatar
Foundation	NP	Foundation
.	SENT	.
Qatar	NP	Qatar
Foundation	NP	Foundation
and	CC	and
TED	VBP	ted
are	VBP	be
launching	VBG	launch
a	DT	a
partnership	NN	partnership
to	TO	to
develop	VB	develop
a	DT	a
multiyear	JJ	multiyear
initiative	NN	initiative
called	VBD	call
TED	VB	ted
,	,	,
TEDinArabic	NP	TEDinArabic
.	SENT	.
The	DT	the
aim	NN	aim
is	VBZ	be
to	TO	to
provide	VB	provide
a	DT	a
platform	NN	platform
for	IN	for
thinkers	NNS	thinker
,	,	,
scientists	NNS	scientist
,	,	,
artists	NNS	artist
to	TO	to
share	VB	share
their	PP$	their
ideas	NNS	idea
in	IN	in
Arabic	NP	Arabic
.	SENT	.
We	PP	we
actually	RB	actually
have	VBP	have
many	JJ	many
TED	VBP	ted
Talks	NNS	talk
on	IN	on
our	PP$	our
sites	NNS	site
translated	VBN	translate
and	CC	and
subtitled	VBN	subtitle
into	IN	into
Arabic	NP	Arabic
,	,	,
and	CC	and
there	EX	there
have	VBP	have
been	VBN	be
many	JJ	many
TEDx	NP	<unknown>
events	NNS	event
all	RB	all
across	IN	across
the	DT	the
Arab	JJ	Arab
world	NN	world
.	SENT	.
But	CC	but
this	DT	this
is	VBZ	be
the	DT	the
first	RB	first
TED	VBP	ted
initiative	NN	initiative
specifically	RB	specifically
focused	VBN	focus
on	IN	on
the	DT	the
Arabic	JJ	Arabic
language	NN	language
.	SENT	.
We	PP	we
are	VBP	be
going	VBG	go
to	TO	to
discuss	VB	discuss
that	IN	that
,	,	,
and	CC	and
we	PP	we
are	VBP	be
going	VBG	go
to	TO	to
discuss	VB	discuss
the	DT	the
future	NN	future
of	IN	of
education	NN	education
,	,	,
and	CC	and
more	JJR	more
.	SENT	.
Dr	NP	Dr
.	SENT	.
Hasnah	NP	<unknown>
,	,	,
welcome	JJ	welcome
.	SENT	.
How	WRB	how
are	VBP	be
you	PP	you
?	SENT	?
I	NP	I
'	POS	'
m	NN	m
fine	NN	fine
,	,	,
thank	VB	thank
you	PP	you
,	,	,
Bruno	NP	Bruno
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
pleasure	NN	pleasure
being	VBG	be
with	IN	with
you	PP	you
and	CC	and
with	IN	with
the	DT	the
TED	VBP	ted
community	NN	community
.	SENT	.
So	RB	so
,	,	,
let	VB	let
me	PP	me
start	VB	start
for	IN	for
those	DT	those
who	WP	who
are	VBP	be
not	RB	not
aware	JJ	aware
of	IN	of
the	DT	the
work	NN	work
of	IN	of
the	DT	the
Qatar	NP	Qatar
Foundation	NP	Foundation
.	SENT	.
Tell	VB	tell
us	PP	us
a	DT	a
bit	NN	bit
about	IN	about
the	DT	the
purpose	NN	purpose
of	IN	of
the	DT	the
Foundation	NP	Foundation
and	CC	and
also	RB	also
briefly	RB	briefly
about	IN	about
the	DT	the
role	NN	role
of	IN	of
Hamad	NP	Hamad
Bin	NP	Bin
Khalifa	NP	Khalifa
University	NP	University
within	IN	within
it	PP	it
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
The	DT	the
Foundation	NP	Foundation
started	VBD	start
around	RB	around
25	CD	@card@
years	NNS	year
ago	RB	ago
with	IN	with
the	DT	the
mission	NN	mission
of	IN	of
really	RB	really
investing	VBG	invest
in	IN	in
the	DT	the
human	JJ	human
capital	NN	capital
,	,	,
believing	VBG	believe
that	IN	that
any	DT	any
development	NN	development
,	,	,
whether	IN	whether
it	PP	it
'	POS	'
s	JJ	<unknown>
economic	JJ	economic
or	CC	or
social	JJ	social
,	,	,
is	VBZ	be
going	VBG	go
to	TO	to
be	VB	be
based	VBN	base
on	IN	on
education	NN	education
and	CC	and
research	NN	research
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	NN	S
why	WRB	why
the	DT	the
Foundation	NP	Foundation
has	VBZ	have
started	VBN	start
launching	VBG	launch
a	DT	a
high-quality	JJ	high-quality
educational	JJ	educational
program	NN	program
and	CC	and
invested	VBN	invest
in	IN	in
research	NN	research
education	NN	education
creating	VBG	create
critical	JJ	critical
thinking	NN	thinking
,	,	,
the	DT	the
ability	NN	ability
of	IN	of
the	DT	the
people	NNS	people
to	TO	to
really	RB	really
challenge	VB	challenge
ideas	NNS	idea
and	CC	and
really	RB	really
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
create	VB	create
a	DT	a
mindset	NN	mindset
of	IN	of
a	DT	a
new	JJ	new
generation	NN	generation
that	WDT	that
is	VBZ	be
going	VBG	go
to	TO	to
be	VB	be
really	RB	really
supporting	VBG	support
the	DT	the
development	NN	development
of	IN	of
the	DT	the
region	NN	region
