What	WP	what
if	IN	if
I	PP	I
told	VBD	tell
you	PP	you
there	EX	there
was	VBD	be
a	DT	a
new	JJ	new
technology	NN	technology
that	IN	that
,	,	,
when	WRB	when
placed	VBN	place
in	IN	in
the	DT	the
hands	NNS	hand
of	IN	of
doctors	NNS	doctor
and	CC	and
nurses	NNS	nurse
,	,	,
improved	VBN	improve
outcomes	NNS	outcome
for	IN	for
children	NNS	child
and	CC	and
adults	NNS	adult
,	,	,
patients	NNS	patient
of	IN	of
all	DT	all
ages	NNS	age
;	:	;
reduced	VBN	reduce
pain	NN	pain
and	CC	and
suffering	NN	suffering
,	,	,
reduced	VBN	reduce
time	NN	time
in	IN	in
the	DT	the
operating	VBG	operate
rooms	NNS	room
,	,	,
reduced	VBN	reduce
anesthetic	JJ	anesthetic
times	NNS	time
,	,	,
had	VBD	have
the	DT	the
ultimate	JJ	ultimate
dose-response	NN	dose-response
curve	NN	curve
that	IN	that
the	DT	the
more	RBR	more
you	PP	you
did	VBD	do
it	PP	it
,	,	,
the	DT	the
better	RBR	well
it	PP	it
benefitted	VBD	benefit
patients	NNS	patient
?	SENT	?
Here	RB	here
'	''	'
s	VBG	<unknown>
a	DT	a
kicker	NN	kicker
:	:	:
it	PP	it
has	VBZ	have
no	DT	no
side	NN	side
effects	NNS	effect
,	,	,
and	CC	and
it	PP	it
'	POS	'
s	NN	S
available	JJ	available
no	DT	no
matter	NN	matter
where	WRB	where
care	NN	care
is	VBZ	be
delivered	VBN	deliver
.	SENT	.
I	PP	I
can	MD	can
tell	VB	tell
you	PP	you
as	IN	as
an	DT	an
ICU	NP	ICU
doctor	NN	doctor
at	IN	at
Boston	NP	Boston
Children	NP	Children
'	POS	'
s	NN	S
Hospital	NN	hospital
,	,	,
this	DT	this
would	MD	would
be	VB	be
a	DT	a
game	NN	game
changer	NN	changer
for	IN	for
me	PP	me
.	SENT	.
That	DT	that
technology	NN	technology
is	VBZ	be
lifelike	JJ	lifelike
rehearsal	NN	rehearsal
.	SENT	.
This	DT	this
lifelike	JJ	lifelike
rehearsal	NN	rehearsal
is	VBZ	be
being	VBG	be
delivered	VBN	deliver
through	IN	through
medical	JJ	medical
simulation	NN	simulation
.	SENT	.
I	PP	I
thought	VBD	think
I	PP	I
would	MD	would
start	VB	start
with	IN	with
a	DT	a
case	NN	case
,	,	,
just	RB	just
to	TO	to
really	RB	really
describe	VB	describe
the	DT	the
challenge	NN	challenge
ahead	RB	ahead
,	,	,
and	CC	and
why	WRB	why
this	DT	this
technology	NN	technology
is	VBZ	be
not	RB	not
just	RB	just
going	VBG	go
to	TO	to
improve	VB	improve
health	NN	health
care	NN	care
but	CC	but
why	WRB	why
it	PP	it
'	POS	'
s	NN	S
critical	JJ	critical
to	TO	to
health	NN	health
care	NN	care
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
child	NN	child
that	RB	that
'	POS	'
s	NNS	<unknown>
born	VBN	bear
,	,	,
young	JJ	young
girl	NN	girl
.	SENT	.
"	''	"
Day	NN	day
of	IN	of
life	NN	life
zero	NN	zero
,	,	,
"	``	"
we	PP	we
call	VBP	call
it	PP	it
,	,	,
the	DT	the
first	JJ	first
day	NN	day
of	IN	of
life	NN	life
,	,	,
just	RB	just
born	VBN	bear
into	IN	into
the	DT	the
world	NN	world
.	SENT	.
And	CC	and
just	RB	just
as	IN	as
she	PP	she
'	POS	'
s	NNS	<unknown>
being	VBG	be
born	VBN	bear
,	,	,
we	PP	we
notice	VBP	notice
very	RB	very
quickly	RB	quickly
that	IN	that
she	PP	she
is	VBZ	be
deteriorating	VBG	deteriorate
.	SENT	.
Her	PP$	her
heart	NN	heart
rate	NN	rate
is	VBZ	be
going	VBG	go
up	RP	up
,	,	,
her	PP$	her
blood	NN	blood
pressure	NN	pressure
is	VBZ	be
going	VBG	go
down	RP	down
,	,	,
she	PP	she
'	POS	'
s	NN	S
breathing	NN	breathing
very	RB	very
,	,	,
very	RB	very
fast	RB	fast
.	SENT	.
And	CC	and
the	DT	the
reason	NN	reason
for	IN	for
this	DT	this
is	VBZ	be
displayed	VBN	display
in	IN	in
this	DT	this
chest	NN	chest
X-ray	NN	X-ray
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
called	VBD	call
a	DT	a
babygram	NN	<unknown>
,	,	,
a	DT	a
full	JJ	full
X-ray	NN	X-ray
of	IN	of
a	DT	a
child	NN	child
'	POS	'
s	NN	S
body	NN	body
,	,	,
a	DT	a
little	JJ	little
infant	NN	infant
'	POS	'
s	NN	S
body	NN	body
.	SENT	.
As	IN	as
you	PP	you
look	VBP	look
on	IN	on
