Let	VB	let
me	PP	me
tell	VB	tell
you	PP	you
how	WRB	how
a	DT	a
little	JJ	little
pink	JJ	pink
house	NN	house
prepared	VBD	prepare
me	PP	me
for	IN	for
my	PP$	my
first	JJ	first
workplace	NN	workplace
termination	NN	termination
and	CC	and
set	VB	set
me	PP	me
on	IN	on
a	DT	a
path	NN	path
of	IN	of
resilience	NN	resilience
,	,	,
grit	NN	grit
and	CC	and
fearlessness	NN	fearlessness
.	SENT	.
About	IN	about
2	CD	@card@
.	SENT	.
5	CD	@card@
hours	NNS	hour
south	RB	south
of	IN	of
Atlanta	NP	Atlanta
is	VBZ	be
a	DT	a
little	JJ	little
town	NN	town
of	IN	of
Wrens	NNS	wren
,	,	,
Georgia	NP	Georgia
,	,	,
about	RB	about
2	CD	@card@
,	,	,
000	CD	@card@
people	NNS	people
.	SENT	.
My	PP$	my
grandmother	NN	grandmother
lived	VBN	live
in	IN	in
Wrens	NNS	wren
,	,	,
Georgia	NP	Georgia
,	,	,
in	IN	in
a	DT	a
pink	JJ	pink
house	NN	house
nested	VBD	nest
off	RP	off
a	DT	a
dirt	NN	dirt
road	NN	road
,	,	,
right	RB	right
off	RB	off
of	IN	of
East	NP	East
88	CD	@card@
highway	NN	highway
.	SENT	.
It	PP	it
had	VBD	have
a	DT	a
massive	JJ	massive
yard	NN	yard
,	,	,
the	DT	the
kind	NN	kind
of	IN	of
yard	NN	yard
that	WDT	that
was	VBD	be
made	VBN	make
for	IN	for
little	JJ	little
five-year-old	JJ	five-year-old
girls	NNS	girl
who	WP	who
liked	VBD	like
to	TO	to
make	VB	make
mud	NN	mud
pies	NNS	pie
or	CC	or
run	VB	run
chicken	NN	chicken
races	NNS	race
with	IN	with
their	PP$	their
cousins	NNS	cousin
to	TO	to
see	VB	see
who	WP	who
could	MD	could
run	VB	run
the	DT	the
fastest	JJS	fast
,	,	,
the	DT	the
chickens	NNS	chicken
or	CC	or
the	DT	the
cousins	NNS	cousin
.	SENT	.
That	DT	that
was	VBD	be
summer	NN	summer
at	IN	at
grandmother	NN	grandmother
'	POS	'
s	NN	S
house	NN	house
,	,	,
and	CC	and
if	IN	if
I	PP	I
think	VBP	think
about	IN	about
it	PP	it
,	,	,
I	PP	I
can	MD	can
remember	VB	remember
and	CC	and
feel	VB	feel
that	DT	that
Georgia	NP	Georgia
sun	NN	sun
on	IN	on
my	PP$	my
face	NN	face
.	SENT	.
I	PP	I
can	MD	can
remember	VB	remember
when	WRB	when
I	PP	I
was	VBD	be
just	RB	just
tall	JJ	tall
enough	RB	enough
to	TO	to
jump	VB	jump
off	RP	off
the	DT	the
bed	NN	bed
to	TO	to
use	VB	use
the	DT	the
pot	NN	pot
next	JJ	next
door	NN	door
to	TO	to
the	DT	the
bed	NN	bed
,	,	,
because	IN	because
the	DT	the
pink	JJ	pink
house	NN	house
didn	NN	<unknown>
'	POS	'
t	NN	t
get	VB	get
indoor	JJ	indoor
plumbing	NN	plumbing
until	IN	until
1968	CD	@card@
.	SENT	.
Those	DT	those
are	VBP	be
the	DT	the
memories	NNS	memory
that	WDT	that
serve	VBP	serve
as	IN	as
my	PP$	my
foundation	NN	foundation
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
what	WP	what
helped	VBD	help
me	PP	me
to	TO	to
become	VB	become
the	DT	the
woman	NN	woman
that	IN	that
I	PP	I
am	VBP	be
today	NN	today
.	SENT	.
In	IN	in
the	DT	the
midst	NN	midst
of	IN	of
those	DT	those
challenges	NNS	challenge
,	,	,
I	PP	I
can	MD	can
hear	VB	hear
my	PP$	my
grandmother	NN	grandmother
'	POS	'
s	NN	S
voice	NN	voice
laced	VBN	lace
with	IN	with
a	DT	a
little	JJ	little
bit	NN	bit
of	IN	of
sternness	NN	sternness
when	WRB	when
she	PP	she
said	VBD	say
,	,	,
"	``	"
Valerie	NP	Valerie
,	,	,
it	PP	it
'	POS	'
s	VBG	<unknown>
your	PP$	your
time	NN	time
to	TO	to
go	VB	go
get	VB	get
the	DT	the
eggs	NNS	egg
out	IN	out
the	DT	the
chicken	NN	chicken
coop	NN	coop
,	,	,
"	''	"
or	CC	or
sometimes	RB	sometimes
even	RB	even
select	VB	select
the	DT	the
chicken	NN	chicken
for	IN	for
that	DT	that
day	NN	day
for	IN	for
dinner	NN	dinner
.	SENT	.
I	PP	I
learned	VBD	learn
then	RB	then
that	IN	that
I	PP	I
would	MD	would
,	,	,
I	PP	I
should	MD	should
and	CC	and
I	PP	I
could	MD	could
.	SENT	.
Now	RB	now
all	DT	all
of	IN	of
our	PP$	our
memories	NNS	memory
are	VBP	be
clearly	RB	clearly
not	RB	not
laced	VBN	lace
with	IN	with
warmth	NN	warmth
,	,	,
because	IN	because
I	PP	I
can	MD	can
also	RB	also
remember	VB	remember
when	WRB	when
my	PP$	my
family	NN	family
struggled	VBD	struggle
.	SENT	.
When	WRB	when
my	PP$	my
mother	NN	mother
struggled	VBD	struggle
.	SENT	.
And	CC	and
I	PP	I
think	VBP	think
about	IN	about
that	DT	that
pink	JJ	pink
house	NN	house
.	SENT	.
That	DT	that
pink	JJ	pink
house	NN	house
was	VBD	be
not	RB	not
only	RB	only
my	PP$	my
classroom	NN	classroom
,	,	,
but	CC	but
it	PP	it
was	VBD	be
my	PP$	my
mother	NN	mother
'	POS	'
s	NN	S
refuge	NN	refuge
.	SENT	.
My	PP$	my
mother	NN	mother
was	VBD	be
my	PP$	my
sort	NN	sort
of	IN	of
first	JJ	first
view	NN	view
into	IN	into
leadership	NN	leadership
.	SENT	.
And	CC	and
when	WRB	when
I	PP	I
think	VBP	think
about	IN	about
her	PP	her
and	CC	and
all	PDT	all
the	DT	the
other	JJ	other
women	NNS	woman
who	WP	who
went	VBD	go
through	IN	through
challenges	NNS	challenge
and	CC	and
how	WRB	how
they	PP	they
used	VBD	use
those	DT	those
challenges	NNS	challenge
,	,	,
sort	NN	sort
of	IN	of
to	TO	to
catapult	VB	catapult
them	PP	them
into	IN	into
becoming	VBG	become
the	DT	the
women	NNS	woman
that	IN	that
they	PP	they
were	VBD	be
to	TO	to
be	VB	be
.	SENT	.
Lesson	NN	lesson
number	NN	number
one	CD	one
.	SENT	.
Several	JJ	several
years	NNS	year
ago	RB	ago
,	,	,
I	PP	I
had	VBD	have
to	TO	to
learn	VB	learn
what	WP	what
it	PP	it
meant	VBD	mean
to	TO	to
accept	VB	accept
loss	NN	loss
,	,	,
but	CC	but
not	RB	not
defeat	VB	defeat
.	SENT	.
I	PP	I
was	VBD	be
riding	VBG	ride
high	JJ	high
on	IN	on
my	PP$	my
career	NN	career
.	SENT	.
I	PP	I
was	VBD	be
a	DT	a
reproductive	JJ	reproductive
endocrinologist	NN	endocrinologist
and	CC	and
fertility	NN	fertility
specialist	NN	specialist
who	WP	who
was	VBD	be
clearly	RB	clearly
smoothly	RB	smoothly
transitioning	VBG	<unknown>
to	TO	to
an	DT	an
academic	JJ	academic
administrative	JJ	administrative
research	NN	research
career	NN	career
.	SENT	.
I	PP	I
became	VBD	become
the	DT	the
chair	NN	chair
of	IN	of
the	DT	the
department	NN	department
.	SENT	.
I	PP	I
founded	VBD	found
the	DT	the
center	NN	center
for	IN	for
Women	NP	Women
'	POS	'
s	NN	S
Health	NP	Health
Research	NP	Research
at	IN	at
Meharry	NP	Meharry
Medical	NP	Medical
College	NP	College
,	,	,
which	WDT	which
was	VBD	be
the	DT	the
first	JJ	first
center	NN	center
of	IN	of
its	PP$	its
kind	NN	kind
,	,	,
and	CC	and
then	RB	then
I	PP	I
became	VBD	become
the	DT	the
dean	NN	dean
of	IN	of
the	DT	the
School	NP	School
of	IN	of
Medicine	NP	Medicine
.	SENT	.
And	CC	and
at	IN	at
that	DT	that
time	NN	time
,	,	,
I	PP	I
was	VBD	be
the	DT	the
youngest	JJS	young
dean	NN	dean
of	IN	of
a	DT	a
medical	JJ	medical
school	NN	school
in	IN	in
the	DT	the
country	NN	country
.	SENT	.
Then	RB	then
it	PP	it
all	RB	all
came	VBD	come
tumbling	VBG	tumble
down	RP	down
.	SENT	.
When	WRB	when
the	DT	the
new	JJ	new
president	NN	president
of	IN	of
the	DT	the
school	NN	school
asked	VBD	ask
me	PP	me
to	TO	to
step	VB	step
down	RP	down
.	SENT	.
He	PP	he
asked	VBD	ask
me	PP	me
to	TO	to
step	VB	step
down	RP	down
.	SENT	.
I	PP	I
was	VBD	be
devastated	VBN	devastate
.	SENT	.
I	PP	I
was	VBD	be
embarrassed	VBN	embarrass
,	,	,
I	PP	I
was	VBD	be
ashamed	JJ	ashamed
.	SENT	.
I	PP	I
was	VBD	be
fearful	JJ	fearful
.	SENT	.
Fear	NN	fear
was	VBD	be
what	WP	what
I	PP	I
felt	VBD	feel
most	JJS	most
of	IN	of
all	DT	all
.	SENT	.
Would	MD	would
I	PP	I
ever	RB	ever
be	VB	be
able	JJ	able
to	TO	to
get	VB	get
another	DT	another
job	NN	job
like	IN	like
this	DT	this
?	SENT	?
What	WP	what
about	IN	about
this	DT	this
sense	NN	sense
of	IN	of
loss	NN	loss
,	,	,
humiliation	NN	humiliation
?	SENT	?
What	WP	what
would	MD	would
my	PP$	my
family	NN	family
and	CC	and
my	PP$	my
friends	NNS	friend
think	VBP	think
about	IN	about
me	PP	me
?	SENT	?
Would	MD	would
they	PP	they
have	VB	have
a	DT	a
negative	JJ	negative
view	NN	view
of	IN	of
me	PP	me
as	IN	as
I	PP	I
went	VBD	go
through	RP	through
?	SENT	?
I	PP	I
had	VBD	have
to	TO	to
reach	VB	reach
back	RB	back
to	TO	to
that	DT	that
pink	JJ	pink
house	NN	house
,	,	,
and	CC	and
I	PP	I
had	VBD	have
to	TO	to
recall	VB	recall
how	WRB	how
my	PP$	my
mother	NN	mother
had	VBD	have
gone	VBN	go
through	IN	through
a	DT	a
similar	JJ	similar
crossroads	NNS	crossroad
in	IN	in
her	PP$	her
life	NN	life
when	WRB	when
she	PP	she
had	VBD	have
to	TO	to
gather	VB	gather
her	PP$	her
four	CD	four
little	JJ	little
daughters	NNS	daughter
in	IN	in
the	DT	the
middle	NN	middle
of	IN	of
the	DT	the
night	NN	night
to	TO	to
leave	VB	leave
an	DT	an
abusive	JJ	abusive
husband	NN	husband
.	SENT	.
Lost	VBN	lose
,	,	,
but	CC	but
not	RB	not
defeated	VBN	defeat
.	SENT	.
What	WP	what
did	VBD	do
she	PP	she
do	VBP	do
?	SENT	?
First	JJ	first
of	IN	of
all	DT	all
,	,	,
she	PP	she
was	VBD	be
accountable	JJ	accountable
.	SENT	.
She	PP	she
actually	RB	actually
said	VBD	say
,	,	,
"	``	"
What	WP	what
of	IN	of
my	PP$	my
actions	NNS	action
potentially	RB	potentially
could	MD	could
have	VB	have
contributed	VBN	contribute
to	TO	to
the	DT	the
situation	NN	situation
that	IN	that
I	PP	I
find	VBP	find
myself	PP	myself
in	RP	in
?	SENT	?
"	``	"
Then	RB	then
she	PP	she
took	VBD	take
action	NN	action
because	IN	because
she	PP	she
was	VBD	be
responsible	JJ	responsible
,	,	,
and	CC	and
she	PP	she
knew	VBD	know
that	IN	that
she	PP	she
had	VBD	have
to	TO	to
leave	VB	leave
in	IN	in
order	NN	order
to	TO	to
protect	VB	protect
her	PP$	her
girls	NNS	girl
.	SENT	.
I	PP	I
had	VBD	have
to	TO	to
do	VB	do
the	DT	the
same	JJ	same
thing	NN	thing
.	SENT	.
To	TO	to
paraphrase	VB	paraphrase
one	CD	one
of	IN	of
my	PP$	my
favorite	JJ	favorite
authors	NNS	author
,	,	,
Paulo	NP	Paulo
Coelho	NP	Coelho
,	,	,
he	PP	he
says	VBZ	say
that	IN	that
before	IN	before
a	DT	a
dream	NN	dream
is	VBZ	be
realized	VBN	realize
,	,	,
the	DT	the
soul	NN	soul
of	IN	of
the	DT	the
world	NN	world
tests	VBZ	test
everything	NN	everything
that	IN	that
you	PP	you
have	VBP	have
learned	VBN	learn
.	SENT	.
And	CC	and
it	PP	it
does	VBZ	do
this	DT	this
such	JJ	such
that	IN	that
when	WRB	when
you	PP	you
are	VBP	be
in	IN	in
pursuit	NN	pursuit
of	IN	of
your	PP$	your
dreams	NNS	dream
,	,	,
you	PP	you
are	VBP	be
also	RB	also
mastering	VBG	master
the	DT	the
lessons	NNS	lesson
learned	VBN	learn
in	IN	in
pursuit	NN	pursuit
of	IN	of
that	DT	that
dream	NN	dream
.	SENT	.
I	PP	I
was	VBD	be
being	VBG	be
tested	VBN	test
in	IN	in
the	DT	the
pursuit	NN	pursuit
of	IN	of
my	PP$	my
dreams	NNS	dream
,	,	,
and	CC	and
the	DT	the
lessons	NNS	lesson
that	IN	that
I	PP	I
had	VBD	have
learned	VBN	learn
from	IN	from
my	PP$	my
mother	NN	mother
had	VBD	have
prepared	VBN	prepare
me	PP	me
for	IN	for
my	PP$	my
circumstances	NNS	circumstance
,	,	,
and	CC	and
I	PP	I
could	MD	could
move	VB	move
on	RP	on
and	CC	and
move	VB	move
forward	RB	forward
in	IN	in
my	PP$	my
career	NN	career
.	SENT	.
Lost	VBN	lose
but	CC	but
not	RB	not
defeated	VBN	defeat
.	SENT	.
Now	RB	now
this	DT	this
leads	VBZ	lead
me	PP	me
to	TO	to
leadership	NN	leadership
lesson	NN	lesson
number	NN	number
two	CD	two
.	SENT	.
Never	RB	never
fear	NN	fear
,	,	,
be	VB	be
fearless	JJ	fearless
.	SENT	.
Now	RB	now
,	,	,
all	DT	all
of	IN	of
us	PP	us
know	VBP	know
that	IN	that
fear	NN	fear
is	VBZ	be
an	DT	an
unpleasant	JJ	unpleasant
emotion	NN	emotion
,	,	,
right	RB	right
?	SENT	?
It	PP	it
is	VBZ	be
often	RB	often
,	,	,
though	RB	though
,	,	,
a	DT	a
healthy	JJ	healthy
one	CD	one
