One	CD	one
of	IN	of
the	DT	the
problems	NNS	problem
of	IN	of
writing	NN	writing
,	,	,
and	CC	and
working	VBG	work
,	,	,
and	CC	and
looking	VBG	look
at	IN	at
the	DT	the
Internet	NN	Internet
is	VBZ	be
that	IN	that
it	PP	it
'	POS	'
s	NN	S
very	RB	very
hard	JJ	hard
to	TO	to
separate	JJ	separate
fashion	NN	fashion
from	IN	from
deep	JJ	deep
change	NN	change
.	SENT	.
And	CC	and
so	RB	so
,	,	,
to	TO	to
start	VB	start
helping	VBG	help
that	DT	that
,	,	,
I	PP	I
want	VBP	want
to	TO	to
take	VB	take
us	PP	us
back	RB	back
to	TO	to
1835	CD	@card@
.	SENT	.
In	IN	in
1835	CD	@card@
,	,	,
James	NP	James
Gordon	NP	Gordon
Bennett	NP	Bennett
founded	VBD	found
the	DT	the
first	JJ	first
mass-circulation	NN	mass-circulation
newspaper	NN	newspaper
in	IN	in
New	NP	New
York	NP	York
City	NP	City
.	SENT	.
And	CC	and
it	PP	it
cost	VBD	cost
about	RB	about
500	CD	@card@
dollars	NNS	dollar
to	TO	to
start	VB	start
it	PP	it
,	,	,
which	WDT	which
was	VBD	be
about	RB	about
the	DT	the
equivalent	NN	equivalent
of	IN	of
10	CD	@card@
,	,	,
000	CD	@card@
dollars	NNS	dollar
of	IN	of
today	NN	today
.	SENT	.
By	IN	by
15	CD	@card@
years	NNS	year
later	RBR	later
,	,	,
by	IN	by
1850	CD	@card@
,	,	,
doing	VBG	do
the	DT	the
same	JJ	same
thing	NN	thing
—	:	-
starting	VBG	start
what	WP	what
was	VBD	be
experienced	VBN	experience
as	IN	as
a	DT	a
mass—circulation	NN	mass—circulation
daily	JJ	daily
paper	NN	paper
—	:	-
would	MD	would
come	VB	come
to	TO	to
cost	VB	cost
two	CD	two
and	CC	and
a	DT	a
half	JJ	half
million	CD	million
dollars	NNS	dollar
.	SENT	.
10	CD	@card@
,	,	,
000	CD	@card@
,	,	,
two	CD	two
and	CC	and
a	DT	a
half	JJ	half
million	CD	million
,	,	,
15	CD	@card@
years	NNS	year
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
the	DT	the
critical	JJ	critical
change	NN	change
that	WDT	that
is	VBZ	be
being	VBG	be
inverted	VBN	invert
by	IN	by
the	DT	the
Net	NN	net
.	SENT	.
And	CC	and
that	WDT	that
'	POS	'
s	VBG	<unknown>
what	WP	what
I	PP	I
want	VBP	want
to	TO	to
talk	VB	talk
about	IN	about
today	NN	today
,	,	,
and	CC	and
how	WRB	how
that	DT	that
relates	VBZ	relate
to	TO	to
the	DT	the
emergence	NN	emergence
of	IN	of
social	JJ	social
production	NN	production
.	SENT	.
Starting	VBG	start
with	IN	with
newspapers	NNS	newspaper
,	,	,
what	WP	what
we	PP	we
saw	VBD	see
was	VBD	be
high	JJ	high
cost	NN	cost
as	IN	as
an	DT	an
initial	JJ	initial
requirement	NN	requirement
for	IN	for
making	VBG	make
information	NN	information
,	,	,
knowledge	NN	knowledge
and	CC	and
culture	NN	culture
,	,	,
which	WDT	which
led	VBD	lead
to	TO	to
a	DT	a
stark	JJ	stark
bifurcation	NN	bifurcation
between	IN	between
producers	NNS	producer
—	:	-
who	WP	who
had	VBD	have
to	TO	to
be	VB	be
able	JJ	able
to	TO	to
raise	VB	raise
financial	JJ	financial
capital	NN	capital
,	,	,
just	RB	just
like	IN	like
any	DT	any
other	JJ	other
industrial	JJ	industrial
organization	NN	organization
—	:	-
and	CC	and
passive	JJ	passive
consumers	NNS	consumer
that	WDT	that
could	MD	could
choose	VB	choose
from	IN	from
a	DT	a
certain	JJ	certain
set	NN	set
of	IN	of
things	NNS	thing
that	IN	that
this	DT	this
industrial	JJ	industrial
model	NN	model
could	MD	could
produce	VB	produce
.	SENT	.
Now	RB	now
,	,	,
the	DT	the
term	NN	term
"	``	"
information	NN	information
society	NN	society
,	,	,
"	''	"
"	``	"
information	NN	information
economy	NN	economy
,	,	,
"	''	"
for	IN	for
a	DT	a
very	RB	very
long	JJ	long
time	NN	time
has	VBZ	have
been	VBN	be
used	VBN	use
as	IN	as
the	DT	the
thing	NN	thing
that	WDT	that
comes	VBZ	come
after	IN	after
the	DT	the
industrial	JJ	industrial
revolution	NN	revolution
.	SENT	.
But	CC	but
in	IN	in
fact	NN	fact
,	,	,
for	IN	for
purposes	NNS	purpose
of	IN	of
understanding	VBG	understand
what	WP	what
'	POS	'
s	JJ	<unknown>
happening	VBG	happen
today	NN	today
,	,	,
that	WDT	that
'	POS	'
s	NNS	<unknown>
wrong	JJ	wrong
.	SENT	.
Because	IN	because
for	IN	for
150	CD	@card@
years	NNS	year
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
had	VBD	have
an	DT	an
information	NN	information
economy	NN	economy
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
just	RB	just
been	VBN	be
industrial	JJ	industrial
,	,	,
which	WDT	which
means	VBZ	mean
those	DT	those
who	WP	who
were	VBD	be
producing	VBG	produce
had	VBD	have
to	TO	to
have	VB	have
a	DT	a
way	NN	way
of	IN	of
raising	VBG	raise
money	NN	money
to	TO	to
pay	VB	pay
those	DT	those
two	CD	two
and	CC	and
a	DT	a
half	JJ	half
million	CD	million
dollars	NNS	dollar
,	,	,
and	CC	and
later	RBR	later
,	,	,
more	RBR	more
for	IN	for
the	DT	the
telegraph	NN	telegraph
,	,	,
and	CC	and
the	DT	the
radio	NN	radio
transmitter	NN	transmitter
,	,	,
and	CC	and
the	DT	the
television	NN	television
,	,	,
and	CC	and
eventually	RB	eventually
the	DT	the
mainframe	NN	mainframe
.	SENT	.
And	CC	and
that	DT	that
meant	VBD	mean
they	PP	they
were	VBD	be
market	NN	market
based	VBN	base
,	,	,
or	CC	or
they	PP	they
were	VBD	be
government	NN	government
owned	VBN	own
,	,	,
depending	VBG	depend
on	IN	on
what	WP	what
kind	NN	kind
of	IN	of
system	NN	system
they	PP	they
were	VBD	be
in	IN	in
.	SENT	.
And	CC	and
this	DT	this
characterized	VBN	characterize
and	CC	and
anchored	VBN	anchor
the	DT	the
way	NN	way
information	NN	information
and	CC	and
knowledge	NN	knowledge
were	VBD	be
produced	VBN	produce
for	IN	for
the	DT	the
next	JJ	next
150	CD	@card@
years	NNS	year
.	SENT	.
Now	RB	now
,	,	,
