[	SYM	[
SHAPE	VB	shape
YOUR	PP$	your
FUTURE	NN	future
]	SYM	]
I	PP	I
want	VBP	want
to	TO	to
find	VB	find
aliens	NNS	alien
.	SENT	.
Finding	VBG	find
life	NN	life
on	IN	on
another	DT	another
planet	NN	planet
is	VBZ	be
not	RB	not
just	RB	just
going	VBG	go
to	TO	to
be	VB	be
a	DT	a
little	RB	little
hard	JJ	hard
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
be	VB	be
very	RB	very
hard	JJ	hard
.	SENT	.
But	CC	but
for	IN	for
the	DT	the
first	JJ	first
time	NN	time
in	IN	in
human	JJ	human
history	NN	history
,	,	,
we	PP	we
have	VBP	have
a	DT	a
chance	NN	chance
to	TO	to
detect	VB	detect
signs	NNS	sign
of	IN	of
life	NN	life
on	IN	on
another	DT	another
planet	NN	planet
.	SENT	.
Or	CC	or
maybe	RB	maybe
we	PP	we
'	POS	'
ve	NN	ve
already	RB	already
detected	VBD	detect
it	PP	it
on	IN	on
Venus	NP	Venus
.	SENT	.
Or	CC	or
maybe	RB	maybe
not	RB	not
.	SENT	.
There	EX	there
are	VBP	be
still	RB	still
two	CD	two
big	JJ	big
hurdles	NNS	hurdle
when	WRB	when
it	PP	it
comes	VBZ	come
to	TO	to
confirming	VBG	confirm
life	NN	life
on	IN	on
another	DT	another
world	NN	world
.	SENT	.
The	DT	the
first	JJ	first
is	VBZ	be
building	VBG	build
a	DT	a
telescope	NN	telescope
big	JJ	big
enough	RB	enough
to	TO	to
do	VB	do
this	DT	this
,	,	,
and	CC	and
the	DT	the
second	NN	second
is	VBZ	be
interpreting	VBG	interpret
what	WP	what
we	PP	we
will	MD	will
find	VB	find
.	SENT	.
When	WRB	when
we	PP	we
think	VBP	think
of	IN	of
extraterrestrial	JJ	extraterrestrial
life	NN	life
,	,	,
we	PP	we
tend	VBP	tend
to	TO	to
think	VB	think
of	IN	of
aliens	NNS	alien
like	IN	like
funny	JJ	funny
little	JJ	little
green	JJ	green
men	NNS	man
,	,	,
not	RB	not
aliens	NNS	alien
as	IN	as
single-celled	VBN	single-cel
microbes	NNS	microbe
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NN	S
actually	RB	actually
detecting	VBG	detect
signs	NNS	sign
of	IN	of
microbial	JJ	microbial
life	NN	life
on	IN	on
another	DT	another
planet	NN	planet
that	IN	that
I	NP	I
'	POS	'
m	NN	m
most	RBS	most
optimistic	JJ	optimistic
about	RB	about
,	,	,
and	CC	and
what	WP	what
I	PP	I
focus	VBP	focus
my	PP$	my
research	NN	research
on	RP	on
.	SENT	.
I	PP	I
model	VBP	model
how	WRB	how
a	DT	a
star	NN	star
'	POS	'
s	JJ	<unknown>
high-energy	NN	high-energy
radiation	NN	radiation
can	MD	can
make	VB	make
gases	NNS	gas
from	IN	from
microbes	NNS	microbe
harder	JJR	hard
or	CC	or
easier	JJR	easy
to	TO	to
see	VB	see
with	IN	with
future	JJ	future
telescopes	NNS	telescope
.	SENT	.
Microbes	NNS	microbe
have	VBP	have
dominated	VBN	dominate
our	PP$	our
planet	NN	planet
'	POS	'
s	JJ	<unknown>
biosphere	NN	biosphere
for	IN	for
most	JJS	most
of	IN	of
Earth	NP	Earth
'	POS	'
s	NN	S
history	NN	history
.	SENT	.
They	PP	they
'	POS	'
ve	RB	<unknown>
been	VBN	be
emitting	VBG	emit
gases	NNS	gas
that	WDT	that
can	MD	can
be	VB	be
seen	VBN	see
in	IN	in
our	PP$	our
atmosphere	NN	atmosphere
--	:	--
even	RB	even
light	JJ	light
years	NNS	year
away	RB	away
--	:	--
for	IN	for
billions	NNS	billion
of	IN	of
years	NNS	year
.	SENT	.
Now	RB	now
,	,	,
if	IN	if
an	DT	an
alien	JJ	alien
astronomer	NN	astronomer
were	VBD	be
looking	VBG	look
at	IN	at
Earth	NN	earth
,	,	,
they	PP	they
would	MD	would
probably	RB	probably
detect	VB	detect
gases	NNS	gas
like	IN	like
oxygen	NN	oxygen
,	,	,
methane	NN	methane
and	CC	and
nitrous	JJ	nitrous
oxide	NN	oxide
before	IN	before
detecting	VBG	detect
signs	NNS	sign
of	IN	of
us	PP	us
.	SENT	.
Even	RB	even
with	IN	with
an	DT	an
active	JJ	active
biosphere	NN	biosphere
like	IN	like
Earth	NP	Earth
'	POS	'
s	NNS	<unknown>
,	,	,
most	JJS	most
of	IN	of
the	DT	the
gases	NNS	gas
that	WDT	that
indicate	VBP	indicate
life	NN	life
are	VBP	be
coming	VBG	come
from	IN	from
single-celled	VBN	single-cel
microbes	NNS	microbe
,	,	,
not	RB	not
from	IN	from
animals	NNS	animal
.	SENT	.
This	DT	this
is	VBZ	be
what	WP	what
we	PP	we
'	POS	'
ll	NNS	<unknown>
try	VBP	try
to	TO	to
do	VB	do
in	IN	in
the	DT	the
next	JJ	next
decade	NN	decade
of	IN	of
astronomy	NN	astronomy
--	:	--
try	VB	try
to	TO	to
find	VB	find
signs	NNS	sign
of	IN	of
microbial	JJ	microbial
life	NN	life
on	IN	on
planets	NNS	planet
orbiting	VBG	orbit
other	JJ	other
stars	NNS	star
.	SENT	.
But	CC	but
the	DT	the
technology	NN	technology
to	TO	to
detect	VB	detect
the	DT	the
atmosphere	NN	atmosphere
of	IN	of
a	DT	a
planet	NN	planet
the	DT	the
size	NN	size
of	IN	of
Earth	NN	earth
around	IN	around
another	DT	another
sun	NN	sun
is	VBZ	be
incredibly	RB	incredibly
difficult	JJ	difficult
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
like	IN	like
trying	VBG	try
to	TO	to
determine	VB	determine
the	DT	the
size	NN	size
of	IN	of
a	DT	a
firefly	NN	firefly
in	IN	in
front	NN	front
of	IN	of
a	DT	a
spotlight	NN	spotlight
while	IN	while
looking	VBG	look
from	IN	from
another	DT	another
continent	NN	continent
.	SENT	.
What	WP	what
'	POS	'
s	NN	S
amazing	JJ	amazing
is	VBZ	be
that	IN	that
with	IN	with
telescopes	NNS	telescope
in	IN	in
the	DT	the
2020s	JJ	<unknown>
,	,	,
we	PP	we
'	POS	'
re	NN	re
overcoming	VBG	overcome
this	DT	this
technological	JJ	technological
barrier	NN	barrier
.	SENT	.
The	DT	the
second	JJ	second
issue	NN	issue
defining	VBG	define
alien	JJ	alien
life	NN	life
will	MD	will
be	VB	be
to	TO	to
interpret	VB	interpret
what	WP	what
these	DT	these
biosignature	NN	biosignature
gases	VBZ	gas
actually	RB	actually
mean	VB	mean
.	SENT	.
Twenty-one	NN	twenty-one
percent	NN	percent
of	IN	of
our	PP$	our
atmosphere	NN	atmosphere
