Pat	NP	Pat
Mitchell	NP	Mitchell
:	:	:
I	PP	I
know	VBP	know
you	PP	you
don	VB	don
'	''	'
t	NN	t
like	IN	like
that	DT	that
"	``	"
legend	NN	legend
"	''	"
business	NN	business
.	SENT	.
Marian	NP	Marian
Wright	NP	Wright
Edelman	NP	Edelman
:	:	:
I	PP	I
don	VBP	don
'	''	'
t	NN	t
.	SENT	.
PM	NN	pm
:	:	:
Why	WRB	why
not	RB	not
,	,	,
Marian	NP	Marian
?	SENT	?
Because	IN	because
you	PP	you
are	VBP	be
somewhat	RB	somewhat
of	IN	of
a	DT	a
legend	NN	legend
.	SENT	.
You	PP	you
'	POS	'
ve	RB	<unknown>
been	VBN	be
doing	VBG	do
this	DT	this
for	IN	for
a	DT	a
long	JJ	long
time	NN	time
,	,	,
and	CC	and
you	PP	you
'	POS	'
re	NN	re
still	RB	still
there	RB	there
as	IN	as
founder	NN	founder
and	CC	and
president	NN	president
.	SENT	.
MWE	NP	MWE
:	:	:
Well	UH	well
,	,	,
because	IN	because
my	PP$	my
daddy	NN	daddy
raised	VBD	raise
us	PP	us
and	CC	and
my	PP$	my
mother	NN	mother
raised	VBD	raise
us	PP	us
to	TO	to
serve	VB	serve
,	,	,
and	CC	and
we	PP	we
are	VBP	be
servant-leaders	NNS	servant-leader
.	SENT	.
And	CC	and
it	PP	it
is	VBZ	be
not	RB	not
about	RB	about
external	JJ	external
things	NNS	thing
or	CC	or
labels	NNS	label
,	,	,
and	CC	and
I	PP	I
feel	VBP	feel
like	IN	like
the	DT	the
luckiest	JJS	lucky
person	NN	person
in	IN	in
the	DT	the
world	NN	world
having	VBG	have
been	VBN	be
born	VBN	bear
at	IN	at
the	DT	the
intersection	NN	intersection
of	IN	of
great	JJ	great
needs	NNS	need
and	CC	and
great	JJ	great
injustices	NNS	injustice
and	CC	and
great	JJ	great
opportunities	NNS	opportunity
to	TO	to
change	VB	change
them	PP	them
.	SENT	.
So	RB	so
I	PP	I
just	RB	just
feel	VBP	feel
very	RB	very
grateful	JJ	grateful
that	IN	that
I	PP	I
could	MD	could
serve	VB	serve
and	CC	and
make	VB	make
a	DT	a
difference	NN	difference
.	SENT	.
PM	NP	PM
:	:	:
What	WP	what
a	DT	a
beautiful	JJ	beautiful
way	NN	way
of	IN	of
saying	VBG	say
it	PP	it
.	SENT	.
You	PP	you
grew	VBD	grow
up	RP	up
in	IN	in
the	DT	the
American	NP	American
South	NP	South
,	,	,
and	CC	and
like	IN	like
all	DT	all
children	NNS	child
,	,	,
a	DT	a
lot	NN	lot
of	IN	of
who	WP	who
you	PP	you
became	VBD	become
was	VBD	be
molded	VBN	mold
by	IN	by
your	PP$	your
parents	NNS	parent
.	SENT	.
Tell	VB	tell
me	PP	me
:	:	:
What	WP	what
did	VBD	do
they	PP	they
teach	VBP	teach
you	PP	you
about	IN	about
movement-building	NN	movement-building
?	SENT	?
MWE	NP	MWE
:	:	:
I	PP	I
had	VBD	have
extraordinary	JJ	extraordinary
parents	NNS	parent
.	SENT	.
I	PP	I
was	VBD	be
so	RB	so
lucky	JJ	lucky
.	SENT	.
My	PP$	my
mother	NN	mother
was	VBD	be
the	DT	the
best	JJS	good
organizer	NN	organizer
I	PP	I
ever	RB	ever
knew	VBD	know
.	SENT	.
And	CC	and
she	PP	she
always	RB	always
insisted	VBD	insist
,	,	,
even	RB	even
back	RB	back
then	RB	then
,	,	,
on	IN	on
having	VBG	have
her	PP$	her
own	JJ	own
dime	NN	dime
.	SENT	.
She	PP	she
started	VBD	start
her	PP$	her
dairy	NN	dairy
so	RB	so
that	IN	that
she	PP	she
could	MD	could
have	VB	have
her	PP$	her
penny	NN	penny
,	,	,
and	CC	and
that	DT	that
sense	NN	sense
of	IN	of
independence	NN	independence
has	VBZ	have
certainly	RB	certainly
been	VBN	be
passed	VBN	pass
on	IN	on
to	TO	to
me	PP	me
.	SENT	.
My	PP$	my
daddy	NN	daddy
was	VBD	be
a	DT	a
minister	NN	minister
,	,	,
and	CC	and
they	PP	they
were	VBD	be
real	JJ	real
partners	NNS	partner
.	SENT	.
And	CC	and
my	PP$	my
oldest	JJS	old
sibling	NN	sibling
is	VBZ	be
a	DT	a
sister	NN	sister
,	,	,
I	PP	I
'	POS	'
m	NN	m
the	DT	the
youngest	JJS	young
,	,	,
and	CC	and
there	EX	there
are	VBP	be
three	CD	three
boys	NNS	boy
in	IN	in
between	IN	between
.	SENT	.
But	CC	but
I	PP	I
always	RB	always
knew	VBD	know
I	PP	I
was	VBD	be
as	RB	as
smart	JJ	smart
as	IN	as
my	PP$	my
brothers	NNS	brother
.	SENT	.
I	PP	I
always	RB	always
was	VBD	be
a	DT	a
tomboy	NN	tomboy
.	SENT	.
I	PP	I
always	RB	always
had	VBD	have
the	DT	the
same	JJ	same
high	JJ	high
aspirations	NNS	aspiration
that	IN	that
they	PP	they
had	VBD	have
.	SENT	.
But	CC	but
most	RBS	most
importantly	RB	importantly
,	,	,
we	PP	we
were	VBD	be
terribly	RB	terribly
blessed	VBN	bless
,	,	,
even	RB	even
though	IN	though
we	PP	we
were	VBD	be
growing	VBG	grow
up	RP	up
in	IN	in
a	DT	a
very	RB	very
segregated	JJ	segregated
small	JJ	small
town	NN	town
in	IN	in
South	NP	South
Carolina	NP	Carolina
—	:	-
we	PP	we
knew	VBD	know
it	PP	it
was	VBD	be
wrong	JJ	wrong
.	SENT	.
I	PP	I
always	RB	always
knew	VBD	know
,	,	,
from	IN	from
the	DT	the
time	NN	time
I	PP	I
was	VBD	be
four	CD	four
years	NNS	year
old	JJ	old
,	,	,
that	IN	that
I	PP	I
wasn	NNS	<unknown>
'	POS	'
t	NN	t
going	VBG	go
to	TO	to
accept	VB	accept
being	VBG	be
put	VBN	put
into	IN	into
slots	NNS	slot
.	SENT	.
But	CC	but
Daddy	NN	daddy
and	CC	and
Mama	NP	Mama
always	RB	always
had	VBD	have
the	DT	the
sense	NN	sense
that	IN	that
it	PP	it
was	VBD	be
not	RB	not
us	PP	us
,	,	,
it	PP	it
was	VBD	be
the	DT	the
outside	JJ	outside
world	NN	world
,	,	,
but	CC	but
you	PP	you
have	VBP	have
the	DT	the
capacity	NN	capacity
to	TO	to
grow	VB	grow
up	RP	up
to	TO	to
change	VB	change
it	PP	it
,	,	,
and	CC	and
I	PP	I
began	VBD	begin
to	TO	to
do	VB	do
that	IN	that
very	RB	very
early	RB	early
on	IN	on
.	SENT	.
But	CC	but
most	RBS	most
importantly	RB	importantly
,	,	,
they	PP	they
were	VBD	be
the	DT	the
best	JJS	good
role	NN	role
models	NNS	model
,	,	,
because	IN	because
they	PP	they
said	VBD	say
:	:	:
if	IN	if
you	PP	you
see	VBP	see
a	DT	a
need	NN	need
,	,	,
don	NN	don
'	POS	'
t	NN	t
ask	VB	ask
why	WRB	why
somebody	NN	somebody
doesn	NN	<unknown>
'	POS	'
t	NN	t
do	VBP	do
it	PP	it
.	SENT	.
See	VB	see
what	WP	what
you	PP	you
can	MD	can
do	VB	do
.	SENT	.
There	EX	there
was	VBD	be
no	DT	no
home	NN	home
for	IN	for
the	DT	the
aged	VBN	age
in	IN	in
our	PP$	our
hometown	NN	hometown
.	SENT	.
And	CC	and
Reverend	JJ	Reverend
Reddick	NP	Reddick
,	,	,
who	WP	who
had	VBD	have
what	WP	what
we	PP	we
know	VBP	know
now	RB	now
,	,	,
50	CD	@card@
years	NNS	year
later	RBR	later
,	,	,
as	IN	as
Alzheimer	NP	Alzheimer
'	POS	'
s	NN	S
,	,	,
and	CC	and
he	PP	he
began	VBD	begin
to	TO	to
