Believe	VB	believe
me	PP	me
or	CC	or
not	RB	not
,	,	,
I	PP	I
come	VBP	come
offering	VBG	offer
a	DT	a
solution	NN	solution
to	TO	to
a	DT	a
very	RB	very
important	JJ	important
part	NN	part
of	IN	of
this	DT	this
larger	JJR	large
problem	NN	problem
,	,	,
with	IN	with
the	DT	the
requisite	JJ	requisite
focus	NN	focus
on	IN	on
climate	NN	climate
.	SENT	.
And	CC	and
the	DT	the
solution	NN	solution
I	PP	I
offer	VBP	offer
is	VBZ	be
to	TO	to
the	DT	the
biggest	JJS	big
culprit	NN	culprit
in	IN	in
this	DT	this
massive	JJ	massive
mistreatment	NN	mistreatment
of	IN	of
the	DT	the
earth	NN	earth
by	IN	by
humankind	NN	humankind
,	,	,
and	CC	and
the	DT	the
resulting	VBG	result
decline	NN	decline
of	IN	of
the	DT	the
biosphere	NN	biosphere
.	SENT	.
That	DT	that
culprit	NN	culprit
is	VBZ	be
business	NN	business
and	CC	and
industry	NN	industry
,	,	,
which	WDT	which
happens	VBZ	happen
to	TO	to
be	VB	be
where	WRB	where
I	PP	I
have	VBP	have
spent	VBN	spend
the	DT	the
last	JJ	last
52	CD	@card@
years	NNS	year
since	IN	since
my	PP$	my
graduation	NN	graduation
from	IN	from
Georgia	NP	Georgia
Tech	NP	Tech
in	IN	in
1956	CD	@card@
.	SENT	.
As	IN	as
an	DT	an
industrial	JJ	industrial
engineer	NN	engineer
,	,	,
cum	IN	cum
aspiring	VBG	aspire
and	CC	and
then	RB	then
successful	JJ	successful
entrepreneur	NN	entrepreneur
.	SENT	.
After	IN	after
founding	VBG	found
my	PP$	my
company	NN	company
,	,	,
Interface	NP	Interface
,	,	,
from	IN	from
scratch	NN	scratch
in	IN	in
1973	CD	@card@
,	,	,
36	CD	@card@
years	NNS	year
ago	RB	ago
,	,	,
to	TO	to
produce	VB	produce
carpet	NN	carpet
tiles	NNS	tile
in	IN	in
America	NP	America
for	IN	for
the	DT	the
business	NN	business
and	CC	and
institution	NN	institution
markets	NNS	market
,	,	,
and	CC	and
shepherding	VBG	shepherd
it	PP	it
through	IN	through
start-up	NN	start-up
and	CC	and
survival	NN	survival
to	TO	to
prosperity	NN	prosperity
and	CC	and
global	JJ	global
dominance	NN	dominance
in	IN	in
its	PP$	its
field	NN	field
,	,	,
I	PP	I
read	VBD	read
Paul	NP	Paul
Hawken	NP	Hawken
'	POS	'
s	NN	S
book	NN	book
,	,	,
"	''	"
The	DT	the
Ecology	NN	ecology
of	IN	of
Commerce	NP	Commerce
,	,	,
"	''	"
the	DT	the
summer	NN	summer
of	IN	of
1994	CD	@card@
.	SENT	.
In	IN	in
his	PP$	his
book	NN	book
,	,	,
Paul	NP	Paul
charges	NNS	charge
business	NN	business
and	CC	and
industry	NN	industry
as	RB	as
,	,	,
one	CD	one
,	,	,
the	DT	the
major	JJ	major
culprit	NN	culprit
in	IN	in
causing	VBG	cause
the	DT	the
decline	NN	decline
of	IN	of
the	DT	the
biosphere	NN	biosphere
,	,	,
and	CC	and
,	,	,
two	CD	two
,	,	,
the	DT	the
only	JJ	only
institution	NN	institution
that	WDT	that
is	VBZ	be
large	JJ	large
enough	RB	enough
,	,	,
and	CC	and
pervasive	JJ	pervasive
enough	NN	enough
,	,	,
and	CC	and
powerful	JJ	powerful
enough	NN	enough
,	,	,
to	TO	to
really	RB	really
lead	VB	lead
humankind	NN	humankind
out	RP	out
of	IN	of
this	DT	this
mess	NN	mess
.	SENT	.
And	CC	and
by	IN	by
the	DT	the
way	NN	way
he	PP	he
convicted	VBD	convict
me	PP	me
as	IN	as
a	DT	a
plunderer	NN	plunderer
of	IN	of
the	DT	the
earth	NN	earth
.	SENT	.
And	CC	and
I	PP	I
then	RB	then
challenged	VBD	challenge
the	DT	the
people	NNS	people
of	IN	of
Interface	NP	Interface
,	,	,
my	PP$	my
company	NN	company
,	,	,
to	TO	to
lead	VB	lead
our	PP$	our
company	NN	company
and	CC	and
the	DT	the
entire	JJ	entire
industrial	JJ	industrial
world	NN	world
to	TO	to
sustainability	NN	sustainability
,	,	,
which	WDT	which
we	PP	we
defined	VBD	define
as	IN	as
eventually	RB	eventually
operating	VBG	operate
our	PP$	our
petroleum-intensive	JJ	petroleum-intensive
company	NN	company
in	IN	in
such	PDT	such
a	DT	a
way	NN	way
as	RB	as
to	TO	to
take	VB	take
from	IN	from
the	DT	the
earth	NN	earth
only	RB	only
what	WP	what
can	MD	can
be	VB	be
renewed	VBN	renew
by	IN	by
the	DT	the
earth	NN	earth
,	,	,
naturally	RB	naturally
and	CC	and
rapidly	RB	rapidly
—	:	-
not	RB	not
another	DT	another
fresh	JJ	fresh
drop	NN	drop
of	IN	of
oil	NN	oil
—	:	-
and	CC	and
to	TO	to
do	VB	do
no	DT	no
harm	NN	harm
to	TO	to
the	DT	the
biosphere	NN	biosphere
.	SENT	.
Take	VB	take
nothing	NN	nothing
:	:	:
do	VBP	do
no	DT	no
harm	NN	harm
.	SENT	.
I	PP	I
simply	RB	simply
said	VBD	say
,	,	,
"	``	"
If	IN	if
Hawken	NP	Hawken
is	VBZ	be
right	JJ	right
and	CC	and
business	NN	business
and	CC	and
industry	NN	industry
must	MD	must
lead	VB	lead
,	,	,
who	WP	who
will	MD	will
lead	VB	lead
business	NN	business
and	CC	and
industry	NN	industry
?	SENT	?
Unless	IN	unless
somebody	NN	somebody
leads	NNS	lead
,	,	,
nobody	NN	nobody
will	NN	will
.	SENT	.
"	``	"
It	PP	it
'	POS	'
s	NNS	<unknown>
axiomatic	JJ	axiomatic
.	SENT	.
Why	WRB	why
not	RB	not
us	PP	us
?	SENT	?
And	CC	and
thanks	NNS	thanks
to	TO	to
the	DT	the
people	NNS	people
of	IN	of
Interface	NP	Interface
,	,	,
I	PP	I
have	VBP	have
become	VBN	become
a	DT	a
recovering	VBG	recover
plunderer	NN	plunderer
.	SENT	.
I	PP	I
once	RB	once
told	VBD	tell
a	DT	a
Fortune	NP	Fortune
Magazine	NP	Magazine
writer	NN	writer
that	WDT	that
someday	RB	someday
people	NNS	people
like	IN	like
me	PP	me
would	MD	would
go	VB	go
to	TO	to
jail	NN	jail
.	SENT	.
And	CC	and
that	WDT	that
became	VBD	become
the	DT	the
headline	NN	headline
of	IN	of
a	DT	a
Fortune	NP	Fortune
article	NN	article
.	SENT	.
They	PP	they
went	VBD	go
on	RP	on
to	TO	to
describe	VB	describe
me	PP	me
as	IN	as
America	NP	America
'	POS	'
s	JJ	<unknown>
greenest	JJS	green
CEO	NN	CEO
.	SENT	.
From	IN	from
plunderer	NN	plunderer
to	TO	to
recovering	VBG	recover
plunderer	NN	plunderer
,	,	,
to	TO	to
America	NP	America
'	POS	'
s	JJ	<unknown>
greenest	JJS	green
CEO	NN	CEO
in	IN	in
five	CD	five
years	NNS	year
—	:	-
that	IN	that
,	,	,
frankly	RB	frankly
,	,	,
was	VBD	be
a	DT	a
pretty	RB	pretty
sad	JJ	sad
commentary	NN	commentary
on	IN	on
American	JJ	American
CEOs	NNS	CEO
in	IN	in
1999	CD	@card@
.	SENT	.
Asked	VBN	ask
later	RBR	later
in	IN	in
the	DT	the
Canadian	JJ	Canadian
documentary	NN	documentary
,	,	,
"	''	"
The	DT	the
Corporation	NP	Corporation
,	,	,
"	``	"
what	WP	what
I	PP	I
meant	VBD	mean
by	IN	by
the	DT	the
"	``	"
go	VBP	go
to	TO	to
jail	VB	jail
"	``	"
remark	NN	remark
,	,	,
I	PP	I
offered	VBD	offer
that	IN	that
theft	NN	theft
is	VBZ	be
a	DT	a
crime	NN	crime
.	SENT	.
And	CC	and
theft	NN	theft
of	IN	of
our	PP$	our
children	NNS	child
'	POS	'
s	NN	S
future	NN	future
would	MD	would
someday	RB	someday
be	VB	be
a	DT	a
crime	NN	crime
.	SENT	.
But	CC	but
I	PP	I
realized	VBD	realize
,	,	,
for	IN	for
that	WDT	that
to	TO	to
be	VB	be
true	JJ	true
—	:	-
for	IN	for
theft	NN	theft
of	IN	of
our	PP$	our
children	NNS	child
'	POS	'
s	NNS	<unknown>
future	JJ	future
to	TO	to
be	VB	be
a	DT	a
crime	NN	crime
—	:	-
there	EX	there
must	MD	must
be	VB	be
a	DT	a
clear	JJ	clear
,	,	,
demonstrable	JJ	demonstrable
alternative	NN	alternative
to	TO	to
the	DT	the
take-	NN	<unknown>
make-waste	NN	make-waste
industrial	JJ	industrial
system	NN	system
that	WDT	that
so	RB	so
dominates	VBZ	dominate
our	PP$	our
civilization	NN	civilization
,	,	,
and	CC	and
is	VBZ	be
the	DT	the
major	JJ	major
culprit	NN	culprit
,	,	,
stealing	VBG	steal
our	PP$	our
children	NNS	child
'	POS	'
s	NN	S
future	NN	future
,	,	,
by	IN	by
digging	VBG	dig
up	RP	up
the	DT	the
earth	NN	earth
and	CC	and
converting	VBG	convert
it	PP	it
to	TO	to
products	NNS	product
that	WDT	that
quickly	RB	quickly
become	VBP	become
waste	NN	waste
in	IN	in
a	DT	a
landfill	NN	landfill
or	CC	or
an	DT	an
incinerator	NN	incinerator
—	:	-
in	IN	in
short	JJ	short
,	,	,
digging	VBG	dig
up	RP	up
the	DT	the
earth	NN	earth
and	CC	and
converting	VBG	convert
it	PP	it
to	TO	to
pollution	NN	pollution
.	SENT	.
According	VBG	accord
to	TO	to
Paul	NP	Paul
and	CC	and
Anne	NP	Anne
Ehrlich	NP	Ehrlich
and	CC	and
a	DT	a
well-known	JJ	well-known
environmental	JJ	environmental
impact	NN	impact
equation	NN	equation
,	,	,
impact	NN	impact
—	:	-
a	DT	a
bad	JJ	bad
thing	NN	thing
—	:	-
is	VBZ	be
the	DT	the
product	NN	product
of	IN	of
population	NN	population
,	,	,
affluence	NN	affluence
and	CC	and
technology	NN	technology
.	SENT	.
That	DT	that
is	VBZ	be
,	,	,
impact	NN	impact
is	VBZ	be
generated	VBN	generate
by	IN	by
people	NNS	people
,	,	,
what	WP	what
they	PP	they
consume	VBP	consume
in	IN	in
their	PP$	their
affluence	NN	affluence
,	,	,
and	CC	and
how	WRB	how
it	PP	it
is	VBZ	be
produced	VBN	produce
.	SENT	.
And	CC	and
though	IN	though
the	DT	the
equation	NN	equation
is	VBZ	be
largely	RB	largely
subjective	JJ	subjective
,	,	,
you	PP	you
can	MD	can
perhaps	RB	perhaps
quantify	VB	quantify
people	NNS	people
,	,	,
and	CC	and
perhaps	RB	perhaps
quantify	VB	quantify
affluence	NN	affluence
,	,	,
but	CC	but
technology	NN	technology
is	VBZ	be
abusive	JJ	abusive
in	IN	in
too	RB	too
many	JJ	many
ways	NNS	way
to	TO	to
quantify	VB	quantify
.	SENT	.
So	IN	so
the	DT	the
equation	NN	equation
is	VBZ	be
conceptual	JJ	conceptual
.	SENT	.
Still	RB	still
it	PP	it
works	VBZ	work
to	TO	to
help	VB	help
us	PP	us
understand	VB	understand
the	DT	the
problem	NN	problem
.	SENT	.
So	RB	so
we	PP	we
set	VBD	set
out	RP	out
at	IN	at
Interface	NP	Interface
,	,	,
in	IN	in
1994	CD	@card@
,	,	,
to	TO	to
create	VB	create
an	DT	an
example	NN	example
:	:	:
to	TO	to
transform	VB	transform
the	DT	the
way	NN	way
we	PP	we
made	VBD	make
carpet	NN	carpet
,	,	,
a	DT	a
petroleum-intensive	JJ	petroleum-intensive
product	NN	product
for	IN	for
materials	NNS	material
as	RB	as
well	RB	well
as	IN	as
energy	NN	energy
,	,	,
and	CC	and
to	TO	to
transform	VB	transform
our	PP$	our
technologies	NNS	technology
so	IN	so
they	PP	they
diminished	VBD	diminish
environmental	JJ	environmental
impact	NN	impact
,	,	,
rather	RB	rather
than	IN	than
multiplied	VBN	multiply
it	PP	it
.	SENT	.
Paul	NP	Paul
and	CC	and
Anne	NP	Anne
Ehrlich	NP	Ehrlich
'	POS	'
s	JJ	<unknown>
environmental	JJ	environmental
impact	NN	impact
equation	NN	equation
:	:	:
I	PP	I
is	VBZ	be
equal	JJ	equal
to	TO	to
P	NN	P
times	CC	times
A	DT	a
times	NNS	time
T	NN	T
:	:	:
population	NN	population
,	,	,
affluence	NN	affluence
and	CC	and
technology	NN	technology
.	SENT	.
I	PP	I
wanted	VBD	want
Interface	NP	Interface
to	TO	to
rewrite	VB	rewrite
that	DT	that
equation	NN	equation
so	IN	so
that	WDT	that
it	PP	it
read	VBD	read
I	PP	I
equals	VBZ	equal
P	NN	P
times	NNS	time
A	DT	a
divided	VBN	divide
by	IN	by
T	NN	T
.	SENT	.
Now	RB	now
,	,	,
the	DT	the
mathematically-minded	JJ	mathematically-minded
will	MD	will
see	VB	see
immediately	RB	immediately
that	DT	that
T	NN	T
in	IN	in
the	DT	the
numerator	NN	numerator
increases	VBZ	increase
impact	NN	impact
—	:	-
a	DT	a
bad	JJ	bad
thing	NN	thing
—	:	-
but	CC	but
T	NN	T
in	IN	in
the	DT	the
denominator	NN	denominator
decreases	VBZ	decrease
impact	NN	impact
.	SENT	.
So	RB	so
I	PP	I
ask	VBP	ask
,	,	,
"	``	"
What	WP	what
would	MD	would
move	VB	move
T	NN	T
,	,	,
technology	NN	technology
