If	IN	if
you	PP	you
'	POS	'
ve	NN	ve
tried	VBD	try
cannabis	NN	cannabis
.	SENT	.
.	SENT	.
.	SENT	.
you	PP	you
may	MD	may
have	VB	have
experienced	VBN	experience
some	DT	some
of	IN	of
its	PP$	its
side	NN	side
effects	NNS	effect
.	SENT	.
Perhaps	RB	perhaps
you	PP	you
got	VBD	get
a	DT	a
bit	NN	bit
peckish	JJ	peckish
,	,	,
and	CC	and
you	PP	you
'	POS	'
ve	NN	ve
got	VBD	get
the	DT	the
local	JJ	local
pizza	NN	pizza
shop	NN	shop
on	IN	on
speed	NN	speed
dial	NN	dial
?	SENT	?
Or	CC	or
maybe	RB	maybe
you	PP	you
got	VBD	get
a	DT	a
bit	NN	bit
sleepy	JJ	sleepy
.	SENT	.
So	RB	so
isn	NP	isn
'	POS	'
t	NN	t
it	PP	it
a	DT	a
no-brainer	NN	no-brainer
that	IN	that
cannabis	NN	cannabis
can	MD	can
help	VB	help
us	PP	us
sleep	VB	sleep
better	RBR	well
?	SENT	?
Well	RB	well
,	,	,
I	PP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
researching	VBG	research
this	DT	this
topic	NN	topic
as	IN	as
a	DT	a
sleep	NN	sleep
physiologist	NN	physiologist
,	,	,
and	CC	and
I	PP	I
'	POS	'
m	NN	m
here	RB	here
to	TO	to
talk	VB	talk
about	RB	about
why	WRB	why
cannabis	NN	cannabis
for	IN	for
treating	VBG	treat
insomnia	NN	insomnia
is	VBZ	be
complicated	VBN	complicate
.	SENT	.
Humans	NNS	human
have	VBP	have
been	VBN	be
using	VBG	use
cannabis	NN	cannabis
for	IN	for
at	IN	at
least	JJS	least
5	CD	@card@
,	,	,
000	CD	@card@
years	NNS	year
.	SENT	.
We	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
using	VBG	use
it	PP	it
to	TO	to
make	VB	make
clothes	NNS	clothes
,	,	,
for	IN	for
building	NN	building
materials	NNS	material
.	SENT	.
It	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
used	VBN	use
in	IN	in
religious	JJ	religious
ceremonies	NNS	ceremony
and	CC	and
for	IN	for
its	PP$	its
health	NN	health
benefits	NNS	benefit
.	SENT	.
And	CC	and
,	,	,
apparently	RB	apparently
,	,	,
it	PP	it
'	POS	'
s	RB	<unknown>
been	VBN	be
used	VBN	use
for	IN	for
fun	NN	fun
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NN	S
only	RB	only
been	VBN	be
