This	DT	this
is	VBZ	be
Revolution	NP	Revolution
2	CD	@card@
.	SENT	.
0	CD	@card@
.	SENT	.
No	DT	no
one	CD	one
was	VBD	be
a	DT	a
hero	NN	hero
.	SENT	.
No	DT	no
one	CD	one
was	VBD	be
a	DT	a
hero	NN	hero
.	SENT	.
Because	IN	because
everyone	NN	everyone
was	VBD	be
a	DT	a
hero	NN	hero
.	SENT	.
Everyone	NN	everyone
has	VBZ	have
done	VBN	do
something	NN	something
.	SENT	.
We	PP	we
all	RB	all
use	VBP	use
Wikipedia	NP	<unknown>
.	SENT	.
If	IN	if
you	PP	you
think	VBP	think
of	IN	of
the	DT	the
concept	NN	concept
of	IN	of
Wikipedia	NP	<unknown>
where	WRB	where
everyone	NN	everyone
is	VBZ	be
collaborating	VBG	collaborate
on	IN	on
content	NN	content
,	,	,
and	CC	and
at	IN	at
the	DT	the
end	NN	end
of	IN	of
the	DT	the
day	NN	day
you	PP	you
'	POS	'
ve	NN	ve
built	VBD	build
the	DT	the
largest	JJS	large
encyclopedia	NN	encyclopedia
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
From	IN	from
just	RB	just
an	DT	an
idea	NN	idea
that	WDT	that
sounded	VBD	sound
crazy	JJ	crazy
,	,	,
you	PP	you
have	VBP	have
the	DT	the
largest	JJS	large
encyclopedia	NN	encyclopedia
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
And	CC	and
in	IN	in
the	DT	the
Egyptian	JJ	Egyptian
revolution	NN	revolution
,	,	,
the	DT	the
Revolution	NP	Revolution
2	CD	@card@
.	SENT	.
0	CD	@card@
,	,	,
everyone	NN	everyone
has	VBZ	have
contributed	VBN	contribute
something	NN	something
,	,	,
small	JJ	small
or	CC	or
big	JJ	big
.	SENT	.
They	PP	they
contributed	VBD	contribute
something	NN	something
—	:	-
to	TO	to
bring	VB	bring
us	PP	us
one	CD	one
of	IN	of
the	DT	the
most	RBS	most
inspiring	JJ	inspiring
stories	NNS	story
in	IN	in
the	DT	the
history	NN	history
of	IN	of
mankind	NN	mankind
when	WRB	when
it	PP	it
comes	VBZ	come
to	TO	to
revolutions	NNS	revolution
.	SENT	.
It	PP	it
was	VBD	be
actually	RB	actually
really	RB	really
inspiring	JJ	inspiring
to	TO	to
see	VB	see
all	PDT	all
these	DT	these
Egyptians	NNS	Egyptian
completely	RB	completely
changing	VBG	change
.	SENT	.
If	IN	if
you	PP	you
look	VBP	look
at	IN	at
the	DT	the
scene	NN	scene
,	,	,
Egypt	NP	Egypt
,	,	,
for	IN	for
30	CD	@card@
years	NNS	year
,	,	,
had	VBD	have
been	VBN	be
in	IN	in
a	DT	a
downhill	JJ	downhill
—	:	-
going	VBG	go
into	IN	into
a	DT	a
downhill	JJ	downhill
.	SENT	.
Everything	NN	everything
was	VBD	be
going	VBG	go
bad	JJ	bad
.	SENT	.
Everything	NN	everything
was	VBD	be
going	VBG	go
wrong	JJ	wrong
.	SENT	.
We	PP	we
only	RB	only
ranked	VBD	rank
high	JJ	high
when	WRB	when
it	PP	it
comes	VBZ	come
to	TO	to
poverty	NN	poverty
,	,	,
corruption	NN	corruption
,	,	,
lack	NN	lack
of	IN	of
freedom	NN	freedom
of	IN	of
speech	NN	speech
,	,	,
lack	NN	lack
of	IN	of
political	JJ	political
activism	NN	activism
.	SENT	.
Those	DT	those
were	VBD	be
the	DT	the
achievements	NNS	achievement
of	IN	of
our	PP$	our
great	JJ	great
regime	NN	regime
.	SENT	.
Yet	RB	yet
,	,	,
nothing	NN	nothing
was	VBD	be
happening	VBG	happen
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
not	RB	not
because	IN	because
people	NNS	people
were	VBD	be
happy	JJ	happy
or	CC	or
people	NNS	people
were	VBD	be
not	RB	not
frustrated	VBN	frustrate
.	SENT	.
In	IN	in
fact	NN	fact
,	,	,
people	NNS	people
were	VBD	be
extremely	RB	extremely
frustrated	VBN	frustrate
.	SENT	.
But	CC	but
the	DT	the
reason	NN	reason
why	WRB	why
everyone	NN	everyone
was	VBD	be
silent	JJ	silent
is	VBZ	be
what	WP	what
I	PP	I
call	VBP	call
the	DT	the
psychological	JJ	psychological
barrier	NN	barrier
of	IN	of
fear	NN	fear
.	SENT	.
Everyone	NN	everyone
was	VBD	be
scared	VBN	scare
.	SENT	.
Not	RB	not
everyone	NN	everyone
.	SENT	.
There	EX	there
were	VBD	be
actually	RB	actually
a	DT	a
few	JJ	few
brave	JJ	brave
Egyptians	NNS	Egyptian
that	IN	that
I	PP	I
have	VBP	have
to	TO	to
thank	VB	thank
for	IN	for
being	VBG	be
so	RB	so
brave	JJ	brave
—	:	-
going	VBG	go
into	IN	into
protests	NNS	protest
as	IN	as
a	DT	a
couple	NN	couple
of	IN	of
hundred	CD	hundred
,	,	,
getting	VBG	get
beaten	VBN	beat
up	RP	up
and	CC	and
arrested	VBN	arrest
.	SENT	.
But	CC	but
in	IN	in
fact	NN	fact
,	,	,
the	DT	the
majority	NN	majority
were	VBD	be
scared	VBN	scare
.	SENT	.
Everyone	NN	everyone
did	VBD	do
not	RB	not
want	VB	want
really	RB	really
to	TO	to
get	VB	get
in	IN	in
trouble	NN	trouble
.	SENT	.
A	DT	a
dictator	NN	dictator
cannot	MD	can
live	VB	live
without	IN	without
the	DT	the
force	NN	force
.	SENT	.
They	PP	they
want	VBP	want
to	TO	to
make	VB	make
people	NNS	people
live	VB	live
in	IN	in
fear	NN	fear
.	SENT	.
And	CC	and
that	DT	that
psychological	JJ	psychological
barrier	NN	barrier
of	IN	of
fear	NN	fear
had	VBD	have
worked	VBN	work
for	IN	for
so	RB	so
many	JJ	many
years	NNS	year
,	,	,
and	CC	and
here	RB	here
comes	VBZ	come
the	DT	the
Internet	NN	Internet
,	,	,
technology	NN	technology
,	,	,
BlackBerry	NN	blackberry
,	,	,
SMS	NP	SMS
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
helping	VBG	help
all	DT	all
of	IN	of
us	PP	us
to	TO	to
connect	VB	connect
.	SENT	.
Platforms	NNS	platform
like	IN	like
YouTube	NP	<unknown>
,	,	,
Twitter	NN	twitter
,	,	,
Facebook	NP	<unknown>
were	VBD	be
helping	VBG	help
us	PP	us
a	DT	a
lot	NN	lot
because	IN	because
it	PP	it
basically	RB	basically
gave	VBD	give
us	PP	us
the	DT	the
impression	NN	impression
that	IN	that
,	,	,
"	``	"
Wow	NN	wow
,	,	,
I	PP	I
'	POS	'
m	NN	m
not	RB	not
alone	RB	alone
.	SENT	.
There	EX	there
are	VBP	be
a	DT	a
lot	NN	lot
of	IN	of
people	NNS	people
who	WP	who
are	VBP	be
frustrated	VBN	frustrate
.	SENT	.
"	``	"
There	EX	there
are	VBP	be
lots	NNS	lot
of	IN	of
people	NNS	people
who	WP	who
are	VBP	be
frustrated	VBN	frustrate
.	SENT	.
There	EX	there
are	VBP	be
lots	NNS	lot
of	IN	of
people	NNS	people
who	WP	who
actually	RB	actually
share	VBP	share
the	DT	the
same	JJ	same
dream	NN	dream
.	SENT	.
There	EX	there
are	VBP	be
lots	NNS	lot
of	IN	of
people	NNS	people
who	WP	who
care	VBP	care
about	IN	about
their	PP$	their
freedom	NN	freedom
.	SENT	.
They	PP	they
probably	RB	probably
have	VBP	have
the	DT	the
best	JJS	good
life	NN	life
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
They	PP	they
are	VBP	be
living	VBG	live
in	IN	in
happiness	NN	happiness
.	SENT	.
They	PP	they
are	VBP	be
living	VBG	live
in	IN	in
their	PP$	their
villas	NNS	villa
.	SENT	.
They	PP	they
are	VBP	be
happy	JJ	happy
.	SENT	.
They	PP	they
don	VBP	don
'	''	'
t	NN	t
have	VBP	have
problems	NNS	problem
.	SENT	.
But	CC	but
they	PP	they
are	VBP	be
still	RB	still
feeling	VBG	feel
the	DT	the
pain	NN	pain
of	IN	of
the	DT	the
Egyptian	JJ	Egyptian
.	SENT	.
A	DT	a
lot	NN	lot
of	IN	of
us	PP	us
,	,	,
we	PP	we
'	POS	'
re	NN	re
not	RB	not
really	RB	really
happy	JJ	happy
when	WRB	when
we	PP	we
see	VBP	see
a	DT	a
video	NN	video
of	IN	of
an	DT	an
Egyptian	JJ	Egyptian
man	NN	man
who	WP	who
'	POS	'
s	NN	S
eating	VBG	eat
the	DT	the
trash	NN	trash
while	IN	while
others	NNS	other
are	VBP	be
stealing	VBG	steal
billions	NNS	billion
of	IN	of
Egyptian	JJ	Egyptian
pounds	NNS	pound
from	IN	from
the	DT	the
wealth	NN	wealth
of	IN	of
the	DT	the
country	NN	country
.	SENT	.
The	DT	the
Internet	NN	Internet
has	VBZ	have
played	VBN	play
a	DT	a
great	JJ	great
role	NN	role
,	,	,
helping	VBG	help
these	DT	these
people	NNS	people
to	TO	to
speak	VB	speak
up	RP	up
their	PP$	their
minds	NNS	mind
,	,	,
to	TO	to
collaborate	VB	collaborate
together	RB	together
,	,	,
to	TO	to
start	VB	start
thinking	VBG	think
together	RB	together
.	SENT	.
It	PP	it
was	VBD	be
an	DT	an
educational	JJ	educational
campaign	NN	campaign
.	SENT	.
Khaled	NP	Khaled
Saeed	NP	Saeed
was	VBD	be
killed	VBN	kill
in	IN	in
June	NP	June
2010	CD	@card@
.	SENT	.
I	PP	I
still	RB	still
remember	VBP	remember
the	DT	the
photo	NN	photo
.	SENT	.
I	PP	I
still	RB	still
remember	VBP	remember
every	DT	every
single	JJ	single
detail	NN	detail
of	IN	of
that	DT	that
photo	NN	photo
.	SENT	.
The	DT	the
photo	NN	photo
was	VBD	be
horrible	JJ	horrible
.	SENT	.
He	PP	he
was	VBD	be
tortured	VBN	torture
,	,	,
brutally	RB	brutally
tortured	VBN	torture
to	TO	to
death	NN	death
.	SENT	.
But	CC	but
then	RB	then
what	WP	what
was	VBD	be
the	DT	the
answer	NN	answer
of	IN	of
the	DT	the
regime	NN	regime
?	SENT	?
"	''	"
He	PP	he
choked	VBD	choke
on	IN	on
a	DT	a
pile	NN	pile
of	IN	of
hash	NN	hash
"	''	"
—	:	-
that	WDT	that
was	VBD	be
their	PP$	their
answer	NN	answer
:	:	:
"	``	"
He	PP	he
'	POS	'
s	NNS	<unknown>
a	DT	a
criminal	NN	criminal
.	SENT	.
He	PP	he
'	POS	'
s	NN	S
someone	NN	someone
who	WP	who
escaped	VBD	escape
from	IN	from
all	PDT	all
these	DT	these
bad	JJ	bad
things	NNS	thing
.	SENT	.
"	''	"
But	CC	but
people	NNS	people
did	VBD	do
not	RB	not
relate	VB	relate
to	TO	to
this	DT	this
.	SENT	.
People	NNS	people
did	VBD	do
not	RB	not
believe	VB	believe
this	DT	this
.	SENT	.
Because	IN	because
of	IN	of
the	DT	the
Internet	NN	Internet
,	,	,
the	DT	the
truth	NN	truth
prevailed	VBD	prevail
and	CC	and
everyone	NN	everyone
knew	VBD	know
the	DT	the
truth	NN	truth
.	SENT	.
And	CC	and
everyone	NN	everyone
started	VBD	start
to	TO	to
think	VB	think
that	IN	that
"	``	"
this	DT	this
guy	NN	guy
could	MD	could
be	VB	be
my	PP$	my
brother	NN	brother
.	SENT	.
"	``	"
He	PP	he
was	VBD	be
a	DT	a
middle-class	JJ	middle-class
guy	NN	guy
.	SENT	.
His	PP$	his
photo	NN	photo
was	VBD	be
remembered	VBN	remember
by	IN	by
all	DT	all
of	IN	of
us	PP	us
.	SENT	.
A	DT	a
page	NN	page
was	VBD	be
created	VBN	create
.	SENT	.
An	DT	an
anonymous	JJ	anonymous
administrator	NN	administrator
was	VBD	be
