Today	NN	today
,	,	,
there	EX	there
are	VBP	be
1	CD	@card@
.	SENT	.
8	CD	@card@
billion	NNS	billion
young	JJ	young
people	NNS	people
between	IN	between
the	DT	the
ages	NNS	age
of	IN	of
10	CD	@card@
and	CC	and
24	CD	@card@
in	IN	in
the	DT	the
world	NN	world
.	SENT	.
It	PP	it
is	VBZ	be
the	DT	the
largest	JJS	large
cohort	NN	cohort
in	IN	in
human	JJ	human
history	NN	history
.	SENT	.
Meeting	VBG	meet
their	PP$	their
needs	NNS	need
will	MD	will
be	VB	be
a	DT	a
big	JJ	big
challenge	NN	challenge
.	SENT	.
But	CC	but
it	PP	it
'	POS	'
s	NN	S
also	RB	also
a	DT	a
big	JJ	big
opportunity	NN	opportunity
.	SENT	.
They	PP	they
hold	VBP	hold
our	PP$	our
shared	JJ	shared
future	NN	future
in	IN	in
their	PP$	their
hands	NNS	hand
.	SENT	.
Every	DT	every
day	NN	day
,	,	,
we	PP	we
read	VBP	read
about	IN	about
young	JJ	young
people	NNS	people
lending	VBG	lend
their	PP$	their
ideas	NNS	idea
and	CC	and
passions	NNS	passion
to	TO	to
fighting	VBG	fight
for	IN	for
change	NN	change
,	,	,
social	JJ	social
change	NN	change
,	,	,
political	JJ	political
change	NN	change
,	,	,
change	NN	change
in	IN	in
their	PP$	their
communities	NNS	community
.	SENT	.
Imagine	VB	imagine
what	WP	what
they	PP	they
'	POS	'
ll	NNS	<unknown>
create	VBP	create
:	:	:
breakthroughs	NNS	breakthrough
,	,	,
inventions	NNS	invention
.	SENT	.
Maybe	RB	maybe
new	JJ	new
medicines	NNS	medicine
,	,	,
new	JJ	new
modes	NNS	mode
of	IN	of
transportation	NN	transportation
,	,	,
new	JJ	new
ways	NNS	way
to	TO	to
communicate	VB	communicate
,	,	,
sustainable	JJ	sustainable
economies	NNS	economy
and	CC	and
maybe	RB	maybe
even	RB	even
a	DT	a
world	NN	world
at	IN	at
peace	NN	peace
.	SENT	.
But	CC	but
this	DT	this
opportunity	NN	opportunity
,	,	,
this	DT	this
youth	NN	youth
dividend	NN	dividend
,	,	,
is	VBZ	be
not	RB	not
a	DT	a
given	VBN	give
.	SENT	.
One	CD	one
point	NN	point
eight	CD	eight
billion	NNS	billion
young	JJ	young
women	NNS	woman
and	CC	and
young	JJ	young
men	NNS	man
are	VBP	be
standing	VBG	stand
at	IN	at
the	DT	the
door	NN	door
of	IN	of
adulthood	NN	adulthood
.	SENT	.
Are	VBP	be
they	PP	they
ready	JJ	ready
?	SENT	?
Right	RB	right
now	RB	now
,	,	,
too	RB	too
few	JJ	few
of	IN	of
them	PP	them
are	VBP	be
.	SENT	.
My	PP$	my
favorite	JJ	favorite
part	NN	part
of	IN	of
my	PP$	my
job	NN	job
at	IN	at
UNICEF	NP	UNICEF
is	VBZ	be
a	DT	a
chance	NN	chance
to	TO	to
talk	VB	talk
to	TO	to
,	,	,
meet	VB	meet
with	IN	with
and	CC	and
hear	VB	hear
from	IN	from
young	JJ	young
people	NNS	people
all	RB	all
around	IN	around
the	DT	the
world	NN	world
.	SENT	.
And	CC	and
they	PP	they
tell	VBP	tell
me	PP	me
about	IN	about
their	PP$	their
hopes	NNS	hope
and	CC	and
dreams	NNS	dream
.	SENT	.
And	CC	and
they	PP	they
have	VBP	have
amazing	JJ	amazing
hopes	NNS	hope
and	CC	and
dreams	NNS	dream
for	IN	for
what	WP	what
they	PP	they
'	POS	'
ll	NNS	<unknown>
accomplish	VB	accomplish
in	IN	in
their	PP$	their
lives	NNS	life
.	SENT	.
But	CC	but
what	WP	what
they	PP	they
'	POS	'
re	NN	re
also	RB	also
telling	VBG	tell
me	PP	me
is	VBZ	be
that	IN	that
they	PP	they
have	VBP	have
fears	NNS	fear
.	SENT	.
They	PP	they
feel	VBP	feel
that	IN	that
they	PP	they
'	''	'
re	IN	re
facing	VBG	face
a	DT	a
series	NN	series
of	IN	of
urgent	JJ	urgent
crises	NNS	crisis
.	SENT	.
A	DT	a
crisis	NN	crisis
of	IN	of
demographics	NNS	demographic
,	,	,
a	DT	a
crisis	NN	crisis
of	IN	of
education	NN	education
,	,	,
a	DT	a
crisis	NN	crisis
of	IN	of
employment	NN	employment
,	,	,
a	DT	a
crisis	NN	crisis
of	IN	of
violence	NN	violence
and	CC	and
a	DT	a
crisis	NN	crisis
for	IN	for
girls	NNS	girl
.	SENT	.
If	IN	if
you	PP	you
look	VBP	look
at	IN	at
these	DT	these
crises	NNS	crisis
,	,	,
you	PP	you
realize	VBP	realize
that	IN	that
they	PP	they
'	''	'
re	IN	re
urgent	JJ	urgent
and	CC	and
they	PP	they
need	VBP	need
to	TO	to
be	VB	be
addressed	VBN	address
now	RB	now
.	SENT	.
Because	IN	because
they	PP	they
tell	VBP	tell
us	PP	us
that	IN	that
they	PP	they
'	POS	'
re	NN	re
worried	VBD	worry
.	SENT	.
They	PP	they
'	POS	'
re	NN	re
worried	VBD	worry
that	IN	that
they	PP	they
might	MD	might
not	RB	not
get	VB	get
the	DT	the
education	NN	education
that	IN	that
they	PP	they
need	VBP	need
.	SENT	.
And	CC	and
you	PP	you
know	VBP	know
what	WP	what
?	SENT	?
They	PP	they
'	POS	'
re	NN	re
right	NN	right
.	SENT	.
Two	CD	two
hundred	CD	hundred
million	CD	million
adolescents	NNS	adolescent
are	VBP	be
out	RB	out
of	IN	of
school	NN	school
worldwide	RB	worldwide
,	,	,
about	IN	about
the	DT	the
population	NN	population
of	IN	of
Brazil	NP	Brazil
.	SENT	.
And	CC	and
those	DT	those
that	WDT	that
are	VBP	be
in	IN	in
school	NN	school
feel	VBP	feel
that	IN	that
they	PP	they
may	MD	may
not	RB	not
be	VB	be
getting	VBG	get
the	DT	the
right	JJ	right
skills	NNS	skill
.	SENT	.
Globally	RB	globally
,	,	,
six	CD	six
in	IN	in
10	CD	@card@
children	NNS	child
and	CC	and
young	JJ	young
people	NNS	people
do	VBP	do
not	RB	not
meet	VB	meet
the	DT	the
minimum	JJ	minimum
proficiency	NN	proficiency
level	NN	level
for	IN	for
reading	NN	reading
and	CC	and
mathematics	NN	mathematics
.	SENT	.
No	DT	no
country	NN	country
can	MD	can
be	VB	be
successful	JJ	successful
if	IN	if
nearly	RB	nearly
half	JJ	half
of	IN	of
its	PP$	its
population	NN	population
of	IN	of
young	JJ	young
people	NNS	people
are	VBP	be
unable	JJ	unable
to	TO	to
read	VB	read
or	CC	or
write	VB	write
.	SENT	.
And	CC	and
what	WP	what
about	IN	about
the	DT	the
lucky	JJ	lucky
few	JJ	few
who	WP	who
are	VBP	be
in	IN	in
secondary	JJ	secondary
school	NN	school
?	SENT	?
Many	JJ	many
of	IN	of
them	PP	them
are	VBP	be
dropping	VBG	drop
out	RP	out
because	IN	because
they	PP	they
'	POS	'
re	NN	re
worried	VBD	worry
that	IN	that
they	PP	they
'	POS	'
re	NN	re
not	RB	not
getting	VBG	get
skills	NNS	skill
that	IN	that
they	PP	they
can	MD	can
use	VB	use
to	TO	to
make	VB	make
a	DT	a
livelihood	NN	livelihood
.	SENT	.
And	CC	and
sometimes	RB	sometimes
,	,	,
their	PP$	their
parents	NNS	parent
can	MD	can
no	RB	no
longer	RBR	longer
afford	VB	afford
the	DT	the
fees	NNS	fee
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
tragedy	NN	tragedy
.	SENT	.
And	CC	and
young	JJ	young
people	NNS	people
are	VBP	be
