Hello	UH	hello
,	,	,
how	WRB	how
is	VBZ	be
everyone	NN	everyone
feeling	NN	feeling
?	SENT	?
Are	VBP	be
you	PP	you
ready	JJ	ready
to	TO	to
solve	VB	solve
climate	NN	climate
change	NN	change
?	SENT	?
Good	JJ	good
.	SENT	.
Do	VB	do
you	PP	you
know	VB	know
what	WP	what
a	DT	a
pettawat	NN	<unknown>
hour	NN	hour
is	VBZ	be
?	SENT	?
Yeah	RB	yeah
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
unit	NN	unit
of	IN	of
energy	NN	energy
like	IN	like
kilowatt	NN	kilowatt
hour	NN	hour
or	CC	or
megawatt	NN	megawatt
hour	NN	hour
.	SENT	.
I	NP	I
'	POS	'
ve	RB	<unknown>
been	VBN	be
a	DT	a
climate	NN	climate
activist	NN	activist
since	IN	since
age	NN	age
11	CD	@card@
and	CC	and
I	PP	I
studied	VBD	study
engineering	NN	engineering
,	,	,
and	CC	and
so	RB	so
I	PP	I
was	VBD	be
familiar	JJ	familiar
with	IN	with
those	DT	those
terms	NNS	term
.	SENT	.
Kilowatt	NN	kilowatt
,	,	,
megawatt	NN	megawatt
,	,	,
even	RB	even
gigawatt	NN	gigawatt
and	CC	and
terawatt	NN	<unknown>
.	SENT	.
But	CC	but
I	PP	I
had	VBD	have
never	RB	never
heard	VBN	hear
of	IN	of
a	DT	a
petawatt	NP	<unknown>
hour	NN	hour
until	IN	until
I	PP	I
wrote	VBD	write
a	DT	a
book	NN	book
on	IN	on
climate	NN	climate
change	NN	change
solutions	NNS	solution
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
because	IN	because
it	PP	it
'	POS	'
s	NN	S
so	RB	so
big	JJ	big
.	SENT	.
But	CC	but
that	WDT	that
'	POS	'
s	NNS	<unknown>
the	DT	the
scale	NN	scale
I	PP	I
want	VBP	want
to	TO	to
talk	VB	talk
about	RB	about
.	SENT	.
A	DT	a
petawatt	NP	<unknown>
hour	NN	hour
is	VBZ	be
a	DT	a
trillion	CD	trillion
kilowatt	NN	kilowatt
hours	NNS	hour
.	SENT	.
And	CC	and
today	NN	today
the	DT	the
world	NN	world
generates	VBZ	generate
about	RB	about
25	CD	@card@
trillion	CD	trillion
kilowatt	NN	kilowatt
hours	NNS	hour
of	IN	of
electricity	NN	electricity
each	DT	each
year	NN	year
.	SENT	.
Most	JJS	most
of	IN	of
that	WDT	that
is	VBZ	be
from	IN	from
fossil-fuel	NN	fossil-fuel
power	NN	power
plants	NNS	plant
,	,	,
and	CC	and
the	DT	the
dominant	JJ	dominant
mindset	NN	mindset
is	VBZ	be
that	IN	that
we	PP	we
have	VBP	have
to	TO	to
change	VB	change
the	DT	the
current	JJ	current
electricity	NN	electricity
system	NN	system
by	IN	by
replacing	VBG	replace
those	DT	those
fossil-fuel	NN	fossil-fuel
plants	NNS	plant
with	IN	with
clean	JJ	clean
generation	NN	generation
by	IN	by
2050	CD	@card@
.	SENT	.
Well	RB	well
,	,	,
over	IN	over
one	CD	one
third	NN	third
of	IN	of
our	PP$	our
electricity	NN	electricity
generation	NN	generation
is	VBZ	be
already	RB	already
clean	JJ	clean
,	,	,
mostly	RB	mostly
from	IN	from
hydro	JJ	hydro
and	CC	and
nuclear	JJ	nuclear
,	,	,
along	RB	along
with	IN	with
wind	NN	wind
and	CC	and
solar	JJ	solar
,	,	,
and	CC	and
clean	JJ	clean
generation	NN	generation
is	VBZ	be
growing	VBG	grow
.	SENT	.
Projections	NNS	projection
based	VBN	base
on	IN	on
current	JJ	current
policies	NNS	policy
around	IN	around
the	DT	the
world	NN	world
show	VBP	show
that	IN	that
we	PP	we
are	VBP	be
on	IN	on
track	NN	track
to	TO	to
have	VB	have
about	RB	about
25	CD	@card@
petawatt	NN	<unknown>
hours	NNS	hour
of	IN	of
clean	JJ	clean
electricity	NN	electricity
generation	NN	generation
in	IN	in
2050	CD	@card@
.	SENT	.
That	WDT	that
'	POS	'
s	NN	S
two	CD	two
and	CC	and
a	DT	a
half	JJ	half
times	NNS	time
today	NN	today
'	POS	'
s	JJ	<unknown>
amount	NN	amount
of	IN	of
clean	JJ	clean
generation	NN	generation
and	CC	and
equal	JJ	equal
to	TO	to
today	NN	today
'	POS	'
s	JJ	<unknown>
total	JJ	total
generation	NN	generation
.	SENT	.
So	RB	so
this	DT	this
is	VBZ	be
great	JJ	great
.	SENT	.
We	PP	we
can	MD	can
replace	VB	replace
all	PDT	all
our	PP$	our
fossil	JJ	fossil
fuel	NN	fuel
plants	NNS	plant
,	,	,
have	VBP	have
a	DT	a
clean	JJ	clean
version	NN	version
of	IN	of
today	NN	today
'	POS	'
s	NN	S
world	NN	world
,	,	,
walk	VBP	walk
away	RB	away
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
solved	VBD	solve
climate	NN	climate
change	NN	change
.	SENT	.
Thank	VB	thank
you	PP	you
very	RB	very
much	RB	much
.	SENT	.
Oh	UH	oh
,	,	,
but	CC	but
I	PP	I
did	VBD	do
forget	VB	forget
one	CD	one
tiny	JJ	tiny
little	JJ	little
detail	NN	detail
.	SENT	.
We	PP	we
actually	RB	actually
need	VBP	need
five	CD	five
times	NNS	time
that	WDT	that
much	JJ	much
.	SENT	.
To	TO	to
be	VB	be
clear	JJ	clear
,	,	,
we	PP	we
need	VBP	need
and	CC	and
we	PP	we
'	POS	'
re	NN	re
on	IN	on
track	NN	track
to	TO	to
have	VB	have
two	CD	two
and	CC	and
a	DT	a
half	JJ	half
times	NNS	time
today	NN	today
'	POS	'
s	JJ	<unknown>
amount	NN	amount
of	IN	of
clean	JJ	clean
generation	NN	generation
to	TO	to
switch	VB	switch
to	TO	to
a	DT	a
clean	JJ	clean
version	NN	version
of	IN	of
our	PP$	our
current	JJ	current
electricity	NN	electricity
system	NN	system
.	SENT	.
But	CC	but
changing	VBG	change
the	DT	the
current	JJ	current
system	NN	system
isn	NN	isn
'	POS	'
t	NN	t
enough	RB	enough
.	SENT	.
We	PP	we
need	VBP	need
five	CD	five
times	NNS	time
that	WDT	that
,	,	,
all	RB	all
of	IN	of
it	PP	it
clean	VB	clean
,	,	,
or	CC	or
12	CD	@card@
times	NNS	time
today	NN	today
'	POS	'
s	JJ	<unknown>
clean	JJ	clean
electricity	NN	electricity
production	NN	production
,	,	,
to	TO	to
actually	RB	actually
avoid	VB	avoid
the	DT	the
worst	JJS	bad
impacts	NNS	impact
of	IN	of
climate	NN	climate
change	NN	change
.	SENT	.
Can	MD	can
I	PP	I
repeat	VB	repeat
that	DT	that
?	SENT	?
To	TO	to
avoid	VB	avoid
the	DT	the
worst	JJS	bad
impacts	NNS	impact
of	IN	of
climate	NN	climate
change	NN	change
,	,	,
we	PP	we
have	VBP	have
to	TO	to
multiply	VB	multiply
today	NN	today
'	POS	'
s	JJ	<unknown>
clean	JJ	clean
electricity	NN	electricity
production	NN	production
by	IN	by
12	CD	@card@
times	NNS	time
.	SENT	.
There	EX	there
are	VBP	be
four	CD	four
main	JJ	main
reasons	NNS	reason
we	PP	we
need	VBP	need
that	IN	that
much	RB	much
.	SENT	.
First	RB	first
,	,	,
let	VBP	let
'	POS	'
s	NNS	<unknown>
keep	VBP	keep
in	IN	in
mind	NN	mind
scientists	NNS	scientist
'	POS	'
goalpost	NN	<unknown>
for	IN	for
addressing	VBG	address
climate	NN	climate
change	NN	change
:	:	:
achieving	VBG	achieve
net-negative	JJ	net-negative
emissions	NNS	emission
globally	RB	globally
by	IN	by
around	IN	around
2050	CD	@card@
.	SENT	.
Most	JJS	most
of	IN	of
us	PP	us
know	VBP	know
that	IN	that
to	TO	to
do	VB	do
so	RB	so
,	,	,
we	PP	we
'	POS	'
ll	NNS	<unknown>
have	VBP	have
to	TO	to
electrify	VB	electrify
a	DT	a
whole	JJ	whole
range	NN	range
of	IN	of
vehicles	NNS	vehicle
,	,	,
heating	VBG	heat
systems	NNS	system
and	CC	and
some	DT	some
industrial	JJ	industrial
processes	NNS	process
.	SENT	.
Electric	JJ	electric
equipment	NN	equipment
is	VBZ	be
more	RBR	more
efficient	JJ	efficient
than	IN	than
fuel-based	JJ	<unknown>
equipment	NN	equipment
.	SENT	.
So	IN	so
electrification	NN	electrification
actually	RB	actually
lowers	VBZ	lower
total	JJ	total
global	JJ	global
energy	NN	energy
demand	NN	demand
,	,	,
but	CC	but
it	PP	it
increases	VBZ	increase
electricity	NN	electricity
generation	NN	generation
needed	VBD	need
.	SENT	.
In	IN	in
our	PP$	our
current	JJ	current
energy	NN	energy
world	NN	world
,	,	,
electrifying	VBG	electrify
60	CD	@card@
percent	NN	percent
