Let	NP	Let
'	POS	'
s	NNS	<unknown>
go	VBP	go
back	RB	back
to	TO	to
1957	CD	@card@
.	SENT	.
Representatives	NNS	representative
from	IN	from
six	CD	six
European	JJ	European
countries	NNS	country
had	VBD	have
come	VBN	come
to	TO	to
Rome	NP	Rome
to	TO	to
sign	VB	sign
the	DT	the
treaty	NN	treaty
that	WDT	that
was	VBD	be
to	TO	to
create	VB	create
the	DT	the
European	JJ	European
Union	NP	Union
.	SENT	.
Europe	NP	Europe
was	VBD	be
destroyed	VBN	destroy
.	SENT	.
A	DT	a
world	NN	world
war	NN	war
had	VBD	have
emerged	VBN	emerge
from	IN	from
Europe	NP	Europe
.	SENT	.
The	DT	the
human	JJ	human
suffering	NN	suffering
was	VBD	be
unbelievable	JJ	unbelievable
and	CC	and
unprecedented	JJ	unprecedented
.	SENT	.
Those	DT	those
men	NNS	man
wanted	VBD	want
to	TO	to
create	VB	create
a	DT	a
peaceful	JJ	peaceful
,	,	,
democratic	JJ	democratic
Europe	NP	Europe
,	,	,
a	DT	a
Europe	NP	Europe
that	WDT	that
works	VBZ	work
for	IN	for
its	PP$	its
people	NNS	people
.	SENT	.
And	CC	and
one	CD	one
of	IN	of
the	DT	the
many	JJ	many
building	NN	building
blocks	NNS	block
in	IN	in
that	DT	that
peace	NN	peace
project	NN	project
was	VBD	be
a	DT	a
common	JJ	common
European	JJ	European
market	NN	market
.	SENT	.
Already	RB	already
back	RB	back
then	RB	then
,	,	,
they	PP	they
saw	VBD	see
how	WRB	how
markets	NNS	market
,	,	,
when	WRB	when
left	VBN	leave
to	TO	to
themselves	PP	themselves
,	,	,
can	MD	can
sort	VB	sort
of	IN	of
slip	NN	slip
into	IN	into
being	VBG	be
just	RB	just
the	DT	the
private	JJ	private
property	NN	property
of	IN	of
big	JJ	big
businesses	NNS	business
and	CC	and
cartels	NNS	cartel
,	,	,
meeting	VBG	meet
the	DT	the
needs	NNS	need
of	IN	of
some	DT	some
businesses	NNS	business
and	CC	and
not	RB	not
the	DT	the
needs	NNS	need
of	IN	of
customers	NNS	customer
.	SENT	.
So	RB	so
from	IN	from
our	PP$	our
very	RB	very
first	JJ	first
day	NN	day
,	,	,
in	IN	in
1957	CD	@card@
,	,	,
the	DT	the
European	NP	European
Union	NP	Union
had	VBD	have
rules	NNS	rule
to	TO	to
defend	VB	defend
fair	JJ	fair
competition	NN	competition
.	SENT	.
And	CC	and
that	WDT	that
means	VBZ	mean
competition	NN	competition
on	IN	on
the	DT	the
merits	NNS	merit
,	,	,
that	WDT	that
you	PP	you
compete	VBP	compete
on	IN	on
the	DT	the
quality	NN	quality
of	IN	of
your	PP$	your
products	NNS	product
,	,	,
the	DT	the
prices	NNS	price
you	PP	you
can	MD	can
offer	VB	offer
,	,	,
the	DT	the
services	NNS	service
,	,	,
the	DT	the
innovation	NN	innovation
that	IN	that
you	PP	you
produce	VBP	produce
.	SENT	.
That	IN	that
'	POS	'
s	JJ	<unknown>
competition	NN	competition
on	IN	on
the	DT	the
merits	NNS	merit
.	SENT	.
You	PP	you
have	VBP	have
a	DT	a
fair	JJ	fair
chance	NN	chance
of	IN	of
making	VBG	make
it	PP	it
on	IN	on
such	PDT	such
a	DT	a
market	NN	market
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	VBG	<unknown>
my	PP$	my
job	NN	job
,	,	,
as	IN	as
Commissioner	NP	Commissioner
for	IN	for
Competition	NP	Competition
,	,	,
to	TO	to
make	VB	make
sure	JJ	sure
that	IN	that
companies	NNS	company
who	WP	who
do	VBP	do
business	NN	business
in	IN	in
Europe	NP	Europe
live	VBP	live
by	IN	by
those	DT	those
rules	NNS	rule
.	SENT	.
But	CC	but
let	VB	let
'	''	'
s	NNS	<unknown>
take	VBP	take
a	DT	a
step	NN	step
back	RB	back
.	SENT	.
Why	WRB	why
do	VBP	do
we	PP	we
need	VBP	need
rules	NNS	rule
on	IN	on
competition	NN	competition
at	IN	at
all	DT	all
?	SENT	?
Why	WRB	why
not	RB	not
just	RB	just
let	VB	let
businesses	NNS	business
compete	VB	compete
?	SENT	?
Isn	NP	Isn
'	POS	'
t	NN	t
that	IN	that
also	RB	also
the	DT	the
best	JJS	good
for	IN	for
us	PP	us
if	IN	if
they	PP	they
compete	VBP	compete
freely	RB	freely
,	,	,
since	IN	since
more	JJR	more
competition	NN	competition
drives	VBZ	drive
more	JJR	more
quality	NN	quality
,	,	,
lower	JJR	low
prices	NNS	price
,	,	,
more	JJR	more
innovation	NN	innovation
?	SENT	?
Well	RB	well
,	,	,
mostly	RB	mostly
it	PP	it
is	VBZ	be
.	SENT	.
But	CC	but
the	DT	the
problem	NN	problem
is	VBZ	be
that	IN	that
sometimes	RB	sometimes
,	,	,
for	IN	for
businesses	NNS	business
,	,	,
competition	NN	competition
can	MD	can
be	VB	be
inconvenient	JJ	inconvenient
,	,	,
because	IN	because
competition	NN	competition
means	VBZ	mean
that	IN	that
the	DT	the
race	NN	race
is	VBZ	be
never	RB	never
over	RB	over
,	,	,
the	DT	the
game	NN	game
is	VBZ	be
never	RB	never
won	VBN	win
.	SENT	.
No	DT	no
matter	NN	matter
how	WRB	how
well	RB	well
you	PP	you
were	VBD	be
doing	VBG	do
in	IN	in
the	DT	the
past	NN	past
,	,	,
there	EX	there
'	''	'
s	NNS	<unknown>
always	RB	always
someone	NN	someone
who	WP	who
are	VBP	be
out	RB	out
there	RB	there
wanting	VBG	want
to	TO	to
take	VB	take
your	PP$	your
place	NN	place
.	SENT	.
So	IN	so
the	DT	the
temptation	NN	temptation
to	TO	to
avoid	VB	avoid
competition	NN	competition
is	VBZ	be
powerful	JJ	powerful
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
rooted	VBN	root
in	IN	in
motives	NNS	motive
as	IN	as
old	JJ	old
as	IN	as
Adam	NP	Adam
and	CC	and
Eve	NP	Eve
:	:	:
in	IN	in
greed	NN	greed
for	IN	for
yet	RB	yet
more	JJR	more
money	NN	money
,	,	,
in	IN	in
fear	NN	fear
of	IN	of
losing	VBG	lose
your	PP$	your
position	NN	position
in	IN	in
the	DT	the
market	NN	market
and	CC	and
all	PDT	all
the	DT	the
benefits	NNS	benefit
it	PP	it
brings	VBZ	bring
.	SENT	.
And	CC	and
when	WRB	when
greed	NN	greed
and	CC	and
fear	NN	fear
are	VBP	be
linked	VBN	link
to	TO	to
power	NN	power
,	,	,
you	PP	you
have	VBP	have
a	DT	a
dangerous	JJ	dangerous
mix	NN	mix
.	SENT	.
We	PP	we
see	VBP	see
that	IN	that
in	IN	in
political	JJ	political
life	NN	life
.	SENT	.
In	IN	in
part	NN	part
of	IN	of
the	DT	the
world	NN	world
,	,	,
the	DT	the
mix	NN	mix
of	IN	of
greed	NN	greed
and	CC	and
fear	NN	fear
means	VBZ	mean
that	IN	that
those	DT	those
who	WP	who
get	VBP	get
power	NN	power
become	VBN	become
reluctant	JJ	reluctant
to	TO	to
give	VB	give
it	PP	it
back	RB	back
.	SENT	.
One	CD	one
of	IN	of
the	DT	the
many	JJ	many
things	NNS	thing
I	PP	I
like	VBP	like
and	CC	and
admire	VBP	admire
in	IN	in
our	PP$	our
democracies	NNS	democracy
are	VBP	be
the	DT	the
norms	NNS	norm
that	WDT	that
make	VBP	make
our	PP$	our
leaders	NNS	leader
hand	NN	hand
over	IN	over
power	NN	power
when	WRB	when
voters	NNS	voter
tell	VBP	tell
them	PP	them
to	TO	to
.	SENT	.
And	CC	and
competition	NN	competition
rules	NNS	rule
can	MD	can
do	VB	do
a	DT	a
similar	JJ	similar
thing	NN	thing
in	IN	in
the	DT	the
market	NN	market
,	,	,
making	VBG	make
sure	JJ	sure
that	IN	that
greed	NN	greed
and	CC	and
fear	NN	fear
doesn	NN	<unknown>
'	POS	'
t	NN	t
overcome	VB	overcome
fairness	NN	fairness
.	SENT	.
Because	IN	because
those	DT	those
rules	NNS	rule
mean	VBP	mean
that	IN	that
companies	NNS	company
cannot	MD	can
misuse	VB	misuse
their	PP$	their
power	NN	power
to	TO	to
undermine	VB	undermine
competition	NN	competition
.	SENT	.
Think	VB	think
for	IN	for
a	DT	a
moment	NN	moment
about	IN	about
your	PP$	your
car	NN	car
.	SENT	.
It	PP	it
has	VBZ	have
thousands	NNS	thousand
of	IN	of
parts	NNS	part
,	,	,
from	IN	from
the	DT	the
foam	NN	foam
that	WDT	that
makes	VBZ	make
the	DT	the
seats	NNS	seat
to	TO	to
the	DT	the
electrical	JJ	electrical
wiring	NN	wiring
to	TO	to
the	DT	the
light	JJ	light
bulbs	NNS	bulb
.	SENT	.
And	CC	and
for	IN	for
many	JJ	many
of	IN	of
those	DT	those
parts	NNS	part
,	,	,
the	DT	the
world	NN	world
'	POS	'
s	NN	S
carmakers	NNS	carmaker
,	,	,
they	PP	they
are	VBP	be
dependent	JJ	dependent
on	IN	on
only	RB	only
a	DT	a
few	JJ	few
suppliers	NNS	supplier
.	SENT	.
So	IN	so
it	PP	it
'	POS	'
s	NN	S
hardly	RB	hardly
surprising	JJ	surprising
that	IN	that
it	PP	it
is	VBZ	be
kind	NN	kind
of	IN	of
tempting	VBG	tempt
for	IN	for
those	DT	those
suppliers	NNS	supplier
to	TO	to
come	VB	come
together	RB	together
and	CC	and
fix	VB	fix
prices	NNS	price
.	SENT	.
But	CC	but
just	RB	just
imagine	VB	imagine
what	WP	what
that	DT	that
could	MD	could
do	VB	do
to	TO	to
the	DT	the
final	JJ	final
price	NN	price
of	IN	of
your	PP$	your
new	JJ	new
car	NN	car
in	IN	in
the	DT	the
market	NN	market
.	SENT	.
Except	IN	except
,	,	,
it	PP	it
'	POS	'
s	NN	S
not	RB	not
imaginary	JJ	imaginary
.	SENT	.
The	DT	the
European	NP	European
Commission	NP	Commission
has	VBZ	have
dealt	VBN	deal
with	IN	with
already	RB	already
seven	CD	seven
different	JJ	different
car	NN	car
parts	NNS	part
cartels	NNS	cartel
,	,	,
and	CC	and
we	PP	we
'	POS	'
re	NN	re
still	RB	still
investigating	VBG	investigate
some	DT	some
.	SENT	.
Here	RB	here
,	,	,
the	DT	the
Department	NP	Department
of	IN	of
Justice	NP	Justice
are	VBP	be
also	RB	also
looking	VBG	look
into	IN	into
the	DT	the
market	NN	market
for	IN	for
car	NN	car
parts	NNS	part
,	,	,
and	CC	and
it	PP	it
has	VBZ	have
called	VBN	call
it	PP	it
the	DT	the
biggest	JJS	big
criminal	JJ	criminal
investigation	NN	investigation
it	PP	it
has	VBZ	have
ever	RB	ever
pursued	VBN	pursue
.	SENT	.
But	CC	but
without	IN	without
competition	NN	competition
rules	NNS	rule
,	,	,
there	EX	there
would	MD	would
be	VB	be
no	DT	no
investigation	NN	investigation
,	,	,
and	CC	and
there	EX	there
would	MD	would
be	VB	be
nothing	NN	nothing
to	TO	to
stop	VB	stop
this	DT	this
collusion	NN	collusion
from	IN	from
happening	VBG	happen
and	CC	and
the	DT	the
prices	NNS	price
of	IN	of
your	PP$	your
car	NN	car
to	TO	to
go	VB	go
up	RP	up
.	SENT	.
Yet	CC	yet
it	PP	it
'	POS	'
s	NN	S
not	RB	not
only	JJ	only
companies	NNS	company
who	WP	who
can	MD	can
undermine	VB	undermine
fair	JJ	fair
competition	NN	competition
.	SENT	.
Governments	NNS	government
can	MD	can
do	VB	do
it	PP	it
,	,	,
too	RB	too
.	SENT	.
And	CC	and
governments	NNS	government
do	VBP	do
that	IN	that
when	WRB	when
they	PP	they
hand	VBP	hand
out	RP	out
subsidies	NNS	subsidy
to	TO	to
just	RB	just
the	DT	the
favorite	JJ	favorite
few	JJ	few
,	,	,
the	DT	the
selected	JJ	selected
.	SENT	.
They	PP	they
may	MD	may
do	VB	do
that	IN	that
when	WRB	when
they	PP	they
hand	VBP	hand
out	RP	out
subsidies	NNS	subsidy
—	:	-
and	CC	and
,	,	,
of	IN	of
course	NN	course
,	,	,
all	RB	all
financed	VBN	finance
by	IN	by
taxpayers	NNS	taxpayer
—	:	-
to	TO	to
companies	NNS	company
.	SENT	.
That	DT	that
may	MD	may
be	VB	be
in	IN	in
the	DT	the
form	NN	form
of	IN	of
special	JJ	special
tax	NN	tax
treatments	NNS	treatment
,	,	,
like	IN	like
the	DT	the
tax	NN	tax
benefits	VBZ	benefit
that	IN	that
firms	NNS	firm
like	IN	like
Fiat	NP	Fiat
,	,	,
Starbucks	NP	Starbucks
and	CC	and
Apple	NP	Apple
got	VBD	get
from	IN	from
some	DT	some
governments	NNS	government
in	IN	in
Europe	NP	Europe
.	SENT	.
Those	DT	those
subsidies	NNS	subsidy
stop	VBP	stop
companies	NNS	company
from	IN	from
competing	VBG	compete
on	IN	on
equal	JJ	equal
terms	NNS	term
.	SENT	.
They	PP	they
can	MD	can
mean	VB	mean
that	IN	that
the	DT	the
companies	NNS	company
that	WDT	that
succeed	VBP	succeed
,	,	,
well	RB	well
,	,	,
they	PP	they
are	VBP	be
the	DT	the
companies	NNS	company
that	WDT	that
got	VBD	get
the	DT	the
most	JJS	most
