What	WP	what
you	PP	you
'	POS	'
re	NN	re
hearing	NN	hearing
is	VBZ	be
the	DT	the
sound	NN	sound
of	IN	of
a	DT	a
native	JJ	native
forest	NN	forest
in	IN	in
Southern	NP	Southern
Europe	NP	Europe
.	SENT	.
The	DT	the
calm	JJ	calm
,	,	,
tranquil	JJ	tranquil
feeling	NN	feeling
we	PP	we
all	RB	all
get	VBP	get
is	VBZ	be
not	RB	not
a	DT	a
coincidence	NN	coincidence
.	SENT	.
We	PP	we
all	RB	all
evolved	VBD	evolve
in	IN	in
ecosystems	NNS	ecosystem
like	IN	like
this	DT	this
,	,	,
where	WRB	where
the	DT	the
sounds	NNS	sound
of	IN	of
birds	NNS	bird
and	CC	and
insects	NNS	insect
indicated	VBD	indicate
the	DT	the
possibility	NN	possibility
of	IN	of
food	NN	food
,	,	,
medicines	NNS	medicine
and	CC	and
all	PDT	all
the	DT	the
resources	NNS	resource
we	PP	we
need	VBP	need
for	IN	for
survival	NN	survival
.	SENT	.
Ecosystems	NNS	ecosystem
and	CC	and
their	PP$	their
biodiversity	NN	biodiversity
still	RB	still
hold	VBP	hold
the	DT	the
key	NN	key
to	TO	to
life	NN	life
on	IN	on
this	DT	this
planet	NN	planet
.	SENT	.
I	NP	I
'	POS	'
m	NN	m
obsessed	VBN	obsess
with	IN	with
this	DT	this
biodiversity	NN	biodiversity
,	,	,
the	DT	the
magic	NN	magic
of	IN	of
the	DT	the
infinite	JJ	infinite
network	NN	network
,	,	,
where	WRB	where
every	DT	every
species	NN	species
depends	VBZ	depend
on	IN	on
others	NNS	other
to	TO	to
survive	VB	survive
.	SENT	.
For	IN	for
most	JJS	most
of	IN	of
my	PP$	my
career	NN	career
,	,	,
I	PP	I
focused	VBD	focus
on	IN	on
just	RB	just
one	CD	one
of	IN	of
those	DT	those
fascinating	JJ	fascinating
connections	NNS	connection
between	IN	between
insects	NNS	insect
and	CC	and
fungi	NNS	fungus
in	IN	in
the	DT	the
soil	NN	soil
.	SENT	.
I	PP	I
longed	VBD	long
to	TO	to
understand	VB	understand
the	DT	the
scale	NN	scale
of	IN	of
these	DT	these
networks	NNS	network
and	CC	and
to	TO	to
understand	VB	understand
how	WRB	how
they	PP	they
might	MD	might
help	VB	help
us	PP	us
with	IN	with
one	CD	one
of	IN	of
the	DT	the
greatest	JJS	great
challenges	NNS	challenge
facing	VBG	face
humanity	NN	humanity
:	:	:
our	PP$	our
rapidly	RB	rapidly
warming	NN	warming
planet	NN	planet
