Alex	NP	Alex
Luebke	NP	Luebke
:	:	:
I	PP	I
'	POS	'
d	NN	d
like	VBP	like
to	TO	to
invite	VB	invite
you	PP	you
to	TO	to
go	VB	go
on	IN	on
a	DT	a
fantastic	JJ	fantastic
voyage	NN	voyage
with	IN	with
me	PP	me
today	NN	today
,	,	,
as	IN	as
we	PP	we
explore	VBP	explore
inside	IN	inside
the	DT	the
human	JJ	human
body	NN	body
.	SENT	.
Inside	IN	inside
each	DT	each
and	CC	and
every	DT	every
one	CD	one
of	IN	of
us	PP	us
holds	VBZ	hold
mysteries	NNS	mystery
and	CC	and
wonders	VBZ	wonder
that	IN	that
if	IN	if
unlocked	VBN	unlock
,	,	,
lead	VB	lead
to	TO	to
better	JJR	good
health	NN	health
,	,	,
performance	NN	performance
and	CC	and
longevity	NN	longevity
.	SENT	.
But	CC	but
seeing	VBG	see
inside	NN	inside
has	VBZ	have
proven	VBN	prove
to	TO	to
be	VB	be
quite	RB	quite
difficult	JJ	difficult
.	SENT	.
Since	IN	since
the	DT	the
beginning	NN	beginning
of	IN	of
the	DT	the
modern	JJ	modern
era	NN	era
,	,	,
the	DT	the
only	JJ	only
way	NN	way
to	TO	to
really	RB	really
look	VB	look
inside	IN	inside
was	VBD	be
through	IN	through
rudimentary	JJ	rudimentary
surgeries	NNS	surgery
.	SENT	.
Over	IN	over
the	DT	the
past	JJ	past
150	CD	@card@
years	NNS	year
or	CC	or
so	RB	so
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
had	VBD	have
great	JJ	great
technologies	NNS	technology
that	WDT	that
allow	VBP	allow
us	PP	us
to	TO	to
look	VB	look
from	IN	from
the	DT	the
outside	NN	outside
,	,	,
like	IN	like
X-rays	NNS	X-ray
and	CC	and
MRIs	NP	<unknown>
.	SENT	.
But	CC	but
what	WP	what
I	PP	I
propose	VBP	propose
and	CC	and
what	WP	what
I	PP	I
'	POS	'
d	NN	d
like	IN	like
us	PP	us
to	TO	to
explore	VB	explore
today	NN	today
is	VBZ	be
looking	VBG	look
at	IN	at
microrobotics	NNS	microrobotic
inside	IN	inside
the	DT	the
human	JJ	human
body	NN	body
.	SENT	.
As	IN	as
a	DT	a
first	JJ	first
step	NN	step
on	IN	on
that	DT	that
journey	NN	journey
,	,	,
let	VB	let
me	PP	me
introduce	VB	introduce
you	PP	you
to	TO	to
PillBot	NP	<unknown>
.	SENT	.
PillBot	NP	<unknown>
is	VBZ	be
a	DT	a
small	JJ	small
,	,	,
wireless	NN	wireless
robot	NN	robot
that	WDT	that
is	VBZ	be
remotely	RB	remotely
controlled	VBN	control
,	,	,
and	CC	and
it	PP	it
swims	VBZ	swim
around	RP	around
in	IN	in
three	CD	three
dimensions	NNS	dimension
in	IN	in
a	DT	a
water-filled	JJ	water-filled
human	JJ	human
stomach	NN	stomach
.	SENT	.
This	DT	this
robot	NN	robot
has	VBZ	have
things	NNS	thing
you	PP	you
would	MD	would
expect	VB	expect
on	IN	on
a	DT	a
robot	NN	robot
.	SENT	.
It	PP	it
has	VBZ	have
a	DT	a
camera	NN	camera
,	,	,
so	RB	so
it	PP	it
gives	VBZ	give
you	PP	you
