Back	RB	back
in	IN	in
New	NP	New
York	NP	York
,	,	,
I	PP	I
am	VBP	be
the	DT	the
head	NN	head
of	IN	of
development	NN	development
for	IN	for
a	DT	a
non-profit	JJ	non-profit
called	VBD	call
Robin	NP	Robin
Hood	NP	Hood
.	SENT	.
When	WRB	when
I	PP	I
'	POS	'
m	NN	m
not	RB	not
fighting	VBG	fight
poverty	NN	poverty
,	,	,
I	PP	I
'	POS	'
m	NN	m
fighting	VBG	fight
fires	NNS	fire
as	IN	as
the	DT	the
assistant	JJ	assistant
captain	NN	captain
of	IN	of
a	DT	a
volunteer	NN	volunteer
fire	NN	fire
company	NN	company
.	SENT	.
Now	RB	now
in	IN	in
our	PP$	our
town	NN	town
,	,	,
where	WRB	where
the	DT	the
volunteers	NNS	volunteer
supplement	VBP	supplement
a	DT	a
highly	RB	highly
skilled	JJ	skilled
career	NN	career
staff	NN	staff
,	,	,
you	PP	you
have	VBP	have
to	TO	to
get	VB	get
to	TO	to
the	DT	the
fire	NN	fire
scene	NN	scene
pretty	RB	pretty
early	JJ	early
to	TO	to
get	VB	get
in	IN	in
on	IN	on
any	DT	any
action	NN	action
.	SENT	.
I	PP	I
remember	VBP	remember
my	PP$	my
first	JJ	first
fire	NN	fire
.	SENT	.
I	PP	I
was	VBD	be
the	DT	the
second	JJ	second
volunteer	NN	volunteer
on	IN	on
the	DT	the
scene	NN	scene
,	,	,
so	IN	so
there	EX	there
was	VBD	be
a	DT	a
pretty	RB	pretty
good	JJ	good
chance	NN	chance
I	PP	I
was	VBD	be
going	VBG	go
to	TO	to
get	VB	get
in	IN	in
.	SENT	.
But	CC	but
still	RB	still
it	PP	it
was	VBD	be
a	DT	a
real	JJ	real
footrace	NN	footrace
against	IN	against
the	DT	the
other	JJ	other
volunteers	NNS	volunteer
to	TO	to
get	VB	get
to	TO	to
the	DT	the
captain	NN	captain
in	IN	in
charge	NN	charge
to	TO	to
find	VB	find
out	RP	out
what	WP	what
our	PP$	our
assignments	NNS	assignment
would	MD	would
be	VB	be
.	SENT	.
When	WRB	when
I	PP	I
found	VBD	find
the	DT	the
captain	NN	captain
,	,	,
he	PP	he
was	VBD	be
having	VBG	have
a	DT	a
very	RB	very
engaging	JJ	engaging
conversation	NN	conversation
with	IN	with
the	DT	the
homeowner	NN	homeowner
,	,	,
who	WP	who
was	VBD	be
surely	RB	surely
having	VBG	have
one	CD	one
of	IN	of
the	DT	the
worst	JJS	bad
days	NNS	day
of	IN	of
her	PP$	her
life	NN	life
.	SENT	.
Here	RB	here
it	PP	it
was	VBD	be
,	,	,
the	DT	the
middle	NN	middle
of	IN	of
the	DT	the
night	NN	night
,	,	,
she	PP	she
was	VBD	be
standing	VBG	stand
outside	IN	outside
in	IN	in
the	DT	the
pouring	VBG	pour
rain	NN	rain
,	,	,
under	IN	under
an	DT	an
umbrella	NN	umbrella
,	,	,
in	IN	in
her	PP$	her
pajamas	NNS	pajamas
,	,	,
barefoot	RB	barefoot
,	,	,
while	IN	while
her	PP$	her
house	NN	house
was	VBD	be
in	IN	in
flames	NNS	flame
.	SENT	.
The	DT	the
other	JJ	other
volunteer	NN	volunteer
who	WP	who
had	VBD	have
arrived	VBN	arrive
just	RB	just
before	IN	before
me	PP	me
—	:	-
let	VB	let
'	''	'
s	NNS	<unknown>
call	VBP	call
him	PP	him
Lex	NP	Lex
Luther	NP	Luther
—	:	-
got	VBD	get
to	TO	to
the	DT	the
captain	NN	captain
first	RB	first
and	CC	and
was	VBD	be
asked	VBN	ask
to	TO	to
go	VB	go
inside	RB	inside
and	CC	and
save	VB	save
the	DT	the
homeowner	NN	homeowner
'	POS	'
s	NN	S
dog	NN	dog
.	SENT	.
The	DT	the
dog	NN	dog
!	SENT	!
I	PP	I
was	VBD	be
stunned	VBN	stun
with	IN	with
jealousy	NN	jealousy
.	SENT	.
Here	RB	here
was	VBD	be
some	DT	some
lawyer	NN	lawyer
or	CC	or
money	NN	money
manager	NN	manager
who	WP	who
,	,	,
for	IN	for
the	DT	the
rest	NN	rest
of	IN	of
his	PP$	his
life	NN	life
,	,	,
gets	VBZ	get
to	TO	to
tell	VB	tell
people	NNS	people
that	IN	that
he	PP	he
went	VBD	go
into	IN	into
a	DT	a
burning	VBG	burn
building	NN	building
to	TO	to
save	VB	save
a	DT	a
living	VBG	live
creature	NN	creature
,	,	,
just	RB	just
because	IN	because
he	PP	he
beat	VBP	beat
me	PP	me
by	IN	by
five	CD	five
seconds	NNS	second
.	SENT	.
Well	RB	well
,	,	,
I	PP	I
was	VBD	be
next	JJ	next
.	SENT	.
The	DT	the
captain	NN	captain
waved	VBD	wave
me	PP	me
over	RP	over
.	SENT	.
He	PP	he
said	VBD	say
,	,	,
"	``	"
Bezos	NP	<unknown>
,	,	,
I	PP	I
need	VBP	need
you	PP	you
to	TO	to
go	VB	go
into	IN	into
the	DT	the
house	NN	house
.	SENT	.
I	PP	I
need	VBP	need
you	PP	you
to	TO	to
go	VB	go
upstairs	NN	upstairs
,	,	,
past	IN	past
the	DT	the
fire	NN	fire
,	,	,
and	CC	and
I	PP	I
need	VBP	need
you	PP	you
to	TO	to
get	VB	get
this	DT	this
woman	NN	woman
a	DT	a
pair	NN	pair
of	IN	of
shoes	NNS	shoe
.	SENT	.
"	``	"
I	PP	I
swear	VBP	swear
.	SENT	.
So	RB	so
,	,	,
not	RB	not
exactly	RB	exactly
what	WP	what
I	PP	I
was	VBD	be
hoping	VBG	hope
for	IN	for
,	,	,
but	CC	but
off	RB	off
I	PP	I
went	VBD	go
—	:	-
up	RB	up
the	DT	the
stairs	NNS	stair
,	,	,
down	RB	down
the	DT	the
hall	NN	hall
,	,	,
past	IN	past
the	DT	the
'	''	'
real	JJ	real
'	''	'
firefighters	NNS	firefighter
,	,	,
who	WP	who
were	VBD	be
pretty	RB	pretty
much	RB	much
done	VBN	do
putting	VBG	put
out	RP	out
the	DT	the
fire	NN	fire
at	IN	at
this	DT	this
point	NN	point
,	,	,
into	IN	into
the	DT	the
master	NN	master
bedroom	NN	bedroom
to	TO	to
get	VB	get
a	DT	a
pair	NN	pair
of	IN	of
shoes	NNS	shoe
.	SENT	.
Now	RB	now
I	PP	I
know	VBP	know
what	WP	what
you	PP	you
'	POS	'
re	NN	re
thinking	NN	thinking
,	,	,
but	CC	but
I	PP	I
'	POS	'
m	NN	m
no	DT	no
hero	NN	hero
.	SENT	.
I	PP	I
carried	VBD	carry
my	PP$	my
payload	NN	payload
back	RB	back
downstairs	RB	downstairs
where	WRB	where
I	PP	I
met	VBD	meet
my	PP$	my
nemesis	NN	nemesis
and	CC	and
the	DT	the
precious	JJ	precious
dog	NN	dog
by	IN	by
the	DT	the
front	JJ	front
door	NN	door
.	SENT	.
We	PP	we
took	VBD	take
our	PP$	our
treasures	NNS	treasure
outside	JJ	outside
to	TO	to
the	DT	the
homeowner	NN	homeowner
,	,	,
where	WRB	where
,	,	,
not	RB	not
surprisingly	RB	surprisingly
,	,	,
his	PP$	his
received	VBN	receive
much	JJ	much
more	JJR	more
attention	NN	attention
than	IN	than
did	VBD	do
mine	NN	mine
.	SENT	.
A	DT	a
few	JJ	few
weeks	NNS	week
later	RBR	later
,	,	,
the	DT	the
department	NN	department
received	VBD	receive
a	DT	a
letter	NN	letter
from	IN	from
the	DT	the
homeowner	NN	homeowner
thanking	VBG	thank
us	PP	us
for	IN	for
the	DT	the
valiant	JJ	valiant
effort	NN	effort
displayed	VBN	display
in	IN	in
saving	VBG	save
her	PP$	her
home	NN	home
.	SENT	.
The	DT	the
act	NN	act
of	IN	of
kindness	NN	kindness
she	PP	she
noted	VBD	note
above	IN	above
all	DT	all
others	NNS	other
:	:	:
someone	NN	someone
had	VBD	have
even	RB	even
gotten	VBN	get
her	PP	her
a	DT	a
pair	NN	pair
of	IN	of
shoes	NNS	shoe
.	SENT	.
In	IN	in
both	CC	both
my	PP$	my
vocation	NN	vocation
at	IN	at
Robin	NP	Robin
Hood	NP	Hood
and	CC	and
