So	RB	so
here	RB	here
'	''	'
s	VBG	<unknown>
the	DT	the
most	RBS	most
important	JJ	important
economic	JJ	economic
fact	NN	fact
of	IN	of
our	PP$	our
time	NN	time
.	SENT	.
We	PP	we
are	VBP	be
living	VBG	live
in	IN	in
an	DT	an
age	NN	age
of	IN	of
surging	VBG	surge
income	NN	income
inequality	NN	inequality
,	,	,
particularly	RB	particularly
between	IN	between
those	DT	those
at	IN	at
the	DT	the
very	JJ	very
top	NN	top
and	CC	and
everyone	NN	everyone
else	RB	else
.	SENT	.
This	DT	this
shift	NN	shift
is	VBZ	be
the	DT	the
most	RBS	most
striking	JJ	striking
in	IN	in
the	DT	the
U	NP	U
.	SENT	.
S	NP	S
.	SENT	.
and	CC	and
in	IN	in
the	DT	the
U	NP	U
.	SENT	.
K	NN	K
.	SENT	.
,	,	,
but	CC	but
it	PP	it
'	POS	'
s	NN	S
a	DT	a
global	JJ	global
phenomenon	NN	phenomenon
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
happening	VBG	happen
in	IN	in
communist	JJ	communist
China	NP	China
,	,	,
in	IN	in
formerly	RB	formerly
communist	JJ	communist
Russia	NP	Russia
,	,	,
it	PP	it
'	POS	'
s	NNS	<unknown>
happening	VBG	happen
in	IN	in
India	NP	India
,	,	,
in	IN	in
my	PP$	my
own	JJ	own
native	JJ	native
Canada	NP	Canada
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
even	RB	even
seeing	VBG	see
it	PP	it
in	IN	in
cozy	JJ	cozy
social	JJ	social
democracies	NNS	democracy
like	IN	like
Sweden	NP	Sweden
,	,	,
Finland	NP	Finland
and	CC	and
Germany	NP	Germany
.	SENT	.
Let	VB	let
me	PP	me
give	VB	give
you	PP	you
a	DT	a
few	JJ	few
numbers	NNS	number
to	TO	to
place	VB	place
what	WP	what
'	POS	'
s	NN	S
happening	NN	happening
.	SENT	.
In	IN	in
the	DT	the
1970s	NNS	1970s
,	,	,
the	DT	the
One	CD	one
Percent	NN	percent
accounted	VBD	account
for	IN	for
about	RB	about
10	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
national	JJ	national
income	NN	income
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
.	SENT	.
Today	NN	today
,	,	,
their	PP$	their
share	NN	share
has	VBZ	have
more	RBR	more
than	IN	than
doubled	VBD	double
to	TO	to
above	RB	above
20	CD	@card@
percent	NN	percent
.	SENT	.
But	CC	but
what	WP	what
'	POS	'
s	NN	S
even	RB	even
more	RBR	more
striking	JJ	striking
is	VBZ	be
what	WP	what
'	POS	'
s	NNS	<unknown>
happening	VBG	happen
at	IN	at
the	DT	the
very	RB	very
tippy	JJ	<unknown>
top	NN	top
of	IN	of
the	DT	the
income	NN	income
distribution	NN	distribution
.	SENT	.
The	DT	the
0	CD	@card@
.	SENT	.
1	CD	@card@
percent	NN	percent
in	IN	in
the	DT	the
U	NP	U
.	SENT	.
S	NP	S
.	SENT	.
today	NN	today
account	NN	account
for	IN	for
more	JJR	more
than	IN	than
eight	CD	eight
percent	NN	percent
of	IN	of
the	DT	the
national	JJ	national
income	NN	income
.	SENT	.
They	PP	they
are	VBP	be
where	WRB	where
the	DT	the
One	CD	one
Percent	NN	percent
was	VBD	be
30	CD	@card@
years	NNS	year
ago	RB	ago
.	SENT	.
Let	VB	let
me	PP	me
give	VB	give
you	PP	you
another	DT	another
number	NN	number
to	TO	to
put	VB	put
that	IN	that
in	IN	in
perspective	NN	perspective
,	,	,
and	CC	and
this	DT	this
is	VBZ	be
a	DT	a
figure	NN	figure
that	WDT	that
was	VBD	be
calculated	VBN	calculate
in	IN	in
2005	CD	@card@
by	IN	by
Robert	NP	Robert
Reich	NP	Reich
,	,	,
the	DT	the
