Today	NP	Today
I	NP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
take	VB	take
you	PP	you
on	IN	on
a	DT	a
voyage	NN	voyage
to	TO	to
some	DT	some
place	NN	place
so	RB	so
deep	JJ	deep
,	,	,
so	RB	so
dark	JJ	dark
,	,	,
so	RB	so
unexplored	VBN	unexplore
that	IN	that
we	PP	we
know	VBP	know
less	JJR	less
about	IN	about
it	PP	it
than	IN	than
we	PP	we
know	VBP	know
about	IN	about
the	DT	the
dark	JJ	dark
side	NN	side
of	IN	of
the	DT	the
moon	NN	moon
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
place	NN	place
of	IN	of
myth	NN	myth
and	CC	and
legend	NN	legend
.	SENT	.
It	PP	it
'	POS	'
s	NNS	<unknown>
a	DT	a
place	NN	place
marked	VBN	mark
on	IN	on
ancient	JJ	ancient
maps	NNS	map
as	IN	as
"	``	"
here	RB	here
be	VB	be
monsters	NNS	monster
.	SENT	.
"	``	"
It	PP	it
is	VBZ	be
a	DT	a
place	NN	place
where	WRB	where
each	DT	each
new	JJ	new
voyage	NN	voyage
of	IN	of
exploration	NN	exploration
brings	VBZ	bring
back	RB	back
new	JJ	new
discoveries	NNS	discovery
of	IN	of
creatures	NNS	creature
so	IN	so
wondrous	JJ	wondrous
and	CC	and
strange	JJ	strange
that	IN	that
our	PP$	our
forefathers	NNS	forefather
would	MD	would
have	VB	have
considered	VBN	consider
them	PP	them
monstrous	JJ	monstrous
indeed	RB	indeed
.	SENT	.
Instead	RB	instead
,	,	,
they	PP	they
just	RB	just
make	VBP	make
me	PP	me
green	JJ	green
with	IN	with
envy	NN	envy
that	IN	that
my	PP$	my
colleague	NN	colleague
from	IN	from
IUCN	NP	<unknown>
was	VBD	be
able	JJ	able
to	TO	to
go	VB	go
on	IN	on
this	DT	this
journey	NN	journey
to	TO	to
the	DT	the
south	NN	south
of	IN	of
Madagascar	NP	Madagascar
seamounts	NNS	seamount
to	TO	to
actually	RB	actually
take	VB	take
photographs	NNS	photograph
and	CC	and
to	TO	to
see	VB	see
these	DT	these
wondrous	JJ	wondrous
creatures	NNS	creature
of	IN	of
the	DT	the
deep	JJ	deep
.	SENT	.
We	PP	we
are	VBP	be
talking	VBG	talk
about	IN	about
the	DT	the
high	JJ	high
seas	NNS	sea
.	SENT	.
The	DT	the
"	``	"
high	JJ	high
seas	NNS	sea
"	''	"
is	VBZ	be
a	DT	a
legal	JJ	legal
term	NN	term
,	,	,
but	CC	but
in	IN	in
fact	NN	fact
,	,	,
it	PP	it
covers	VBZ	cover
50	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
planet	NN	planet
.	SENT	.
With	IN	with
an	DT	an
average	JJ	average
depth	NN	depth
of	IN	of
the	DT	the
oceans	NNS	ocean
of	IN	of
4	CD	@card@
,	,	,
000	CD	@card@
meters	NNS	meter
,	,	,
in	IN	in
fact	NN	fact
,	,	,
the	DT	the
high	JJ	high
seas	NNS	sea
covers	VBZ	cover
and	CC	and
provides	VBZ	provide
nearly	RB	nearly
90	CD	@card@
percent	NN	percent
of	IN	of
the	DT	the
habitat	NN	habitat
for	IN	for
life	NN	life
on	IN	on
this	DT	this
Earth	NN	earth
.	SENT	.
It	PP	it
is	VBZ	be
,	,	,
in	IN	in
theory	NN	theory
,	,	,
the	DT	the
global	JJ	global
commons	NNS	common
,	,	,
belonging	VBG	belong
to	TO	to
us	PP	us
all	DT	all
.	SENT	.
But	CC	but
in	IN	in
reality	NN	reality
,	,	,
it	PP	it
is	VBZ	be
managed	VBN	manage
by	IN	by
and	CC	and
