Alisa	NP	Alisa
Volkman	NP	Volkman
:	:	:
So	RB	so
this	DT	this
is	VBZ	be
where	WRB	where
our	PP$	our
story	NN	story
begins	VBZ	begin
â	NP	<unknown>
the	DT	the
dramatic	JJ	dramatic
moments	NNS	moment
of	IN	of
the	DT	the
birth	NN	birth
of	IN	of
our	PP$	our
first	JJ	first
son	NN	son
,	,	,
Declan	NP	Declan
.	SENT	.
Obviously	RB	obviously
a	DT	a
really	RB	really
profound	JJ	profound
moment	NN	moment
,	,	,
and	CC	and
it	PP	it
changed	VBD	change
our	PP$	our
lives	NNS	life
in	IN	in
many	JJ	many
ways	NNS	way
.	SENT	.
It	PP	it
also	RB	also
changed	VBD	change
our	PP$	our
lives	NNS	life
in	IN	in
many	JJ	many
unexpected	JJ	unexpected
ways	NNS	way
,	,	,
and	CC	and
those	DT	those
unexpected	JJ	unexpected
ways	NNS	way
we	PP	we
later	RBR	later
reflected	VBD	reflect
on	IN	on
,	,	,
that	WDT	that
eventually	RB	eventually
spawned	VBD	spawn
a	DT	a
business	NN	business
idea	NN	idea
between	IN	between
the	DT	the
two	CD	two
of	IN	of
us	PP	us
,	,	,
and	CC	and
a	DT	a
year	NN	year
later	RBR	later
,	,	,
we	PP	we
launched	VBD	launch
Babble	NN	babble
,	,	,
a	DT	a
website	NN	website
for	IN	for
parents	NNS	parent
.	SENT	.
Rufus	NP	Rufus
Griscom	NP	Griscom
:	:	:
Now	RB	now
I	PP	I
think	VBP	think
of	IN	of
our	PP$	our
story	NN	story
as	IN	as
starting	VBG	start
a	DT	a
few	JJ	few
years	NNS	year
earlier	RBR	earlier
.	SENT	.
AV	NP	AV
:	:	:
That	WDT	that
'	POS	'
s	NNS	<unknown>
true	JJ	true
.	SENT	.
RG	NP	RG
:	:	:
You	PP	you
may	MD	may
remember	VB	remember
,	,	,
we	PP	we
fell	VBD	fall
head	NN	head
over	IN	over
heels	NNS	heel
in	IN	in
love	NN	love
.	SENT	.
AV	NP	AV
:	:	:
We	PP	we
did	VBD	do
.	SENT	.
RG	NP	RG
:	:	:
We	PP	we
were	VBD	be
at	IN	at
the	DT	the
time	NN	time
running	VBG	run
a	DT	a
very	RB	very
different	JJ	different
kind	NN	kind
of	IN	of
website	NN	website
.	SENT	.
It	PP	it
was	VBD	be
a	DT	a
website	NN	website
called	VBD	call
Nerve	NN	nerve
.	SENT	.
com	NN	com
,	,	,
the	DT	the
tagline	NN	tagline
of	IN	of
which	WDT	which
was	VBD	be
"	``	"
literate	JJ	literate
smut	NN	smut
.	SENT	.
"	``	"
It	PP	it
was	VBD	be
in	IN	in
theory	NN	theory
,	,	,
and	CC	and
hopefully	RB	hopefully
in	IN	in
practice	NN	practice
,	,	,
a	DT	a
smart	JJ	smart
online	JJ	online
magazine	NN	magazine
about	IN	about
sex	NN	sex
and	CC	and
culture	NN	culture
.	SENT	.
AV	NP	AV
:	:	:
That	WDT	that
spawned	VBD	spawn
a	DT	a
dating	VBG	date
site	NN	site
.	SENT	.
But	CC	but
you	PP	you
can	MD	can
understand	VB	understand
the	DT	the
jokes	NNS	joke
that	WDT	that
we	PP	we
get	VBP	get
.	SENT	.
Sex	NN	sex
begets	VBZ	beget
babies	NNS	baby
.	SENT	.
You	PP	you
follow	VBP	follow
instructions	NNS	instruction
on	IN	on
Nerve	NN	nerve
and	CC	and
you	PP	you
should	MD	should
end	VB	end
up	RP	up
on	IN	on
Babble	NN	babble
,	,	,
which	WDT	which
we	PP	we
did	VBD	do
.	SENT	.
And	CC	and
we	PP	we
might	MD	might
launch	VB	launch
a	DT	a
geriatric	JJ	geriatric
site	NN	site
as	IN	as
our	PP$	our
third	JJ	third
.	SENT	.
We	PP	we
'	POS	'
ll	NNS	<unknown>
see	VBP	see
.	SENT	.
RG	NP	RG
:	:	:
But	CC	but
for	IN	for
us	PP	us
,	,	,
the	DT	the
continuity	NN	continuity
between	IN	between
Nerve	NN	nerve
and	CC	and
Babble	NN	babble
was	VBD	be
not	RB	not
just	RB	just
the	DT	the
life	NN	life
stage	NN	stage
thing	NN	thing
,	,	,
which	WDT	which
is	VBZ	be
,	,	,
of	IN	of
course	NN	course
,	,	,
relevant	JJ	relevant
,	,	,
but	CC	but
it	PP	it
was	VBD	be
really	RB	really
more	JJR	more
about	IN	about
our	PP$	our
desire	NN	desire
to	TO	to
speak	VB	speak
very	RB	very
honestly	RB	honestly
about	IN	about
subjects	NNS	subject
that	IN	that
people	NNS	people
have	VBP	have
difficulty	NN	difficulty
speaking	VBG	speak
honestly	RB	honestly
about	RB	about
.	SENT	.
It	PP	it
seems	VBZ	seem
to	TO	to
us	PP	us
that	IN	that
when	WRB	when
people	NNS	people
start	VBP	start
dissembling	VBG	dissemble
,	,	,
people	NNS	people
start	VBP	start
lying	VBG	lie
about	IN	about
things	NNS	thing
,	,	,
that	WDT	that
'	POS	'
s	NN	S
when	WRB	when
it	PP	it
gets	VBZ	get
really	RB	really
interesting	JJ	interesting
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
a	DT	a
subject	NN	subject
that	IN	that
we	PP	we
want	VBP	want
to	TO	to
dive	VB	dive
into	IN	into
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
ve	RB	<unknown>
been	VBN	be
surprised	VBN	surprise
to	TO	to
find	VB	find
,	,	,
as	IN	as
young	JJ	young
parents	NNS	parent
,	,	,
that	IN	that
there	EX	there
are	VBP	be
almost	RB	almost
more	RBR	more
taboos	VBZ	taboo
around	IN	around
parenting	VBG	parent
than	IN	than
there	EX	there
are	VBP	be
around	RB	around
sex	NN	sex
.	SENT	.
AV	NP	AV
:	:	:
It	PP	it
'	POS	'
s	NNS	<unknown>
true	JJ	true
.	SENT	.
So	RB	so
like	IN	like
we	PP	we
said	VBD	say
,	,	,
the	DT	the
early	JJ	early
years	NNS	year
were	VBD	be
really	RB	really
wonderful	JJ	wonderful
,	,	,
but	CC	but
they	PP	they
were	VBD	be
also	RB	also
really	RB	really
difficult	JJ	difficult
.	SENT	.
And	CC	and
we	PP	we
feel	VBP	feel
like	IN	like
some	DT	some
of	IN	of
that	DT	that
difficulty	NN	difficulty
was	VBD	be
because	IN	because
of	IN	of
this	DT	this
false	JJ	false
advertisement	NN	advertisement
around	IN	around
parenting	VBG	parent
.	SENT	.
We	PP	we
subscribed	VBD	subscribe
to	TO	to
a	DT	a
lot	NN	lot
of	IN	of
magazines	NNS	magazine
,	,	,
did	VBD	do
our	PP$	our
homework	NN	homework
,	,	,
but	CC	but
really	RB	really
everywhere	RB	everywhere
you	PP	you
look	VBP	look
around	RP	around
,	,	,
we	PP	we
were	VBD	be
surrounded	VBN	surround
by	IN	by
images	NNS	image
like	IN	like
this	DT	this
.	SENT	.
And	CC	and
we	PP	we
went	VBD	go
into	IN	into
parenting	VBG	parent
expecting	VBG	expect
our	PP$	our
lives	NNS	life
to	TO	to
look	VB	look
like	IN	like
this	DT	this
.	SENT	.
The	DT	the
sun	NN	sun
was	VBD	be
always	RB	always
streaming	VBG	stream
in	IN	in
,	,	,
and	CC	and
our	PP$	our
children	NNS	child
would	MD	would
never	RB	never
be	VB	be
crying	VBG	cry
.	SENT	.
I	PP	I
would	MD	would
always	RB	always
be	VB	be
perfectly	RB	perfectly
coiffed	VBN	coif
and	CC	and
well	RB	well
rested	VBN	rest
,	,	,
and	CC	and
in	IN	in
fact	NN	fact
,	,	,
it	PP	it
was	VBD	be
not	RB	not
like	JJ	like
that	IN	that
at	IN	at
all	DT	all
.	SENT	.
RG	NP	RG
:	:	:
When	WRB	when
we	PP	we
lowered	VBD	lower
the	DT	the
glossy	JJ	glossy
parenting	VBG	parent
magazine	NN	magazine
that	IN	that
we	PP	we
were	VBD	be
looking	VBG	look
at	IN	at
,	,	,
with	IN	with
these	DT	these
beautiful	JJ	beautiful
images	NNS	image
,	,	,
and	CC	and
looked	VBD	look
at	IN	at
the	DT	the
scene	NN	scene
in	IN	in
our	PP$	our
actual	JJ	actual
living	NN	living
room	NN	room
,	,	,
it	PP	it
looked	VBD	look
a	DT	a
little	JJ	little
bit	NN	bit
more	RBR	more
like	IN	like
this	DT	this
.	SENT	.
These	DT	these
are	VBP	be
our	PP$	our
three	CD	three
sons	NNS	son
.	SENT	.
And	CC	and
of	IN	of
course	NN	course
,	,	,
they	PP	they
'	POS	'
re	NN	re
not	RB	not
always	RB	always
crying	VBG	cry
and	CC	and
screaming	VBG	scream
,	,	,
but	CC	but
with	IN	with
three	CD	three
boys	NNS	boy
,	,	,
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
decent	JJ	decent
probability	NN	probability
that	IN	that
at	IN	at
least	JJS	least
one	CD	one
of	IN	of
them	PP	them
will	MD	will
not	RB	not
be	VB	be
comporting	VBG	comport
himself	PP	himself
exactly	RB	exactly
as	IN	as
he	PP	he
should	MD	should
.	SENT	.
AV	NP	AV
:	:	:
Yes	UH	yes
,	,	,
you	PP	you
can	MD	can
see	VB	see
where	WRB	where
the	DT	the
disconnect	VBP	disconnect
was	VBD	be
happening	VBG	happen
for	IN	for
us	PP	us
.	SENT	.
We	PP	we
really	RB	really
felt	VBD	feel
like	IN	like
what	WP	what
we	PP	we
went	VBD	go
in	RP	in
expecting	VBG	expect
had	VBD	have
nothing	NN	nothing
to	TO	to
do	VB	do
with	IN	with
what	WP	what
we	PP	we
were	VBD	be
actually	RB	actually
experiencing	VBG	experience
,	,	,
and	CC	and
so	RB	so
we	PP	we
decided	VBD	decide
we	PP	we
really	RB	really
wanted	VBD	want
to	TO	to
give	VB	give
it	PP	it
to	TO	to
parents	NNS	parent
straight	JJ	straight
.	SENT	.
We	PP	we
really	RB	really
wanted	VBD	want
to	TO	to
let	VB	let
them	PP	them
understand	VB	understand
what	WP	what
the	DT	the
realities	NNS	reality
of	IN	of
parenting	VBG	parent
were	VBD	be
in	IN	in
an	DT	an
honest	JJ	honest
way	NN	way
.	SENT	.
RG	NP	RG
:	:	:
So	IN	so
today	NN	today
,	,	,
what	WP	what
we	PP	we
would	MD	would
love	VB	love
to	TO	to
do	VB	do
is	VBZ	be
share	VB	share
with	IN	with
you	PP	you
four	CD	four
parenting	VBG	parent
taboos	VBZ	taboo
.	SENT	.
And	CC	and
of	IN	of
course	NN	course
,	,	,
there	EX	there
are	VBP	be
many	JJ	many
more	JJR	more
than	IN	than
four	CD	four
things	NNS	thing
you	PP	you
can	MD	can
'	''	'
t	NN	t
say	VBP	say
about	RB	about
parenting	VBG	parent
,	,	,
but	CC	but
we	PP	we
would	MD	would
like	VB	like
to	TO	to
share	VB	share
with	IN	with
you	PP	you
today	NN	today
four	CD	four
that	WDT	that
are	VBP	be
particularly	RB	particularly
relevant	JJ	relevant
for	IN	for
us	PP	us
personally	RB	personally
