Thank	VB	thank
you	PP	you
.	SENT	.
I	PP	I
have	VBP	have
two	CD	two
missions	NNS	mission
here	RB	here
today	NN	today
.	SENT	.
The	DT	the
first	JJ	first
is	VBZ	be
to	TO	to
tell	VB	tell
you	PP	you
something	NN	something
about	IN	about
pollen	NN	pollen
,	,	,
I	PP	I
hope	VBP	hope
,	,	,
and	CC	and
to	TO	to
convince	VB	convince
you	PP	you
that	IN	that
it	PP	it
'	POS	'
s	NNS	<unknown>
more	RBR	more
than	IN	than
just	RB	just
something	NN	something
that	WDT	that
gets	VBZ	get
up	RP	up
your	PP$	your
nose	NN	nose
.	SENT	.
And	CC	and
,	,	,
secondly	RB	secondly
,	,	,
to	TO	to
convince	VB	convince
you	PP	you
that	IN	that
every	DT	every
home	NN	home
really	RB	really
ought	MD	ought
to	TO	to
have	VB	have
a	DT	a
scanning	VBG	scan
electron	NN	electron
microscope	NN	microscope
.	SENT	.
Pollen	NN	pollen
is	VBZ	be
a	DT	a
flower	NN	flower
'	POS	'
s	JJ	<unknown>
way	NN	way
of	IN	of
making	VBG	make
more	JJR	more
flowers	NNS	flower
.	SENT	.
It	PP	it
carries	VBZ	carry
male	JJ	male
sex	NN	sex
cells	NNS	cell
from	IN	from
one	CD	one
flower	NN	flower
to	TO	to
another	DT	another
.	SENT	.
This	DT	this
gives	VBZ	give
us	PP	us
genetic	JJ	genetic
diversity	NN	diversity
,	,	,
or	CC	or
at	IN	at
least	JJS	least
it	PP	it
gives	VBZ	give
the	DT	the
plants	NNS	plant
genetic	JJ	genetic
diversity	NN	diversity
.	SENT	.
And	CC	and
it	PP	it
'	POS	'
s	NN	S
really	RB	really
rather	RB	rather
better	RBR	well
not	RB	not
to	TO	to
mate	VB	mate
with	IN	with
yourself	PP	yourself
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
probably	RB	probably
true	JJ	true
of	IN	of
humans	NNS	human
as	IN	as
well	RB	well
,	,	,
mostly	RB	mostly
.	SENT	.
Pollen	NN	pollen
is	VBZ	be
produced	VBN	produce
by	IN	by
the	DT	the
anthers	NNS	anther
of	IN	of
flowers	NNS	flower
.	SENT	.
Each	DT	each
anther	NN	anther
can	MD	can
carry	VB	carry
up	RP	up
to	TO	to
100	CD	@card@
,	,	,
000	CD	@card@
grains	NNS	grain
of	IN	of
pollen	NN	pollen
,	,	,
so	RB	so
,	,	,
it	PP	it
'	POS	'
s	NN	S
quite	RB	quite
prolific	JJ	prolific
stuff	NN	stuff
.	SENT	.
And	CC	and
it	PP	it
isn	NP	isn
'	POS	'
t	NN	t
just	RB	just
bright	JJ	bright
flowers	NNS	flower
that	WDT	that
have	VBP	have
pollen	NN	pollen
;	:	;
it	PP	it
'	POS	'
s	NN	S
also	RB	also
trees	VBZ	tree
and	CC	and
grasses	VBZ	grass
.	SENT	.
And	CC	and
remember	VBP	remember
that	IN	that
all	PDT	all
our	PP$	our
cereal	NN	cereal
crops	NNS	crop
are	VBP	be
grasses	NNS	grass
as	IN	as
well	RB	well
.	SENT	.
Here	RB	here
is	VBZ	be
a	DT	a
scanning	VBG	scan
electron	NN	electron
micrograph	NN	micrograph
of	IN	of
a	DT	a
grain	NN	grain
of	IN	of
pollen	NN	pollen
.	SENT	.
The	DT	the
little	JJ	little
hole	NN	hole
in	IN	in
the	DT	the
middle	NN	middle
,	,	,
we	PP	we
'	POS	'
ll	NNS	<unknown>
come	VBP	come
to	TO	to
a	DT	a
bit	NN	bit
later	RBR	later
,	,	,
but	CC	but
that	IN	that
'	POS	'
s	NN	S
for	IN	for
the	DT	the
pollen	NN	pollen
tube	NN	tube
to	TO	to
come	VB	come
out	RP	out
later	RBR	later
on	RB	on
.	SENT	.
A	DT	a
very	RB	very
tiny	JJ	tiny
tube	NN	tube
.	SENT	.
So	RB	so
,	,	,
that	IN	that
'	POS	'
s	NN	S
20	CD	@card@
micrometers	NNS	micrometer
across	RB	across
,	,	,
that	DT	that
pollen	NN	pollen
grain	NN	grain
there	RB	there
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
about	IN	about
a	DT	a
50th	JJ	50th
of	IN	of
a	DT	a
millimeter	NN	millimeter
.	SENT	.
But	CC	but
not	RB	not
all	DT	all
pollen	NN	pollen
is	VBZ	be
quite	RB	quite
so	RB	so
simple	JJ	simple
looking	VBG	look
.	SENT	.
This	DT	this
is	VBZ	be
Morina	NP	<unknown>
.	SENT	.
This	DT	this
is	VBZ	be
a	DT	a
plant	NN	plant
—	:	-
which	WDT	which
I	PP	I
'	POS	'
ve	NN	ve
always	RB	always
thought	VBD	think
to	TO	to
be	VB	be
rather	RB	rather
tedious	JJ	tedious
—	:	-
named	VBN	name
after	IN	after
Morin	NP	Morin
,	,	,
who	WP	who
was	VBD	be
an	DT	an
enterprising	JJ	enterprising
French	JJ	French
gardener	NN	gardener
,	,	,
who	WP	who
issued	VBD	issue
the	DT	the
first	JJ	first
seed	NN	seed
catalog	NN	catalog
in	IN	in
1621	CD	@card@
.	SENT	.
But	CC	but
anyway	RB	anyway
,	,	,
take	VB	take
a	DT	a
look	NN	look
at	IN	at
its	PP$	its
pollen	NN	pollen
.	SENT	.
This	DT	this
is	VBZ	be
amazing	JJ	amazing
,	,	,
I	PP	I
think	VBP	think
.	SENT	.
That	DT	that
little	JJ	little
hole	NN	hole
in	IN	in
the	DT	the
middle	NN	middle
there	EX	there
is	VBZ	be
for	IN	for
the	DT	the
pollen	NN	pollen
tube	NN	tube
,	,	,
and	CC	and
when	WRB	when
the	DT	the
pollen	NN	pollen
finds	VBZ	find
its	PP$	its
special	JJ	special
female	JJ	female
spot	NN	spot
in	IN	in
another	DT	another
Morina	NP	<unknown>
flower	NN	flower
,	,	,
just	RB	just
on	IN	on
the	DT	the
right	JJ	right
species	NNS	specie
,	,	,
what	WP	what
happens	VBZ	happen
?	SENT	?
Like	IN	like
I	PP	I
said	VBD	say
,	,	,
pollen	NN	pollen
carries	VBZ	carry
the	DT	the
male	JJ	male
sex	NN	sex
cells	NNS	cell
.	SENT	.
If	IN	if
you	PP	you
actually	RB	actually
didn	NN	<unknown>
'	POS	'
t	NN	t
realize	VBP	realize
that	IN	that
plants	NNS	plant
have	VBP	have
sex	NN	sex
,	,	,
they	PP	they
have	VBP	have
rampant	JJ	rampant
,	,	,
promiscuous	JJ	promiscuous
and	CC	and
really	RB	really
quite	RB	quite
interesting	JJ	interesting
and	CC	and
curious	JJ	curious
sex	NN	sex
.	SENT	.
Really	RB	really
.	SENT	.
A	DT	a
lot	NN	lot
.	SENT	.
My	PP$	my
story	NN	story
is	VBZ	be
actually	RB	actually
not	RB	not
about	IN	about
plant	NN	plant
propagation	NN	propagation
,	,	,
but	CC	but
about	IN	about
pollen	NN	pollen
itself	PP	itself
.	SENT	.
"	''	"
So	RB	so
,	,	,
what	WP	what
are	VBP	be
pollen	NN	pollen
'	POS	'
s	NN	S
properties	NNS	property
?	SENT	?
"	``	"
I	PP	I
hear	VBP	hear
you	PP	you
ask	VB	ask
