Today	NN	today
,	,	,
we	PP	we
are	VBP	be
a	DT	a
country	NN	country
divided	VBN	divide
,	,	,
or	CC	or
at	IN	at
least	JJS	least
that	DT	that
'	''	'
s	NNS	<unknown>
what	WP	what
we	PP	we
'	POS	'
re	NN	re
told	VBD	tell
.	SENT	.
We	PP	we
are	VBP	be
torn	VBN	tear
apart	RB	apart
by	IN	by
immigration	NN	immigration
,	,	,
education	NN	education
,	,	,
guns	NNS	gun
and	CC	and
health	NN	health
care	NN	care
.	SENT	.
Health	NN	health
care	NN	care
is	VBZ	be
ugly	JJ	ugly
and	CC	and
it	PP	it
is	VBZ	be
loud	JJ	loud
,	,	,
so	RB	so
loud	JJ	loud
that	IN	that
it	PP	it
threatens	VBZ	threaten
to	TO	to
drown	VB	drown
out	RP	out
everything	NN	everything
else	RB	else
.	SENT	.
Protesters	NNS	protester
:	:	:
Health	NN	health
care	NN	care
is	VBZ	be
a	DT	a
human	JJ	human
right	NN	right
!	SENT	!
Fight	VB	fight
,	,	,
fight	VB	fight
,	,	,
fight	VB	fight
!	SENT	!
Protesters	NNS	protester
:	:	:
Hey	UH	hey
hey	UH	hey
!	SENT	!
Ho	NP	Ho
ho	NP	Ho
!	SENT	!
Obamacare	NP	Obamacare
has	VBZ	have
got	VBN	get
to	TO	to
go	VB	go
!	SENT	!
Rebecca	NP	Rebecca
Onie	NP	Onie
:	:	:
But	CC	but
what	WP	what
if	IN	if
underneath	IN	underneath
all	PDT	all
the	DT	the
noise	NN	noise
,	,	,
we	PP	we
'	POS	'
re	NN	re
not	RB	not
divided	VBN	divide
?	SENT	?
What	WP	what
if	IN	if
the	DT	the
things	NNS	thing
that	IN	that
we	PP	we
don	VB	don
'	''	'
t	NN	t
ask	VBP	ask
about	RB	about
are	VBP	be
the	DT	the
things	NNS	thing
that	IN	that
we	PP	we
most	RBS	most
agree	VBP	agree
upon	RP	upon
?	SENT	?
It	PP	it
turns	VBZ	turn
out	RP	out
that	IN	that
when	WRB	when
we	PP	we
ask	VBP	ask
the	DT	the
right	JJ	right
questions	NNS	question
,	,	,
the	DT	the
answers	NNS	answer
are	VBP	be
startling	JJ	startling
,	,	,
because	IN	because
we	PP	we
agree	VBP	agree
,	,	,
not	RB	not
on	IN	on
health	NN	health
care	NN	care
,	,	,
but	CC	but
on	IN	on
something	NN	something
more	RBR	more
important	JJ	important
:	:	:
we	PP	we
agree	VBP	agree
on	IN	on
health	NN	health
.	SENT	.
For	IN	for
20	CD	@card@
years	NNS	year
