First	JJ	first
of	IN	of
all	DT	all
,	,	,
thank	VB	thank
y	NP	y
'	POS	'
all	RB	all
for	IN	for
listening	VBG	listen
to	TO	to
me	PP	me
.	SENT	.
I	PP	I
come	VBP	come
to	TO	to
y	NP	y
'	POS	'
all	RB	all
because	IN	because
most	JJS	most
Black	NP	Black
women	NNS	woman
don	NN	don
'	POS	'
t	NN	t
go	VB	go
to	TO	to
Klu	NP	Klu
Klux	NP	Klux
Klan	NP	Klan
rallies	NNS	rally
on	IN	on
purpose	NN	purpose
.	SENT	.
I	PP	I
did	VBD	do
because	IN	because
it	PP	it
was	VBD	be
my	PP$	my
job	NN	job
;	:	;
I	PP	I
monitored	VBD	monitor
hate	NN	hate
groups	NNS	group
.	SENT	.
But	CC	but
I	PP	I
really	RB	really
wanted	VBD	want
to	TO	to
find	VB	find
out	RP	out
how	WRB	how
people	NNS	people
could	MD	could
hate	VB	hate
strangers	NNS	stranger
so	RB	so
much	RB	much
.	SENT	.
Mostly	RB	mostly
,	,	,
I	PP	I
wanted	VBD	want
to	TO	to
work	VB	work
for	IN	for
peace	NN	peace
and	CC	and
justice	NN	justice
.	SENT	.
But	CC	but
fortunately	RB	fortunately
for	IN	for
me	PP	me
,	,	,
my	PP$	my
mentor	NN	mentor
at	IN	at
the	DT	the
time	NN	time
was	VBD	be
the	DT	the
legendary	JJ	legendary
civil	JJ	civil
rights	NNS	right
leader	NN	leader
Reverend	JJ	Reverend
C	NP	C
.	SENT	.
T	NN	T
.	SENT	.
Vivian	NP	Vivian
,	,	,
who	WP	who
'	''	'
d	SYM	d
been	VBN	be
an	DT	an
aide	NN	aide
to	TO	to
Dr	NP	Dr
.	SENT	.
Martin	NP	Martin
Luther	NP	Luther
King	NP	King
.	SENT	.
And	CC	and
C	NP	C
.	SENT	.
T	NN	T
.	SENT	.
used	VBN	use
to	TO	to
say	VB	say
,	,	,
"	``	"
When	WRB	when
you	PP	you
ask	VBP	ask
people	NNS	people
to	TO	to
give	VB	give
up	RP	up
hate	NN	hate
,	,	,
then	RB	then
you	PP	you
need	VBP	need
to	TO	to
be	VB	be
there	RB	there
for	IN	for
them	PP	them
when	WRB	when
they	PP	they
do	VBP	do
.	SENT	.
"	''	"
Now	RB	now
,	,	,
at	IN	at
the	DT	the
time	NN	time
C	NP	C
.	SENT	.
T	NN	T
.	SENT	.
said	VBD	say
those	DT	those
words	NNS	word
,	,	,
I	PP	I
started	VBD	start
muttering	VBG	mutter
under	IN	under
my	PP$	my
breath	NN	breath
,	,	,
because	IN	because
you	PP	you
can	MD	can
'	''	'
t	NN	t
curse	NN	curse
out	IN	out
a	DT	a
preacher	NN	preacher
,	,	,
you	PP	you
know	VBP	know
?	SENT	?
But	CC	but
his	PP$	his
words	NNS	word
didn	NN	<unknown>
'	POS	'
t	NN	t
make	VB	make
any	DT	any
sense	NN	sense
to	TO	to
me	PP	me
,	,	,
because	IN	because
if	IN	if
the	DT	the
Klan	NP	Klan
hated	VBD	hate
Black	NP	Black
folks	NNS	folk
,	,	,
I	PP	I
was	VBD	be
all	DT	all
right	NN	right
with	IN	with
hating	VBG	hate
them	PP	them
back	RB	back
.	SENT	.
Sounded	VBN	sound
OK	JJ	OK
to	TO	to
me	PP	me
.	SENT	.
But	CC	but
then	RB	then
something	NN	something
happened	VBD	happen
.	SENT	.
It	PP	it
became	VBD	become
my	PP$	my
job	NN	job
to	TO	to
help	VB	help
people	NNS	people
who	WP	who
were	VBD	be
leaving	VBG	leave
hate	NN	hate
groups	NNS	group
,	,	,
and	CC	and
then	RB	then
once	RB	once
I	PP	I
got	VBD	get
to	TO	to
know	VB	know
them	PP	them
,	,	,
I	PP	I
couldn	NNS	<unknown>
'	POS	'
t	NN	t
hate	VBP	hate
them	PP	them
anymore	RB	anymore
.	SENT	.
And	CC	and
then	RB	then
I	PP	I
