There	EX	there
are	VBP	be
few	JJ	few
things	NNS	thing
we	PP	we
know	VBP	know
about	RB	about
mass	JJ	mass
incarceration	NN	incarceration
in	IN	in
our	PP$	our
country	NN	country
.	SENT	.
We	PP	we
know	VBP	know
,	,	,
for	IN	for
example	NN	example
,	,	,
that	WDT	that
we	PP	we
'	''	'
re	IN	re
the	DT	the
world	NN	world
'	POS	'
s	JJ	<unknown>
leading	VBG	lead
jailer	NN	jailer
.	SENT	.
With	IN	with
five	CD	five
percent	NN	percent
of	IN	of
the	DT	the
world	NN	world
'	POS	'
s	NN	S
population	NN	population
,	,	,
we	PP	we
incarcerate	VBP	incarcerate
20	CD	@card@
percent	NN	percent
of	IN	of
its	PP$	its
prisoners	NNS	prisoner
.	SENT	.
And	CC	and
we	PP	we
know	VBP	know
that	IN	that
we	PP	we
punish	VB	punish
our	PP$	our
poor	JJ	poor
,	,	,
our	PP$	our
own	JJ	own
.	SENT	.
Half	NN	half
of	IN	of
the	NP	the
[	SYM	[
imprisoned	VBN	imprison
]	SYM	]
--	:	--
in	IN	in
fact	NN	fact
,	,	,
well	RB	well
over	IN	over
half	NN	half
--	:	--
live	VB	live
below	IN	below
the	DT	the
poverty	NN	poverty
line	NN	line
.	SENT	.
This	DT	this
is	VBZ	be
nothing	NN	nothing
to	TO	to
say	VB	say
about	IN	about
the	DT	the
egregious	JJ	egregious
racial	JJ	racial
disparities	NNS	disparity
in	IN	in
how	WRB	how
we	PP	we
administer	VBP	administer
justice	NN	justice
and	CC	and
how	WRB	how
we	PP	we
choose	VBP	choose
to	TO	to
punish	VB	punish
.	SENT	.
Black	NP	Black
Americans	NPS	Americans
are	VBP	be
five	CD	five
times	NNS	time
more	RBR	more
likely	JJ	likely
to	TO	to
be	VB	be
incarcerated	VBN	incarcerate
than	IN	than
white	JJ	white
Americans	NPS	Americans
.	SENT	.
And	CC	and
they	PP	they
do	VBP	do
lengthier	JJR	lengthy
sentences	NNS	sentence
,	,	,
even	RB	even
for	IN	for
the	DT	the
same	JJ	same
crimes	NNS	crime
.	SENT	.
This	DT	this
is	VBZ	be
punishment	NN	punishment
in	IN	in
the	DT	the
United	NP	United
States	NPS	States
.	SENT	.
But	CC	but
what	WP	what
is	VBZ	be
punishment	NN	punishment
for	IN	for
?	SENT	?
When	WRB	when
does	VBZ	do
punishment	NN	punishment
end	NN	end
?	SENT	?
Why	WRB	why
do	VBP	do
we	PP	we
punish	VB	punish
in	IN	in
this	DT	this
way	NN	way
?	SENT	?
In	IN	in
the	DT	the
